vote_event_id,voter_id,option
23,4,no
10,4,no
6,4,no
20,4,no
18,4,no
16,4,yes
15,4,no
1,4,no
7,4,no
22,4,no
12,4,yes
2,4,no
19,4,no
17,4,yes
14,4,no
8,4,yes
5,4,no
9,4,yes
4,4,no
11,4,no
3,4,yes
13,4,no
24,4,yes
21,4,yes
23,1,no
10,1,yes
6,1,yes
20,1,yes
18,1,no
16,1,yes
15,1,yes
1,1,no
7,1,no
22,1,no
12,1,abstain
2,1,yes
19,1,no
17,1,yes
14,1,no
8,1,no
5,1,no
9,1,yes
4,1,no
11,1,abstain
3,1,no
13,1,no
24,1,no
21,1,yes
23,7,abstain
10,7,abstain
6,7,no
20,7,yes
18,7,no
16,7,yes
15,7,yes
1,7,no
7,7,no
22,7,abstain
12,7,no
2,7,abstain
19,7,no
17,7,no
14,7,yes
8,7,abstain
5,7,yes
9,7,abstain
4,7,abstain
11,7,yes
3,7,no
13,7,abstain
24,7,no
21,7,abstain
23,3,yes
10,3,yes
6,3,no
20,3,yes
18,3,no
16,3,yes
15,3,yes
1,3,no
7,3,no
22,3,yes
12,3,no
2,3,yes
19,3,no
17,3,no
14,3,yes
8,3,no
5,3,yes
9,3,no
4,3,yes
11,3,yes
3,3,no
13,3,yes
24,3,abstain
21,3,no
23,6,abstain
10,6,no
6,6,abstain
20,6,no
18,6,no
16,6,abstain
15,6,abstain
1,6,no
7,6,abstain
22,6,yes
12,6,no
2,6,no
19,6,no
17,6,yes
14,6,abstain
8,6,no
5,6,yes
9,6,no
4,6,yes
11,6,no
3,6,no
13,6,yes
24,6,abstain
21,6,yes
23,2,no
10,2,no
6,2,no
20,2,no
18,2,yes
16,2,no
15,2,no
1,2,yes
7,2,yes
22,2,no
12,2,no
2,2,no
19,2,yes
17,2,yes
14,2,no
8,2,no
5,2,yes
9,2,yes
4,2,no
11,2,no
3,2,yes
13,2,no
24,2,no
21,2,yes
23,5,yes
10,5,yes
6,5,abstain
20,5,yes
18,5,no
16,5,yes
15,5,no
1,5,no
7,5,no
22,5,no
12,5,abstain
2,5,no
19,5,no
17,5,yes
14,5,yes
8,5,no
5,5,yes
9,5,yes
4,5,yes
11,5,yes
3,5,abstain
13,5,no
24,5,no
21,5,yes
