"zeman2"	"schwarzenberg2"
"zeman"	1.68004646728095	0
"fischer"	1.48502093586824	1.60416916410741
"sobotka"	0.881509362734803	0.544768304710186
"fischerova"	0.751374052596371	0.423700446690478
"schwarzenberg"	0	0.720268161386098
"dienstbier"	2.61441730681481	0.721244815089986
"roithova"	1.45408682062799	0.534751695535466
"bobosikova"	1.11433627927971	1.10987670924017
"franz"	0.737212962001074	0.317627955852387
