id,start_date,motion:name,motion:number,sources:link:url,motion:document,legislative_session_id,result,counts:option:yes,counts:option:no,counts:option:abstain,number_of_people,present
24335,2011-01-20,stažení tisku poř. č. 16/1 - Z - 689 z programu jednání  (TOP 09),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24335,3,fail,28,6,26,63,60
24336,2011-01-20,stažení tisku poř. č. 14 - Z- 793 (TOP 09 a radní Udženija se ztotožnila),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24336,3,pass,49,0,0,63,49
24337,2011-01-20,stažení tisku poř. č.  9. - Z - 808 (TOP 09),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24337,3,fail,28,4,29,63,61
24338,2011-01-20,"7. hlasování, zařazení bodu ""Informativní zpráva o stavu jednání k probíhajícímu výběrovému řízení na modernizaci a rekonstrukci ÚČOV Praha na Císařské louce"" (TOP 09)",,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24338,3,fail,29,7,25,63,61
24339,2011-01-20,3. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24339,3,pass,36,11,14,63,61
24340,2011-01-20,k návrhu obecně závazné vyhlášky hl.m. Prahy o aktualizaci cenové mapy stavebních pozemků na území hl.m. Prahy pro rok 2011,1,Z-974,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24340,3,pass,58,0,0,63,58
24341,2011-01-20,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hlavního města Prahy městské části Praha - Libuš (požární automobily)",2,Z-933,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24341,3,pass,58,0,0,63,58
24342,2011-01-20,"k návrhu na pověření primátora hl. m. Prahy jednat za Zastupitelstvo hl. m. Prahy o návrhu zákona, kterým se mění zákon č. 202/1990 Sb., o loteriích a jiných podobných hrách, ve znění pozdějších předpisů (sněmovní tisk 33) a návrhu zákona, kterým se mění zákon č. 111/1994 Sb., o silniční dopravě, ve znění pozdějších předpisů (sněmovní tisk 104) v Poslanecké sněmovně Parlamentu ČR a jejích orgánech",3,Z-976,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24342,3,pass,56,0,2,63,58
24343,2011-01-20,k návrhu na určení zástupců a náhradníků za zástupce hl.m. Prahy na valných hromadách akciových společností v majetkovém portfoliu hl.m. Prahy,4,Z-969,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24343,3,pass,40,2,16,63,58
24344,2011-01-20,k odměnám neuvolněných členů Zastupitelstva hl. m. Prahy,5,Z-968,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24344,3,pass,57,0,0,63,57
24345,2011-01-20,k návrhu na zrušení usnesení Zastupitelstva hl.m. Prahy č. 42/01 ze dne 30. 5. 2002 k zastupování primátora hlavního města Prahy,6,Z-978,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24345,3,pass,56,0,1,63,57
24346,2011-01-20,k volbě přísedících Městského soudu v Praze,7,Z-913,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24346,3,pass,43,2,11,63,56
24347,2011-01-20,"k návrhu na úplatné nabytí komunikace, chodníků, parkovacích stání, komunikační zeleně, dopravního značení, veřejného osvětlení, uličních vpustí a jejich přípojek na pozemcích v k.ú. Háje a k.ú. Chodov, bezúplatné nabytí pozemků parc. č. 583/108, parc. č. 583/112, parc. č. 583/113, parc. č. 583/114, parc. č. 583/115, parc. č. 583/124, parc. č. 583/125, k.ú. Háje z vlastnictví Skanska Reality a.s., se sídlem Líbalova 1/2348, Praha 4, IČ: 63995590 do vlastnictví hlavního města Prahy",8,Z-808,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24347,3,fail,26,14,19,63,59
24348,2011-01-20,"k návrhu na úplatné nabytí komunikace, chodníků, parkovacích stání, komunikační zeleně, dopravního značení, veřejného osvětlení, uličních vpustí a jejich přípojek na pozemcích v k.ú. Háje a k.ú. Chodov, bezúplatné nabytí pozemků parc. č. 583/108, parc. č. 583/112, parc. č. 583/113, parc. č. 583/114, parc. č. 583/115, parc. č. 583/124, parc. č. 583/125, k.ú. Háje z vlastnictví Skanska Reality a.s., se sídlem Líbalova 1/2348, Praha 4, IČ: 63995590 do vlastnictví hlavního města Prahy",8,Z-808,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24348,3,pass,33,20,7,63,60
24349,2011-01-20,"k návrhu na bezúplatné nabytí vlastnictví k pozemkům z vlastnictví ČR ve správě Pozemkového fondu ČR do vlastnictví hlavního města Prahy dle § 2 odst. 6 zákona č. 569/1991 Sb., ve znění pozdějších předpisů",9,Z-491,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24349,3,pass,42,0,1,63,43
24350,2011-01-20,k poskytnutí účelové neinvestiční dotace z rozpočtu hlavního města Prahy na zajištění činnosti lékařské služby první pomoci v 1. čtvrtletí roku 2011,10,Z-966,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24350,3,pass,53,0,0,63,53
24351,2011-01-20,"k návrhu znění zřizovacích listin příspěvkových organizací hl.m. Prahy Domov pro seniory Dobřichovice, Domov pro seniory Hortenzie, Domov pro seniory Heřmanův Městec a Domov pro seniory Pyšely",11,Z-354,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24351,3,pass,52,0,3,63,55
24352,2011-01-20,"k návrhu na úplatný převod pozemků parc. č. 2031/272 (1098 m2) a parc. č. 2031/273 (122 m2) do vlastnictví Společenství pro dům - Nad Opatovem 2026, 2027, 2028, 2029, 2030, IČ: 712 32 214",12,Z-562,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24352,3,pass,53,0,0,63,53
24353,2011-01-20,k návrhu na úplatný převod části pozemku parc. č. 4261/182 o výměře 112 m2 a části pozemku parc.č. 4261/241 o výměře 92 m2 z vlastnictví hl.m. Prahy do podílového spoluvlastnictví Alici Randall id. 1/2 a Heleně Vodičkové id. 1/2,13,Z-894,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24353,3,pass,52,0,2,63,54
24354,2011-01-20,k návrhu úplatného převodu pozemků z vlastnictví hl.m. Prahy do vlastnictví majitelů staveb postavených v rámci legislativy družstevní bytové výstavby platné do roku 1991,14,Z-759,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24354,3,pass,52,0,2,63,54
24355,2011-01-20,k návrhu na bezúplatný převod nemovitostí v k.ú. Hradčany a k.ú. Malá Strana z vlastnictví hl.m. Prahy do vlastnictví České republiky,15,Z-973,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24355,3,pass,52,0,1,63,53
24356,2011-01-20,"k návrhu směny části pozemku parc. č. 76/1 o výměře 609m2; pozemku parc. č. 76/93 o výměře 1706 m2 a pozemku parc.č. 876/21 o výměře 410 m2 v k.ú. Střížkov, zapsaných v KN na LV 462, ve vlastnictví FALCO-BAU a.s., IČ 26196298, se sídlem Hlubočepská 701/38c, Praha 5 - Hlubočepy za pozemek parc. č. 496/116 o výměře 450 m2 a část pozemku parc.č. 496/117 o výměře 525 m2 v k. ú. Střížkov, zapsané v KN na LV 328, ve vlastnictví hl.m. Prahy a k návrhu bezúplatného nabytí komunikace Jitravská na pozemcích parc. č. 76/1 a parc. č. 76/93 v k. ú. Střížkov z vlastnictví FALCO-BAU a.s., IČ 26196298, se sídlem Hlubočepská 701/38c, Praha 5 - Hlubočepy do vlastnictví hl. m. Prahy",16,Z-689,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24356,3,fail,27,20,11,63,58
24357,2011-01-20,"k návrhu směny části pozemku parc. č. 76/1 o výměře 609m2; pozemku parc. č. 76/93 o výměře 1706 m2 a pozemku parc.č. 876/21 o výměře 410 m2 v k.ú. Střížkov, zapsaných v KN na LV 462, ve vlastnictví FALCO-BAU a.s., IČ 26196298, se sídlem Hlubočepská 701/38c, Praha 5 - Hlubočepy za pozemek parc. č. 496/116 o výměře 450 m2 a část pozemku parc.č. 496/117 o výměře 525 m2 v k. ú. Střížkov, zapsané v KN na LV 328, ve vlastnictví hl.m. Prahy a k návrhu bezúplatného nabytí komunikace Jitravská na pozemcích parc. č. 76/1 a parc. č. 76/93 v k. ú. Střížkov z vlastnictví FALCO-BAU a.s., IČ 26196298, se sídlem Hlubočepská 701/38c, Praha 5 - Hlubočepy do vlastnictví hl. m. Prahy",16,Z-689,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24357,3,pass,32,26,1,63,59
24358,2011-01-20,"k návrhu směny části pozemku parc. č. 2588/2 o výměře 22 m2 v k.ú. Břevnov, zapsaného v KN na LV 5252, ve vlastnictví Ing. Jaromíra a Naděždy Charvátových za pozemek parc. č. 2588/3 o výměře 71 m2 a část pozemku parc. č. 2588/10 o výměře 42 m2 v k. ú. Břevnov, zapsané v KN na LV 1762, ve vlastnictví hl.m. Prahy",17,Z-747,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24358,3,pass,56,0,4,63,60
24359,2011-01-20,k revokaci usnesení Zastupitelstva HMP č.35/69 ze dne 26.3.2010 k záměru transformace příspěvkové organizace Pražská informační služba,18,Z-925,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24359,3,pass,55,0,0,63,55
24360,2011-01-20,k návrhu Jednacího řádu Zastupitelstva hlavního města Prahy,19,Z-987,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24360,3,pass,37,0,1,63,38
24361,2011-01-20,k návrhu Jednacího řádu Zastupitelstva hlavního města Prahy,19,Z-987,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24361,3,pass,38,0,3,63,41
24362,2011-01-20,k návrhu Jednacího řádu Zastupitelstva hlavního města Prahy,19,Z-987,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24362,3,pass,38,0,2,63,40
24363,2011-01-20,k návrhu Jednacího řádu Zastupitelstva hlavního města Prahy,19,Z-987,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24363,3,pass,57,0,0,63,57
24364,2011-01-20,nový bod - zřízení mediálního výboru ZHMP  (TOP 09),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24364,3,fail,28,4,25,63,57
24365,2011-01-20,zařazení bodu - změna počtu členů výborů ZHMP (KSČM),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24365,3,fail,4,32,21,63,57
24366,2011-01-20,zařazení nového bodu - změna názvu výborů ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24366,3,fail,28,1,28,63,57
24367,2011-01-20,volba místopředsedů a tajemníka -  výbor finanční ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24367,3,pass,56,0,1,63,57
24368,2011-01-20,volba místopředsedů a tajemníka - výbor pro výchovu a vzdělávání ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24368,3,pass,58,0,0,63,58
24369,2011-01-20,volba místopředsedů a tajemníka -  výbor pro legislativu a bezpečnost ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24369,3,pass,58,0,1,63,59
24370,2011-01-20,volba místopředsedů a tajemníka -  výbor pro dopravu ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24370,3,pass,58,0,0,63,58
24371,2011-01-20,volba místopředsedů a tajemníka -  výbor  pro územní plán ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24371,3,pass,59,0,0,63,59
24372,2011-01-20,volba místopředsedů a tajemníka -  výbor pro bydlení ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24372,3,pass,57,0,1,63,58
24373,2011-01-20,volba místopředsedů - výbor pro zdravotnictví ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24373,3,pass,58,0,1,63,59
24374,2011-01-20,volba místopředsedů a tajemníka -  výbor pro sociální politiku ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24374,3,pass,59,0,0,63,59
24375,2011-01-20,volba místopředsedů a tajemníka -  výbor pro hospodářskou politiku a informatiku ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24375,3,pass,57,0,2,63,59
24376,2011-01-20,volba místopředsedů a tajemníka -  výbor pro infrastrukturu ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24376,3,pass,57,0,2,63,59
24377,2011-01-20,"volba místopředsedů a tajemníka -  výbor pro veřejnou správu, EU fondy a protikorupční opatření ZHMP",,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24377,3,pass,57,0,0,63,57
24378,2011-01-20,volba místopředsedů a tajemníka -  výbor pro kulturu ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24378,3,pass,57,0,1,63,58
24379,2011-01-20,volba místopředsedů a tajemníka -  výbor pro zahraniční vztahy a cestovní ruch ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24379,3,pass,56,0,2,63,58
24380,2011-01-20,volba místopředsedů a tajemníka -  výbor pro životní prostředí ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24380,3,pass,56,0,2,63,58
24381,2011-01-20,"volba místopředsedy -  výbor pro volný čas, sport, cyklostezky a výstavnictví ZHMP",,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24381,3,pass,58,0,1,63,59
24382,2011-01-20,volba předsedy kontrolního výboru ZHMP  RNDr. Hudečka,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24382,3,fail,22,0,10,63,32
24383,2011-01-20,volba předsedy kontrolního výboru ZHMP JUDr. Ledla,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24383,3,fail,5,22,9,63,36
24384,2011-01-20,volba tajemnice výboru kontrolního ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24384,3,pass,56,0,1,63,57
24385,2011-02-17,4. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24385,4,pass,59,0,0,63,59
24386,2011-02-17,4. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24386,4,pass,33,0,27,63,60
24387,2011-02-17,4. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24387,4,pass,37,7,17,63,61
24388,2011-02-17,4. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24388,4,fail,29,17,16,63,62
