vote_event_id,voter_id,option
29,4,yes
25,4,no
2,4,yes
30,4,yes
11,4,no
28,4,yes
7,4,abstain
16,4,abstain
10,4,no
15,4,yes
12,4,yes
17,4,yes
22,4,abstain
6,4,no
18,4,no
4,4,no
19,4,yes
24,4,yes
5,4,no
20,4,abstain
23,4,yes
8,4,abstain
26,4,yes
9,4,yes
21,4,no
1,4,no
14,4,abstain
3,4,abstain
27,4,abstain
13,4,no
29,2,yes
25,2,no
2,2,no
30,2,yes
11,2,abstain
28,2,no
7,2,no
16,2,no
10,2,no
15,2,no
12,2,abstain
17,2,no
22,2,no
6,2,no
18,2,no
4,2,no
19,2,no
24,2,no
5,2,no
20,2,no
23,2,yes
8,2,no
26,2,no
9,2,no
21,2,yes
1,2,abstain
14,2,yes
3,2,yes
27,2,no
13,2,no
29,1,yes
25,1,no
2,1,yes
30,1,yes
11,1,yes
28,1,yes
7,1,yes
16,1,yes
10,1,no
15,1,yes
12,1,abstain
17,1,yes
22,1,yes
6,1,no
18,1,yes
4,1,yes
19,1,yes
24,1,no
5,1,no
20,1,yes
23,1,yes
8,1,no
26,1,yes
9,1,yes
21,1,no
1,1,yes
14,1,no
3,1,yes
27,1,yes
13,1,yes
29,3,yes
25,3,no
2,3,abstain
30,3,abstain
11,3,no
28,3,abstain
7,3,abstain
16,3,yes
10,3,no
15,3,yes
12,3,yes
17,3,abstain
22,3,no
6,3,no
18,3,yes
4,3,yes
19,3,yes
24,3,abstain
5,3,yes
20,3,yes
23,3,abstain
8,3,no
26,3,abstain
9,3,yes
21,3,no
1,3,yes
14,3,yes
3,3,yes
27,3,no
13,3,abstain
29,5,abstain
25,5,no
2,5,no
30,5,abstain
11,5,no
28,5,no
7,5,abstain
16,5,abstain
10,5,abstain
15,5,no
12,5,yes
17,5,no
22,5,no
6,5,no
18,5,no
4,5,yes
19,5,abstain
24,5,no
5,5,no
20,5,no
23,5,abstain
8,5,no
26,5,no
9,5,no
21,5,yes
1,5,no
14,5,no
3,5,no
27,5,no
13,5,no
29,6,yes
25,6,no
2,6,no
30,6,abstain
11,6,no
28,6,yes
7,6,yes
16,6,yes
10,6,no
15,6,yes
12,6,yes
17,6,yes
22,6,no
6,6,abstain
18,6,yes
4,6,yes
19,6,yes
24,6,no
5,6,no
20,6,abstain
23,6,yes
8,6,yes
26,6,yes
9,6,no
21,6,no
1,6,yes
14,6,yes
3,6,yes
27,6,no
13,6,no
