id,date,motion:title,motion:legislative_session,motion:legislative_session_type,motion:session,motion:session_type,count:yes,count:no,count:abstain,count:obstraction,count:blank
54-047.tx,2014-12-16T21:19:38,PEC  Nº 358/2013 - DVS - PCdoB - SUPRIMA-SE O ART. 3º DO SUBSTITUTIVO,CD04,ordinary,29,extraordinary,354,30,4,0,0
54-048.tx,2014-12-16T22:08:27,REQ  Nº 10929/2014 - URGÊNCIA PARA APRECIAÇÃO DO PRC 266/2014,CD04,ordinary,29,extraordinary,272,22,5,3,0
54-057.tx,2014-12-17T01:04:22,MPV  Nº 656/2014 - DVS DEM  - EMENDA Nº 230,CD04,ordinary,29,extraordinary,73,1,2,27,0
54-061.tx,2014-12-17T20:04:40,PEC  Nº 197/2012 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,CD04,ordinary,29,extraordinary,299,7,0,2,0
54-062.tx,2014-12-17T22:27:09,PL   Nº 7735/2014 - REQ. DE RETIRADA DE PAUTA,CD04,ordinary,29,extraordinary,9,48,0,18,0
54-998.tx,2014-11-04T19:51:18,PEC  Nº 426/2014 - PRIMEIRO TURNO,CD04,ordinary,24,extraordinary,367,0,0,0,0
54-003.tx,2014-11-04T21:59:17,"MPV  Nº 657/2014 - DVS - PT - § 2º  DO ART. 2-A DA LEI 9266/96, NA REDAÇÃO PROPOSTA PELA EMENDA 54",CD04,ordinary,24,extraordinary,101,215,1,0,0
54-008.tx,2014-11-11T21:03:53,PEC  Nº 197/2012 - SUBSTITUTIVO DA COMISSÃO ESPECIAL - PRIMEIRO TURNO,CD04,ordinary,25,extraordinary,337,3,1,0,0
54-009.tx,2014-11-11T21:28:07,PEC  Nº 197/2012 - DVS - PSDB - EMENDA AGLUTINATIVA Nº 1,CD04,ordinary,25,extraordinary,325,1,1,1,0
54-010.tx,2014-11-12T18:32:18,MPV  Nº 652/2014 - REQ. DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,CD04,ordinary,25,ordinary,14,254,1,23,0
54-015.tx,2014-11-26T19:00:50,PEC  Nº 426/2014 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - 2º TURNO,CD04,ordinary,27,extraordinary,349,1,0,0,0
54-016.tx,2014-11-25T21:26:00,APRECIAÇÃO - Vetos Presidenciais,CC04,ordinary,2,extraordinary,0,0,0,0,325
54-979.tx,2014-10-07T23:10:55,MPV  Nº 650/2014 - DVS - BLOCO PR - EMENDA AGLUTINATIVA N° 1,CD04,ordinary,22,extraordinary,114,134,8,0,0
54-990.tx,2014-10-28T20:19:23,PDC  Nº 1491/2014 - REQ. DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,CD04,ordinary,23,extraordinary,4,253,2,53,0
54-995.tx,2014-10-28T21:44:36,PDC  Nº 1491/2014 - REQUERIMENTO PARA VOTAÇÃO DE ARTIGO POR ARTIGO,CD04,ordinary,23,extraordinary,3,247,7,43,0
54-977.tx,2014-09-02T20:59:35,Nº / - CONSULTA SOBRE A  MODIFICAÇÃO DA ORDEM DO DIA,CD04,ordinary,21,extraordinary,3,105,3,32,0
54-978.tx,2014-09-03T12:37:38,DEM - REQUERIMENTO DE PREFERÊNCIA,CD04,ordinary,21,extraordinary,4,2,1,11,0
54-976.tx,2014-08-05T22:01:15,PDC  Nº 1491/2014 - REQ. DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,CD04,ordinary,20,extraordinary,16,233,4,19,0
54-968.tx,2014-07-15T17:31:29,PDC  Nº 1472/2014 - ELEIÇÃO PARA O CARGO DE MINISTRO DO TCU,CD04,ordinary,20,extraordinary,270,7,3,3,0
54-970.tx,2014-07-15T19:58:35,REQ  Nº 10361/2014 - URGÊNCIA PARA APRECIAÇÃO DO PDC Nº 1.491/2014,CD04,ordinary,20,extraordinary,294,54,3,29,0
54-939.tx,2014-06-03T18:33:30,PL   Nº 8035/2010 - DVS - PDT - §5º DO ART. 5º ACRESC. AO SUBSTITUTIVO DO S.F.,CD04,ordinary,16,extraordinary,269,118,1,0,0
54-941.tx,2014-06-03T20:04:10,PLP  Nº 221/2012 - DVS - PSD - EMENDA Nº 7,CD04,ordinary,16,extraordinary,381,2,1,0,0
54-942.tx,2014-06-03T21:04:58,PLP  Nº 221/2012 - DVS - PSDB - ARTIGOS: 1º E 2º,CD04,ordinary,16,extraordinary,136,219,2,0,0
54-943.tx,2014-06-03T21:52:05,PLP  Nº 221/2012 - DVS - PSD/SD/PDT/PSC - EMENDA AGLUTINATIVA Nº 2,CD04,ordinary,16,extraordinary,341,9,2,1,0
54-944.tx,2014-06-03T22:16:59,PLP  Nº 221/2012 - DVS - PMDB - EMENDA DE PLENÁRIO Nº 17,CD04,ordinary,16,extraordinary,313,1,0,0,0
54-945.tx,2014-06-03T22:30:40,PLP  Nº 221/2012 - DVS - PRB - ART. 87-A DA LEI COMPLEMENTAR Nº 123/2006,CD04,ordinary,16,extraordinary,288,5,0,0,0
54-946.tx,2014-06-03T22:58:53,PLP  Nº 221/2012 - DVS - PV - ART. 10 DA SUBEMENDA SUBSTITUTIVA APRESENTADA AO PLP 221/2012,CD04,ordinary,16,extraordinary,137,165,0,0,0
54-948.tx,2014-06-04T19:04:59,PEC  Nº 103/2011 - PROPOSTA DE EMENDA À CONSTITUIÇÃO  - SEGUNDO TURNO,CD04,ordinary,17,ordinary,366,2,3,0,0
54-951.tx,2014-06-04T21:00:28,PLP  Nº 397/2014 - SUSBSTITUTIVO DA CCJC,CD04,ordinary,17,extraordinary,343,30,1,0,0
54-954.tx,2014-06-04T21:59:57,PLP  Nº 397/2014 - EMENDA DE PLENÁRIO Nº 1,CD04,ordinary,17,extraordinary,210,108,2,0,0
54-960.tx,2014-06-10T19:26:40,PL   Nº 3232/1992 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,18,ordinary,3,210,3,60,0
54-890.tx,2014-05-06T22:43:02,PEC  Nº 471/2005 - INVERSÃO DE PAUTA,CD04,ordinary,11,extraordinary,252,105,1,1,0
54-891.tx,2014-05-06T23:54:59,PEC  Nº 358/2013 - SUBSTITUTIVO DA COMISSÃO ESPECIAL - PRIMEIRO TURNO,CD04,ordinary,11,extraordinary,384,6,0,0,0
54-893.tx,2014-05-07T20:15:29,PLP  Nº 221/2012 - SUBEMENDA SUBSTITUIVA GLOBAL,CD04,ordinary,12,extraordinary,417,0,0,0,0
54-894.tx,2014-05-13T18:32:48,"PLP  Nº 221/2012 - DVS - PSDB - EXPR. ""QUANDO  NA MODALIDADE FLUVIAL OU""",CD04,ordinary,13,extraordinary,330,2,0,0,0
54-895.tx,2014-05-13T19:37:45,PLP  Nº 221/2012 - DVS - PP/PROS - EMENDA Nº 1,CD04,ordinary,13,extraordinary,201,131,2,0,0
54-896.tx,2014-05-13T20:26:08,PLP  Nº 221/2012 - DVS - PP/PROS - EMENDA Nº 20,CD04,ordinary,13,extraordinary,212,131,1,0,0
54-899.tx,2014-05-20T18:19:39,MPV  Nº 632/2013 - DVS - DEM - ART. 24 DO PLV,CD04,ordinary,14,ordinary,183,75,1,0,0
54-905.tx,2014-05-20T20:30:57,MPV  Nº 635/2013 - DVS - PSB - EMENDA Nº 23,CD04,ordinary,14,extraordinary,273,112,1,0,0
54-908.tx,2014-05-21T18:07:10,"REQ. - PREFERÊNCIA PARA VOTAÇÃO DAS MPVS 634/2013, 636/2013 E 638/2014, APÓS O ITEM 2",CD04,ordinary,14,ordinary,19,263,1,0,0
54-915.tx,2014-05-21T21:39:06,MPV  Nº 633/2013 - DVS DEM - EMENDA Nº 5,CD04,ordinary,14,extraordinary,69,238,1,0,0
54-916.tx,2014-05-21T22:28:33,MPV  Nº 633/2013 - DVS - PP/PROS - ART 3º DO PLV,CD04,ordinary,14,extraordinary,192,73,0,0,0
54-927.tx,2014-05-27T18:37:30,MPV  Nº 639/2014 - EMENDAS DE PLENÁRIO Nºs 2 A 4 COM PARECER PELA REJEIÇÃO,CD04,ordinary,15,ordinary,9,270,1,0,0
54-929.tx,2014-05-27T19:29:28,MPV  Nº 640/2014 - PROJETO DE LEI DE CONVERSÃO,CD04,ordinary,15,ordinary,215,101,1,2,0
54-805.tx,2014-04-01T18:36:15,MPV  Nº 627/2013 - REQ. DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,CD04,ordinary,7,ordinary,19,253,3,27,0
54-810.tx,2014-04-01T21:14:10,MPV  Nº 627/2013 - PROJETO DE LEI DE CONVERSÃO,CD04,ordinary,7,extraordinary,331,36,3,0,0
54-811.tx,2014-04-02T16:50:20,MPV  Nº 627/2013 - REQ. PARA VOTAÇÃO EM GLOBO DOS DESTAQUES SIMPLES,CD04,ordinary,7,extraordinary,229,77,0,0,0
54-821.tx,2014-04-02T18:27:27,MPV  Nº 627/2013 - DVS - PSC - EMENDA AGLUTINATIVA Nº 1,CD04,ordinary,7,extraordinary,185,128,0,0,0
54-826.tx,2014-04-02T20:08:29,MPV  Nº 627/2013 - DVS - DEM - ART. 103 DO PLV,CD04,ordinary,7,extraordinary,184,175,3,0,0
54-835.tx,2014-04-07T21:23:08,MPV  Nº 628/2013 - REQ. DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,CD04,ordinary,8,extraordinary,6,193,0,45,0
54-836.tx,2014-04-08T18:42:55,MPV  Nº 628/2013 - REQ. DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,CD04,ordinary,8,ordinary,26,244,4,31,0
54-840.tx,2014-04-08T20:24:42,MPV  Nº 628/2013 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,CD04,ordinary,8,ordinary,4,270,1,41,0
54-850.tx,2014-04-09T19:28:56,MPV  Nº 630/2013 - DVS - DEM - ART. 1º DA MP P/ SUBSTITUIR O ART. 1º DO PLV,CD04,ordinary,8,extraordinary,166,168,0,0,0
54-851.tx,2014-04-09T20:12:30,MPV  Nº 630/2013 - DVS - PSDB - ART. 1º  DA LEI 12.462/2011,CD04,ordinary,8,extraordinary,204,137,0,0,0
54-856.tx,2014-04-09T21:48:05,REQ  Nº 8130/2013 - URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4471/2012,CD04,ordinary,8,extraordinary,17,176,2,30,0
54-859.tx,2014-04-22T19:00:54,REQ  Nº 8339/2013 - URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5.943/2013,CD04,ordinary,9,ordinary,307,16,3,0,0
54-861.tx,2014-04-22T19:43:59,REQ  Nº 8880/2013 - URGÊNCIA PARA APRECIAÇÃO DO PLP Nº 276/2002,CD04,ordinary,9,ordinary,310,3,0,0,0
54-867.tx,2014-04-22T20:55:25,PLP  Nº 362/2006 - SUBSTITUTIVO DO SENADO FEDERAL,CD04,ordinary,10,extraordinary,304,0,0,0,0
54-868.tx,2014-04-22T21:10:48,PLP  Nº 362/2006 - DVS - PT - § 3º DO ART. 7º - ART. 1º DO SUBSTITUTIVO,CD04,ordinary,10,extraordinary,3,279,0,0,0
54-869.tx,2014-04-22T21:24:55,PLP  Nº 362/2006 - DVS - PT - ART. 2º DO SUBSTITUTIVO DO SENADO FEDERAL,CD04,ordinary,10,extraordinary,34,302,0,0,0
54-870.tx,2014-04-22T22:06:55,PLP  Nº 275/2001 - PROJETO DE LEI COMPLEMENTAR,CD04,ordinary,10,extraordinary,343,13,2,0,0
54-871.tx,2014-04-23T17:49:20,PLP  Nº 276/2002 - EMENDA SUBSTITUTIVA GLOBAL  DE PLENÁRIO Nº 3,CD04,ordinary,10,extraordinary,270,1,0,0,0
54-872.tx,2014-04-23T19:23:18,REP  Nº 17/2012 - PARECER DO CONSELHO DE ÉTICA,CD04,ordinary,10,extraordinary,353,26,0,0,0
54-873.tx,2014-04-23T19:50:47,PEC  Nº 111/2011 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,CD04,ordinary,10,extraordinary,357,1,2,1,0
54-874.tx,2014-04-23T20:20:36,PEC  Nº 290/2013 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,CD04,ordinary,10,extraordinary,354,0,1,1,0
54-880.tx,2014-04-29T20:26:29,"PL   Nº 4246/2012 - DVS - PCdoB - ART. 235-C, CONST. DO ART. 6º DO SUBSTITUTIVO",CD04,ordinary,11,extraordinary,267,72,1,0,0
54-773.tx,2014-03-11T18:36:19,REQ  Nº 9534/2014 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,4,ordinary,38,216,11,51,0
54-775.tx,2014-03-11T20:34:38,REQ  Nº 9534/2014 - REQUER CRIAÇÃO DE COMISSÃO EXTERNA TEMPORÁRIA,CD04,ordinary,4,ordinary,267,28,15,89,0
54-792.tx,2014-03-12T19:50:17,PEC  Nº 247/2013 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,CD04,ordinary,4,extraordinary,424,1,1,1,0
54-796.tx,2014-03-19T20:54:06,PEC  Nº 103/2011 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - 1º TURNO,CD04,ordinary,5,extraordinary,364,3,3,1,0
54-798.tx,2014-03-25T21:44:43,PEC  Nº 290/2013 - SUBSTITUTIVO DA COMISSÃO ESPECIAL - 1º TURNO,CD04,ordinary,6,extraordinary,399,1,0,0,0
54-802.tx,2014-03-26T20:59:18,PL   Nº 6738/2013 - PROJETO DE LEI,CD04,ordinary,6,extraordinary,314,36,6,1,0
54-804.tx,2014-03-26T22:27:51,PL   Nº 6809/2013 - SUBEMENDA AO SUBSTITUTIVO DA COMISSÃO DE EDUCAÇÃO,CD04,ordinary,6,extraordinary,52,3,1,21,0
54-746.tx,2014-02-04T21:41:49,PL   Nº 6025/2005 - DVS - PP - § 19 DO ART. 85 DA EMENDA AGLUTINATIVA,CD04,ordinary,0,extraordinary,206,159,1,0,0
54-754.tx,2014-02-05T18:42:42,PEC  Nº 293/2013 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - 1º TURNO,CD04,ordinary,0,extraordinary,374,0,0,0,0
54-755.tx,2014-02-05T19:55:56,PEC  Nº 293/2013 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - 2º TURNO,CD04,ordinary,0,extraordinary,396,0,0,0,0
54-756.tx,2014-02-11T18:27:43,REQ  Nº 9459/2014 - URGÊNCIA PARA APRECIAÇÃO DO PDC 1263/2013,CD04,ordinary,1,ordinary,321,4,1,0,0
54-757.tx,2014-02-11T21:10:31,PL   Nº 6025/2005 - DVS - PTB - EMENDA AGLUTINATIVA Nº 7,CD04,ordinary,1,extraordinary,279,102,3,0,0
54-759.tx,2014-02-12T21:58:09,REP  Nº 22/2013 - PARECER DO CONSELHO DE ÉTICA E DECORO PARLAMENTAR,CD04,ordinary,1,extraordinary,467,0,1,0,0
54-760.tx,2014-02-13T12:17:52,PRC  Nº 132/2012 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,CD04,ordinary,1,extraordinary,2,9,0,6,0
54-761.tx,2014-02-18T19:09:30,ELEIÇÃO - MEMBRO DO CNJ - EMMANOEL CAMPELO DE SOUZA PEREIRA,CD04,ordinary,2,ordinary,374,4,11,4,0
54-769.tx,2014-02-19T21:57:07,PEC  Nº 247/2013 - 1º TURNO - SUBSTITUTIVO DA COMISSÃO ESPECIAL,CD04,ordinary,2,extraordinary,392,0,2,0,0
54-768.tx,2014-02-19T20:15:07,REQ  Nº 9556/2014 - REQUERIMENTO DE URGÊNCIA PARA APRECIAÇÃO DO PRC 237/2014,CD04,ordinary,2,extraordinary,311,5,3,8,0
54-771.tx,2014-02-25T19:36:03,REQ  Nº 9534/2014 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,2,ordinary,80,261,4,12,0
54-726.tx,2013-12-03T21:13:16,PEC  Nº 368/2009 - PRIMEIRO TURNO - SUBSTITUTIVO DA COMISSÃO ESPECIAL,CD03,ordinary,40,extraordinary,353,0,0,0,0
54-728.tx,2013-12-04T20:38:35,"PEC  Nº 90/2011 - EMENDAS NºS 1 E 2, COM PARECER PELA REJEIÇÃO",CD03,ordinary,40,extraordinary,47,281,3,0,0
54-729.tx,2013-12-04T21:11:05,PEC  Nº 90/2011 - PRIMEIRO TURNO,CD03,ordinary,40,extraordinary,329,1,1,0,0
54-730.tx,2013-12-04T22:24:48,PEC  Nº 90/2011 - PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,CD03,ordinary,40,extraordinary,313,1,1,0,0
54-731.tx,2013-12-05T11:43:40,PDC  Nº 1055/2013 - PROJETO DE DECRETO LEGISLATIVO,CD03,ordinary,40,extraordinary,15,4,0,8,0
54-732.tx,2013-12-10T16:52:00,VETO PARCIAL - Nº 44 DE 2013,CC03,ordinary,2,extraordinary,204,113,2,1,0
54-733.tx,2013-12-10T17:56:54,VETO PARCIAL - Nº 45 DE 2013,CC03,ordinary,2,extraordinary,264,5,1,0,0
54-734.tx,2013-12-10T19:09:21,VETO PARCIAL - Nº 45 DE 2013 -  DVS ART. 21,CC03,ordinary,2,extraordinary,184,200,4,0,0
54-735.tx,2013-12-10T20:00:00,"VETO TOTAL - Nº 46, DE 2013",SF03,ordinary,2,extraordinary,47,8,1,0,0
54-737.tx,2013-12-11T16:33:41,MPV  Nº 625/2013 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,41,extraordinary,10,257,2,44,0
54-739.tx,2013-12-11T18:52:43,PEC  Nº 368/2009 - SEGUNDO TURNO,CD03,ordinary,41,extraordinary,354,0,0,0,0
54-740.tx,2013-12-11T19:24:47,PEC  Nº 55/2011 - SUBSTITUTIVO - PRIMEIRO TURNO,CD03,ordinary,41,extraordinary,340,0,0,0,0
54-741.tx,2013-12-11T20:16:06,PEC  Nº 55/2011 - SEGUNDO TURNO,CD03,ordinary,41,extraordinary,383,0,0,0,0
54-742.tx,2013-12-17T16:57:20,REQ  Nº 9261/2013 - URGÊNCIA PARA APRECIAÇÃO DO PRC Nº 228/2013,CD03,ordinary,41,extraordinary,271,18,3,0,0
54-706.tx,2013-11-05T19:29:33,PEC  Nº 346/2013 - SEGUNDO TURNO,CD03,ordinary,35,extraordinary,347,4,0,2,0
54-705.tx,2013-11-05T18:57:48,PEC  Nº 346/2013 - PRIMEIRO TURNO,CD03,ordinary,35,extraordinary,371,4,0,2,0
54-707.tx,2013-11-05T21:04:27,PL   Nº 6025/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,35,extraordinary,2,270,5,6,0
54-710.tx,2013-11-06T20:31:33,REQ  Nº 8970/2013 - URGÊNCIA PARA APRECIAÇÃO DO PDC Nº 1361/2013 DO SF,CD03,ordinary,36,extraordinary,287,97,6,2,0
54-711.tx,2013-11-06T21:38:16,PDC  Nº 1361/2013 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR UMA SESSÃO,CD03,ordinary,36,extraordinary,73,255,5,5,0
54-718.tx,2013-11-27T19:48:34,REQUERIMENTO - PREFERÊNCIA PARA VOTAÇÃO DO PRC 223/2013,CD03,ordinary,39,extraordinary,70,212,14,10,0
54-722.tx,2013-11-27T21:23:05,PDC  Nº 1361/2013 - PROJETO DE DECRETO LEGISLATIVO,CD03,ordinary,39,extraordinary,230,60,8,22,0
54-620.tx,2013-10-01T18:38:49,PL   Nº 6053/2013 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,29,ordinary,8,311,0,23,0
54-622.tx,2013-10-01T20:00:00,REQ  Nº 8696/2013 - REQUERIMENTO DE URGÊNCIA PARA O PL Nº 6.397/2013,CD03,ordinary,29,ordinary,258,130,1,4,0
54-624.tx,2013-10-01T22:18:01,PL   Nº 6397/2013 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,30,extraordinary,8,218,4,65,0
54-626.tx,2013-10-02T18:35:36,PL   Nº 6397/2013 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,30,extraordinary,7,177,5,62,0
54-627.tx,2013-10-08T18:46:52,MPV  Nº 621/2013 - VOTAÇÃO NOMINAL DO REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,30,ordinary,15,249,5,58,0
54-630.tx,2013-10-08T20:15:35,MPV  Nº 621/2013 - REQUERIMENTO DE DISCUSSÃO POR GRUPO DE ARTIGOS,CD03,ordinary,30,ordinary,10,285,3,55,0
54-631.tx,2013-10-08T21:34:50,MPV  Nº 621/2013 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,30,extraordinary,8,275,1,33,0
54-633.tx,2013-10-08T23:02:59,MPV  Nº 621/2013 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,CD03,ordinary,30,extraordinary,266,6,0,21,0
54-638.tx,2013-10-09T00:32:12,MPV  Nº 621/2013 - DVS - DEM - DESTAQUE DE PREF.  P/ A MPV Nº 621/2013 (TEXTO ORIGINAL),CD03,ordinary,30,extraordinary,11,270,1,25,0
54-643.tx,2013-10-09T17:29:19,MPV  Nº 621/2013 - DVS - PSD - ART. 6º E EM DECORRÊNCIA O ART. 7º DO PLV,CD03,ordinary,31,extraordinary,193,75,3,0,0
54-649.tx,2013-10-09T19:51:05,MPV  Nº 621/2013 - DVS - PDT - EMENDA 285,CD03,ordinary,31,extraordinary,134,224,3,0,0
54-654.tx,2013-10-09T21:40:20,MPV  Nº 621/2013 - DVS - PMDB - EMENDA Nº 21,CD03,ordinary,31,extraordinary,46,308,15,2,0
54-656.tx,2013-10-15T18:49:34,PL   Nº 6397/2013 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,CD03,ordinary,32,ordinary,99,183,0,4,0
54-661.tx,2013-10-16T19:37:53,PL   Nº 6397/2013 - SUBSTITUTIVO DA CCJC,CD03,ordinary,32,ordinary,222,161,1,0,0
54-669.tx,2013-10-16T21:30:45,PL   Nº 6397/2013 - DVS - PSB - EMENDA Nº 19,CD03,ordinary,32,extraordinary,132,219,1,0,0
54-672.tx,2013-10-16T22:58:19,"PL   Nº 6397/2013 - DVS - PT - § 2º DO ART. 37, CONSTANTE DO ART. 3º DO PL / SUBSTITUTIVO",CD03,ordinary,32,extraordinary,12,155,4,38,0
54-675.tx,2013-10-22T18:58:30,PL   Nº 6397/2013 - DVS - PT - § 2º DO ART. 37,CD03,ordinary,33,extraordinary,165,127,0,0,0
54-679.tx,2013-10-22T20:45:54,"PL   Nº 6397/2013 - DVS - DEM - EXPR. ""OU RIDICULARIZAR"", INC. IV DO ART. 51 DO SUBSTITUTIVO",CD03,ordinary,33,extraordinary,186,162,1,1,0
54-682.tx,2013-10-22T22:25:09,PLP  Nº 238/2013 - VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,CD03,ordinary,33,extraordinary,2,270,3,9,0
54-689.tx,2013-10-23T14:23:17,PLP  Nº 238/2013 - SUBEMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO,CD03,ordinary,33,extraordinary,334,9,0,2,0
54-692.tx,2013-10-23T16:48:48,PLP  Nº 238/2013 - DVS - DEM - EMENDA AGLUTINATIVA Nº 2,CD03,ordinary,33,extraordinary,64,246,3,1,0
54-693.tx,2013-10-23T18:03:02,PLP  Nº 238/2013 - DVS - PSDB - EMENDA AGLUTINATIVA Nº 1,CD03,ordinary,33,extraordinary,264,111,1,0,0
54-694.tx,2013-10-23T18:52:55,PLP  Nº 238/2013 - DVS - PSD - EMENDA Nº 14,CD03,ordinary,33,extraordinary,111,223,1,0,0
54-695.tx,2013-10-23T19:26:16,PLP  Nº 238/2013 - DVS - PSB - EMENDA Nº 16,CD03,ordinary,33,extraordinary,87,256,0,0,0
54-697.tx,2013-10-23T22:42:34,REQ  Nº 8144/2013 - REQUERIMENTO DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7.495/2006,CD03,ordinary,33,extraordinary,268,0,4,36,0
54-698.tx,2013-10-23T23:32:37,PL   Nº 7495/2006 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,CD03,ordinary,33,extraordinary,5,202,4,10,0
54-700.tx,2013-10-29T20:35:06,PEC  Nº 190/2007 - SEGUNDO TURNO,CD03,ordinary,34,extraordinary,400,4,3,0,0
54-581.tx,2013-09-03T20:53:57,PEC  Nº 349/2001 - SEGUNDO TURNO,CD03,ordinary,25,extraordinary,452,0,0,0,0
