vote_event_id,voter_id,option
1,1,yes
10,1,no
11,1,yes
12,1,no
13,1,yes
14,1,no
15,1,abstain
16,1,yes
17,1,no
18,1,yes
2,1,yes
3,1,yes
4,1,yes
5,1,no
6,1,yes
7,1,yes
8,1,no
9,1,no
1,2,yes
10,2,yes
11,2,yes
12,2,no
13,2,yes
14,2,no
15,2,no
16,2,yes
17,2,yes
18,2,no
2,2,yes
3,2,no
4,2,yes
5,2,no
6,2,yes
7,2,no
8,2,no
9,2,no
1,3,yes
10,3,yes
11,3,no
12,3,yes
13,3,yes
14,3,yes
15,3,yes
16,3,yes
17,3,yes
18,3,no
2,3,no
3,3,no
4,3,yes
5,3,no
6,3,no
7,3,no
8,3,yes
9,3,yes
1,4,yes
10,4,yes
11,4,yes
12,4,no
13,4,no
14,4,no
15,4,no
16,4,no
17,4,no
18,4,yes
2,4,yes
3,4,no
4,4,no
5,4,no
6,4,yes
7,4,no
8,4,no
9,4,no
1,5,yes
10,5,yes
11,5,yes
12,5,no
13,5,yes
14,5,no
15,5,yes
16,5,yes
17,5,no
18,5,no
2,5,yes
3,5,no
4,5,no
5,5,no
6,5,yes
7,5,no
8,5,no
9,5,yes
1,6,yes
10,6,no
11,6,yes
12,6,no
13,6,no
14,6,no
15,6,no
16,6,no
17,6,yes
18,6,abstain
2,6,yes
3,6,no
4,6,yes
5,6,abstain
6,6,no
7,6,yes
8,6,no
9,6,no
1,7,abstain
10,7,no
11,7,yes
12,7,abstain
13,7,yes
14,7,no
15,7,no
16,7,no
17,7,no
18,7,no
2,7,yes
3,7,abstain
4,7,no
5,7,no
6,7,yes
7,7,abstain
8,7,no
9,7,yes
1,8,yes
10,8,yes
11,8,no
12,8,no
13,8,yes
14,8,no
15,8,no
16,8,yes
17,8,yes
18,8,yes
2,8,yes
3,8,no
4,8,yes
5,8,yes
6,8,no
7,8,no
8,8,no
9,8,no
1,9,yes
10,9,yes
11,9,yes
12,9,no
13,9,no
14,9,no
15,9,yes
16,9,abstain
17,9,yes
18,9,yes
2,9,yes
3,9,abstain
4,9,yes
5,9,no
6,9,abstain
7,9,no
8,9,no
9,9,no
1,10,yes
10,10,no
11,10,no
12,10,no
13,10,yes
14,10,no
15,10,yes
16,10,abstain
17,10,abstain
18,10,yes
2,10,yes
3,10,no
4,10,no
5,10,abstain
6,10,no
7,10,no
8,10,no
9,10,no
