id,name,state
52-109,ÁTILA LIRA,Piauí
52-110,MARCELO CASTRO,Piauí
52-111,B. SÁ,Piauí
52-112,CIRO NOGUEIRA,Piauí
52-113,FRANCISCA TRINDADE,Piauí
52-114,JÚLIO CESAR,Piauí
52-115,MORAES SOUZA,Piauí
52-116,PROMOTOR AFONSO GIL,Piauí
52-117,MUSSA DEMES,Piauí
52-118,PAES LANDIM,Piauí
52-119,ÁLVARO DIAS,Rio Grande do Norte
52-120,CARLOS ALBERTO ROSADO,Rio Grande do Norte
52-121,FÁTIMA BEZERRA,Rio Grande do Norte
52-122,NÉLIO DIAS,Rio Grande do Norte
52-123,HENRIQUE EDUARDO ALVES,Rio Grande do Norte
52-124,IBERÊ FERREIRA,Rio Grande do Norte
52-125,SANDRA ROSADO,Rio Grande do Norte
52-126,NEY LOPES,Rio Grande do Norte
52-127,ADAUTO PEREIRA,Paraíba
52-128,BENJAMIN MARANHÃO,Paraíba
52-129,ARMANDO ABÍLIO,Paraíba
52-130,CARLOS DUNGA,Paraíba
52-131,LÚCIA BRAGA,Paraíba
52-132,ENIVALDO RIBEIRO,Paraíba
52-133,LUIZ COUTO,Paraíba
52-134,DOMICIANO CABRAL,Paraíba
52-135,RONALDO CUNHA LIMA,Paraíba
52-136,WELLINGTON ROBERTO,Paraíba
52-137,WILSON SANTIAGO,Paraíba
52-138,MAURÍCIO RANDS,Pernambuco
52-139,MIGUEL ARRAES,Pernambuco
52-140,EDUARDO CAMPOS,Pernambuco
52-141,FERNANDO FERRO,Pernambuco
52-142,ANDRÉ DE PAULA,Pernambuco
52-143,GONZAGA PATRIOTA,Pernambuco
52-144,ARMANDO MONTEIRO,Pernambuco
52-145,INOCÊNCIO OLIVEIRA,Pernambuco
52-146,PASTOR FRANCISCO OLÍMPIO,Pernambuco
52-147,JOSÉ CHAVES,Pernambuco
52-148,PAULO RUBEM SANTIAGO,Pernambuco
52-149,JOSÉ MENDONÇA BEZERRA,Pernambuco
52-150,JOSÉ MÚCIO MONTEIRO,Pernambuco
52-151,LUIZ PIAUHYLINO,Pernambuco
52-152,CARLOS EDUARDO CADOCA,Pernambuco
52-153,PEDRO CORRÊA,Pernambuco
52-154,OSVALDO COELHO,Pernambuco
52-155,RAUL JUNGMANN,Pernambuco
52-156,JOAQUIM FRANCISCO,Pernambuco
52-157,RENILDO CALHEIROS,Pernambuco
52-158,ROBERTO FREIRE,Pernambuco
52-159,ROBERTO MAGALHÃES,Pernambuco
52-160,SEVERINO CAVALCANTI,Pernambuco
52-161,MARCOS DE JESUS,Pernambuco
52-162,BENEDITO DE LIRA,Alagoas
52-163,RICARDO FIUZA,Pernambuco
52-164,HELENILDO RIBEIRO,Alagoas
52-165,JOÃO LYRA,Alagoas
52-166,GIVALDO CARIMBÃO,Alagoas
52-167,JOÃO CALDAS,Alagoas
52-168,MAURÍCIO QUINTELLA LESSA,Alagoas
52-169,JOSÉ THOMAZ NONÔ,Alagoas
52-170,ROGÉRIO TEÓFILO,Alagoas
52-171,OLAVO CALHEIROS,Alagoas
52-172,BOSCO COSTA,Sergipe
52-173,HELENO SILVA,Sergipe
52-174,JACKSON BARRETO,Sergipe
52-175,JORGE ALBERTO,Sergipe
52-176,CLEONÂNCIO FONSECA,Sergipe
52-177,JOÃO FONTES,Sergipe
52-178,MACHADO,Sergipe
52-179,MENDONÇA PRADO,Sergipe
52-180,ALICE PORTUGAL,Bahia
52-181,ANTÔNIO CARLOS MAGALHÃES NETO,Bahia
52-182,BASSUMA,Bahia
52-183,AROLDO CEDRAZ,Bahia
52-184,COLBERT MARTINS,Bahia
52-185,GERSON GABRIELLI,Bahia
52-186,CLAUDIO CAJADO,Bahia
52-187,CORIOLANO SALES,Bahia
52-188,DANIEL ALMEIDA,Bahia
52-189,EDSON DUARTE,Bahia
52-190,FÁBIO SOUTO,Bahia
52-191,FÉLIX MENDONÇA,Bahia
52-192,JONIVAL LUCAS JUNIOR,Bahia
52-193,GEDDEL VIEIRA LIMA,Bahia
52-194,FERNANDO DE FABINHO,Bahia
52-195,GUILHERME MENEZES,Bahia
52-196,JAIRO CARNEIRO,Bahia
52-197,JOSÉ CARLOS ARAÚJO,Bahia
52-198,JOÃO ALMEIDA,Bahia
52-199,JOÃO LEÃO,Bahia
52-200,JOSIAS GOMES,Bahia
52-201,JORGE KHOURY,Bahia
52-202,JOSÉ CARLOS ALELUIA,Bahia
52-203,JOSÉ ROCHA,Bahia
52-204,LUIZ ALBERTO,Bahia
52-205,LUIZ CARREIRA,Bahia
52-206,JUTAHY JUNIOR,Bahia
52-207,MARCELO GUIMARÃES FILHO,Bahia
52-208,MILTON BARBOSA,Bahia
52-209,NELSON PELLEGRINO,Bahia
52-210,MÁRIO NEGROMONTE,Bahia
52-211,REGINALDO GERMANO,Bahia
52-212,PEDRO IRUJO,Bahia
52-213,ROBÉRIO NUNES,Bahia
52-214,PAULO MAGALHÃES,Bahia
52-215,SEVERIANO ALVES,Bahia
52-216,ZELINDA NOVAES,Bahia
52-217,ZEZÉU RIBEIRO,Bahia
52-218,WALTER PINHEIRO,Bahia
52-219,ANDERSON ADAUTO,Minas Gerais
52-220,ATHOS AVELINO,Minas Gerais
52-221,BONIFÁCIO DE ANDRADA,Minas Gerais
52-222,CARLOS WILLIAN,Minas Gerais
52-223,ARACELY DE PAULA,Minas Gerais
52-224,CABO JÚLIO,Minas Gerais
52-225,CÉSAR MEDEIROS,Minas Gerais
52-226,CARLOS MELLES,Minas Gerais
52-227,DR. FRANCISCO GONÇALVES,Minas Gerais
52-228,CUSTÓDIO MATTOS,Minas Gerais
52-229,DANILO DE CASTRO,Minas Gerais
52-230,EDUARDO BARBOSA,Minas Gerais
52-231,EDMAR MOREIRA,Minas Gerais
52-232,ELISEU RESENDE,Minas Gerais
52-233,FERNANDO DINIZ,Minas Gerais
52-234,GILMAR MACHADO,Minas Gerais
52-235,HERCULANO ANGHINETTI,Minas Gerais
52-236,GERALDO THADEU,Minas Gerais
52-237,ISAÍAS SILVESTRE,Minas Gerais
52-238,IVO JOSÉ,Minas Gerais
52-239,JOÃO MAGALHÃES,Minas Gerais
52-240,JAIME MARTINS,Minas Gerais
52-241,JOSÉ MILITÃO,Minas Gerais
52-242,JOÃO MAGNO,Minas Gerais
52-243,LINCOLN PORTELA,Minas Gerais
52-244,MARIA DO CARMO LARA,Minas Gerais
52-245,LAEL VARELLA,Minas Gerais
52-246,JOÃO PAULO GOMES DA SILVA,Minas Gerais
52-247,MÁRCIO REINALDO MOREIRA,Minas Gerais
52-248,NARCIO RODRIGUES,Minas Gerais
52-249,JOSÉ SANTANA DE VASCONCELLOS,Minas Gerais
52-250,JÚLIO DELGADO,Minas Gerais
52-251,LEONARDO MATTOS,Minas Gerais
52-252,MAURO LOPES,Minas Gerais
52-253,LEONARDO MONTEIRO,Minas Gerais
52-254,MARCELLO SIQUEIRA,Minas Gerais
52-255,ODELMO LEÃO,Minas Gerais
52-256,OSMÂNIO PEREIRA,Minas Gerais
52-257,PAULO DELGADO,Minas Gerais
52-258,RAFAEL GUERRA,Minas Gerais
52-259,PHILEMON RODRIGUES,Paraíba
52-260,ROMEU QUEIROZ,Minas Gerais
52-261,ROBERTO BRANT,Minas Gerais
52-262,MÁRIO ASSAD JÚNIOR,Minas Gerais
52-263,RONALDO VASCONCELLOS,Minas Gerais
52-264,VIRGÍLIO GUIMARÃES,Minas Gerais
52-265,SARAIVA FELIPE,Minas Gerais
52-266,SÉRGIO MIRANDA,Minas Gerais
52-267,MÁRIO HERINGER,Minas Gerais
52-268,SILAS BRASILEIRO,Minas Gerais
52-269,ODAIR,Minas Gerais
52-270,PATRUS ANANIAS,Minas Gerais
52-271,VITTORIO MEDIOLI,Minas Gerais
52-272,REGINALDO LOPES,Minas Gerais
52-273,IRINY LOPES,Espírito Santo
52-274,FEU ROSA,Espírito Santo
52-275,MANATO,Espírito Santo
52-276,JOSÉ CARLOS ELIAS,Espírito Santo
52-277,MARCELINO FRAGA,Espírito Santo
52-278,MARCUS VICENTE,Espírito Santo
52-279,NILTON BAIANO,Espírito Santo
52-280,NEUCIMAR FRAGA,Espírito Santo
52-281,RENATO CASAGRANDE,Espírito Santo
52-282,ROSE DE FREITAS,Espírito Santo
52-283,ALMIR MOURA,Rio de Janeiro
52-284,ALEXANDRE CARDOSO,Rio de Janeiro
52-285,ALEXANDRE SANTOS,Rio de Janeiro
52-286,ALMERINDA DE CARVALHO,Rio de Janeiro
52-287,ANDRÉ LUIZ,Rio de Janeiro
52-288,AROLDE DE OLIVEIRA,Rio de Janeiro
52-289,BISPO RODRIGUES,Rio de Janeiro
52-290,CARLOS SANTANA,Rio de Janeiro
52-291,BERNARDO ARISTON,Rio de Janeiro
52-292,ANTONIO CARLOS BISCAIA,Rio de Janeiro
52-293,JOÃO MENDES DE JESUS,Rio de Janeiro
52-294,DR. HELENO,Rio de Janeiro
52-295,CHICO ALENCAR,Rio de Janeiro
52-296,FERNANDO GABEIRA,Rio de Janeiro
52-297,DELEY,Rio de Janeiro
52-298,EDSON EZEQUIEL,Rio de Janeiro
52-299,FRANCISCO DORNELLES,Rio de Janeiro
52-300,EDUARDO CUNHA,Rio de Janeiro
52-301,ELAINE COSTA,Rio de Janeiro
52-302,JAIR BOLSONARO,Rio de Janeiro
52-303,JANDIRA FEGHALI,Rio de Janeiro
52-304,FERNANDO LOPES,Rio de Janeiro
52-305,JOSÉ DIVINO,Rio de Janeiro
52-306,JOSIAS QUINTAL,Rio de Janeiro
52-307,EDUARDO PAES,Rio de Janeiro
52-308,JUÍZA DENISE FROSSARD,Rio de Janeiro
52-309,JULIO LOPES,Rio de Janeiro
52-310,JORGE BITTAR,Rio de Janeiro
52-311,LAURA CARNEIRO,Rio de Janeiro
52-312,LEONARDO PICCIANI,Rio de Janeiro
52-313,LUIZ SÉRGIO,Rio de Janeiro
52-314,LINDBERG FARIAS,Rio de Janeiro
52-315,MARIA LUCIA,Rio de Janeiro
52-316,MOREIRA FRANCO,Rio de Janeiro
52-317,MIRO TEIXEIRA,Rio de Janeiro
52-318,NELSON BORNIER,Rio de Janeiro
52-319,REINALDO BETÃO,Rio de Janeiro
52-320,PAULO BALTAZAR,Rio de Janeiro
52-321,PAULO FEIJÓ,Rio de Janeiro
52-322,RODRIGO MAIA,Rio de Janeiro
52-323,ROBERTO JEFFERSON,Rio de Janeiro
52-324,RONALDO CEZAR COELHO,Rio de Janeiro
52-325,RENATO COZZOLINO,Rio de Janeiro
52-326,SANDRO MATOS,Rio de Janeiro
52-327,SIMÃO SESSIM,Rio de Janeiro
52-328,VIEIRA REIS,Rio de Janeiro
52-329,AMAURI ROBLEDO GASQUES,São Paulo
52-330,ALBERTO GOLDMAN,São Paulo
52-331,ALDO REBELO,São Paulo
52-332,ANTONIO CARLOS MENDES THAME,São Paulo
52-333,ALOYSIO NUNES FERREIRA,São Paulo
52-334,ANTONIO CARLOS PANNUNZIO,São Paulo
52-335,JOÃO BATISTA,São Paulo
52-336,ARLINDO CHINAGLIA,São Paulo
52-337,ARNALDO FARIA DE SÁ,São Paulo
52-338,CARLOS SAMPAIO,São Paulo
52-339,CLÁUDIO MAGRÃO,São Paulo
52-340,ANGELA GUADAGNIN,São Paulo
52-341,LUIZ ANTONIO FLEURY,São Paulo
52-342,DEVANIR RIBEIRO,São Paulo
52-343,ARNALDO MADEIRA,São Paulo
52-344,CELSO RUSSOMANNO,São Paulo
52-345,CORAUCI SOBRINHO,São Paulo
52-346,DIMAS RAMALHO,São Paulo
52-347,BISPO WANDERVAL,São Paulo
52-348,DELFIM NETTO,São Paulo
52-349,DR. PINOTTI,São Paulo
52-350,DURVAL ORLATO,São Paulo
52-351,EDNA MACEDO,São Paulo
52-352,ELIMAR MÁXIMO DAMASCENO,São Paulo
52-353,ENÉAS,São Paulo
52-354,GILBERTO NASCIMENTO,São Paulo
52-355,ILDEU ARAUJO,São Paulo
52-356,DR. EVILÁSIO,São Paulo
52-357,GILBERTO KASSAB,São Paulo
52-358,DR. HÉLIO,São Paulo
52-359,IVAN VALENTE,São Paulo
52-360,IARA BERNARDI,São Paulo
52-361,JOÃO PAULO CUNHA,São Paulo
52-362,JAMIL MURAD,São Paulo
52-363,JEFFERSON CAMPOS,São Paulo
52-364,JOÃO HERRMANN NETO,São Paulo
52-365,JOSÉ DIRCEU,São Paulo
52-366,JOSÉ EDUARDO CARDOZO,São Paulo
52-367,JOSÉ MENTOR,São Paulo
52-368,JOVINO CÂNDIDO,São Paulo
52-369,JULIO SEMEGHINI,São Paulo
52-370,LOBBE NETO,São Paulo
52-371,LUIZA ERUNDINA,São Paulo
52-372,LUCIANO ZICA,São Paulo
52-373,MEDEIROS,São Paulo
52-374,MILTON MONTI,São Paulo
52-375,LUIZ CARLOS SANTOS,São Paulo
52-376,LUIZ EDUARDO GREENHALGH,São Paulo
52-377,MARCELO ORTIZ,São Paulo
52-378,MARCOS ABRAÃO,São Paulo
52-379,NEUTON LIMA,São Paulo
52-380,MICHEL TEMER,São Paulo
52-381,NELSON MARQUEZELLI,São Paulo
52-382,ORLANDO FANTAZZINI,São Paulo
52-383,PAULO LIMA,São Paulo
52-384,PROFESSOR IRAPUAN TEIXEIRA,São Paulo
52-385,RICARDO IZAR,São Paulo
52-386,ROBSON TUMA,São Paulo
52-387,SALVADOR ZIMBALDI,São Paulo
52-388,PROFESSOR LUIZINHO,São Paulo
52-389,TELMA DE SOUZA,São Paulo
52-390,RICARDO BERZOINI,São Paulo
52-391,ROBERTO GOUVEIA,São Paulo
52-392,VADÃO GOMES,São Paulo
52-393,VALDEMAR COSTA NETO,São Paulo
52-394,VANDERLEI ASSIS,São Paulo
52-395,VICENTE CASCIONE,São Paulo
52-396,VICENTINHO,São Paulo
52-397,WALTER FELDMAN,São Paulo
52-398,ZULAIÊ COBRA,São Paulo
52-399,CARLOS ABICALIL,Mato Grosso
52-400,CELCITA PINHEIRO,Mato Grosso
52-401,RICARTE DE FREITAS,Mato Grosso
52-402,ROGÉRIO SILVA,Mato Grosso
52-403,PEDRO HENRY,Mato Grosso
52-404,WILSON SANTOS,Mato Grosso
52-405,THELMA DE OLIVEIRA,Mato Grosso
52-406,WELINTON FAGUNDES,Mato Grosso
52-407,AGNELO QUEIROZ,Distrito Federal
52-408,ALBERTO FRAGA,Distrito Federal
52-409,JOSÉ ROBERTO ARRUDA,Distrito Federal
52-410,MANINHA,Distrito Federal
52-411,PASTOR JORGE,Distrito Federal
52-412,SIGMARINGA SEIXAS,Distrito Federal
52-413,TADEU FILIPPELLI,Distrito Federal
52-414,TATICO,Distrito Federal
52-415,CARLOS ALBERTO LERÉIA,Goiás
52-416,BARBOSA NETO,Goiás
52-418,JOÃO CAMPOS,Goiás
52-419,JOVAIR ARANTES,Goiás
52-420,LEANDRO VILELA,Goiás
52-421,LEONARDO VILELA,Goiás
52-422,LUIZ BITTENCOURT,Goiás
52-423,NEYDE APARECIDA,Goiás
52-424,PROFESSORA RAQUEL TEIXEIRA,Goiás
52-425,RUBENS OTONI,Goiás
52-426,SANDES JÚNIOR,Goiás
52-427,ROBERTO BALESTRA,Goiás
52-428,PEDRO CHAVES,Goiás
52-429,RONALDO CAIADO,Goiás
52-430,VILMAR ROCHA,Goiás
52-431,SANDRO MABEL,Goiás
52-432,ANTÔNIO CARLOS BIFFI,Mato Grosso do Sul
52-433,JOÃO GRANDÃO,Mato Grosso do Sul
52-434,ANTONIO CRUZ,Mato Grosso do Sul
52-435,GERALDO RESENDE,Mato Grosso do Sul
52-436,MURILO ZAUITH,Mato Grosso do Sul
52-437,NELSON TRAD,Mato Grosso do Sul
52-438,VANDER LOUBET,Mato Grosso do Sul
52-439,WALDEMIR MOKA,Mato Grosso do Sul
52-440,ABELARDO LUPION,Paraná
52-441,AFFONSO CAMARGO,Paraná
52-442,ANDRÉ ZACHAROW,Paraná
52-443,ASSIS MIGUEL DO COUTO,Paraná
52-444,DILCEU SPERAFICO,Paraná
52-445,ALEX CANZIANI,Paraná
52-446,CHICO DA PRINCESA,Paraná
52-447,CEZAR SILVESTRI,Paraná
52-448,HERMES PARCIANELLO,Paraná
52-449,DR. ROSINHA,Paraná
52-450,GUSTAVO FRUET,Paraná
52-451,JOSÉ BORBA,Paraná
52-452,JOSÉ JANENE,Paraná
52-453,COLOMBO,Paraná
52-454,LUIZ CARLOS HAULY,Paraná
52-455,IRIS SIMÕES,Paraná
52-456,MAX ROSENMANN,Paraná
52-457,JOSÉ CARLOS MARTINEZ,Paraná
52-458,NELSON MEURER,Paraná
52-459,ODÍLIO BALBINOTTI,Paraná
52-460,DRA. CLAIR,Paraná
52-461,EDUARDO SCIARRA,Paraná
52-462,MOACIR MICHELETTO,Paraná
52-463,OSMAR SERRAGLIO,Paraná
52-464,OLIVEIRA FILHO,Paraná
52-465,RICARDO BARROS,Paraná
52-466,GIACOBO,Paraná
52-467,PAULO BERNARDO,Paraná
52-469,TAKAYAMA,Paraná
52-470,EDINHO BEZ,Santa Catarina
52-471,ADELOR VIEIRA,Santa Catarina
52-472,IVAN RANZOLIN,Santa Catarina
52-473,JOÃO MATOS,Santa Catarina
52-474,JOÃO PIZZOLATTI,Santa Catarina
52-475,JORGE BOEIRA,Santa Catarina
52-476,CARLITO MERSS,Santa Catarina
52-477,MAURO PASSOS,Santa Catarina
52-478,FERNANDO CORUJA,Santa Catarina
52-479,GERVÁSIO SILVA,Santa Catarina
52-480,LEODEGAR TISCOSKI,Santa Catarina
52-481,LUCI CHOINACKI,Santa Catarina
52-482,PAULO AFONSO,Santa Catarina
52-483,PAULO BAUER,Santa Catarina
52-484,VIGNATTI,Santa Catarina
52-485,ZONTA,Santa Catarina
52-486,ADÃO PRETTO,Rio Grande do Sul
52-487,ALCEU COLLARES,Rio Grande do Sul
52-488,ARY VANAZZI,Rio Grande do Sul
52-489,AUGUSTO NARDES,Rio Grande do Sul
52-490,BETO ALBUQUERQUE,Rio Grande do Sul
52-491,DARCÍSIO PERONDI,Rio Grande do Sul
52-492,EDIR OLIVEIRA,Rio Grande do Sul
52-493,ENIO BACCI,Rio Grande do Sul
52-494,CEZAR SCHIRMER,Rio Grande do Sul
52-495,ELISEU PADILHA,Rio Grande do Sul
52-496,ÉRICO RIBEIRO,Rio Grande do Sul
52-497,FRANCISCO TURRA,Rio Grande do Sul
52-498,HENRIQUE FONTANA,Rio Grande do Sul
52-499,JÚLIO REDECKER,Rio Grande do Sul
52-500,LUIS CARLOS HEINZE,Rio Grande do Sul
52-501,JOSÉ OTÁVIO GERMANO,Rio Grande do Sul
52-502,KELLY MORAES,Rio Grande do Sul
52-503,PAULO GOUVÊA,Rio Grande do Sul
52-504,MENDES RIBEIRO FILHO,Rio Grande do Sul
52-505,POMPEO DE MATTOS,Rio Grande do Sul
52-506,LUCIANA GENRO,Rio Grande do Sul
52-507,NELSON PROENÇA,Rio Grande do Sul
52-508,MARIA DO ROSÁRIO,Rio Grande do Sul
52-509,OSVALDO BIOLCHI,Rio Grande do Sul
52-510,ONYX LORENZONI,Rio Grande do Sul
52-511,ORLANDO DESCONSI,Rio Grande do Sul
52-512,PASTOR REINALDO,Rio Grande do Sul
52-513,PAULO PIMENTA,Rio Grande do Sul
52-514,JOSÉ IVO SARTORI,Rio Grande do Sul
52-515,TARCISIO ZIMMERMANN,Rio Grande do Sul
52-516,YEDA CRUSIUS,Rio Grande do Sul
52-517,ENIO TATICO,Goiás
52-518,SELMA SCHONS,Paraná
52-519,FRANCISCO APPIO,Rio Grande do Sul
52-520,MILTON CARDIAS,Rio Grande do Sul
52-521,CARLOS MOTA,Minas Gerais
52-522,MANOEL SALVIANO,Ceará
52-523,ROMEL ANIZIO,Minas Gerais
52-524,JOÃO CARLOS BACELAR,Bahia
52-525,WASNY DE ROURE,Distrito Federal
52-526,MARIÂNGELA DUARTE,São Paulo
52-527,CLEUBER CARNEIRO,Minas Gerais
52-528,FERNANDO GONÇALVES,Rio de Janeiro
52-529,SERAFIM VENZON,Santa Catarina
52-530,PAULO KOBAYASHI,São Paulo
52-531,IBRAHIM ABI-ACKEL,Minas Gerais
52-532,CARLOS NADER,Rio de Janeiro
52-533,RUBINELLI,São Paulo
52-534,LAVOISIER MAIA,Rio Grande do Norte
52-535,MÚCIO SÁ,Rio Grande do Norte
52-536,VALDENOR GUEDES,Amapá
52-538,FERNANDO WILLIAM,Rio de Janeiro
52-539,ITAMAR SERPA,Rio de Janeiro
52-540,RICARDO RIQUE,Paraíba
52-541,GONZAGA MOTA,Ceará
52-542,MARCONDES GADELHA,Paraíba
52-543,INALDO LEITÃO,Paraíba
52-544,EDISON ANDRINO,Santa Catarina
52-545,MIRIAM REID,Rio de Janeiro
52-546,PAULO RATTES,Rio de Janeiro
52-547,OSÓRIO ADRIANO,Distrito Federal
52-548,JOSÉ RAJÃO,Distrito Federal
52-549,JOÃO TOTA,Acre
52-550,MAURO BENEVIDES,Ceará
52-551,WASHINGTON LUIZ,Maranhão
52-552,ELISEU MOURA,Maranhão
52-553,ALMIR SÁ,Roraima
52-554,NAZARENO FONTELES,Piauí
52-555,SIMPLÍCIO MÁRIO,Piauí
52-556,AIRTON ROVEDA,Paraná
52-557,JURANDIR BÓIA,Alagoas
52-558,DERVAL DE PAIVA,Tocantins
52-559,TETÉ BEZERRA,Mato Grosso
52-560,VADINHO BAIÃO,Minas Gerais
52-561,JORGE GOMES,Pernambuco
52-562,ZARATTINI,São Paulo
52-563,SERGIO CAIADO,Goiás
52-564,LUIZ DANTAS,Alagoas
52-565,PEDRO CANEDO,Goiás
52-566,AMADOR TUT,Mato Grosso
52-567,GORETE PEREIRA,Ceará
52-568,DAMIÃO FELICIANO,Paraíba
52-569,LINO ROSSI,Mato Grosso
52-570,IVAN PAIXÃO,Sergipe
52-571,ANDRÉ COSTA,Rio de Janeiro
52-572,MARIA LÚCIA CARDOSO,Minas Gerais
52-573,BADU PICANÇO,Amapá
52-574,NATAN DONADON,Rondonia
52-575,MARCO MAIA,Rio Grande do Sul
52-576,ADEMIR CAMILO,Minas Gerais
52-577,OSMAR TERRA,Rio Grande do Sul
52-578,EDINHO MONTEMOR,São Paulo
52-579,WALTER BARELLI,São Paulo
52-580,JAIR DE OLIVEIRA,Espírito Santo
52-581,SILVIO TORRES,São Paulo
52-582,ARY KARA,São Paulo
52-583,ANTENOR NASPOLINI,Ceará
52-584,XICO GRAZIANO,São Paulo
52-585,MARCELO BARBIERI,São Paulo
52-586,ANDRÉ FIGUEIREDO,Ceará
52-587,ANA ALENCAR,Tocantins
52-588,ALDIR CABRAL,Rio de Janeiro
52-589,WILSON CIGNACHI,Rio Grande do Sul
52-590,CAPITÃO WAYNE,Goiás
52-591,ANA GUERRA,Minas Gerais
52-592,THAÍS BARBOSA,Mato Grosso
52-593,JURANDIL JUAREZ,Amapá
52-594,CHICÃO BRÍGIDO,Acre
52-595,VALDIR COLATTO,Santa Catarina
52-596,VITORASSI,Paraná
52-597,CHICO SARDELLI,São Paulo
52-598,JORGE VI,Alagoas
52-599,MÁRCIO FORTES,Rio de Janeiro
52-600,ALEXANDRE MAIA,Minas Gerais
52-601,FERNANDO ESTIMA,São Paulo
52-602,ALBÉRICO FILHO,Maranhão
52-603,REINALDO GRIPP,Rio de Janeiro
