vote_event_id,voter_id,option
1,1,no
10,1,no
11,1,no
12,1,no
13,1,no
14,1,yes
15,1,no
16,1,no
17,1,abstain
18,1,no
2,1,no
3,1,no
4,1,yes
5,1,no
6,1,no
7,1,yes
8,1,no
9,1,yes
1,2,no
10,2,yes
11,2,no
12,2,yes
13,2,yes
14,2,yes
15,2,yes
16,2,yes
17,2,yes
18,2,yes
2,2,no
3,2,no
4,2,yes
5,2,yes
6,2,yes
7,2,no
8,2,yes
9,2,abstain
1,3,no
10,3,no
11,3,yes
12,3,yes
13,3,yes
14,3,yes
15,3,yes
16,3,yes
17,3,yes
18,3,yes
2,3,no
3,3,yes
4,3,no
5,3,yes
6,3,no
7,3,yes
8,3,yes
9,3,yes
1,4,no
10,4,yes
11,4,yes
12,4,yes
13,4,yes
14,4,yes
15,4,abstain
16,4,yes
17,4,yes
18,4,abstain
2,4,no
3,4,no
4,4,yes
5,4,yes
6,4,no
7,4,no
8,4,yes
9,4,yes
1,5,yes
10,5,yes
11,5,yes
12,5,no
13,5,yes
14,5,yes
15,5,yes
16,5,yes
17,5,yes
18,5,yes
2,5,no
3,5,abstain
4,5,no
5,5,yes
6,5,no
7,5,yes
8,5,yes
9,5,yes
1,6,yes
10,6,yes
11,6,yes
12,6,no
13,6,yes
14,6,yes
15,6,no
16,6,no
17,6,no
18,6,no
2,6,no
3,6,no
4,6,yes
5,6,yes
6,6,no
7,6,no
8,6,no
9,6,yes
1,7,no
10,7,yes
11,7,yes
12,7,yes
13,7,yes
14,7,no
15,7,yes
16,7,yes
17,7,yes
18,7,yes
2,7,yes
3,7,no
4,7,yes
5,7,yes
6,7,no
7,7,no
8,7,yes
9,7,abstain
1,8,no
10,8,yes
11,8,yes
12,8,yes
13,8,abstain
14,8,yes
15,8,yes
16,8,yes
17,8,yes
18,8,yes
2,8,no
3,8,no
4,8,yes
5,8,yes
6,8,no
7,8,yes
8,8,no
9,8,yes
1,9,yes
10,9,yes
11,9,yes
12,9,yes
13,9,yes
14,9,yes
15,9,yes
16,9,yes
17,9,yes
18,9,yes
2,9,no
3,9,no
4,9,yes
5,9,yes
6,9,yes
7,9,yes
8,9,yes
9,9,yes
