id,name
klub-top-09-a-starostove,Klub TOP 09 a Starostové
senatorsky-klub-obcanske-demokraticke-strany,Senátorský klub Občanské demokratické strany
nezarazeni,Nezařazení
senatorsky-klub-ceske-strany-socialne-demokraticke,Senátorský klub České strany sociálně demokratické
senatorsky-klub-krestanske-a-demokraticke-unie-ceskoslovenske-strany-lidove,Senátorský klub Křesťanské a demokratické unie - Československé strany lidové
klub-otevrene-demokracie,Klub otevřené demokracie
