id,name,abbreviation
41,Poslanecký klub Křesťanské a demokratické unie - Československá strany lidové,KDU-ČSL
40,Poslanecký klub České strany sociálně demokratické,ČSSD
43,Nezařazení,Nezařaz
46,Sdružení pro republiku - Republikánská strana Československa,SPR-RSČ
42,Poslanecký klub Komunistické strany Čech a Moravy,KSČM
45,Poslanecký klub Občanské demokratické strany,ODS
44,Poslanecký klub Občanské demokratické aliance,ODA
47,Poslanecký klub Unie svobody,US
