id,start_date,motion:title,motion:number,motions:document,sources:link:url,motion:legislative_session,motion:result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
15882,1998-12-17,"k návrhu na úplatný převod objektu č.p. 46, ul. Krčská č.19, Praha 4,  včetně pozemků parc.č. 82 (F)",02/10,630,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15882,2,,,,,,
16679,1998-12-17,k návrhu na schválení úplatného převodu pozemku parc.č. 4941/5 o výměře 420 m2 v kat. území (F),02/11,623,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16679,2,,,,,,
16111,1998-12-17,k návrhu na schválení úplatného převodu pozemků parc.č. 1580/3 a 1580/4 o celkové výměře (F),02/13,624,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16111,2,,,,,,
16540,1998-12-17,k návrhu na schválení úplatného převodu vlastnictví pozemků parc.č. 575/2 a 575/23 o celkové (F),02/14,625,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16540,2,,,,,,
16642,1998-12-17,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",02/15,621,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16642,2,,,,,,
16539,1998-12-17,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",02/16,643,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16539,2,,,,,,
16861,1998-12-17,k návrhu na schválení úplatného převodu vlastnictví pozemku parc.č. 6/2 o výměře 1123 m2 v (F),02/17,632,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16861,2,,,,,,
16570,1998-12-17,"k návrhu na schválení úplatného převodu vlastnictví k pozemkům č. parc. 483/3, 483/4 kat. (F)",02/18,613,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16570,2,,,,,,
16701,1998-12-17,k návrhu na schválení úplatného převodu lesního pozemku parc.č.1556/2 o výměře 10.993 m2 z (F),02/19,639,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16701,2,,,,,,
15992,1998-12-17,"k prominutí pohledávky SSŽ a.s. ve výši 10,000.000,- Kč (F)",02/20,615,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15992,2,,,,,,
16863,1998-12-17,k návrhu na schválení úplatného převodu vlastnictví k částem pozemků č. parc. 529/1 a 527/10 (F),02/21,614,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16863,2,,,,,,
16862,1998-12-17,"k návrhu na úplatný převod garáže v Trojské ul., v Praze 7, která se nachází na cizím pozemku (F)",02/22,637,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16862,2,,,,,,
15881,1998-12-17,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",02/24,641,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15881,2,,,,,,
16058,1998-12-17,Úplatný převod pozemků č.parc. 3018/6 o výměře 410 m2 zahrady a 3018/14 o výměře 70 m2 (F),02/25,628,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16058,2,,,,,,
16641,1998-12-17,k návrhu na úplatný převod vlastnictví pozemku parc. č. 97 kat. území Střešovice (F),02/26,618,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16641,2,,,,,,
16406,1998-12-17,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",02/27,631,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16406,2,,,,,,
16608,1998-12-17,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",02/28,626,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16608,2,,,,,,
16571,1998-12-17,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",02/29,642,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16571,2,,,,,,
16366,1998-12-17,"k návrhu na směnu pozemku PK parc.č. 981/20, k.ú. Dubeč, o výměře 865 m2, vlastníka Václava (F)",02/30,653,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16366,2,,,,,,
16628,1998-12-17,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 2612/223 o výměře  494 (F),02/31,612,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16628,2,,,,,,
16511,1998-12-17,k návrhu na schválení úplatného převodu pozemku č. parc. 970 kat. území Žižkov (F),02/32,648,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16511,2,,,,,,
16087,1998-12-17,k návrhu na předání  Daru prvnímu pražskému občánkovi roku 1999 (F),02/33,647,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16087,2,,,,,,
15976,1998-12-17,k dodatku č. 1 dohody o financování nákupu vagónů metra v roce 1998 (F),02/34,654,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15976,2,,,,,,
16317,1998-12-17,k návrhu na poskytnutí bezúročné půjčky organizaci SEZAM (F),02/35,646,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16317,2,,,,,,
16028,1998-12-17,k návrhu na uvolnění finančních prostředků na realizaci 4. etapy Komplexního součinnostního (F),02/36,655,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16028,2,,,,,,
15939,1999-01-28,k námitce proti zápisu z jednání 2. zasedání ZHMP dne 17.12.1998 (F),03/01,682,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15939,3,,,,,,
16125,1999-01-28,k návrhu na splacení emise obligací hl. m. Prahy ve výši 250 mil. USD ke dni 10.5.1999 (F),03/02,669,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16125,3,,,,,,
16109,1999-01-28,ke schválení úplatného převodu vlastnictví podílu 1/2 pozemku č. parc. 2342/11 kat. území (F),03/03,683,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16109,3,,,,,,
16736,1999-01-28,k návrhu na schválení úplatného převodu části pozemku č. parc. 692/1 a pozemku 692/2 v kat. (F),03/04,671,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16736,3,,,,,,
16873,1999-01-28,"k úplatnému převodu části pozemků parc.č. 3816, 3817 a 2458/39 vše v k.ú. Břevnov a pozemku (F)",03/05,664,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16873,3,,,,,,
16605,1999-01-28,k návrhu na schválení úplatného převodu spoluvlastnického podílu 2/3 pozemku parc. č. 900 o (F),03/06,661,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16605,3,,,,,,
16752,1999-01-28,k návrhu na schválení úplatného převodu vlastnictví k části pozemku č. parc. 2183/40 kat. území (F),03/07,662,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16752,3,,,,,,
16510,1999-01-28,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 4635/272 o výměře 2.603 (F),03/08,678,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16510,3,,,,,,
16627,1999-01-28,k návrhu na využití-nevyužití předkupního práva pozemku č. parc. 552/4 o výměře 1083 m2 v kat. (F),03/09,680,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16627,3,,,,,,
15985,1999-01-28,"k návrhu na bezúplatný převod nemovitosti, a to pozemku parc.č. 1307/25, k.ú. Michle, z (F)",03/10,658,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15985,3,,,,,,
16585,1999-01-28,Návrh na revokaci usnesení ZHMP 02/02 ze dne 17.12.1998 k rozpočtovému provizoriu a (F),03/11,665,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16585,3,,,,,,
16439,1999-01-28,"k majetkoprávnímu vypořádání pozemků v k.ú. Stodůlky, ve vlastnictví fyzické osoby, (F)",03/12,660,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16439,3,,,,,,
16613,1999-01-28,k návrhu na schválení bezúplatného převodu věcí - HIM - rekonstrukce tramvajové trati Brusnice - (F),03/13,672,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16613,3,,,,,,
15957,1999-01-28,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",03/14,673,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15957,3,,,,,,
16091,1999-01-28,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",03/15,675,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16091,3,,,,,,
16630,1999-01-28,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",03/16,663,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16630,3,,,,,,
16775,1999-01-28,"k zásadám řešení náhrady mzdy, platu (ušlého výdělku) členům ZHMP (F)",03/17,666,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16775,3,,,,,,
16633,1999-01-28,"k návrhu na měsíční odměny neuvolněným členům ZHMP, vykonávajícím funkci předsedy komise (F)",03/18,659,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16633,3,,,,,,
16592,1999-02-25,k návrhu úprav Jednacího řádu Zastupitelstva hl.m. Prahy (F),04/01,718,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16592,4,,,,,,
16549,1999-02-25,k vyjádření Zastupitelstva hl. m. Prahy k předložené žádosti městské části Praha - Křeslice o (F),04/02,687,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16549,4,,,,,,
16522,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",04/03,712,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16522,4,,,,,,
15863,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",04/04,713,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15863,4,,,,,,
16049,1999-02-25,k návrhu úplatného převodu pozemků v k.ú. Chodov (F),04/05,711,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16049,4,,,,,,
16454,1999-02-25,k návrhu na revokaci usnesení ZHMP č.41/09 ze dne 10.9.1998 k návrhu zakoupení objektu v (F),04/06,708,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16454,4,,,,,,
16376,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 (F)",04/07,719,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16376,4,,,,,,
16604,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 (F)",04/08,720,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16604,4,,,,,,
16580,1999-02-25,k návrhu na prodej akciového podílu hl. m. Prahy ve společnosti Ústav silniční a městské (F),04/09,716,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16580,4,,,,,,
16578,1999-02-25,"k návrhu prodeje akciového podílu hl.m. Prahy ve společnosti Myslbek, a.s. (F)",04/10,717,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16578,4,,,,,,
16939,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",04/11,700,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16939,4,,,,,,
16057,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",04/12,697,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16057,4,,,,,,
15987,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",04/13,692,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15987,4,,,,,,
16786,1999-02-25,k návrhu na úplatný převod vlastnictví pozemku parc. č. 2074/3 kat. území Holešovice (F),04/14,694,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16786,4,,,,,,
16334,1999-02-25,"k návrhu na úplatný převod objektu č.p. 45, ul. Krčská 17, Praha 4, včetně pozemků parc. č. 84 a (F)",04/15,691,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16334,4,,,,,,
16778,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",04/16,699,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16778,4,,,,,,
16569,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",04/17,698,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16569,4,,,,,,
15901,1999-02-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",04/18,676,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15901,4,,,,,,
16483,1999-03-11,z 1. mimořádného zasedání ZHMP k  Informaci o ztrátě kurzových rozdílů uveřejněných v (F),05/01,743,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16483,5,,,,,,
16553,1999-03-11,z 1. mimořádného zasedání ZHMP k  Návrhu na vyslovení nespokojenosti náměstkovi primátora (F),05/02,742,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16553,5,,,,,,
16874,1999-03-11,z 1. mimořádného zasedání ZHMP k  Návrhu rozpočtu vlastního hl. m. Prahy a vztahům k (F),05/03,725,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16874,5,,,,,,
16453,1999-03-25,k návrhu plánu činnosti Zastupitelstva hlavního města Prahy na I. pololetí 1999 (F),06/01,695/A,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16453,6,,,,,,
16432,1999-03-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",06/02,748,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16432,6,,,,,,
15900,1999-03-25,k návrhu na schválení převodu vlastnictví formou vzájemného darování pozemků v kat. území (F),06/03,747,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=15900,6,,,,,,
16318,1999-03-25,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",06/04,745,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16318,6,,,,,,
16568,1999-03-25,k návrhu na úplatný převod vlastnictví pozemku parc.č. 2332/3 o výměře 818 m2 v kat. území (F),06/05,724,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18280&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=16568,6,,,,,,
