vote_event_id,voter_id,option
1,1,yes
10,1,no
11,1,no
12,1,yes
13,1,yes
14,1,yes
15,1,no
16,1,yes
17,1,yes
18,1,yes
19,1,yes
2,1,yes
20,1,no
21,1,no
3,1,yes
4,1,yes
5,1,no
6,1,yes
7,1,no
8,1,no
9,1,no
1,2,yes
10,2,no
11,2,no
12,2,no
13,2,yes
14,2,no
15,2,no
16,2,no
17,2,no
18,2,yes
19,2,yes
2,2,yes
20,2,no
21,2,yes
3,2,no
4,2,no
5,2,yes
6,2,yes
7,2,no
8,2,no
9,2,no
1,3,abstain
10,3,yes
11,3,no
12,3,yes
13,3,yes
14,3,yes
15,3,yes
16,3,abstain
17,3,yes
18,3,abstain
19,3,abstain
2,3,abstain
20,3,yes
21,3,yes
3,3,abstain
4,3,no
5,3,yes
6,3,yes
7,3,abstain
8,3,no
9,3,yes
1,4,abstain
10,4,no
11,4,no
12,4,yes
13,4,abstain
14,4,no
15,4,abstain
16,4,yes
17,4,yes
18,4,yes
19,4,yes
2,4,yes
20,4,yes
21,4,yes
3,4,abstain
4,4,no
5,4,yes
6,4,yes
7,4,no
8,4,no
9,4,no
1,5,abstain
10,5,no
11,5,no
12,5,no
13,5,no
14,5,no
15,5,yes
16,5,no
17,5,abstain
18,5,yes
19,5,yes
2,5,yes
20,5,no
21,5,no
3,5,no
4,5,abstain
5,5,no
6,5,abstain
7,5,yes
8,5,no
9,5,no
1,6,yes
10,6,no
11,6,no
12,6,no
13,6,yes
14,6,no
15,6,yes
16,6,no
17,6,abstain
18,6,no
19,6,no
2,6,yes
20,6,abstain
21,6,abstain
3,6,no
4,6,no
5,6,yes
6,6,yes
7,6,no
8,6,no
9,6,no
1,7,yes
10,7,no
11,7,no
12,7,yes
13,7,yes
14,7,no
15,7,abstain
16,7,abstain
17,7,yes
18,7,yes
19,7,yes
2,7,yes
20,7,yes
21,7,yes
3,7,no
4,7,no
5,7,no
6,7,yes
7,7,yes
8,7,no
9,7,no
1,8,yes
10,8,no
11,8,yes
12,8,no
13,8,yes
14,8,no
15,8,no
16,8,no
17,8,no
18,8,yes
19,8,yes
2,8,yes
20,8,abstain
21,8,no
3,8,no
4,8,abstain
5,8,yes
6,8,yes
7,8,no
8,8,no
9,8,no
1,9,no
10,9,yes
11,9,yes
12,9,no
13,9,yes
14,9,yes
15,9,no
16,9,no
17,9,yes
18,9,no
19,9,no
2,9,yes
20,9,yes
21,9,yes
3,9,yes
4,9,no
5,9,yes
6,9,no
7,9,no
8,9,no
9,9,no
1,10,yes
10,10,abstain
11,10,no
12,10,yes
13,10,yes
14,10,yes
15,10,yes
16,10,yes
17,10,yes
18,10,no
19,10,no
2,10,abstain
20,10,no
21,10,no
3,10,yes
4,10,yes
5,10,abstain
6,10,no
7,10,no
8,10,yes
9,10,abstain
1,11,yes
10,11,yes
11,11,yes
12,11,yes
13,11,yes
14,11,no
15,11,yes
16,11,yes
17,11,no
18,11,yes
19,11,yes
2,11,yes
20,11,yes
21,11,yes
3,11,no
4,11,no
5,11,yes
6,11,no
7,11,no
8,11,no
9,11,yes
1,12,yes
10,12,no
11,12,no
12,12,yes
13,12,yes
14,12,no
15,12,yes
16,12,no
17,12,yes
18,12,yes
19,12,no
2,12,yes
20,12,yes
21,12,yes
3,12,no
4,12,no
5,12,no
6,12,yes
7,12,no
8,12,no
9,12,no
1,13,no
10,13,no
11,13,no
12,13,yes
13,13,yes
14,13,no
15,13,yes
16,13,no
17,13,yes
18,13,yes
19,13,no
2,13,yes
20,13,yes
21,13,yes
3,13,no
4,13,no
5,13,yes
6,13,yes
7,13,no
8,13,no
9,13,yes
1,14,no
10,14,yes
11,14,no
12,14,no
13,14,yes
14,14,no
15,14,no
16,14,no
17,14,no
18,14,abstain
19,14,yes
2,14,yes
20,14,yes
21,14,no
3,14,no
4,14,no
5,14,yes
6,14,yes
7,14,yes
8,14,no
9,14,yes
1,15,yes
10,15,no
11,15,no
12,15,yes
13,15,yes
14,15,no
15,15,yes
16,15,no
17,15,yes
18,15,yes
19,15,no
2,15,yes
20,15,yes
21,15,yes
3,15,no
4,15,no
5,15,no
6,15,yes
7,15,yes
8,15,no
9,15,no
