vote_event_id,voter_id,option
21,2,yes
22,2,yes
3,2,yes
34,2,no
36,2,no
37,2,abstain
38,2,yes
40,2,yes
45,2,abstain
48,2,abstain
5,2,yes
50,2,no
54,2,no
6,2,yes
61,2,abstain
62,2,no
64,2,yes
65,2,no
66,2,yes
68,2,no
21,1,yes
22,1,yes
3,1,yes
34,1,yes
36,1,yes
37,1,yes
38,1,yes
40,1,yes
45,1,yes
48,1,yes
5,1,no
50,1,yes
54,1,yes
6,1,yes
61,1,no
62,1,yes
64,1,no
65,1,no
66,1,no
68,1,yes
21,3,no
22,3,yes
3,3,no
34,3,yes
36,3,yes
37,3,no
38,3,yes
40,3,yes
45,3,yes
48,3,no
5,3,yes
50,3,no
54,3,yes
6,3,yes
61,3,no
62,3,yes
64,3,no
65,3,no
66,3,no
68,3,yes
21,4,yes
22,4,yes
3,4,no
34,4,yes
36,4,yes
37,4,no
38,4,yes
40,4,yes
45,4,no
48,4,abstain
5,4,yes
50,4,yes
54,4,no
6,4,yes
61,4,no
62,4,yes
64,4,no
65,4,abstain
66,4,yes
68,4,yes
21,7,abstain
22,7,abstain
3,7,abstain
34,7,abstain
36,7,no
37,7,no
38,7,abstain
40,7,yes
45,7,no
48,7,abstain
5,7,abstain
50,7,no
54,7,no
6,7,no
61,7,yes
62,7,abstain
64,7,no
65,7,yes
66,7,no
68,7,abstain
21,5,yes
22,5,yes
3,5,no
34,5,yes
36,5,no
37,5,yes
38,5,yes
40,5,yes
45,5,yes
48,5,yes
5,5,no
50,5,yes
54,5,yes
6,5,abstain
61,5,abstain
62,5,abstain
64,5,abstain
65,5,abstain
66,5,abstain
68,5,abstain
21,6,yes
22,6,abstain
3,6,yes
34,6,no
36,6,no
37,6,no
38,6,no
40,6,no
45,6,no
48,6,no
5,6,yes
50,6,no
54,6,no
6,6,no
61,6,yes
62,6,yes
64,6,yes
65,6,yes
66,6,no
68,6,no
21,8,no
22,8,yes
3,8,no
34,8,yes
36,8,abstain
37,8,no
38,8,yes
40,8,yes
45,8,no
48,8,yes
5,8,abstain
50,8,no
54,8,yes
6,8,no
61,8,no
62,8,yes
64,8,no
65,8,no
66,8,no
68,8,yes
21,9,yes
22,9,yes
3,9,no
34,9,yes
36,9,yes
37,9,no
38,9,yes
40,9,yes
45,9,yes
48,9,no
5,9,yes
50,9,no
54,9,yes
6,9,yes
61,9,no
62,9,yes
64,9,abstain
65,9,yes
66,9,yes
68,9,yes
21,15,yes
22,15,no
3,15,yes
34,15,yes
36,15,no
37,15,no
38,15,yes
40,15,yes
45,15,no
48,15,yes
5,15,no
50,15,no
54,15,yes
6,15,no
61,15,no
62,15,yes
64,15,no
65,15,no
66,15,no
68,15,yes
21,11,abstain
22,11,abstain
3,11,abstain
34,11,abstain
36,11,abstain
37,11,abstain
38,11,abstain
40,11,abstain
45,11,abstain
48,11,abstain
5,11,abstain
50,11,abstain
54,11,abstain
6,11,abstain
61,11,abstain
62,11,abstain
64,11,abstain
65,11,abstain
66,11,abstain
68,11,abstain
21,12,no
22,12,yes
3,12,yes
34,12,yes
36,12,no
37,12,no
38,12,no
40,12,yes
45,12,no
48,12,yes
5,12,no
50,12,no
54,12,yes
6,12,yes
61,12,no
62,12,yes
64,12,no
65,12,no
66,12,no
68,12,no
21,10,abstain
22,10,no
3,10,yes
34,10,yes
36,10,yes
37,10,yes
38,10,yes
40,10,no
45,10,yes
48,10,yes
5,10,yes
50,10,no
54,10,yes
6,10,yes
61,10,no
62,10,no
64,10,no
65,10,no
66,10,yes
68,10,yes
21,13,yes
22,13,no
3,13,yes
34,13,yes
36,13,abstain
37,13,yes
38,13,yes
40,13,yes
45,13,abstain
48,13,no
5,13,yes
50,13,no
54,13,yes
6,13,no
61,13,no
62,13,yes
64,13,no
65,13,no
66,13,yes
68,13,yes
21,14,abstain
22,14,abstain
3,14,abstain
34,14,abstain
36,14,abstain
37,14,abstain
38,14,abstain
40,14,abstain
45,14,abstain
