"identifier","start_date","motion:name","motion:number","sources:link:url","motion:document","legislative_session_id","result","counts:option:yes","counts:option:no","counts:option:abstain","number_of_people","present"
"23083","2009-10-22","Návrh na poskytnutí investiční účelové dotace Univerzitě Karlově v Praze, 1. lékařské fakultě UK v roce 2009 (usnesení k Z-808)","93","808","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23083","30","pass","52","0","0","68","52"
"23162","2009-10-22","Návrh směny části pozemku parc.č. 1177/115 o výměře 28 m2 v k.ú. Stodůlky ve vlastnictví pana Vadyma Nevmerzhytskyi a paní Halyny Nevmerzhytske za část pozemku parc.č. 1177/174 o výměře 28 m2 v k.ú. Stodůlky ve vlastnictví hl.m. Prahy (usnesení k Z-020)","94","Z-020","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23162","30","pass","45","0","0","68","45"
"23166","2009-10-22","Návrh revokace usnesení Zastupitelstva hl.m. Prahy č. 27/43 ze dne 28.5.2009 k návrhu na úplatné nabytí vlastnictví nemovitostí - pozemků parc.č. 2083/2, 2083/3, části pozemku parc.č. 2083/1 označeného jako parc.č. 2083/6 a spoluvlastnických podílů pozemku parc.č. 1450/2, vše v k.ú. Smíchov - do vla (usnesení k Z-665)","95","665","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23166","30","pass","40","0","3","68","43"
"19775","2009-11-26","31. zasedání (návrhový výbor)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19775","31","pass","62","0","0","67","62"
"19776","2009-11-26","31. zasedání (zařazení tisku Z - 063)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19776","31","pass","64","0","0","67","64"
"19806","2009-11-26","31. zasedání (zařazení tisku Z - 153)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19806","31","pass","63","0","0","67","63"
"19807","2009-11-26","31. zasedání (zařazení tisku Z - 129)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19807","31","pass","63","0","0","67","63"
"19808","2009-11-26","31. zasedání (zařazení tisku Z - 058)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19808","31","pass","59","1","3","67","63"
"19809","2009-11-26","31. zasedání (zařazení tisku Z - 103)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19809","31","pass","60","0","4","67","64"
"19810","2009-11-26","31. zasedání (zařazení tisku Z - 105)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19810","31","pass","65","0","0","67","65"
"19811","2009-11-26","31. zasedání (zařazení tisku Z - 068)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19811","31","pass","63","0","0","67","63"
"19812","2009-11-26","31. zasedání (zařazení tisku Z - 742)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19812","31","pass","65","0","0","67","65"
"19817","2009-11-26","31. zasedání (zařazení tisku Z - 729)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19817","31","pass","62","0","3","67","65"
"19818","2009-11-26","31. zasedání (zařazení tisku Z - 130)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19818","31","pass","63","0","0","67","63"
"19819","2009-11-26","31. zasedání (zařazení tisku Z - 148)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19819","31","pass","46","1","15","67","62"
"19820","2009-11-26","31. zasedání,""Informace o závěrečné zprávě z auditu čipových karet Opencard"" (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19820","31","fail","25","14","25","67","64"
"19821","2009-11-26","31. zasedání (schválení programu)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19821","31","pass","62","0","0","67","62"
"19822","2009-11-26","Sloučení rozpravy k bodům Z - 125 a Z - 148 (procedurální návrh)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19822","31","fail","22","20","11","67","53"
"19823","2009-11-26","Návrh na poskytnutí zúčtovatelné zálohy ve výši 900 000 tis. Kč Dopravnímu podniku hl. m. Prahy, a.s. formou účelového neinvestiční transferu v roce 2009 (udělení slova)","311","Z-125","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19823","31","fail","29","1","19","67","49"
"19824","2009-11-26","Návrh na poskytnutí zúčtovatelné zálohy ve výši 900 000 tis. Kč Dopravnímu podniku hl. m. Prahy, a.s. formou účelového neinvestiční transferu v roce 2009 (udělení slova)","311","Z-125","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19824","31","fail","30","1","25","67","56"
"19825","2009-11-26","Návrh na poskytnutí zúčtovatelné zálohy ve výši 900 000 tis. Kč Dopravnímu podniku hl. m. Prahy, a.s. formou účelového neinvestiční transferu v roce 2009 (protinávrh k Z-125)","311","Z-125","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19825","31","fail","25","11","28","67","64"
"19826","2009-11-26","Návrh na poskytnutí zúčtovatelné zálohy ve výši 900 000 tis. Kč Dopravnímu podniku hl. m. Prahy, a.s. formou účelového neinvestiční transferu v roce 2009 (protinávrh k Z-125)","311","Z-125","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19826","31","fail","26","15","24","67","65"
"19827","2009-11-26","Návrh na poskytnutí zúčtovatelné zálohy ve výši 900 000 tis. Kč Dopravnímu podniku hl. m. Prahy, a.s. formou účelového neinvestiční transferu v roce 2009 (protinávrh k Z-125)","311","Z-125","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19827","31","fail","19","15","31","67","65"
"19828","2009-11-26","Návrh na poskytnutí zúčtovatelné zálohy ve výši 900 000 tis. Kč Dopravnímu podniku hl. m. Prahy, a.s. formou účelového neinvestiční transferu v roce 2009 (usnesení k Z-125)","311","Z-125","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19828","31","pass","65","0","1","67","66"
"19829","2009-11-26","Návrh na poskytnutí účelového neinvestičního transferu Dopravnímu podniku hl.m.Prahy, a.s. ve výši 1 mld. Kč a účelového investičního transferu ve výši 1 mld. Kč v roce 2009 (usnesení k Z-148)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19829","31","fail","26","4","31","67","61"
"19834","2009-11-26","Návrh na změnu účelu investiční dotace poskytnuté z rozpočtu hl.m. Prahy MČ Praha – Benice na základě usnesení ZHMP č. 26/1 z 23. 4. 2009 (usnesení k Z-003)","312","Z-003","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19834","31","pass","61","0","0","67","61"
"19835","2009-11-26","Návrh na přidělení finančních prostředků v oblasti sportu a tělovýchovy na rok 2009 (usnesení k Z-773)","313","773","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19835","31","pass","59","0","0","67","59"
"19836","2009-11-26","Návrh na bezúplatné a úplatné nabytí pozemků v k.ú. Miškovice, Vysočany a Dejvice z vlastnictví České republiky s právem hospodaření s majetkem státu pro Státní statek hl. m. Prahy ""v likvidaci"" do vlastnictví hlavního města Prahy (usnesení k Z-063)","314","Z-063","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19836","31","pass","56","0","0","67","56"
"19853","2009-11-26","Návrh na schválení úplatného převodu pozemků parc.č. 56/1, parc.č. 53/3 z vlastnictví hl.m. Prahy a směny pozemků parc.č. 53/5, 53/4 a části pozemku parc.č. 57/3, parc.č. 57/2 ve vlastnictví hl.m. Prahy za část pozemku parc.č. 53/7 ve vlastnictví AutoFREIBERG spol. s r.o. všechny v k.ú. Břevnov (usnesení k Z-641)","315","641","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19853","31","pass","53","0","0","67","53"
"19837","2009-11-26","Návrh úplatného převodu objektu bez č.p. na pozemku parc.č. 397/181 v k.ú. Chodov (usnesení k Z-692)","316","692","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19837","31","pass","50","0","1","67","51"
"19854","2009-11-26","Návrh na schválení úplatného převodu části pozemku parc.č. 4400/526 o výměře 471 m2 v k.ú. Modřany z vlastnictví hl.m. Prahy do vlastnictví společnosti A care s.r.o. (usnesení k Z-095)","317","Z-095","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19854","31","pass","48","2","1","67","51"
"19838","2009-11-26","Návrh na úplatný převod pozemku parc.č. 3298 o výměře 435 m2 v k.ú. Libeň z vlastnictví hl.m. Prahy do vlastnictví PONCA spol. s r.o. (usnesení k Z-551)","318","551","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19838","31","pass","53","0","0","67","53"
"19855","2009-11-26","Návrh na úplatný převod pozemků parc.č. 3221 a parc.č. 3222 o celkové výměře 369 m2 v k.ú. Modřany z vlastnictví hl.m. Prahy do vlastnictví společnosti SOLID a.s. (usnesení k Z-094)","319","Z-094","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19855","31","pass","54","0","0","67","54"
"19856","2009-11-26","Návrh na úplatný převod části pozemku parc.č. 841 v k.ú. Háje (LV 793) o výměře 223 m2 z vlastnictví hl.m. Prahy do vlastnictví Ing. Petra Partyka a MUDr. Vilmy Partykové (usnesení k Z-650)","3110","650","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19856","31","pass","56","0","0","67","56"
"19857","2009-11-26","Návrh na schválení úplatného převodu pozemku parc.č. 649/10 o výměře 210 m2, k.ú. Ruzyně z vlastnictví hl.m. Prahy do vlastnictví PaedDr. Ireny Stejskalové (usnesení k Z-092)","3111","Z-092","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19857","31","pass","53","1","1","67","55"
"19858","2009-11-26","Návrh na úplatný převod pozemků parc.č. 141/1 o výměře 53 m2 (LV 793) a parc.č. 141/2 o výměře 145 m2 (LV 793) v k.ú. Háje z vlastnictví hl.m. Prahy do vlastnictví Iva Nováka a RNDr. Heleny Novákové (usnesení k Z-656)","3112","656","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19858","31","pass","53","2","0","67","55"
"19859","2009-11-26","Návrh na úplatný převod pozemků parc.č. 2579/6 o výměře 140 m2, parc.č. 2579/7 o výměře 28 m2 a parc.č. 2579/11 o výměře 4 m2 vše v k.ú. Hloubětín z vlastnictví hl.m. Prahy do vlastnictví Ing. Otto Kechnera a Jany Kechnerové (usnesení k Z-387)","3113","387","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19859","31","pass","52","1","1","67","54"
"19860","2009-11-26","Návrh na schválení úplatného převodu částí pozemků parc.č. 2513/3 o výměře 68 m2 a parc.č. 2513/1 o výměře 12 m2 v k.ú. Dejvice z vlastnictví hl.m. Prahy do vlastnictví Ing. Milana Korna a Ing. Martiny Kornové (usnesení k Z-617)","3114","617","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19860","31","pass","50","1","2","67","53"
"19861","2009-11-26","Návrh na úplatný převod části pozemku parc.č. 310/133 v k.ú. Michle o výměře 77 m2 z vlastnictví hl.m. Prahy do vlastnictví společnosti BORGO s.r.o. (usnesení k Z-752)","3115","752","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19861","31","pass","57","0","0","67","57"
"19865","2009-11-26","Návrh úplatného převodu pozemku parc.č. 4021/41 o výměře 30 m2 v k.ú. Strašnice z vlastnictví hl.m. Prahy do vlastnictví spol. K-Development, s.r.o. se sídlem Praha 1, Myslíkova 174/23 (usnesení k Z-099)","3116","Z-099","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19865","31","pass","56","0","0","67","56"
"19866","2009-11-26","Návrh úplatného převodu části pozemku parc.č. 70/1 o výměře 27 m2, k.ú. Motol z vlastnictví hl.m. Prahy do vlastnictví Ing. Emila Kesselgrubera (usnesení k Z-091)","3117","Z-091","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19866","31","pass","53","2","2","67","57"
"19867","2009-11-26","Návrh na úplatný převod plynárenského zařízení vybudovaného v ulicích Železné, Rytířské, U radnice, Jilské, Hlavsově, Karlově, Staroměstském náměstí a Malém náměstí z vlastnictví hl.m. Prahy do vlastnictví Pražská plynárenská Distribuce a.s., člen koncernu Pražská plynárenská, a.s. (usnesení k Z-104)","3118","Z-104","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19867","31","pass","53","0","0","67","53"
"19868","2009-11-26","Návrh na úplatný převod plynárenského zařízení vybudovaného v rámci stavby Plynové osvětlení Praha 1 - Staré Město Celená a stavby Bydlení Špitálka - v ulicích Na Špitálce a Na Kodymce z vlastnictví hl.m. Prahy do vlastnictví Pražská plynárenská Distribuce a.s., člen koncernu Pražská plynárenská, a. (usnesení k Z-153)","3119","Z-153","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19868","31","pass","54","0","0","67","54"
"23167","2009-11-26","Návrh na uzavření Smlouvy o bezúplatném převodu majetku do vlastnictví obce, pozemku parc.č. 642/18 v k.ú. Dolní Měcholupy, dle zákona č. 92/1991 Sb. v platném znění (protinávrh k Z-768)","3120","768","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23167","31","fail","12","18","30","67","60"
"23168","2009-11-26","Návrh na uzavření Smlouvy o bezúplatném převodu majetku do vlastnictví obce, pozemku parc.č. 642/18 v k.ú. Dolní Měcholupy, dle zákona č. 92/1991 Sb. v platném znění (usnesení k Z-768)","3120","768","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23168","31","pass","55","0","2","67","57"
"19846","2009-11-26","Návrh na úplatné nabytí pozemků parc.č. 1779/3 o výměře 724 m2 a 1781/2 o výměře 11 m2 v k.ú. Zbraslav do vlastnictví hl.m. Prahy (usnesení k Z-035)","3121","Z-035","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19846","31","pass","61","0","0","67","61"
"23169","2009-11-26","Návrh na úplatné nabytí části pozemku parc.č. 557/7 k.ú. Lahovice o výměře 546 m2 a části pozemku parc.č. 1212/1 k.ú. Velká Chuchle o výměře 2121 m2 z vlastnictví JUDr. Jana Kavalírka do vlastnictví hl.m. Prahy pro realizaci stavby č. 0100 TV Zbraslav, etapa 0002 – Kanalizace Lahovičky (usnesení k Z-707)","3122","707","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23169","31","pass","60","0","1","67","61"
"23170","2009-11-26","Návrh na směnu objektu č.p. 2447, včetně technologie kotelny VOK 7 v k.ú. Stodůlky za nově vybudovanou technologii plynové kotelny v prostorách objektu společnosti Lidl Česká republika v.o.s. na pozemku parc.č. 2342/237 v k.ú. Stodůlky se společností Lidl Česká republika v.o.s. (usnesení k Z-102)","3123","Z-102","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23170","31","pass","58","0","1","67","59"
"23171","2009-11-26","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 11/33 ze dne 29.11.2007 k návrhu na úplatné nabytí části pozemku parc.č. 999/2 k.ú. Ruzyně o výměře 320 m2 z podílového spoluvlastnictví Havlové Heleny, MUDr. Poštové Miluše, MVDr. Rákose Jiřího a Rákose Stanislava do vlastnictví hl.m. Prahy p (usnesení k Z-754)","3124","754","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23171","31","pass","59","0","3","67","62"
"23172","2009-11-26","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 14/19 ze dne 28.2.2008 k návrhu na úplatné nabytí částí pozemku parc.č. 846/2 v k.ú. Písnice do vlastnictví hl.m. Prahy (usnesení k Z-097)","3125","Z-097","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23172","31","pass","58","0","0","67","58"
"23173","2009-11-26","Návrh na úpravu rozpočtu kapitálových výdajů OMI MHMP na rok 2009 v kap. 01 a v kap. 02 a poskytnutí účelové investiční dotace městským částem hl.m. Prahy (usnesení k Z-114)","3126","Z-114","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23173","31","pass","62","0","0","67","62"
"23174","2009-11-26","Návrh obecně závazné vyhlášky hl.m. Prahy, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hl.m. Prahy MČ Praha 11 (usnesení k Z-089)","3127","Z-089","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23174","31","pass","48","1","11","67","60"
"23175","2009-11-26","Návrh obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů, odejmutí správy svěřených věcí z vlastnictví hl.m. Prahy městským částem Praha 3, Praha - Šeberov a Praha - Troja (usnesení k Z-135)","3128","Z-135","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23175","31","pass","58","0","1","67","59"
"19847","2009-11-26","Návrh změny zřizovacích listin příspěvkových organizací v působnosti SMT MHMP (usnesení k Z-347)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19847","31","pass","45","1","2","67","48"
"19848","2009-11-26","Návrh na změnu zřizovací listiny příspěvkové organizace Střední odborné učiliště služeb, Praha 9, Novovysočanská 5 (usnesení k Z-805)","3130","805","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19848","31","pass","47","0","0","67","47"
"19900","2009-11-26","Návrh na změnu charakteru části účelové investiční dotace poskytnuté z rozpočtu hl.m.Prahy v roce 2009 MČ Praha - Vinoř na přístavbu ZŠ a MŠ (ORG 40843) (usnesení k Z-129)","3131","Z-129","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19900","31","pass","52","0","0","67","52"
"19901","2009-11-26","Návrh na úpravu rozpočtu hl.m. Prahy v souvislosti s postupem realizace projektů financovaných z Operačního programu Praha - Konkurenceschopnost (usnesení k Z-074)","3132","Z-074","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19901","31","pass","52","0","0","67","52"
"19902","2009-11-26","Návrh obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hl.m. Prahy městské části Praha - Čakovice (usnesení k Z-088)","3133","Z-088","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19902","31","pass","51","0","0","67","51"
"19903","2009-11-26","Návrh na bezúplatné nabytí 11 stožárů veřejného osvětlení, komunikace včetně dešťové kanalizace, silničních vpustí a jejich přípojek a pozemků parc.č. 2242/7, parc.č. 2243/6, parc.č. 2241/18, parc.č. 2635/28 a parc.č. 2244 v k.ú. Hloubětín z vlastnictví Ing. Miloslava Nováka a MUDr. Evy Novákové do  (usnesení k Z-080)","3134","Z-080","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19903","31","pass","53","0","0","67","53"
"19849","2009-11-26","Návrh na uvolnění finančních prostředků z kapitoly 05 - zdravotnictví a sociální oblast formou účelové investiční dotace MČ Praha 11 (usnesení k Z-058)","3135","Z-058","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19849","31","pass","54","0","0","67","54"
"19862","2009-11-26","Návrh na uvolnění finančních prostředků z kapitoly 05 - zdravotnictví a sociální oblast formou účelové dotace MČ Praha 11 (usnesení k Z-103)","3136","Z-103","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=19862","31","pass","55","0","1","67","56"
"23163","2009-11-26","Návrh na rozdělení rezervy v grantovém řízení HMP v sociální oblasti pro rok 2009 (usnesení k Z-105)","3137","Z-105","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23163","31","pass","54","0","0","67","54"
