id,start_date,motion:name,motion:number,motion:document,sources:link:url,legislative_session_id,result,counts:option:yes,counts:option:no,counts:option:abstain,number_of_people,present,identifier
33171,2015-02-19,"k uzavření Dodatku č. 1 ke Smlouvě o právu stavby č. INO/22/02/000003/2014 ze dne 22.10.2014, která je potřebná pro zajištění realizace stavebních objektů stavby č. 6963 ""Celková přestavba a rozšíření ÚČOV na Císařském ostrově"", etapa 0001 - nová vodní linka",19,Z-3160,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33171,4,pass,46,0,7,65,53,33171
33173,2015-02-19,"k uzavření Smlouvy o zřízení práva stavby, která je potřebná pro zajištění realizace stavebního objektu stavby č. 6963 ""Celková přestavba a rozšíření ÚČOV na Císařském ostrově"", etapa 0001 - nová vodní linka",20,Z-3167,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33173,4,pass,51,0,6,65,57,33173
33175,2015-02-19,"k návrhu na uzavření smlouvy o budoucí smlouvě o zřízení věcného břemene se společností České dráhy, a. s.",21,Z-3042,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33175,4,pass,55,0,1,65,56,33175
33177,2015-02-19,k návrhu na uzavření smlouvy o smlouvě budoucí o zřízení služebnosti inženýrské sítě na pozemku parc. č. 1695/1 v k.ú. Řeporyje s panem Vlastimilem Čermákem pro budovu č.p. 56,22,Z-2870,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33177,4,pass,58,0,1,65,59,33177
33179,2015-02-19,"k uzavření smlouvy o zřízení služebnosti s Povodí Vltavy, státní podnik",23,Z-2806,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33179,4,pass,55,0,2,65,57,33179
33181,2015-02-20,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33181,4,pass,55,0,0,65,55,33181
33183,2015-02-20,k návrhu na uzavření smlouvy o zřízení věcného břemene - služebnosti,24,Z-3078,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33183,4,pass,55,0,2,65,57,33183
33185,2015-02-20,k návrhu na uzavření smlouvy o zřízení věcného břemene - služebnosti,25,Z-3067,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33185,4,pass,54,0,3,65,57,33185
33187,2015-02-20,k návrhu na uzavření smlouvy o zřízení věcného břemene - služebnosti,26,Z-3069,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33187,4,pass,56,0,2,65,58,33187
33189,2015-02-20,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33189,4,pass,59,0,0,65,59,33189
33191,2015-02-20,k návrhu změny zřizovací listiny příspěvkové organizace hl. m. Prahy Domov pro seniory Malešice,27,Z-3065,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33191,4,pass,56,0,2,65,58,33191
33193,2015-02-20,"k návrhu na změnu zřizovací listiny příspěvkové organizace Vyšší odborná škola a Střední škola slaboproudé elektrotechniky, se sídlem 190 00 Praha 9, Novovysočanská 48/280",28,Z-3137,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33193,4,pass,56,0,2,65,58,33193
33195,2015-02-20,"k návrhu na změnu zřizovací listiny příspěvkové organizace Střední škola a Mateřská škola Aloyse Klara, se sídlem 142 00 Praha 4, Vídeňská 28",29,Z-3155,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33195,4,pass,53,0,3,65,56,33195
33197,2015-02-20,Situace ve Zdravotnické záchranné službě hl. m. Prahy,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33197,4,fail,22,1,15,65,38,33197
33199,2015-02-20,Situace ve Zdravotnické záchranné službě hl. m. Prahy,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33199,4,fail,25,0,12,65,37,33199
33201,2015-02-20,"k návrhu na změnu zřizovací listiny příspěvkové organizace Střední průmyslová škola na Proseku, se sídlem Praha 9, Novoborská 2",30,Z-3173,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33201,4,pass,53,0,0,65,53,33201
33203,2015-02-20,k návrhu personálních změn ve výborech ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33203,4,fail,19,5,18,65,42,33203
33205,2015-02-20,k návrhu personálních změn ve výborech ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33205,4,fail,15,8,20,65,43,33205
33207,2015-02-20,k návrhu personálních změn ve výborech ZHMP,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33207,4,fail,18,10,12,65,40,33207
33403,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33403,5,pass,59,0,0,65,59,33403
33405,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33405,5,fail,22,10,31,65,63,33405
33407,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33407,5,fail,27,12,25,65,64,33407
33409,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33409,5,fail,28,11,24,65,63,33409
33411,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33411,5,fail,29,6,29,65,64,33411
33413,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33413,5,fail,30,5,29,65,64,33413
33415,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33415,5,fail,25,7,32,65,64,33415
33417,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33417,5,fail,25,18,21,65,64,33417
33419,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33419,5,fail,9,16,39,65,64,33419
33421,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33421,5,fail,4,36,22,65,62,33421
33423,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33423,5,fail,23,14,27,65,64,33423
33425,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33425,5,fail,30,6,27,65,63,33425
33427,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33427,5,pass,57,1,5,65,63,33427
33429,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33429,5,fail,23,15,26,65,64,33429
33431,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33431,5,fail,14,0,6,65,20,33431
33433,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33433,5,pass,43,1,20,65,64,33433
33435,2015-03-26,k volbě přísedících Městského soudu v Praze,1,Z-3133,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33435,5,pass,50,0,7,65,57,33435
33437,2015-03-26,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl. m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů",2,Z-3215,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33437,5,pass,45,0,9,65,54,33437
33439,2015-03-26,"k uzavření smlouvy o zřízení služebnosti inženýrské sítě se Správou železniční dopravní cesty, státní organizace",3,Z-3062,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33439,5,pass,55,0,0,65,55,33439
33441,2015-03-26,k návrhu na schválení originárního nabytí vlastnického práva k nemovitosti vybudované v rámci stavby č. 41341 Rekonstrukce komunikace Pod Hrachovkou do majetku hl.m. Prahy,4,Z-3068,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33441,5,pass,54,0,1,65,55,33441
33443,2015-03-26,"k návrhu na uzavření smlouvy o smlouvě budoucí kupní a smlouvě o smlouvě budoucí o zřízení věcného břemene pro stavbu č. 42117 Zelená Malovanka, etapa 0001 Zelené stěny",5,Z-3196,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33443,5,pass,50,0,4,65,54,33443
33445,2015-03-26,k návrhu na schválení uzavření smluv o zřízení práva odpovídajícího věcnému břemenu,6,Z-3163,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33445,5,pass,56,0,0,65,56,33445
33447,2015-03-26,"k návrhu na revokaci usnesení ZHMP č. 41/29 ze dne 11.9. 2014 ve věci poskytnutí Ručitelského prohlášení hlavního města Prahy vystavené v souvislosti s uzavřením dodatku č. 5 ke kupní smlouvě č. prodávajícího (věřitele): ŠT/O1/008/06/SML, č. kupujícího (dlužníka): 9015000136 ze dne 31.05.2006 ve znění jejího dodatku č. 1 ze dne 31.10.2011, dodatku č. 2 ze dne 28.08.2012, dodatku č. 3 ze dne 10.12.2012, dodatku č. 4 ze dne 29.05.2014 mezi společností Dopravní podnik hl.m. Prahy, akciová společnosti a společností ŠKODA TRANSPORTATION a.s.",7,Z-3260,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33447,5,pass,47,2,9,65,58,33447
33449,2015-03-26,k úpravě rozpočtu hl.m. Prahy za účelem financování projektů z Operačního programu Praha - Konkurenceschopnost v roce 2015,8,Z-3243,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33449,5,pass,51,0,6,65,57,33449
33451,2015-03-26,k úpravě rozpočtu hl. m. Prahy za účelem financování projektů z Operačního programu Praha - Adaptabilita v roce 2015,9,Z-3285,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33451,5,pass,49,4,2,65,55,33451
33453,2015-03-26,"k požadavkům městských částí hl.m. Prahy na ponechání nevyčerpaných účelových prostředků, které jim byly poskytnuty z rozpočtu hl. m. Prahy v roce 2014 (příp. v předchozích letech), k využití v roce 2015",10,Z-3240,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33453,5,fail,28,7,23,65,58,33453
33455,2015-03-26,"k požadavkům městských částí hl.m. Prahy na ponechání nevyčerpaných účelových prostředků, které jim byly poskytnuty z rozpočtu hl. m. Prahy v roce 2014 (příp. v předchozích letech), k využití v roce 2015",10,Z-3240,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33455,5,pass,53,4,3,65,60,33455
33457,2015-03-26,"k požadavkům městských částí hl.m. Prahy na ponechání nevyčerpaných účelových prostředků, které jim byly poskytnuty z rozpočtu hl. m. Prahy v roce 2014 (příp. v předchozích letech), k využití v roce 2015",10,Z-3240,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33457,5,pass,58,0,1,65,59,33457
33459,2015-03-26,k návrhu na ponechání nevyčerpaných finančních prostředků příspěvkových organizací hlavního města Prahy z roku 2014 a let minulých a jejich využití ke stejnému účelu v roce 2015,11,Z-3226,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33459,5,pass,59,0,2,65,61,33459
33461,2015-03-26,"k požadavkům městských částí hl.m. Prahy na ponechání nevyčerpaných účelových prostředků, které jim byly poskytnuty z rozpočtu hl. m. Prahy v roce 2014 (příp. v předchozích letech), k využití v roce 2015",10,Z-3240,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33461,5,pass,49,0,1,65,50,33461
33463,2015-03-26,"k požadavkům městských částí hl.m. Prahy na ponechání nevyčerpaných účelových prostředků, které jim byly poskytnuty z rozpočtu hl. m. Prahy v roce 2014 (příp. v předchozích letech), k využití v roce 2015",10,Z-3240,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33463,5,pass,54,0,5,65,59,33463
33465,2015-03-26,k návrhu na poskytnutí účelových dotací z rozpočtu hl. m. Prahy městským částem hl. m. Prahy,12,Z-3281,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33465,5,fail,15,4,41,65,60,33465
33467,2015-03-26,k návrhu na poskytnutí účelových dotací z rozpočtu hl. m. Prahy městským částem hl. m. Prahy,12,Z-3281,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33467,5,pass,55,0,5,65,60,33467
33469,2015-03-26,k návrhu na ukončení pořizování změny Z 990/06 ÚP SÚ hl.m. Prahy (Praha 12 - bytová výstavba),13,Z-3096,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33469,5,pass,56,0,0,65,56,33469
33471,2015-03-26,"k návrhu na ukončení pořizování celoměstsky významné změny I+II ÚP SÚ hl.m. Prahy - Z 2137/00 (Praha 22, Praha - Kolovraty; realizace nové obytné a smíšené zástavby)",14,Z-3202,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33471,5,pass,60,0,0,65,60,33471
33473,2015-03-26,k návrhu na ukončení pořizování celoměstsky významné změny vlny IV Územního plánu sídelního útvaru hl.m. Prahy - Z 2803/00,15,Z-3211,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33473,5,pass,60,0,0,65,60,33473
33475,2015-03-26,k návrhu 3. aktualizace Územně analytických podkladů hl. m. Prahy,16,Z-3221,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33475,5,pass,46,0,10,65,56,33475
33477,2015-03-26,k návrhu na schválení uzavření bezúplatné smlouvy o zřízení služebnosti se společností OC LUŽINY s.r.o.,17,Z-3270,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33477,5,pass,58,0,1,65,59,33477
33479,2015-03-26,k návrhu na schválení uzavření bezúplatné smlouvy o zřízení služebnosti se společností OC LUŽINY s.r.o.,17,Z-3270,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33479,5,pass,60,0,0,65,60,33479
33481,2015-03-26,k návrhu na uznání vlastnického práva,18,Z-3139,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33481,5,pass,49,0,5,65,54,33481
33483,2015-03-26,"k odůvodnění veřejné zakázky s názvem ""Havarijní oprava nosné konstrukce nad vestibulem metra Budějovická""",19,Z-3063,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33483,5,pass,54,0,3,65,57,33483
33485,2015-03-26,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hlavního města Prahy městské části Praha 1, Praha 3, Praha 10, Praha 11, Praha 12, Praha - Březiněves, Praha - Koloděje, Praha - Kunratice, Praha - Slivenec a Praha – Zličín",20,Z-3250,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33485,5,pass,55,0,0,65,55,33485
33487,2015-03-26,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů, odejmutí správy svěřených věcí z vlastnictví hlavního města Prahy městské části Praha 11, Praha 13, Praha - Dubeč, Praha - Nebušice a Praha – Řeporyje",21,Z-3251,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33487,5,pass,52,0,0,65,52,33487
33489,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33489,5,pass,52,0,0,65,52,33489
33491,2015-03-26,"k návrhu na úplatné nabytí veřejného osvětlení v k.ú. Běchovice z vlastnictví společnosti STARKON PRAHA GROUP s.r.o., se sídlem Praha 9 - Běchovice, Mladých Běchovic 2, IČO: 25644858, do vlastnictví hlavního města Prahy za smluvní cenu ve výši 1.000,- Kč",22,Z-3170,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33491,5,pass,51,0,0,65,51,33491
33493,2015-03-26,"k návrhu na úplatné nabytí veřejného osvětlení v k.ú. Velká Chuchle z vlastnictví společnosti Vily Chuchle a.s., se sídlem Praha 2, Římská 103/12, IČO: 28914791, do vlastnictví hlavního města Prahy za smluvní cenu ve výši 500,- Kč",23,Z-3175,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33493,5,pass,52,0,0,65,52,33493
33495,2015-03-26,"k návrhu na úplatné nabytí pozemku parc. č. 2550, v k.ú. Michle, z vlastnictví Martina Kadlece, do vlastnictví hl. m. Prahy",24,Z-2342,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33495,5,pass,52,0,0,65,52,33495
33497,2015-03-26,"k návrhu na úplatné nabytí části pozemku parc. č. 1451, k.ú. Vinoř, ze spoluvlastnictví Marie Hetzelové a Jany Mandlíkové do vlastnictví hlavního města Prahy",25,Z-3164,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33497,5,pass,54,0,0,65,54,33497
33499,2015-03-26,"k návrhu na úplatné nabytí pozemku parc. č. 495/1 v k.ú. Slivenec z vlastnictví Ireny Černé a pozemků parc. č. 496/8, 496/9 v k.ú. Slivenec z podílového spoluvlastnictví Ireny Krejčové - id. 1/2 a Gabriely Volfové - id. 1/2 do vlastnictví hlavního města Prahy",26,Z-3050,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33499,5,pass,53,0,1,65,54,33499
33501,2015-03-26,"k návrhu na úplatné nabytí vlastnictví kanalizační splaškové stoky DN 300 na pozemku parc. č. 5765/2 k.ú. Záběhlice z vlastnictví MAGELLAN EPSILON s.r.o. se sídlem Naardenská 665/3, Praha 6, IČO: 27568075 do vlastnictví hlavního města Prahy za smluvní cenu ve výši 100,- Kč",27,Z-3174,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33501,5,pass,53,0,0,65,53,33501
33503,2015-03-26,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33503,5,pass,55,0,0,65,55,33503
33505,2015-03-26,k návrhu na bezúplatné nabytí stavby veřejného osvětlení a vodních děl v k.ú. Čakovice do majetku hl.m. Prahy,28,Z-2914,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33505,5,pass,52,0,1,65,53,33505
33507,2015-03-26,k návrhu na bezúplatné nabytí technického zhodnocení chodníku - stavby vyčkávacího zálivu na pozemku parc.č. 4155/1 k.ú. Vinohrady do majetku hl.m. Prahy,29,Z-2921,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=29783&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=33507,5,pass,56,0,1,65,57,33507
