id,start_date,motion:text,motion:result,motion:requirement
47084,2008-04-01T16:42:00,Lisabonská sml.pozměňující Sml.o Evrop.unii,fail,simple majority
46072,2007-10-31T13:45:00,Vládní návrh zákona o léčivech - EU,pass,simple majority
47008,2008-03-20T09:08:00,Posl.náv zák. o ochraně před tabákem,fail,simple majority
49754,2009-05-15T09:14:00,Pořad schůze,pass,simple majority
47366,2008-06-03T13:43:00,,pass,simple majority
45424,2007-06-05T12:56:00,,pass,simple majority
46201,2007-11-28T13:31:00,Novela o oznávání odb. kvalifikace - EU,pass,simple majority
45940,2007-10-30T13:40:00,,pass,simple majority
44191,2006-11-28T15:05:00,Náv.na zříz.SK pro změnu Ústavy ČR,pass,simple majority
47251,2008-05-06T13:16:00,,pass,simple majority
51660,2010-02-10T09:12:00,Novela z. o elektronickém podpisu,pass,simple majority
49572,2009-05-06T10:26:00,Novela z. o archivnictví a spisové službě,fail,simple majority
49724,2009-05-13T16:32:00,Novela z. o advokacii - EU,pass,simple majority
47122,2008-04-22T13:12:00,,pass,simple majority
44991,2007-03-13T15:19:00,,fail,simple majority
45895,2007-10-25T10:41:00,Náv. na volbu finančního arbitra,fail,simple majority
45619,2007-08-15T13:26:00,Vl.náv.z.o přechodu na digit.TV vysílání,pass,simple majority
45813,2007-10-23T12:26:00,,pass,simple majority
48065,2008-10-31T08:42:00,Novela z. o organizaci a provádění sociálního zabezpečení,pass,simple majority
47194,2008-04-25T07:22:00,Vl.n.z. o dluhopisovém programu na úhradu schodk,pass,simple majority
51374,2010-01-29T09:32:00,Pořad schůze,fail,simple majority
45466,2007-06-07T07:10:00,,pass,simple majority
44881,2007-02-06T15:11:00,Novela z. o státních svátcích,pass,simple majority
51318,2010-01-28T08:35:00,Pořad schůze,pass,simple majority
47311,2008-05-07T09:26:00,Nov.zák.související s registrovaným partnerstvím,pass,simple majority
46897,2008-03-19T10:26:00,Novela z. o vodách (vodní zákon),pass,simple majority
46148,2007-11-27T13:50:00,,pass,simple majority
45091,2007-03-21T09:52:00,Novela zákona o péči o zdraví lidu,pass,simple majority
48853,2009-02-12T17:31:00,Doh. o používání ustanovení Úml.o vzáj. pomoci v trest. věcech,pass,simple majority
48796,2009-02-10T16:23:00,,pass,simple majority
51088,2009-12-04T08:31:00,Pořad schůze,pass,simple majority
