id,name,state
53-242,HUMBERTO SOUTO,Minas Gerais
53-243,LINCOLN PORTELA,Minas Gerais
53-244,MARIA DO CARMO LARA,Minas Gerais
53-245,LAEL VARELLA,Minas Gerais
53-246,JÔ MORAES,Minas Gerais
53-247,MÁRCIO REINALDO MOREIRA,Minas Gerais
53-248,NARCIO RODRIGUES,Minas Gerais
53-249,JOSÉ SANTANA DE VASCONCELLOS,Minas Gerais
53-250,JÚLIO DELGADO,Minas Gerais
53-251,JOÃO BITTAR,Minas Gerais
53-252,MAURO LOPES,Minas Gerais
53-253,LEONARDO MONTEIRO,Minas Gerais
53-254,JUVENIL ALVES,Minas Gerais
53-255,LEONARDO QUINTÃO,Minas Gerais
53-256,LUIZ FERNANDO FARIA,Minas Gerais
53-257,MARCOS MONTES,Minas Gerais
53-258,RAFAEL GUERRA,Minas Gerais
53-259,MARIA LÚCIA CARDOSO,Minas Gerais
53-260,MÁRIO DE OLIVEIRA,Minas Gerais
53-261,MIGUEL CORRÊA JR.,Minas Gerais
53-262,MIGUEL MARTINI,Minas Gerais
53-263,PAULO ABI-ACKEL,Minas Gerais
53-264,VIRGÍLIO GUIMARÃES,Minas Gerais
53-265,SARAIVA FELIPE,Minas Gerais
53-266,PAULO PIAU,Minas Gerais
53-267,MÁRIO HERINGER,Minas Gerais
53-268,RODRIGO DE CASTRO,Minas Gerais
53-269,ODAIR CUNHA,Minas Gerais
53-270,VITOR PENIDO,Minas Gerais
53-271,JOSÉ FERNANDO APARECIDO DE OLIV,Minas Gerais
53-272,REGINALDO LOPES,Minas Gerais
53-273,IRINY LOPES,Espírito Santo
53-274,CAMILO COLA,Espírito Santo
53-275,MANATO,Espírito Santo
53-276,JURANDY LOUREIRO,Espírito Santo
53-277,LELO COIMBRA,Espírito Santo
53-278,LUIZ PAULO VELLOZO LUCAS,Espírito Santo
53-279,RITA CAMATA,Espírito Santo
53-280,NEUCIMAR FRAGA,Espírito Santo
53-281,SUELI VIDIGAL,Espírito Santo
53-282,ROSE DE FREITAS,Espírito Santo
53-283,ANDREIA ZITO,Rio de Janeiro
53-284,ALEXANDRE CARDOSO,Rio de Janeiro
53-285,ALEXANDRE SANTOS,Rio de Janeiro
53-286,ARNALDO VIANNA,Rio de Janeiro
53-287,BRIZOLA NETO,Rio de Janeiro
53-288,AROLDE DE OLIVEIRA,Rio de Janeiro
53-289,CHICO DANGELO,Rio de Janeiro
53-290,CARLOS SANTANA,Rio de Janeiro
53-291,BERNARDO ARISTON,Rio de Janeiro
53-292,CIDA DIOGO,Rio de Janeiro
53-293,DR. ADILSON SOARES,Rio de Janeiro
53-294,EDMILSON VALENTIM,Rio de Janeiro
53-295,CHICO ALENCAR,Rio de Janeiro
53-296,FERNANDO GABEIRA,Rio de Janeiro
53-297,DELEY,Rio de Janeiro
53-298,EDSON EZEQUIEL,Rio de Janeiro
53-299,EDSON SANTOS,Rio de Janeiro
53-300,EDUARDO CUNHA,Rio de Janeiro
53-301,FELIPE BORNIER,Rio de Janeiro
53-302,JAIR BOLSONARO,Rio de Janeiro
53-303,FILIPE PEREIRA,Rio de Janeiro
53-304,FERNANDO LOPES,Rio de Janeiro
53-305,GERALDO PUDIM,Rio de Janeiro
53-306,HUGO LEAL,Rio de Janeiro
53-307,INDIO DA COSTA,Rio de Janeiro
53-308,LEANDRO SAMPAIO,Rio de Janeiro
53-309,LÉO VIVAS,Rio de Janeiro
53-310,JORGE BITTAR,Rio de Janeiro
53-311,MARCELO ITAGIBA,Rio de Janeiro
53-312,LEONARDO PICCIANI,Rio de Janeiro
53-313,LUIZ SÉRGIO,Rio de Janeiro
53-314,MARINA MAGGESSI,Rio de Janeiro
53-315,NEILTON MULIM,Rio de Janeiro
53-316,OTAVIO LEITE,Rio de Janeiro
53-317,MIRO TEIXEIRA,Rio de Janeiro
53-318,NELSON BORNIER,Rio de Janeiro
53-319,PASTOR MANOEL FERREIRA,Rio de Janeiro
53-320,ROGERIO LISBOA,Rio de Janeiro
53-321,SILVIO LOPES,Rio de Janeiro
53-322,RODRIGO MAIA,Rio de Janeiro
53-323,SOLANGE ALMEIDA,Rio de Janeiro
53-324,SOLANGE AMARAL,Rio de Janeiro
53-325,SUELY,Rio de Janeiro
53-326,SANDRO MATOS,Rio de Janeiro
53-327,SIMÃO SESSIM,Rio de Janeiro
53-328,VINICIUS CARVALHO,Rio de Janeiro
53-329,ABELARDO CAMARINHA,São Paulo
53-330,ALINE CORRÊA,São Paulo
53-331,ALDO REBELO,São Paulo
53-332,ANTONIO CARLOS MENDES THAME,São Paulo
53-333,ANTONIO BULHÕES,São Paulo
53-334,ANTONIO CARLOS PANNUNZIO,São Paulo
53-335,ANTONIO PALOCCI,São Paulo
53-336,ARLINDO CHINAGLIA,São Paulo
53-337,ARNALDO FARIA DE SÁ,São Paulo
53-338,CARLOS SAMPAIO,São Paulo
53-339,ARNALDO JARDIM,São Paulo
53-340,BETO MANSUR,São Paulo
53-341,CLODOVIL HERNANDES,São Paulo
53-342,DEVANIR RIBEIRO,São Paulo
53-343,ARNALDO MADEIRA,São Paulo
53-344,CELSO RUSSOMANNO,São Paulo
53-345,DR. NECHAR,São Paulo
53-346,DIMAS RAMALHO,São Paulo
53-347,DR. TALMIR,São Paulo
53-348,DR. UBIALI,São Paulo
53-349,DR. PINOTTI,São Paulo
53-350,DUARTE NOGUEIRA,São Paulo
53-351,EDSON APARECIDO,São Paulo
53-352,EMANUEL,São Paulo
53-353,ENÉAS,São Paulo
53-354,FERNANDO CHUCRE,São Paulo
53-355,FRANCISCO ROSSI,São Paulo
53-356,FRANK AGUIAR,São Paulo
53-357,GUILHERME CAMPOS,São Paulo
53-358,JANETE ROCHA PIETÁ,São Paulo
53-359,IVAN VALENTE,São Paulo
53-360,JILMAR TATTO,São Paulo
53-361,JOÃO PAULO CUNHA,São Paulo
53-362,JOÃO DADO,São Paulo
53-363,JORGE TADEU MUDALEN,São Paulo
53-364,JOSÉ ANÍBAL,São Paulo
53-365,JOSÉ GENOÍNO,São Paulo
53-366,JOSÉ EDUARDO CARDOZO,São Paulo
53-367,JOSÉ MENTOR,São Paulo
53-368,MÁRCIO FRANÇA,São Paulo
53-369,JULIO SEMEGHINI,São Paulo
53-370,LOBBE NETO,São Paulo
53-371,LUIZA ERUNDINA,São Paulo
53-372,PAULINHO DA FORÇA,São Paulo
53-373,PAULO MALUF,São Paulo
53-374,MILTON MONTI,São Paulo
53-375,PAULO RENATO SOUZA,São Paulo
53-376,PAULO TEIXEIRA,São Paulo
53-377,MARCELO ORTIZ,São Paulo
53-378,JOSÉ PAULO TÓFFANO,São Paulo
53-379,REGIS DE OLIVEIRA,São Paulo
53-380,MICHEL TEMER,São Paulo
53-381,NELSON MARQUEZELLI,São Paulo
53-382,REINALDO NOGUEIRA,São Paulo
53-383,RENATO AMARY,São Paulo
53-384,RICARDO TRIPOLI,São Paulo
53-385,RICARDO IZAR,São Paulo
53-386,ROBERTO SANTIAGO,São Paulo
53-387,SILVINHO PECCIOLI,São Paulo
53-388,SILVIO TORRES,São Paulo
53-389,VACCAREZZA,São Paulo
53-390,RICARDO BERZOINI,São Paulo
53-391,VANDERLEI MACRIS,São Paulo
53-392,VADÃO GOMES,São Paulo
53-393,VALDEMAR COSTA NETO,São Paulo
53-394,WALTER IHOSHI,São Paulo
53-395,WILLIAM WOO,São Paulo
53-396,VICENTINHO,São Paulo
53-397,WALTER FELDMAN,São Paulo
53-398,CARLOS ZARATTINI,São Paulo
53-399,CARLOS ABICALIL,Mato Grosso
53-400,CARLOS BEZERRA,Mato Grosso
53-401,ELIENE LIMA,Mato Grosso
53-402,HOMERO PEREIRA,Mato Grosso
53-403,PEDRO HENRY,Mato Grosso
53-404,VALTENIR LUIZ PEREIRA,Mato Grosso
53-405,THELMA DE OLIVEIRA,Mato Grosso
53-406,WELLINGTON FAGUNDES,Mato Grosso
53-407,AUGUSTO CARVALHO,Distrito Federal
53-408,ALBERTO FRAGA,Distrito Federal
53-409,JOFRAN FREJAT,Distrito Federal
53-410,LAERTE BESSA,Distrito Federal
53-411,MAGELA,Distrito Federal
53-412,RODOVALHO,Distrito Federal
53-413,TADEU FILIPPELLI,Distrito Federal
53-414,TATICO,Goiás
53-415,CARLOS ALBERTO LERÉIA,Goiás
53-416,RODRIGO ROLLEMBERG,Distrito Federal
53-417,ÍRIS DE ARAÚJO,Goiás
53-418,JOÃO CAMPOS,Goiás
53-419,JOVAIR ARANTES,Goiás
53-420,LEANDRO VILELA,Goiás
53-421,LEONARDO VILELA,Goiás
53-422,LUIZ BITTENCOURT,Goiás
53-423,MARCELO MELO,Goiás
53-424,PROFESSORA RAQUEL TEIXEIRA,Goiás
53-425,RUBENS OTONI,Goiás
53-426,SANDES JÚNIOR,Goiás
53-427,ROBERTO BALESTRA,Goiás
53-428,PEDRO CHAVES,Goiás
53-429,RONALDO CAIADO,Goiás
53-430,PEDRO WILSON,Goiás
53-431,SANDRO MABEL,Goiás
53-432,ANTÔNIO CARLOS BIFFI,Mato Grosso do Sul
53-433,DAGOBERTO,Mato Grosso do Sul
53-434,ANTONIO CRUZ,Mato Grosso do Sul
53-435,GERALDO RESENDE,Mato Grosso do Sul
53-436,WALDIR NEVES,Mato Grosso do Sul
53-437,NELSON TRAD,Mato Grosso do Sul
53-438,VANDER LOUBET,Mato Grosso do Sul
53-439,WALDEMIR MOKA,Mato Grosso do Sul
53-440,ABELARDO LUPION,Paraná
53-441,AFFONSO CAMARGO,Paraná
53-442,ALCENI GUERRA,Paraná
53-443,ASSIS DO COUTO,Paraná
53-444,DILCEU SPERAFICO,Paraná
53-445,ALEX CANZIANI,Paraná
53-446,CHICO DA PRINCESA,Paraná
53-447,CEZAR SILVESTRI,Paraná
53-448,HERMES PARCIANELLO,Paraná
53-449,DR. ROSINHA,Paraná
53-450,GUSTAVO FRUET,Paraná
53-451,ALFREDO KAEFER,Paraná
53-452,ANDRE VARGAS,Paraná
53-453,ANGELO VANHONI,Paraná
53-454,LUIZ CARLOS HAULY,Paraná
53-455,BARBOSA NETO,Paraná
53-456,MAX ROSENMANN,Paraná
53-457,CASSIO TANIGUCHI,Paraná
53-458,NELSON MEURER,Paraná
53-459,ODÍLIO BALBINOTTI,Paraná
53-460,LUIZ CARLOS SETIM,Paraná
53-461,EDUARDO SCIARRA,Paraná
53-462,MOACIR MICHELETTO,Paraná
53-463,OSMAR SERRAGLIO,Paraná
53-464,RATINHO JUNIOR,Paraná
53-465,RICARDO BARROS,Paraná
53-466,GIACOBO,Paraná
53-467,REINHOLD STEPHANES,Paraná
53-468,ROCHA LOURES,Paraná
53-469,TAKAYAMA,Paraná
53-470,EDINHO BEZ,Santa Catarina
53-471,ANGELA AMIN,Santa Catarina
53-472,CELSO MALDANER,Santa Catarina
53-473,JOÃO MATOS,Santa Catarina
53-474,JOÃO PIZZOLATTI,Santa Catarina
53-475,DÉCIO LIMA,Santa Catarina
53-476,CARLITO MERSS,Santa Catarina
53-477,DJALMA BERGER,Santa Catarina
53-478,FERNANDO CORUJA,Santa Catarina
53-479,GERVÁSIO SILVA,Santa Catarina
53-480,MAURO MARIANI,Santa Catarina
53-481,NELSON GOETTEN,Santa Catarina
53-482,PAULO BORNHAUSEN,Santa Catarina
53-483,VALDIR COLATTO,Santa Catarina
53-484,VIGNATTI,Santa Catarina
53-485,ZONTA,Santa Catarina
53-486,ADÃO PRETTO,Rio Grande do Sul
53-487,AFONSO HAMM,Rio Grande do Sul
53-488,LUIZ CARLOS BUSATO,Rio Grande do Sul
53-489,GERMANO BONOW,Rio Grande do Sul
53-490,BETO ALBUQUERQUE,Rio Grande do Sul
53-491,DARCÍSIO PERONDI,Rio Grande do Sul
53-492,IBSEN PINHEIRO,Rio Grande do Sul
53-493,ENIO BACCI,Rio Grande do Sul
53-494,MANUELA DÁVILA,Rio Grande do Sul
53-495,ELISEU PADILHA,Rio Grande do Sul
53-496,MARCO MAIA,Rio Grande do Sul
53-497,OSMAR TERRA,Rio Grande do Sul
53-498,HENRIQUE FONTANA,Rio Grande do Sul
53-499,JÚLIO REDECKER,Rio Grande do Sul
53-500,LUIS CARLOS HEINZE,Rio Grande do Sul
53-501,JOSÉ OTÁVIO GERMANO,Rio Grande do Sul
53-502,PAULO ROBERTO,Rio Grande do Sul
53-503,PEPE VARGAS,Rio Grande do Sul
53-504,MENDES RIBEIRO FILHO,Rio Grande do Sul
53-505,POMPEO DE MATTOS,Rio Grande do Sul
53-506,LUCIANA GENRO,Rio Grande do Sul
53-507,NELSON PROENÇA,Rio Grande do Sul
53-508,MARIA DO ROSÁRIO,Rio Grande do Sul
53-509,PROFESSOR RUY PAULETTI,Rio Grande do Sul
53-510,ONYX LORENZONI,Rio Grande do Sul
53-511,RENATO MOLLING,Rio Grande do Sul
53-512,SÉRGIO MORAES,Rio Grande do Sul
53-513,PAULO PIMENTA,Rio Grande do Sul
53-514,VIEIRA DA CUNHA,Rio Grande do Sul
53-515,TARCÍSIO ZIMMERMANN,Rio Grande do Sul
53-516,VILSON COVATTI,Rio Grande do Sul
53-517,JORGINHO MALULY,São Paulo
53-518,JAIRO ATAIDE,Minas Gerais
53-519,DR. BASEGIO,Rio Grande do Sul
53-520,CLAUDIO DIAZ,Rio Grande do Sul
53-521,CLÁUDIO MAGRÃO,São Paulo
53-522,JOSEPH BANDEIRA,Bahia
53-523,ULDURICO PINTO,Bahia
53-524,AIRTON ROVEDA,Paraná
53-525,EDUARDO LOPES,Rio de Janeiro
53-526,BISPO GÊ TENUTA,São Paulo
53-527,CEZAR SCHIRMER,Rio Grande do Sul
53-528,SILVIO COSTA,Pernambuco
53-529,AYRTON XEREZ,Rio de Janeiro
53-530,IZALCI,Distrito Federal
53-531,AUGUSTO FARIAS,Alagoas
53-532,PAULO BAUER,Santa Catarina
53-533,OSÓRIO ADRIANO,Distrito Federal
53-534,EDIGAR MÃO BRANCA,Bahia
53-535,ACÉLIO CASAGRANDE,Santa Catarina
53-536,NERI GELLER,Mato Grosso
53-537,CHICO ABREU,Goiás
53-538,MARCELO ALMEIDA,Paraná
53-539,LUCIANA COSTA,São Paulo
53-540,B. SÁ,Piauí
53-541,JOSÉ CARLOS VIEIRA,Santa Catarina
53-542,BETINHO ROSADO,Rio Grande do Norte
53-543,MATTEO CHIARELLI,Rio Grande do Sul
53-544,DR. PAULO CESAR,Rio de Janeiro
53-545,PROFESSOR VICTORIO GALLI,Mato Grosso
53-546,WALTER BRITO NETO,Paraíba
53-547,LUCIANO PIZZATTO,Paraná
53-548,ANTONIO CARLOS BISCAIA,Rio de Janeiro
53-549,SATURNINO MASSON,Mato Grosso
53-550,MAJOR FÁBIO,Paraíba
53-551,COSTA FERREIRA,Maranhão
53-552,FREIRE JÚNIOR,Tocantins
53-553,JEFFERSON CAMPOS,São Paulo
53-554,MARCIO MARINHO,Bahia
53-555,PASTOR PEDRO RIBEIRO,Ceará
53-556,ROGÉRIO SILVA,Mato Grosso
53-557,RICARDO QUIRINO,Distrito Federal
53-558,ALESSANDRO SABINO,Amapá
53-559,EDUARDO MOURA,Mato Grosso
53-560,PEDRO VALADARES,Sergipe
53-561,LAERCIO OLIVEIRA,Sergipe
53-562,RONALDO LEITE,Amazonas
53-563,JOSÉ EDMAR,Distrito Federal
53-564,PAULO CESAR DE OLIVEIRA LIMA,São Paulo
53-565,ANDRÉ ZACHAROW,Paraná
53-566,MAINHA,Piauí
53-567,ANTONIO CARLOS CHAMARIZ,Alagoas
53-568,ROBERTO ALVES,São Paulo
53-569,ELIZEU AGUIAR,Piauí
53-570,FERNANDO NASCIMENTO,Pernambuco
53-571,FERNANDO MARRONI,Rio Grande do Sul
53-572,GLAUBER BRAGA,Rio de Janeiro
53-573,JOÃO HERRMANN,São Paulo
53-574,JORGE BOEIRA,Santa Catarina
53-575,ZÉ VIEIRA,Maranhão
53-576,CAPITÃO ASSUMÇÃO,Espírito Santo
53-577,MARCOS LIMA,Minas Gerais
53-578,OSVALDO BIOLCHI,Rio Grande do Sul
53-579,RODRIGO BETHLEM,Rio de Janeiro
53-580,LUPÉRCIO RAMOS,Amazonas
53-581,PAULO RATTES,Rio de Janeiro
53-582,ANTONIO FEIJÃO,Amapá
53-583,EMÍLIA FERNANDES,Rio Grande do Sul
53-584,MILTON VIEIRA,São Paulo
53-585,PAES DE LIRA,São Paulo
53-586,FERNANDO CHIARELLI,São Paulo
53-587,CHARLES LUCENA,Pernambuco
53-588,JOSÉ  C. STANGARLINI,São Paulo
53-589,ELEUSES PAIVA,São Paulo
53-590,SILAS BRASILEIRO,Minas Gerais
53-591,WILSON PICLER,Paraná
53-592,EMILIANO JOSÉ,Bahia
53-593,WASHINGTON LUIZ,Maranhão
53-594,ALBÉRICO FILHO,Maranhão
53-595,MARÇAL FILHO,Mato Grosso do Sul
53-596,GERALDINHO,Rio Grande do Sul
53-597,JAIRO CARNEIRO,Bahia
53-598,PAULO DELGADO,Minas Gerais
53-599,THEMÍSTOCLES SAMPAIO,Piauí
53-600,MILTON BARBOSA,Bahia
