id,start_date,motion:title,motion:legislative_session
61-413,2011-10-06,"DECRETO POR EL QUE SE ADICIONA EL CAPITULO IV BIS, AL TITULO OCTAVO DEL LIBRO SEGUNDO DEL CODIGO DE JUSTICIA MILITAR, ADICIONANDO LOS ARTICULOS 275 BIS Y 275 TER (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-144,2010-10-07,"DECRETO POR EL QUE SE EXPIDE LA LEY GENERAL PARA PREVENIR Y SANCIONAR LOS DELITOS EN MATERIA DE SECUESTRO, REGLAMENTARIA DE LA FRACCIÓN XXI DEL ARTÍCULO 73 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS; Y SE REFORMAN ADICIONAN Y DEROGAN DIVE",Primer Período de Sesiones Ordinarias del Segundo Año
61-147,2010-10-12,"DECRETO POR EL QUE SE ADICIONA LA FRACCIÓN VII AL ARTÍCULO 76 BIS DE LA LEY DE AMPARO, REGLAMENTARIA DE LOS ARTÍCULOS 103 Y 107 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año
61-146,2010-10-12,DECRETO POR EL QUE SE REFORMAN LOS PARRAFOS SEXTO Y SEPTIMO DEL ARTICULO 4o. Y SE ADICIONA LA FRACCION XXIX-P AL ARTICULO 73 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO PARTICULAR EL ARTICULO 4o. RESERVADO CON LAS MODIFICACIONES ACE,Primer Período de Sesiones Ordinarias del Segundo Año
61-36,2009-12-10,DECRETO QUE CONCEDE PERMISO A 13 CIUDADANOS MEXICANOS PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS (EN LO PARTICULAR EL ARTICULO CUARTO),Primer Período de Sesiones Ordinarias del Primer Año
61-37,2009-12-10,DECRETO QUE REFORMA LA FRACCION II DEL ARTICULO 3° DE LA LEY DEL SISTEMA DE HORARIO DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Primer Año
61-34,2009-11-26,DECRETO QUE REFORMA LOS ARTICULOS 77 BIS 12 Y 77 BIS 13 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Primer Año
61-35,2009-12-10,CINCO DECRETOS QUE CONCEDEN PERMISO A 14 CIUDADANOS MEXICANOS PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS Y A 9 CIUDADANOS MEXICANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Primer Año
61-32,2009-11-13,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL 2010 (EN LO PARTICULAR LOS ARTICULOS 36, 39, TRANSITORIOS 28 Y UN TRANSITORIO, ANEXOS 1, 12, 19, 22 Y 28 RESERVADOS, CON LAS MODIFICACIONES O ADICIONES ACEPTADAS)",Primer Período de Sesiones Ordinarias del Primer Año
61-33,2009-11-24,"PUNTO DE ACUERDO PARA QUE EL PRESIDENTE DE LA MESA DIRECTIVA DE LA C.D., PRESENTE EN TIEMPO Y FORMA CONTROVERSIA CONSTITUCIONAL ANTE LA SCJN, EN CONTRA DEL DECRETO DEL EJECUTIVO QUE EXTINGUIO EL ORGANISMO LFC (SI SE CONSIDERA DE URGENTE RESOLUCION)",Primer Período de Sesiones Ordinarias del Primer Año
61-30,2009-11-13,PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL 2010 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Primer Año
61-31,2009-11-13,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL 2010 (EN LO PARTICULAR LOS ARTICULOS 6, 29, TRANSITORIOS 23, ANEXOS 1B, 1C, 1D, 7, 8, 10, 16.2.3, 16.3.1, 24, 25, 26, 26E, 26G, 29, 30 Y 36 RESERVADOS, EN TERMINOS DEL DICTAMEN)",Primer Período de Sesiones Ordinarias del Primer Año
61-38,2009-12-10,"DECRETO QUE ADICIONA UN PARRAFO AL ARTICULO UNICO DEL DECRETO POR EL QUE SE ESTABLECE EL HORARIO ESTACIONAL, QUE APLICARA EN LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR, CON LA MODIFICACION ACEPTADA)",Primer Período de Sesiones Ordinarias del Primer Año
61-39,2009-12-10,"DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DEL CODIGO PENAL FEDERAL, DEL CODIGO FEDERAL DE PROCEDIMIENTOS PENALES Y DE LA LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Primer Año
61-310,2011-04-06,DECRETO QUE REFORMA EL ARTICULO 152 DE LA LEY ADUANERA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-311,2011-04-06,DECRETO QUE ADICIONA UNA FRACCION XI AL ARTICULO 27 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-312,2011-04-07,DECRETO QUE ADICIONA LA FRACCION XVIII BIS AL ARTICULO 3° DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-313,2011-04-07,DECRETO QUE ADICIONA UN ARTICULO 109 BIS A LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-314,2011-04-07,"PUNTO DE ACUERDO POR EL QUE SE SOLICITA A LA JUCOP,  ACORDAR LO NECESARIO PARA AVALAR Y SOMETER AL PLENO,  LA SOLICITUD DE DIVERSAS ORGANIZACIONES CAMPESINAS NACIONALES,  PARA INSTALAR UNA MESA DE TRABAJO PARA DISCUTIR Y ACORDAR MEDIDAS PARA ENFRENTAR LA ",Segundo Período de Sesiones Ordinarias del Segundo Año
61-315,2011-04-12,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DEL REGLAMENTO DE LA CAMARA DE DIPUTADOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-316,2011-04-12,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DEL REGLAMENTO DE LA CAMARA DE DIPUTADOS (EN LO PARTICULAR LOS ARTICULOS RESERVADOS,  SI SE ACEPTAN A DISCUSION LAS PROPUESTAS POR EL DIP. CARDENAS GRACIA (PT))",Segundo Período de Sesiones Ordinarias del Segundo Año
61-317,2011-04-12,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DEL REGLAMENTO DE LA CAMARA DE DIPUTADOS (EN LO PARTICULAR LOS ARTICULOS RESERVADOS,  SI SE ACEPTA A DISCUSION LAS PROPUESTAS POR EL DIP. CORRAL JURADO AL ARTICULO 121)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-318,2011-04-12,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DEL REGLAMENTO DE LA CAMARA DE DIPUTADOS (EN LO PARTICULAR LOS ARTICULOS 6, 7, 8, 35, 36, 43, 63, 65, 76, 79, 90, 95, 100, 102, 103, 125, 167, 174, 175, 182, 193, 194, 195, 207, 239, 249, 260, ",Segundo Período de Sesiones Ordinarias del Segundo Año
61-319,2011-04-13,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE INVERSION EXTRANJERA, DE LA LEY DE SOCIEDADES MERCANTILES, DE LA LOAPF, DE LA LEY FEDERAL DE DERECHOS, DE LA LFPA Y DE LA LFFMAA (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO ",Segundo Período de Sesiones Ordinarias del Segundo Año
61-264,2011-02-24,"PUNTO DE ACUERDO POR EL QUE SE PROPONEN DIVERSAS ACCIONES EN APOYO A LA PRESIDENCIA MUNICIPAL DE ENSENADA BAJA CALIFORNIA,  RESPECTO DE LA OPERACION DE LA EMPRESA ""REGASIFICADORA ENERGIA - COSTA AZUL S DE R. L.DE C.V."" PROPIEDAD DE SEMPRA ENERGY (SI SE AP",Segundo Período de Sesiones Ordinarias del Segundo Año
61-265,2011-03-01,"PUNTO DE ACUERDO POR EL QUE SE PROPONEN DIVERSAS ACCIONES EN APOYO A LA PRESIDENCIA MUNICIPAL DE ENSENADA,  BAJA CALIFORNIA,  RESPECTO DE LA OPERACION DE LA EMPRESA ""REGASIFICADORA ENERGIA-COSTA AZUL S DE R L. DE C.V."" PROPIEDAD DE LA EMPRESA ENERGY (SI S",Segundo Período de Sesiones Ordinarias del Segundo Año
61-266,2011-03-01,DECRETO QUE REFORMA LA FRACCION II DEL ARTICULO 1°. DE LA LEY PARA EL APROVECHAMIENTO DE ENERGIAS RENOVABLES Y EL FINANCIAMIENTO DE LA TRANSICION ENERGETICA (EN LO GENERAL Y EN LO PARTICULAR CON LA MODIFICACION ACEPTADA POR LA ASAMBLEA),Segundo Período de Sesiones Ordinarias del Segundo Año
61-267,2011-03-03,DECRETO QUE ADICIONA UNA FRACCION XVII AL ARTICULO 2 DE LA LEY DE LA COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-260,2011-02-22,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DEL INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES (EN LO PARTICULAR EL ARTICULO 41 RESERVADO,  EN SUS TERMINOS)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-261,2011-02-22,"PUNTO DE ACUERDO POR EL QUE SE EXHORTA AL EJECUTIVO FEDERAL,  MODIFIQUE,  AJUSTE Y REESTRUCTURE LAS TARIFAS DE SERVICIO PUBLICO DE ENERGIA ELECTRICA EN LA REPUBLICA MEXICANA,  PARA CREAR UNA TARIFA APLICABLE  A CENTROS ESCOLARES PUBLICOS (SI SE APRUEBA)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-262,2011-02-24,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL PARA PREVENIR Y SANCIONAR LOS DELITOS EN MATERIA DE SECUESTRO,  REGLAMENTARIA DE LA FRACCION XXI DEL ARTICULO 73 DE LA CPEUM (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-388,2011-09-20,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE ACCESO DE LAS MUJERES A UNA VIDA LIBRE DE VIOLENCIA Y DE LA LEY GENERAL PARA LA IGUALDAD ENTRE MUJERES Y HOMBRES (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-387,2011-09-20,"DECRETO QUE REFORMA LA FRACCION II DEL ARTICULO 33 Y EL PRIMER PARRAFO DEL ARTICULO 35 DE LA LEY DE CAMINOS,  PUENTES Y AUTOTRASPORTE FEDERAL (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-386,2011-09-20,DECRETO QUE REFORMA EL ARTICULO 1411 DEL CODIGO DE COMERCIO (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-385,2011-09-20,"DECRETO QUE CONCEDE PERMISO AL CIUDADANO LUIS MALDONADO VENEGAS PARA QUE PUEDA ACEPTAR Y USAR LA DISTINCIÓN GOBERNADOR ENRIQUE TOMÁS CRESTO, COMO LÍDER PARA EL DESARROLLO, QUE LE OTORGA EL SENADO DE LA REPÚBLICA DE ARGENTINA (EN LO GENERAL Y EN LO PARTICU",Primer Período de Sesiones Ordinarias del Tercer Año
61-384,2011-09-14,DECRETO QUE ADICIONA UNA FRACCION XIX BIS AL ARTICULO 3 DE LA LEY GENERAL DE TURISMO (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-268,2011-03-03,DECRETO QUE REFORMA Y ADICIONA LOS ARTICULOS 6 Y 13 DE LA LEY DE LA COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-269,2011-03-03,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DEL CODIGO PENAL FEDERAL,  DEL CODIGO FEDERAL DE PROCEDIMIENTOS PENALES Y DE LA LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-381,2011-09-14,"DECRETO QUE EXPIDE LA LEY GENERAL DE PRESTACION DE SERVCIOS PARA LA ATENCION, CUIDADO Y DESARROLLO INTEGRAL INFANTIL (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-380,2011-09-13,PUNTO DE ACUERDO POR EL QUE SE EXHORTA AL SECRETARIO DE GOBERNACION PARA QUE EN EL AMBITO DE SU COMPETENCIA EMITA DECLARATORIA DE DESASTRE NATURAL Y SE APLIQUEN LOS RECURSOS CORRESPONDIENTES A DIVERSOS MUNICIPIOS DE LOS ESTADOS DEL CENTRO Y NORTE DEL PAIS,Primer Período de Sesiones Ordinarias del Tercer Año
61-645,2012-02-23,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE EDUCACIÓN, EN MATERIA DE EDUCACIÓN INCLUSIVA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-549,2011-11-24,"DECRETO QUE REFORMA DIVERSAS DISPOSICIONES DE LA LEY DE CIENCIA Y TECNOLOGIA, DE LA LEY DE EDUCACION MILITAR DEL EJERCITO Y FUERZA AEREA MEXICANOS, DE LA LEY QUE CREA LA UNIVERSIDAD DEL EJERCITO Y FUERZA AEREA, DE LA LEY ORGANICA DEL EJERCITO Y FUERZA AEREA MEXICANOS Y DE LA LEY ORGANICA DE LA ARMADA DE MEXICO (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-548,2011-11-24,DECRETO QUE REFORMA EL ARTICULO 13 DE LA LEY DEL REGISTRO PUBLICO VEHICULAR (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-545,2011-11-24,DECRETO QUE REFORMA EL PRIMER PARRAFO DEL ARTICULO 395 DEL CODIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-544,2011-11-24,DECRETO QUE REFORMA EL ARTICULO 25 DE LA LEY DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-547,2011-11-24,DECRETO QUE REFORMA EL ARTICULO 26 DE LA LEY GENERAL DE DESARROLLO SOCIAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-546,2011-11-24,DECRETO QUE REFORMA EL ARTICULO 30 DE LA LEY GENERAL DE DESARROLLO SOCIAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-541,2011-11-24,DECRETO QUE EXPIDE LA LEY FEDERAL PARA LA PROTECCION A PERSONAS QUE INTERVIENEN EN EL PROCEDIMIENTO PENAL; Y SE REFORMA EL ARTICULO 31 DE LA LEY FEDERAL DE TRANSPARENCIA Y A LA INFORMACION PUBLICA GUBERNAMENTAL (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Tercer Año
61-540,2011-11-23,"DECRETO QUE EXPIDE LA LEY GENERAL DE ECONOMIA SOCIAL Y SOLIDARIA, REGLAMENTARIA DEL PARRAFO SEPTIMO DEL ARTICULO 25 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO PARTICULAR LOS ARTICULOS 16 FRACCION I Y 25 FRACCION VIII RESERVADOS, EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Tercer Año
61-543,2011-11-24,DECRETO QUE DEROGA EL ULTIMO PARRAFO DEL ARTICULO 6 DE LA LEY PARA PREVENIR Y SANCIONAR LA TRATA DE PERSONAS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-542,2011-11-24,"DECRETO QUE EXPIDE LA LEY FEDERAL PARA LA PROTECCION A PERSONAS QUE INTERVIENEN EN EL PROCEDIMIENTO PENAL; Y SE REFORMA EL ARTICULO 31 DE LA LEY FEDERAL DE TRANSPARENCIA Y A LA INFORMACION PUBLICA GUBERNAMENTAL (EN LO PARTICULAR LOS ARTICULOS 4°, 5°, 13 ,31 Y 37 RESERVADOS EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Tercer Año
61-163,2010-10-19,DECRETO QUE ADICIONA EL ARTICULO 226 BIS DE LA LEY DEL IMPUESTO SOBRE LA RENTA (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
61-162,2010-10-19,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DEL DEL IMPUESTO ESPECIAL SOBRE PRODUCCION Y SERVICIOS (EN LO GENERAL Y EN LO PARTICULAR ),Primer Período de Sesiones Ordinarias del Segundo Año
61-161,2010-10-19,DECRETO QUE REFORMA EL ARTICULO 2o. DE LA LEY DEL IMPUESTO ESPECIAL SOBRE PRODUCCION Y SERVICIOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
61-160,2010-10-19,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS 86 C,  FRACCION III RESERVADO,  EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Segundo Año
61-167,2010-10-19,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2011 (EN LO  PARTICULAR LOS ARTICULOS 1°,  2° Y 5° RESERVADOS,  EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Segundo Año
61-166,2010-10-19,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2011 (EN LO  PARTICULAR EL ARTICULO 5° RESERVADO,  SI SE ACEPTA LA MODIFICACION PROPUESTA POR EL DIP. BURELO)",Primer Período de Sesiones Ordinarias del Segundo Año
61-165,2010-10-19,LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2011 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Segundo Año
61-164,2010-10-19,DECRETO QUE ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DEL IMPUESTO SOBRE LA RENTA (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
61-169,2010-10-26,DECRETO QUE ADICIONA UN TERCER PARRAFO AL ARTICULO 91 DE LA LEY DEL SEGURO SOCIAL (SI SE ADMITE A DISCUSION LA MODIFICACION PROPUESTA DEL DIP. PABLO ESCUDERO (PVEM)),Primer Período de Sesiones Ordinarias del Segundo Año
61-168,2010-10-21,DECRETO QUE ADICIONA UN TERCER PARRAFO AL ARTICULO 91 DE LA LEY DEL SEGURO SOCIAL (SI SE ACEPTA LA MODIFICACION PROPUESTA POR EL DIP. PABLO ESCUDERO),Primer Período de Sesiones Ordinarias del Segundo Año
61-727,2012-04-27,"DECRETO POR EL QUE SE EXPIDE LA LEY GENERAL PARA PREVENIR,  SANCIONAR Y ERRADICAR LOS DELITOS EN MATERIA DE TRATA DE PERSONAS Y PARA LA PROTECCION Y ASISTENCIA A LAS VICTIMAS DE ESTOS DELITOS, ABROGA LA LEY PARA PREVENIR Y SANCIONAR LA TRATA DE PERSONAS Y",Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-726,2012-04-27,"DECRETO POR EL QUE SE ESTABLECEN LAS CARACTERISTICAS DE UNA NOVENA MONEDA DE PLATA CONMEMORATIVA DEL ""QUINTO CENTENARIO DEL ENCUENTRO DE DOS MUNDOS"" (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-258,2011-02-22,DECRETO QUE REFORMA EL PRIMER PARRAFO DEL ARTICULO 25 DE LA LEY GENERAL DE EDUCACION (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-348,2011-04-28,"DECRETO QUE REFORMA LOS ARTICULOS 100, 103 Y ADICIONA LOS ARTICULOS 102 Y 102 BIS DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-682,2012-04-10,DECRETO QUE REFORMA EL PRIMER PARRAFO DEL ARTICULO 150 DE LA LEY GENERAL DEL SISTEMA NACIONAL DE SEGURIDAD PUBLICA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-683,2012-04-10,DECRETO QUE REFORMA EL ARTICULO 376 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-680,2012-04-10,DECRETO QUE ADICIONA UN PARRAFO SEGUNDO AL ARTICULO 4 DE LA LEY DEL SERVICIO POSTAL MEXICANO (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-681,2012-04-10,DECRETO QUE ADICIONA UNA FRACCION XVII AL ARTICULO 2 DE LA LEY DE LA COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-686,2012-04-11,ELECCION DE LA PRIMER VICEPRESIDENCIA DE LA MESA DIRECTIVA  (SI SE APRUEBA),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-687,2012-04-11,ELECCION DE LA SECRETARIA DE LA MESA DIRECTIVA  (SI SE APRUEBA),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-684,2012-04-10,DECRETO QUE ADICIONA UN TERCER PARRAFO AL ARTICULO 27 DE LA LEY DE LA COMISION NACIONAL DE LOS DERECHOS HUMANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-685,2012-04-10,DECRETO QUE QUE REFORMA EL ARTICULO 46 DE LA LEY GENERAL DE EDUCACION (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-688,2012-04-11,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE CAMINOS,  PUENTES Y AUTOTRANSPORTE FEDERAL,  EN MATERIA DE SEGURO A TERCEROS (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-689,2012-04-11,DECRETO QUE REFORMA LA FRACCION III DEL ARTICULO 109 DE LA LEY DEL IMPUESTO SOBRE LA RENTA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-448,2011-10-25,"DECRETO POR EL QUE LA CAMARA DE DIPUTADOS OTORGA LA MEDALLA AL MERITO CIVICO ""EDUARDO NERI,  LEGISLADORES DE 1913"" (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-449,2011-10-25,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS, EN MARTERIA DE REFORMA POLITICA (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Tercer Año
61-444,2011-10-20,"DECRETO QUE REFORMA LOS ARTICULOS SEGUNDO Y SEXTO DEL DECRETO POR EL QUE SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY DE CORDINACION FISCAL, DE LA LEY DEL IMPUESTO SOBRE TENENCIA O USO DE VEHICULOS Y DE LA LEY DEL IEPS, PUBLICADO EN EL DOF EL 21 DE DICIEMBRE DE 2007 (EN LO PARTICULAR LOS ARTICULOS SEGUNDO Y SEXTO TRANSITORIOS  RESERVADOS, EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Tercer Año
61-445,2011-10-20,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-446,2011-10-20,LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL 2012 (EN LO GENERAL Y EN LO PARTICULAR,Primer Período de Sesiones Ordinarias del Tercer Año
61-447,2011-10-20,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL 2012 (EN LO PARTICULAR, LOS ARTICULOS 1°, 2°, 5°, 21 Y SEGUNDO TRANSITORIO RESERVADOS, EN SUS TERMINOS Y 22 CON LA MODIFICACION ACEPTADA)",Primer Período de Sesiones Ordinarias del Tercer Año
61-441,2011-10-20,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DEL CODIGO FISCAL DE LA FEDERACION (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Tercer Año
61-442,2011-10-20,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DEL CODIGO FISCAL DE LA FEDERACION (EN LO PARTICULAR LOS ARTICULOS 16-C, 22-B Y 69 RESERVADOS, EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Tercer Año
61-443,2011-10-20,"DECRETO QUE REFORMA LOS ARTICULOS SEGUNDO Y SEXTO DEL DECRETO POR EL QUE SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY DE CORDINACION FISCAL, DE LA LEY DEL IMPUESTO SOBRE TENENCIA O USO DE VEHICULOS Y DE LA LEY DEL IEPS, PUBLICADO EN EL DOF EL 21 DE DICIEMBRE DE 2007 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Tercer Año
