vote_event_id,voter_id,option
1,1,yes
1,2,no
1,3,yes
1,4,no
1,5,no
1,6,no
1,7,yes
1,8,no
1,9,no
1,10,no
1,11,no
1,12,yes
1,13,no
1,14,no
1,15,yes
1,16,no
1,17,no
1,18,no
1,19,abstain
1,20,abstain
1,21,no
1,22,no
1,23,no
1,24,no
2,1,no
2,2,yes
2,3,no
2,4,yes
2,5,yes
2,6,yes
2,7,yes
2,8,yes
2,9,yes
2,10,yes
2,11,yes
2,12,yes
2,13,no
2,14,yes
2,15,yes
2,16,yes
2,17,no
2,18,yes
2,19,yes
2,20,yes
2,21,yes
2,22,abstain
2,23,yes
2,24,yes
3,1,no
3,2,no
3,3,no
3,4,yes
3,5,no
3,6,yes
3,7,yes
3,8,yes
3,9,yes
3,10,yes
3,11,yes
3,12,yes
3,13,yes
3,14,yes
3,15,yes
3,16,yes
3,17,yes
3,18,yes
3,19,yes
3,20,yes
3,21,no
3,22,abstain
3,23,yes
3,24,abstain
4,1,no
4,2,no
4,3,no
4,4,no
4,5,no
4,6,yes
4,7,yes
4,8,no
4,9,no
4,10,no
4,11,yes
4,12,yes
4,13,no
4,14,abstain
4,15,abstain
4,16,abstain
4,17,abstain
4,18,no
4,19,yes
4,20,no
4,21,no
4,22,no
4,23,no
4,24,no
5,1,abstain
5,2,yes
5,3,yes
5,4,no
5,5,abstain
5,6,no
5,7,no
5,8,yes
5,9,no
5,10,yes
5,11,no
5,12,abstain
5,13,yes
5,14,no
5,15,yes
5,16,yes
5,17,yes
5,18,no
5,19,yes
5,20,no
5,21,no
5,22,yes
5,23,yes
5,24,yes
6,1,no
6,2,no
6,3,yes
6,4,yes
6,5,yes
6,6,yes
6,7,yes
6,8,yes
6,9,yes
6,10,yes
6,11,yes
6,12,yes
6,13,yes
6,14,yes
6,15,no
6,16,yes
6,17,yes
6,18,yes
6,19,yes
6,20,yes
6,21,yes
6,22,yes
6,23,yes
6,24,abstain
7,1,abstain
7,2,yes
7,3,no
7,4,yes
7,5,yes
7,6,yes
7,7,yes
7,8,yes
7,9,yes
7,10,no
7,11,yes
7,12,yes
7,13,yes
7,14,yes
7,15,yes
7,16,yes
7,17,yes
7,18,yes
7,19,yes
7,20,yes
7,21,yes
7,22,yes
7,23,yes
7,24,yes
8,1,yes
8,2,yes
8,3,yes
8,4,abstain
8,5,yes
8,6,yes
8,7,yes
8,8,yes
8,9,yes
8,10,abstain
8,11,abstain
8,12,yes
8,13,yes
8,14,no
8,15,yes
8,16,yes
8,17,yes
8,18,yes
8,19,no
8,20,yes
8,21,yes
8,22,no
8,23,yes
8,24,yes
9,1,no
9,2,abstain
9,3,no
9,4,yes
9,5,yes
9,6,abstain
9,7,yes
9,8,abstain
9,9,yes
9,10,no
9,11,no
9,12,abstain
9,13,abstain
9,14,no
9,15,yes
9,16,yes
9,17,yes
9,18,abstain
9,19,no
9,20,yes
9,21,yes
9,22,no
9,23,no
9,24,no
10,1,yes
10,2,yes
10,3,yes
10,4,no
10,5,yes
10,6,no
10,7,yes
10,8,yes
10,9,abstain
10,10,yes
10,11,abstain
10,12,yes
10,13,yes
10,14,no
10,15,yes
10,16,yes
10,17,no
10,18,yes
10,19,yes
10,20,abstain
10,21,yes
10,22,yes
10,23,yes
10,24,yes
11,1,abstain
11,2,no
11,3,abstain
11,4,no
11,5,abstain
11,6,abstain
11,7,no
11,8,yes
11,9,yes
11,10,abstain
11,11,abstain
11,12,no
11,13,yes
11,14,abstain
11,15,yes
11,16,yes
11,17,no
11,18,yes
11,19,no
11,20,abstain
11,21,yes
11,22,no
11,23,no
11,24,yes
12,1,no
12,2,yes
12,3,no
12,4,yes
12,5,yes
12,6,no
12,7,no
12,8,no
12,9,yes
12,10,no
12,11,abstain
12,12,abstain
12,13,no
12,14,abstain
12,15,no
12,16,no
12,17,no
12,18,yes
12,19,no
12,20,abstain
12,21,no
12,22,no
12,23,no
12,24,no
13,1,yes
13,2,no
13,3,yes
13,4,no
13,5,no
13,6,yes
13,7,yes
13,8,abstain
13,9,no
13,10,abstain
13,11,no
13,12,yes
13,13,yes
13,14,no
13,15,yes
13,16,yes
13,17,no
13,18,no
13,19,yes
13,20,yes
13,21,no
13,22,no
13,23,no
13,24,yes
14,1,no
14,2,yes
14,3,yes
14,4,yes
14,5,yes
14,6,yes
14,7,yes
14,8,yes
14,9,yes
14,10,yes
14,11,yes
14,12,yes
14,13,yes
14,14,yes
14,15,yes
14,16,yes
14,17,yes
14,18,yes
14,19,yes
14,20,yes
14,21,yes
14,22,yes
14,23,yes
14,24,yes
15,1,yes
15,2,no
15,3,no
15,4,no
15,5,no
15,6,yes
15,7,yes
15,8,yes
15,9,no
15,10,yes
15,11,no
15,12,abstain
15,13,yes
15,14,no
15,15,yes
15,16,no
15,17,no
15,18,yes
15,19,yes
15,20,abstain
15,21,yes
15,22,no
15,23,yes
15,24,yes
16,1,no
16,2,yes
16,3,no
16,4,yes
16,5,abstain
16,6,yes
16,7,yes
16,8,yes
16,9,yes
16,10,abstain
16,11,yes
16,12,yes
16,13,no
16,14,yes
16,15,abstain
16,16,yes
16,17,no
16,18,yes
16,19,yes
16,20,yes
16,21,no
16,22,no
16,23,yes
16,24,no
17,1,no
17,2,no
17,3,yes
17,4,no
17,5,no
17,6,no
17,7,no
17,8,no
17,9,no
17,10,no
17,11,no
17,12,no
17,13,no
17,14,no
17,15,yes
17,16,no
17,17,no
17,18,no
17,19,no
17,20,no
17,21,no
17,22,abstain
17,23,no
17,24,abstain
18,1,no
18,2,yes
18,3,no
18,4,yes
18,5,yes
18,6,no
18,7,no
18,8,abstain
18,9,no
18,10,no
18,11,abstain
18,12,abstain
18,13,no
18,14,abstain
18,15,no
18,16,no
18,17,no
18,18,no
18,19,no
18,20,abstain
18,21,abstain
18,22,abstain
18,23,no
18,24,abstain
19,1,no
19,2,yes
19,3,no
19,4,yes
19,5,yes
19,6,yes
19,7,no
19,8,yes
19,9,yes
19,10,no
19,11,yes
19,12,no
19,13,no
19,14,abstain
19,15,no
19,16,yes
19,17,no
19,18,yes
19,19,no
19,20,no
19,21,yes
19,22,no
19,23,yes
19,24,yes
20,1,no
20,2,no
20,3,yes
20,4,yes
20,5,yes
20,6,yes
20,7,yes
20,8,yes
20,9,no
20,10,no
20,11,no
20,12,yes
20,13,yes
20,14,yes
20,15,yes
20,16,no
20,17,yes
20,18,no
20,19,no
20,20,abstain
20,21,yes
20,22,yes
20,23,no
20,24,no
21,1,no
21,2,no
21,3,no
21,4,no
21,5,no
21,6,yes
21,7,yes
21,8,no
21,9,no
21,10,no
21,11,no
21,12,yes
21,13,no
21,14,no
21,15,abstain
21,16,no
21,17,no
21,18,no
21,19,yes
21,20,abstain
21,21,no
21,22,no
21,23,no
21,24,no
22,1,abstain
22,2,yes
22,3,no
22,4,yes
22,5,yes
22,6,yes
22,7,no
22,8,no
22,9,yes
22,10,no
22,11,yes
22,12,no
22,13,yes
22,14,yes
22,15,no
22,16,yes
22,17,yes
22,18,yes
22,19,yes
22,20,yes
22,21,yes
22,22,abstain
22,23,yes
22,24,yes
23,1,yes
23,2,abstain
23,3,no
23,4,no
23,5,no
23,6,abstain
23,7,yes
23,8,abstain
23,9,no
23,10,yes
23,11,no
23,12,yes
23,13,yes
23,14,no
23,15,yes
23,16,abstain
23,17,abstain
23,18,no
23,19,yes
23,20,yes
23,21,yes
23,22,no
23,23,abstain
23,24,no
24,1,no
24,2,yes
24,3,no
24,4,yes
24,5,yes
24,6,yes
24,7,yes
24,8,abstain
24,9,yes
24,10,yes
24,11,yes
24,12,yes
24,13,yes
24,14,yes
24,15,yes
24,16,no
24,17,yes
24,18,yes
24,19,yes
24,20,abstain
24,21,yes
24,22,yes
24,23,yes
24,24,yes
25,1,yes
25,2,no
25,3,no
25,4,no
25,5,no
25,6,yes
25,7,abstain
25,8,no
25,9,no
25,10,no
25,11,abstain
25,12,yes
25,13,no
25,14,abstain
25,15,yes
25,16,no
25,17,no
25,18,no
25,19,yes
25,20,abstain
25,21,yes
25,22,no
25,23,no
25,24,abstain
26,1,abstain
26,2,abstain
26,3,yes
26,4,no
26,5,no
26,6,no
26,7,no
26,8,no
26,9,no
26,10,no
26,11,no
26,12,abstain
26,13,no
26,14,abstain
26,15,no
26,16,no
26,17,no
26,18,no
26,19,no
26,20,no
26,21,no
26,22,no
26,23,no
26,24,abstain
27,1,no
27,2,yes
27,3,yes
27,4,yes
27,5,yes
27,6,no
27,7,no
27,8,no
27,9,abstain
27,10,no
27,11,yes
27,12,no
27,13,no
27,14,yes
27,15,no
27,16,no
27,17,yes
27,18,yes
27,19,no
27,20,no
27,21,abstain
27,22,yes
27,23,yes
27,24,no
28,1,no
28,2,abstain
28,3,no
28,4,yes
28,5,abstain
28,6,yes
28,7,no
28,8,yes
28,9,yes
28,10,no
28,11,yes
28,12,no
28,13,no
28,14,yes
28,15,no
28,16,no
28,17,no
28,18,yes
28,19,no
28,20,yes
28,21,no
28,22,abstain
28,23,yes
28,24,yes
29,1,yes
29,2,no
29,3,yes
29,4,no
29,5,no
29,6,no
29,7,no
29,8,abstain
29,9,yes
29,10,yes
29,11,abstain
29,12,yes
29,13,yes
29,14,abstain
29,15,abstain
29,16,no
29,17,yes
29,18,no
29,19,yes
29,20,no
29,21,yes
29,22,no
29,23,no
29,24,no
30,1,no
30,2,no
30,3,abstain
30,4,yes
30,5,yes
30,6,no
30,7,no
30,8,abstain
30,9,abstain
30,10,abstain
30,11,yes
30,12,yes
30,13,no
30,14,yes
30,15,no
