vote_event_id,voter_id,option
1,1,yes
10,1,no
11,1,yes
12,1,yes
13,1,no
14,1,no
15,1,no
16,1,yes
17,1,no
18,1,no
19,1,no
2,1,abstain
20,1,yes
21,1,yes
3,1,yes
4,1,yes
5,1,yes
6,1,no
7,1,yes
8,1,yes
9,1,yes
1,2,yes
10,2,no
11,2,yes
12,2,no
13,2,no
14,2,yes
15,2,no
16,2,yes
17,2,yes
18,2,yes
19,2,no
2,2,no
20,2,abstain
21,2,yes
3,2,yes
4,2,yes
5,2,yes
6,2,no
7,2,yes
8,2,no
9,2,abstain
1,3,no
10,3,no
11,3,yes
12,3,abstain
13,3,no
14,3,yes
15,3,yes
16,3,yes
17,3,yes
18,3,yes
19,3,no
2,3,no
20,3,yes
21,3,yes
3,3,yes
4,3,no
5,3,yes
6,3,no
7,3,yes
8,3,no
9,3,no
1,4,yes
10,4,yes
11,4,yes
12,4,no
13,4,no
14,4,yes
15,4,no
16,4,yes
17,4,no
18,4,no
19,4,yes
2,4,yes
20,4,yes
21,4,yes
3,4,yes
4,4,yes
5,4,yes
6,4,no
7,4,yes
8,4,no
9,4,yes
1,5,yes
10,5,yes
11,5,yes
12,5,no
13,5,no
14,5,yes
15,5,abstain
16,5,abstain
17,5,no
18,5,no
19,5,no
2,5,no
20,5,yes
21,5,yes
3,5,yes
4,5,yes
5,5,yes
6,5,yes
7,5,yes
8,5,no
9,5,no
1,6,yes
10,6,no
11,6,yes
12,6,no
13,6,no
14,6,yes
15,6,yes
16,6,yes
17,6,yes
18,6,yes
19,6,no
2,6,no
20,6,no
21,6,yes
3,6,yes
4,6,yes
5,6,yes
6,6,no
7,6,yes
8,6,no
9,6,no
1,7,yes
10,7,no
11,7,abstain
12,7,no
13,7,no
14,7,yes
15,7,no
16,7,abstain
17,7,no
18,7,no
19,7,no
2,7,no
20,7,yes
21,7,abstain
3,7,abstain
4,7,abstain
5,7,yes
6,7,abstain
7,7,yes
8,7,abstain
9,7,no
1,8,yes
10,8,abstain
11,8,yes
12,8,no
13,8,abstain
14,8,yes
15,8,no
16,8,abstain
17,8,no
18,8,yes
19,8,no
2,8,no
20,8,no
21,8,abstain
3,8,yes
4,8,yes
5,8,yes
6,8,yes
7,8,yes
8,8,yes
9,8,yes
1,9,yes
10,9,yes
11,9,yes
12,9,no
13,9,yes
14,9,yes
15,9,yes
16,9,yes
17,9,no
18,9,yes
19,9,no
2,9,yes
20,9,yes
21,9,yes
3,9,no
4,9,yes
5,9,yes
6,9,no
7,9,yes
8,9,yes
9,9,yes
1,10,yes
10,10,no
11,10,yes
12,10,yes
13,10,yes
14,10,yes
15,10,yes
16,10,yes
17,10,yes
18,10,abstain
19,10,no
2,10,no
20,10,no
21,10,yes
3,10,yes
4,10,yes
5,10,yes
6,10,yes
7,10,yes
8,10,yes
9,10,yes
1,11,yes
10,11,no
11,11,no
12,11,no
13,11,no
14,11,no
15,11,yes
16,11,yes
17,11,no
18,11,no
19,11,yes
2,11,yes
20,11,no
21,11,no
3,11,no
4,11,yes
5,11,no
6,11,no
7,11,yes
8,11,no
9,11,no
1,12,yes
10,12,yes
11,12,no
12,12,yes
13,12,no
14,12,yes
15,12,abstain
16,12,yes
17,12,no
18,12,yes
19,12,no
2,12,yes
20,12,no
21,12,yes
3,12,yes
4,12,yes
5,12,yes
6,12,yes
7,12,yes
8,12,no
9,12,no
