id,start_date,motion:text,motion:result,motion:requirement
54364,2011-09-20T17:58:00,Novela z. o ochraně veřejného zdraví,fail,simple majority
56966,2012-12-07T11:18:00,Novela z. o Nejvyšším kontrolním úřadu,pass,simple majority
53198,2011-02-10T09:47:00,Požadavky na rozpočtové rámce,fail,simple majority
57900,2013-05-15T14:41:00,Vl.n.z. o dani z nabytí nemovitých věcí,pass,simple majority
57009,2012-12-11T14:18:00,Novela z. o technických požadavcích na výrobky - EU,pass,simple majority
55844,2012-05-03T11:01:00,Výroční zpráva o činnosti Kontrolní rady TAČR,pass,simple majority
52465,2010-09-21T13:52:00,Pořad schůze,pass,simple majority
56297,2012-07-13T21:38:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,fail,simple majority
53045,2010-12-21T11:18:00,,pass,simple majority
54936,2011-11-09T09:06:00,Vl.n.z. o podporovaných zdrojích energie - EU,pass,simple majority
56281,2012-07-13T21:27:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,pass,simple majority
56045,2012-06-14T07:10:00,Pořad schůze,pass,simple majority
57261,2013-02-06T16:24:00,Novela z. o pojišťovacích zprostředkovatelích - EU,pass,simple majority
58083,2013-07-17T14:43:00,Novela z. o důchodovém pojištění,pass,simple majority
56304,2012-07-13T21:43:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,fail,simple majority
56905,2012-12-04T15:07:00,Pořad schůze,fail,simple majority
56682,2012-10-23T14:21:00,Návrh na zkrácení lhůty pro projednání sněmovního tisku 725,pass,simple majority
54351,2011-09-20T15:27:00,Vl.n.z.související se zřízením jednoho inkasního místa - EU,pass,simple majority
54232,2011-09-07T11:31:00,Novela z. o veřejném zdravotním pojištění,fail,simple majority
57819,2013-05-14T16:24:00,Novela z. - autorský zákon,pass,simple majority
54760,2011-11-01T14:09:00,Pořad schůze,fail,simple majority
53610,2011-05-06T09:55:00,Novela z. - energetický zákon - EU,fail,simple majority
52495,2010-09-22T07:44:00,Novela z. o účetnictví - EU,pass,simple majority
54502,2011-09-27T08:45:00,Novela z. o znalcích a tlumočnících,fail,simple majority
52681,2010-11-03T11:17:00,Vl.n.z. o státním dluhopisovém programu,pass,simple majority
57706,2013-04-03T10:11:00,Novela z. o státních svátcích,fail,simple majority
56398,2012-09-07T09:18:00,Žádost o vyslovení souhlasu k trestnímu stíhání D. Ratha,fail,simple majority
56182,2012-07-10T14:10:00,Novela z. - Ústava České republiky,pass,simple majority
56326,2012-07-13T22:02:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,pass,simple majority
53017,2010-12-17T08:43:00,Novela z. o technických požadavcích na výrobky - EU,pass,simple majority
53673,2011-05-10T12:52:00,N.z.o trestní odpovědnosti práv. osob a řízení proti nim - EU,pass,simple majority
57047,2012-12-12T14:22:00,Novela z. - autorský zákon,pass,simple majority
58211,2013-08-08T14:30:00,Vl.n.z. o povinném značení lihu - EU,pass,simple majority
53645,2011-05-06T10:45:00,Novela z. o ochraně ovzduší - EU,pass,simple majority
56711,2012-10-26T08:21:00,,pass,simple majority
54157,2011-09-02T10:26:00,Novela z. o dani z přidané hodnoty - EU,pass,simple majority
54066,2011-07-13T14:56:00,Vl.n.z. v souvislosti s přij. z. o důch. a pen. spoření - EU,pass,simple majority
56483,2012-09-20T09:31:00,Sml.mezi ČR a Rakouskou rep. o zamezení dvojímu zdanění,pass,simple majority
57223,2013-02-05T14:53:00,Pořad schůze,fail,simple majority
57949,2013-05-17T10:19:00,Vl.n.z.o změně zák.v souvisl. s přij. z. o katastr. nemovit.,pass,simple majority
53329,2011-03-16T18:13:00,Sml. mezi ČR a Španělským král. o ochraně utaj. informací,pass,simple majority
53515,2011-04-29T08:15:00,Novela z. - atomový zákon - EU,pass,simple majority
55672,2012-03-14T11:42:00,N. ústavního zákona o celostátním referendu,pass,simple majority
52511,2010-09-22T13:12:00,Novela z. o oběhu osiva a sadby - EU,pass,simple majority
54736,2011-11-01T13:36:00,Pořad schůze,fail,simple majority
52971,2010-12-15T14:54:00,Vl. n. z. o státním rozpočtu ČR na rok 2011,pass,simple majority
56715,2012-10-26T09:07:00,Novela z. o léčivech,pass,simple majority
52656,2010-11-02T19:53:00,Novela z. o sdružování v politických stranách a hnutích,pass,simple majority
52822,2010-12-08T14:13:00,Novela z. - občanský zákoník - EU,fail,simple majority
52672,2010-11-03T10:31:00,Vl.n.působ.sil MO ČR v zahr.operacích v letech 2011 a 2012,pass,all representatives majority
54046,2011-07-12T18:53:00,Novela z. - zákoník práce - EU,pass,simple majority
55378,2011-12-16T10:00:00,Novela z. o rodině,fail,simple majority
57345,2013-02-12T14:00:00,Pořad schůze,fail,simple majority
56573,2012-09-26T08:18:00,Vl.n.z. o podmínkách obch. s povol. na emise skleník.plynů - EU,fail,simple majority
56627,2012-09-26T14:17:00,Vl.n.z. o Státním pozemkovém úřadu,pass,simple majority
54444,2011-09-23T09:10:00,Pořad schůze,pass,simple majority
54450,2011-09-23T09:51:00,Novela z. o získávání způsob. k výkonu zdrav. povolání,fail,simple majority
57804,2013-05-14T12:36:00,Pořad schůze,pass,simple majority
57828,2013-05-15T07:19:00,Pořad schůze,pass,simple majority
55269,2011-12-14T15:28:00,Vl.n.z. o státním rozpočtu ČR na rok 2012,pass,simple majority
57987,2013-06-11T13:20:00,Pořad schůze,pass,simple majority
57395,2013-02-13T10:49:00,Novela ústav. z. - Ústava České republiky,fail,simple majority
57246,2013-02-06T11:53:00,Novela z. o stavebním spoření - EU,pass,simple majority
55178,2011-12-08T15:55:00,Doh.mezi ČR a Ázerbájdžánskou rep. o podpoře a ochr.investic,pass,simple majority
56162,2012-06-22T09:50:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,fail,simple majority
54030,2011-07-12T14:26:00,Vl.n.z. o zdravotních službách - EU,pass,simple majority
53560,2011-05-03T17:12:00,Novela z. o veřejném zdravotním pojištění - EU,fail,simple majority
56755,2012-11-06T14:18:00,Novela z. o platu představitelů státní moci,pass,simple majority
52984,2010-12-15T17:56:00,Návrh rozpočtu SZIF na rok 2011,pass,simple majority
56554,2012-09-26T07:30:00,Novela z. - zákoník práce,pass,simple majority
55983,2012-06-12T12:28:00,Pořad schůze,pass,simple majority
57967,2013-06-11T12:59:00,Pořad schůze,fail,simple majority
55056,2011-11-09T16:36:00,Vl.n.z.související se zřízením jednoho inkasního místa - EU,pass,simple majority
57058,2012-12-13T08:42:00,Pořad schůze,fail,simple majority
52725,2010-11-05T08:16:00,Pořad schůze,pass,simple majority
54654,2011-11-01T12:43:00,Pořad schůze,fail,simple majority
54684,2011-11-01T13:00:00,Pořad schůze,fail,simple majority
52471,2010-09-21T14:12:00,Pořad schůze,pass,simple majority
52399,2010-07-07T13:34:00,N.na potvrz.platnosti usn.o úpravě vnitř.poměrů,pass,simple majority
52958,2010-12-15T14:45:00,Vl. n. z. o státním rozpočtu ČR na rok 2011,fail,simple majority
55968,2012-06-08T07:18:00,Pořad schůze,pass,simple majority
54136,2011-09-01T13:24:00,Novela z. o službě státních zaměstnanců,pass,simple majority
53581,2011-05-05T10:34:00,Návrh na změny ve složení orgánů Poslanecké sněmovny,pass,simple majority
54926,2011-11-09T09:00:00,Vl.n.z. o podporovaných zdrojích energie - EU,pass,simple majority
56998,2012-12-11T13:39:00,Pořad schůze,pass,simple majority
54125,2011-09-01T10:59:00,Novela z. o nemocenském pojištění,fail,simple majority
54853,2011-11-04T18:42:00,Pořad schůze,fail,simple majority
55162,2011-12-08T08:13:00,Pořad schůze,pass,simple majority
57443,2013-02-14T11:52:00,Výroční zpráva o činnosti Pozemkového fondu ČR za rok 2011,pass,simple majority
54986,2011-11-09T14:09:00,Vl.n.z.o mezinárodní pomoci při vymáhání fin.pohledávek - EU,fail,simple majority
53568,2011-05-04T09:07:00,Pořad schůze,pass,simple majority
56982,2012-12-07T12:04:00,Novela z. o léčivech,pass,simple majority
53737,2011-06-07T17:06:00,Novela z. o dani z přidané hodnoty - EU,pass,simple majority
55358,2011-12-16T09:25:00,Novela z. o uznávání odborné kvalifikace - EU,pass,simple majority
57618,2013-03-26T13:25:00,Pořad schůze,fail,simple majority
57220,2013-02-05T14:51:00,Pořad schůze,fail,simple majority
53934,2011-06-21T14:19:00,Novela z. o soudních poplatcích,pass,simple majority
53050,2010-12-21T15:31:00,,pass,simple majority
56851,2012-11-09T11:55:00,Návrh na změny ve složení orgánů Poslanecké sněmovny,pass,simple majority
55172,2011-12-08T11:52:00,Změny Úml. Mezinárodní družicové org. pro pohyblivé služby,pass,simple majority
54185,2011-09-06T17:07:00,Novela z. o silničním provozu - EU,pass,simple majority
54223,2011-09-07T11:18:00,Vl.n.z. o specifických zdravotních službách - EU,fail,simple majority
57779,2013-05-10T09:16:00,Novela z. o soudních poplatcích,pass,simple majority
54107,2011-08-30T16:04:00,Novela z. o stavebním spoření a státní podp. staveb. spoření,pass,simple majority
56323,2012-07-13T21:58:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,pass,simple majority
53331,2011-03-16T18:21:00,Sml.mezi ČR a Radou ministrů Albán.rep. o ochr.utaj.inform.,pass,simple majority
55989,2012-06-12T12:33:00,Pořad schůze,pass,simple majority
53370,2011-03-23T08:09:00,Pořad schůze,pass,simple majority
57568,2013-03-20T10:54:00,Novela z. o vodovodech a kanalizacích - EU,pass,simple majority
55285,2011-12-14T15:38:00,Vl.n.z. o státním rozpočtu ČR na rok 2012,fail,simple majority
52912,2010-12-10T09:21:00,Novela z. o ochraně veřejného zdraví - EU,pass,simple majority
56541,2012-09-25T16:39:00,Vl.n.z. o změně zák. v oblasti pojišťov. a penzij. připojiš. - EU,pass,simple majority
55639,2012-03-13T14:26:00,Pořad schůze,pass,simple majority
53653,2011-05-06T10:57:00,Novela z. o dani z nemovitostí,pass,simple majority
57907,2013-05-16T09:25:00,Změna Přílohy I Mezinárodní úmluvy proti dopingu ve sportu,pass,simple majority
55370,2011-12-16T09:44:00,Novela z. o hospodářských opatřeních pro krizové stavy,pass,simple majority
58217,2013-08-08T14:37:00,Vl.n.z. o povinném značení lihu - související,fail,simple majority
57687,2013-03-27T14:13:00,Vl.n.z. o státním občanství České republiky,fail,simple majority
53464,2011-04-26T19:50:00,Návrh na vyslovení nedůvěry vládě České republiky,fail,simple majority
53771,2011-06-09T09:25:00,Souhr. zpráva o činnosti veřejného ochránce práv za rok 2010,pass,simple majority
57178,2012-12-19T17:47:00,Vl.n. nového zákona o státním rozpočtu ČR na rok 2013,fail,simple majority
52856,2010-12-09T11:53:00,Přezkum rozpočtu EU,pass,simple majority
54969,2011-11-09T12:37:00,Vl.n.z. - občanský zákoník - EU,fail,simple majority
58202,2013-08-08T14:09:00,Novela z. - občanský soudní řád,pass,simple majority
54601,2011-10-27T10:53:00,Změna směrnice 2003/96/ES,pass,simple majority
52995,2010-12-16T10:09:00,Doh. mezi ČR a vlád.Bulh.rep.o spolup. proti trestné čin.,pass,simple majority
53156,2011-02-08T13:19:00,Pořad schůze,pass,simple majority
52921,2010-12-14T13:24:00,Pořad schůze,pass,simple majority
56724,2012-10-26T11:01:00,Novela z. o léčivech - EU,pass,simple majority
56807,2012-11-08T08:18:00,Pořad schůze,fail,simple majority
55169,2011-12-08T11:20:00,Směrnice Rady o společném systému daně z fin. transakcí,pass,simple majority
54524,2011-09-27T09:47:00,Novela z. o ekologickém zemědělství - EU,pass,simple majority
53799,2011-06-14T12:27:00,Návrh na zkrácení lhůty k projednání ST 326,pass,simple majority
53055,2010-12-21T20:52:00,Návrh na vyslovení nedůvěry vládě České republiky,fail,all representatives majority
56262,2012-07-13T18:03:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,fail,simple majority
53924,2011-06-21T13:50:00,Novela z. o veřejném zdravotním pojištění - EU,fail,simple majority
54891,2011-11-06T19:06:00,Sloučená rozprava k bodům 87 až 100,fail,simple majority
53973,2011-06-21T16:20:00,Novela z. o hospodaření energií - EU,pass,simple majority
52768,2010-11-09T13:40:00,Novela z. o pobytu cizinců na území ČR,fail,simple majority
56869,2012-11-09T12:05:00,Návrh na změny ve složení orgánů Poslanecké sněmovny,pass,simple majority
52763,2010-11-09T13:35:00,Novela z. o pobytu cizinců na území ČR,fail,simple majority
57548,2013-03-19T14:21:00,Pořad schůze,pass,simple majority
54464,2011-09-23T12:00:00,Vl.n.z. o chemických látkách (chemický zákon) - EU,pass,simple majority
56921,2012-12-04T15:34:00,Vl.n.z. o zrušení zákona o úrazovém pojištění zaměstnanců,pass,simple majority
57167,2012-12-19T11:18:00,Novela z. o dani z přidané hodnoty - EU,pass,all representatives majority
55883,2012-05-09T13:43:00,Novela z. o podpoře výzkumu a vývoje,pass,simple majority
52542,2010-09-23T16:55:00,Prot. mezi ČR a Guatemalskou rep. o podpoře a ochr. investic,pass,simple majority
53446,2011-03-25T10:11:00,Novela z. o ochraně ovzduší,pass,simple majority
57679,2013-03-27T14:06:00,Vl.n.z. o státním občanství České republiky,pass,simple majority
55778,2012-03-21T13:40:00,Vl.n.z. o evropské občanské iniciativě - EU,pass,simple majority
54317,2011-09-09T10:31:00,Vl.n.z. o poskytování dávek osobám se zdravotním postižením,pass,simple majority
54147,2011-09-02T09:28:00,Vl.n.z. v souvislosti s úspornými opatřeními v působ. MPSV,fail,simple majority
54311,2011-09-09T10:17:00,Novela z. o zaměstnanosti,fail,simple majority
53838,2011-06-15T09:57:00,N.z. o protikomunistickém odboji,fail,simple majority
58037,2013-06-18T14:48:00,Doh. mezi ČR a Čín. lid. rep. o vzáj. pomoci v trest. věcech,pass,simple majority
56922,2012-12-04T15:48:00,Vl.n.z. o zrušení zákona o úrazovém pojištění zaměstnanců,pass,simple majority
55522,2012-02-07T18:52:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,fail,simple majority
55399,2012-01-31T14:29:00,Pořad schůze,fail,simple majority
57644,2013-03-27T11:12:00,Novela z. o nouzových zásobách ropy - EU,pass,simple majority
52657,2010-11-02T20:29:00,Novela z. o sdružování v politických stranách a hnutích,fail,simple majority
54294,2011-09-09T09:17:00,Vl.n.z. v souvislosti s přij. z. o důch. a pen. spoření - EU,pass,simple majority
56801,2012-11-07T20:55:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,fail,simple majority
56373,2012-09-05T08:28:00,Pořad schůze,fail,simple majority
57476,2013-02-19T12:32:00,Pořad schůze,fail,simple majority
55221,2011-12-13T13:32:00,Pořad schůze,fail,simple majority
55957,2012-06-06T17:58:00,"Vl.n.z.o změně daňových, pojistných a dalších zákonů - EU",fail,simple majority
53851,2011-06-15T10:39:00,Novela z. o silničním provozu - EU,pass,simple majority
54506,2011-09-27T08:51:00,Novela z. o přeměnách obchodních společností a družstev - EU,pass,simple majority
54449,2011-09-23T09:47:00,Novela z. o uvádění biocidních přípravků na trh,pass,simple majority
55414,2012-01-31T14:40:00,Pořad schůze,pass,simple majority
56868,2012-11-09T12:04:00,Návrh na změny ve složení orgánů Poslanecké sněmovny,pass,simple majority
52914,2010-12-10T09:34:00,Inf. o nasazení sil MO v zahraničních operacích v roce 2009,pass,simple majority
56050,2012-06-14T08:04:00,Vl.n.z. o Státním pozemkovém úřadu,pass,simple majority
56139,2012-06-20T09:43:00,Novela z. o státní sociální podpoře,pass,simple majority
52997,2010-12-16T10:18:00,Sml. mezi ČR a SR o společných státních hranicích,pass,simple majority
54326,2011-09-20T12:43:00,Pořad schůze,pass,simple majority
56036,2012-06-13T10:53:00,Novela z. - trestní zákoník,pass,simple majority
53605,2011-05-06T09:51:00,Novela z. - energetický zákon - EU,fail,simple majority
53300,2011-03-16T08:38:00,Pořad schůze,pass,simple majority
55589,2012-02-10T08:18:00,Pořad schůze,pass,simple majority
55956,2012-06-06T17:58:00,"Vl.n.z.o změně daňových, pojistných a dalších zákonů - EU",pass,simple majority
57164,2012-12-19T10:56:00,Vl.n.z. o Státním pozemkovém úřadu,fail,simple majority
53190,2011-02-09T13:38:00,Prot.k Dohodě o programu pracovní dovolené mezi ČR vl. N.Zélandu,pass,simple majority
52848,2010-12-09T10:58:00,Ujednání o překladu pro patent Evropské unie,pass,simple majority
53294,2011-03-15T17:25:00,Novela z. - zákoník práce - EU,pass,simple majority
53247,2011-02-11T09:30:00,Novela z - občanský zákoník,pass,simple majority
52731,2010-11-05T08:36:00,Novela z. o základních registrech,pass,simple majority
53395,2011-03-23T10:29:00,Novela z. - trestní zákoník,pass,simple majority
52939,2010-12-14T16:47:00,Novela z. o platu představitelů státní moci,fail,simple majority
54041,2011-07-12T16:41:00,Vl.n.z.v souvislosti s přijetím zákonů o zdrav. službách,pass,simple majority
57419,2013-02-13T14:20:00,Novela z. o místních poplatcích,pass,simple majority
53266,2011-02-11T12:43:00,,pass,simple majority
57947,2013-05-17T10:14:00,Vl.n.z. o katastru nemovitostí (katastrální zákon),pass,simple majority
54973,2011-11-09T12:41:00,Vl.n.z. - občanský zákoník - EU,fail,simple majority
52557,2010-09-23T17:32:00,Sml. mezi ČR a Arménskou rep. o předávání a přebírání osob,pass,simple majority
54149,2011-09-02T09:31:00,Vl.n.z. v souvislosti s úspornými opatřeními v působ. MPSV,pass,simple majority
56891,2012-12-04T14:58:00,Pořad schůze,pass,simple majority
54641,2011-11-01T12:34:00,Pořad schůze,fail,simple majority
57820,2013-05-14T16:54:00,Vl.n.z. o katastru nemovitostí (katastrální zákon),fail,simple majority
56964,2012-12-07T11:16:00,Novela z. o Nejvyšším kontrolním úřadu,pass,simple majority
56086,2012-06-15T09:48:00,Novela z. o územním plánov. a staveb. řádu (stavební zákon) - EU,pass,simple majority
58133,2013-08-07T09:42:00,,pass,simple majority
53612,2011-05-06T09:57:00,Novela z. - energetický zákon - EU,fail,simple majority
54570,2011-10-26T09:02:00,Novela z. o pozemních komunikacích,pass,simple majority
56034,2012-06-13T10:47:00,Novela z. - občanský soudní řád,fail,simple majority
57748,2013-05-07T14:22:00,Novela z. o odpadech - EU,pass,simple majority
56199,2012-07-11T07:37:00,Novela z. - zákoník práce,pass,simple majority
54700,2011-11-01T13:10:00,Pořad schůze,fail,simple majority
56725,2012-10-26T11:02:00,Novela z. o léčivech - EU,pass,simple majority
52614,2010-10-26T12:18:00,Pořad schůze,pass,simple majority
54018,2011-06-21T19:00:00,Novela z. o ochraně utaj. informací a o bezpečnostní způsob.,pass,simple majority
56789,2012-11-07T12:30:00,"Vl.n.z. o změně daňových, pojistných a dalších zákonů - EU",pass,simple majority
52777,2010-11-09T14:22:00,Novela z. o podpoře využívání obnovitelných zdrojů,fail,simple majority
54334,2011-09-20T12:50:00,Pořad schůze,fail,simple majority
53814,2011-06-14T16:17:00,Novela z. o pomoci v hmotné nouzi,fail,simple majority
53603,2011-05-06T09:50:00,Novela z. - energetický zákon - EU,pass,simple majority
54756,2011-11-01T13:48:00,Pořad schůze,fail,simple majority
56647,2012-09-26T15:27:00,Novela z.o někter.opatřen.proti leg.výnosů z trest.činnosti - EU,pass,simple majority
54429,2011-09-22T11:06:00,Doh. mezi státy EU o ochraně utajovaných informací,pass,simple majority
55688,2012-03-15T09:46:00,Sml. o přistoupení Chorvatské republiky k Evropské unii,pass,simple majority
55889,2012-05-09T14:26:00,Novela z.o úpravě některých vztahů v oblasti veřejné podpory - EU,pass,simple majority
55071,2011-11-09T16:49:00,Vl.n.z.související se zřízením jednoho inkasního místa - EU,pass,simple majority
55797,2012-05-02T12:42:00,Pořad schůze,fail,simple majority
55026,2011-11-09T14:48:00,Novela z. o vzdělávání - školský zákon,pass,simple majority
53276,2011-03-15T13:53:00,Pořad schůze,pass,simple majority
52679,2010-11-03T11:09:00,Novela z. v souvislosti se stanovením kapitálových požadavků - EU,pass,simple majority
58004,2013-06-11T14:18:00,Novela z. - obchodní zákoník - EU,fail,simple majority
56458,2012-09-19T08:08:00,Pořad schůze,pass,simple majority
53540,2011-05-03T12:33:00,Pořad schůze,pass,simple majority
55374,2011-12-16T09:52:00,Novela z. o obcích,pass,simple majority
52470,2010-09-21T13:57:00,Pořad schůze,pass,simple majority
54028,2011-07-12T12:51:00,Pořad schůze,pass,simple majority
53342,2011-03-22T13:20:00,Pořad schůze,pass,simple majority
53155,2011-02-08T13:18:00,Pořad schůze,pass,simple majority
56683,2012-10-23T15:08:00,Novela ústav. z. - Ústava České republiky,pass,simple majority
57441,2013-02-14T11:43:00,Zpráva o stavu zemědělství ČR za rok 2011,pass,simple majority
57375,2013-02-13T08:55:00,Novela z. o odpadech - EU,fail,simple majority
53473,2011-04-27T07:25:00,Pořad schůze,pass,simple majority
57814,2013-05-14T16:08:00,"N.z., kterým se zrušuje karta sociálních systémů",pass,simple majority
54371,2011-09-21T07:06:00,Pořad schůze,pass,simple majority
55099,2011-11-09T17:53:00,Vl.n.z. v souvislosti s přijetím zákona o Finanční správě ČR,pass,simple majority
57696,2013-04-03T09:19:00,Pořad schůze,fail,simple majority
56359,2012-09-05T08:17:00,Pořad schůze,fail,simple majority
52642,2010-11-02T17:06:00,Pořad schůze,pass,simple majority
56252,2012-07-13T16:49:00,Vl.n.z. o majetkovém vyrovnání s církvemi a nábožen. společ.,fail,simple majority
52775,2010-11-09T14:21:00,Novela z. o podpoře využívání obnovitelných zdrojů,fail,simple majority
57351,2013-02-12T14:17:00,Novela z. o dani z přidané hodnoty,pass,simple majority
52738,2010-11-05T08:52:00,Vl.n.z. o změně zákonů v souvisl. s přij. zák.o fin.zajištění - EU,pass,simple majority
56811,2012-11-08T08:23:00,Pořad schůze,pass,simple majority
57301,2013-02-08T09:33:00,Novela z. o státních svátcích,pass,simple majority
55077,2011-11-09T17:02:00,Vl.n.z.související se zřízením jednoho inkasního místa - EU,pass,simple majority
57966,2013-06-11T12:58:00,Pořad schůze,fail,simple majority
57186,2012-12-19T17:52:00,Vl.n. nového zákona o státním rozpočtu ČR na rok 2013,fail,simple majority
