vote_event_id,voter_id,option
1,1,yes
10,1,yes
11,1,yes
12,1,no
13,1,no
14,1,no
15,1,yes
16,1,yes
17,1,yes
18,1,yes
19,1,yes
2,1,yes
3,1,no
4,1,yes
5,1,yes
6,1,yes
7,1,no
8,1,no
9,1,no
1,2,yes
10,2,yes
11,2,no
12,2,no
13,2,no
14,2,no
15,2,no
16,2,abstain
17,2,yes
18,2,no
19,2,no
2,2,yes
3,2,abstain
4,2,yes
5,2,yes
6,2,yes
7,2,no
8,2,no
9,2,no
1,3,no
10,3,yes
11,3,yes
12,3,no
13,3,no
14,3,no
15,3,no
16,3,yes
17,3,yes
18,3,no
19,3,yes
2,3,yes
3,3,yes
4,3,yes
5,3,yes
6,3,yes
7,3,no
8,3,no
9,3,yes
1,4,yes
10,4,yes
11,4,yes
12,4,no
13,4,yes
14,4,no
15,4,abstain
16,4,yes
17,4,yes
18,4,yes
19,4,yes
2,4,yes
3,4,no
4,4,yes
5,4,abstain
6,4,abstain
7,4,no
8,4,no
9,4,no
1,5,yes
10,5,no
11,5,no
12,5,no
13,5,no
14,5,no
15,5,no
16,5,yes
17,5,yes
18,5,no
19,5,yes
2,5,yes
3,5,yes
4,5,yes
5,5,yes
6,5,abstain
7,5,no
8,5,no
9,5,yes
1,6,no
10,6,no
11,6,yes
12,6,yes
13,6,yes
14,6,yes
15,6,yes
16,6,yes
17,6,yes
18,6,no
19,6,yes
2,6,yes
3,6,yes
4,6,yes
5,6,no
6,6,yes
7,6,no
8,6,no
9,6,yes
1,7,yes
10,7,no
11,7,yes
12,7,yes
13,7,yes
14,7,no
15,7,no
16,7,yes
17,7,yes
18,7,no
19,7,yes
2,7,yes
3,7,yes
4,7,yes
5,7,yes
6,7,yes
7,7,no
8,7,no
9,7,no
1,8,yes
10,8,yes
11,8,yes
12,8,no
13,8,yes
14,8,yes
15,8,yes
16,8,yes
17,8,no
18,8,no
19,8,no
2,8,yes
3,8,no
4,8,yes
5,8,no
6,8,no
7,8,abstain
8,8,no
9,8,no
1,9,yes
10,9,yes
11,9,yes
12,9,no
13,9,no
14,9,no
15,9,yes
16,9,yes
17,9,yes
18,9,no
19,9,no
2,9,yes
3,9,yes
4,9,yes
5,9,yes
6,9,no
7,9,no
8,9,no
9,9,no
1,10,yes
10,10,abstain
11,10,yes
12,10,no
13,10,no
14,10,no
15,10,no
16,10,yes
17,10,yes
18,10,yes
19,10,yes
2,10,yes
3,10,yes
4,10,yes
5,10,yes
6,10,abstain
7,10,yes
8,10,no
9,10,yes
1,11,yes
10,11,no
11,11,yes
12,11,no
13,11,yes
14,11,no
15,11,yes
16,11,yes
17,11,yes
18,11,no
19,11,no
2,11,yes
3,11,no
4,11,no
5,11,yes
6,11,yes
7,11,yes
8,11,yes
9,11,no
