vote_event_id,voter_id,option
1,1,yes
10,1,no
11,1,yes
12,1,no
13,1,yes
14,1,no
15,1,yes
16,1,abstain
17,1,yes
18,1,yes
19,1,yes
2,1,yes
3,1,yes
4,1,no
5,1,yes
6,1,abstain
7,1,yes
8,1,no
9,1,no
1,2,yes
10,2,yes
11,2,yes
12,2,no
13,2,no
14,2,yes
15,2,yes
16,2,yes
17,2,yes
18,2,yes
19,2,yes
2,2,yes
3,2,yes
4,2,no
5,2,no
6,2,yes
7,2,no
8,2,no
9,2,no
1,3,no
10,3,no
11,3,yes
12,3,yes
13,3,no
14,3,yes
15,3,yes
16,3,yes
17,3,yes
18,3,yes
19,3,yes
2,3,no
3,3,no
4,3,no
5,3,yes
6,3,yes
7,3,no
8,3,no
9,3,no
1,4,abstain
10,4,no
11,4,no
12,4,yes
13,4,no
14,4,no
15,4,yes
16,4,yes
17,4,yes
18,4,yes
19,4,no
2,4,yes
3,4,no
4,4,no
5,4,no
6,4,no
7,4,no
8,4,no
9,4,no
1,5,no
10,5,no
11,5,yes
12,5,yes
13,5,no
14,5,yes
15,5,yes
16,5,yes
17,5,yes
18,5,yes
19,5,no
2,5,no
3,5,yes
4,5,yes
5,5,no
6,5,no
7,5,no
8,5,no
9,5,yes
1,6,yes
10,6,no
11,6,yes
12,6,yes
13,6,yes
14,6,yes
15,6,no
16,6,yes
17,6,yes
18,6,yes
19,6,no
2,6,yes
3,6,yes
4,6,yes
5,6,no
6,6,yes
7,6,yes
8,6,no
9,6,no
1,7,yes
10,7,yes
11,7,yes
12,7,no
13,7,abstain
14,7,no
15,7,yes
16,7,no
17,7,no
18,7,abstain
19,7,yes
2,7,yes
3,7,abstain
4,7,yes
5,7,no
6,7,yes
7,7,no
8,7,no
9,7,abstain
1,8,yes
10,8,no
11,8,yes
12,8,yes
13,8,no
14,8,yes
15,8,yes
16,8,abstain
17,8,yes
18,8,yes
19,8,no
2,8,yes
3,8,no
4,8,no
5,8,no
6,8,no
7,8,no
8,8,no
9,8,no
1,9,abstain
10,9,abstain
11,9,yes
12,9,yes
13,9,no
14,9,yes
15,9,no
16,9,yes
17,9,yes
18,9,yes
19,9,yes
2,9,yes
3,9,yes
4,9,no
5,9,no
6,9,yes
7,9,no
8,9,no
9,9,no
1,10,no
10,10,abstain
11,10,yes
12,10,yes
13,10,no
14,10,abstain
15,10,abstain
16,10,yes
17,10,yes
18,10,yes
19,10,yes
2,10,yes
3,10,yes
4,10,no
5,10,yes
6,10,no
7,10,no
8,10,no
9,10,no
