id,name
klub-otevrene-demokracie,Klub otevřené demokracie
nezarazeni,Nezařazení
senatorsky-klub-snk,Senátorský klub SNK
senatorsky-klub-krestanske-a-demokraticke-unie-ceskoslovenske-strany-lidove,Senátorský klub Křesťanské a demokratické unie - Československé strany lidové
senatorsky-klub-ceske-strany-socialne-demokraticke,Senátorský klub České strany sociálně demokratické
senatorsky-klub-obcanske-demokraticke-strany,Senátorský klub Občanské demokratické strany
