vote_event_id,voter_id,option
1,1,abstain
16,1,abstain
26,1,abstain
13,1,yes
5,1,abstain
7,1,abstain
14,1,abstain
3,1,abstain
19,1,abstain
10,1,abstain
37,1,no
8,1,abstain
23,1,yes
18,1,abstain
24,1,abstain
38,1,no
12,1,abstain
15,1,abstain
2,1,yes
17,1,yes
11,1,abstain
29,1,yes
25,1,yes
4,1,yes
27,1,no
36,1,yes
9,1,yes
31,1,abstain
6,1,yes
32,1,yes
28,1,abstain
33,1,abstain
21,1,no
35,1,yes
22,1,abstain
30,1,yes
20,1,no
34,1,abstain
1,2,yes
16,2,yes
26,2,yes
13,2,abstain
5,2,yes
7,2,abstain
14,2,abstain
3,2,abstain
19,2,abstain
10,2,yes
37,2,abstain
8,2,no
23,2,yes
18,2,no
24,2,abstain
38,2,yes
12,2,abstain
15,2,yes
2,2,abstain
17,2,yes
11,2,abstain
29,2,yes
25,2,no
4,2,yes
27,2,yes
36,2,abstain
9,2,yes
31,2,yes
6,2,no
32,2,no
28,2,no
33,2,yes
21,2,abstain
35,2,yes
22,2,yes
30,2,yes
20,2,yes
34,2,abstain
1,3,abstain
16,3,abstain
26,3,no
13,3,no
5,3,abstain
7,3,abstain
14,3,abstain
3,3,abstain
19,3,abstain
10,3,abstain
37,3,abstain
8,3,abstain
23,3,yes
18,3,yes
24,3,abstain
38,3,yes
12,3,abstain
15,3,no
2,3,no
17,3,yes
11,3,abstain
29,3,yes
25,3,yes
4,3,yes
27,3,abstain
36,3,abstain
9,3,yes
31,3,abstain
6,3,abstain
32,3,yes
28,3,abstain
33,3,yes
21,3,abstain
35,3,abstain
22,3,no
30,3,no
20,3,abstain
34,3,yes
1,4,yes
16,4,yes
26,4,yes
13,4,abstain
5,4,yes
7,4,no
14,4,no
3,4,yes
19,4,abstain
10,4,yes
37,4,abstain
8,4,no
23,4,yes
18,4,yes
24,4,yes
38,4,yes
12,4,yes
15,4,yes
2,4,abstain
17,4,yes
11,4,yes
29,4,abstain
25,4,abstain
4,4,yes
27,4,yes
36,4,abstain
9,4,yes
31,4,yes
6,4,abstain
32,4,abstain
28,4,yes
33,4,yes
21,4,abstain
35,4,yes
22,4,yes
30,4,abstain
20,4,yes
34,4,yes
1,5,yes
16,5,yes
26,5,yes
13,5,abstain
5,5,no
7,5,no
14,5,abstain
3,5,yes
19,5,abstain
10,5,yes
37,5,no
8,5,no
23,5,yes
18,5,yes
24,5,no
38,5,yes
12,5,yes
15,5,yes
2,5,abstain
17,5,yes
11,5,abstain
29,5,abstain
25,5,abstain
4,5,yes
27,5,yes
36,5,abstain
9,5,yes
31,5,yes
6,5,abstain
32,5,abstain
28,5,yes
33,5,yes
21,5,abstain
35,5,yes
22,5,abstain
30,5,no
20,5,yes
34,5,yes
1,6,yes
16,6,yes
26,6,no
13,6,abstain
5,6,no
7,6,yes
14,6,abstain
3,6,no
19,6,abstain
10,6,no
37,6,abstain
8,6,yes
23,6,yes
18,6,yes
24,6,yes
38,6,yes
12,6,yes
15,6,yes
2,6,abstain
17,6,yes
11,6,abstain
29,6,abstain
25,6,abstain
4,6,yes
27,6,yes
36,6,abstain
9,6,yes
31,6,yes
6,6,abstain
32,6,abstain
28,6,yes
33,6,yes
21,6,no
35,6,yes
22,6,no
30,6,abstain
20,6,no
34,6,yes
1,7,yes
16,7,yes
26,7,abstain
13,7,yes
5,7,yes
7,7,abstain
14,7,yes
3,7,abstain
19,7,yes
10,7,yes
37,7,abstain
8,7,yes
23,7,abstain
18,7,yes
24,7,yes
38,7,yes
12,7,yes
15,7,abstain
2,7,yes
17,7,abstain
11,7,yes
29,7,no
25,7,yes
4,7,abstain
27,7,yes
36,7,yes
9,7,abstain
31,7,yes
6,7,no
32,7,yes
28,7,yes
33,7,abstain
21,7,no
35,7,yes
22,7,yes
30,7,no
20,7,abstain
34,7,yes
1,8,yes
16,8,yes
26,8,abstain
13,8,abstain
5,8,yes
7,8,yes
14,8,abstain
3,8,yes
19,8,abstain
10,8,yes
37,8,abstain
8,8,yes
23,8,yes
18,8,abstain
24,8,yes
38,8,yes
12,8,yes
15,8,no
2,8,abstain
17,8,yes
11,8,abstain
29,8,no
25,8,yes
4,8,yes
27,8,yes
36,8,yes
9,8,yes
31,8,abstain
6,8,abstain
32,8,yes
28,8,yes
33,8,yes
21,8,abstain
35,8,yes
22,8,yes
30,8,abstain
20,8,yes
34,8,yes
1,9,abstain
16,9,yes
26,9,abstain
13,9,yes
5,9,abstain
7,9,abstain
14,9,abstain
3,9,abstain
19,9,yes
10,9,abstain
37,9,yes
8,9,abstain
23,9,abstain
18,9,abstain
24,9,no
38,9,yes
12,9,abstain
15,9,abstain
2,9,yes
17,9,yes
11,9,no
29,9,yes
25,9,yes
4,9,abstain
27,9,yes
36,9,yes
9,9,abstain
31,9,abstain
6,9,yes
32,9,yes
28,9,abstain
33,9,abstain
21,9,yes
35,9,abstain
22,9,abstain
30,9,abstain
20,9,abstain
34,9,yes
1,10,yes
16,10,yes
26,10,no
13,10,yes
5,10,abstain
7,10,abstain
14,10,abstain
3,10,yes
19,10,abstain
10,10,yes
37,10,abstain
8,10,yes
23,10,yes
18,10,yes
24,10,yes
38,10,yes
12,10,yes
15,10,yes
2,10,yes
17,10,yes
11,10,abstain
29,10,abstain
25,10,yes
4,10,yes
27,10,yes
36,10,no
9,10,yes
31,10,yes
6,10,abstain
32,10,yes
28,10,yes
33,10,no
21,10,no
35,10,yes
22,10,abstain
30,10,yes
20,10,abstain
34,10,yes
1,11,yes
16,11,yes
26,11,abstain
13,11,yes
5,11,yes
7,11,abstain
14,11,abstain
3,11,yes
19,11,no
10,11,yes
37,11,abstain
8,11,yes
23,11,yes
18,11,yes
24,11,yes
38,11,yes
12,11,yes
15,11,yes
2,11,yes
17,11,yes
11,11,abstain
29,11,abstain
25,11,no
4,11,yes
27,11,yes
36,11,abstain
9,11,yes
31,11,yes
6,11,yes
32,11,yes
28,11,yes
33,11,no
21,11,yes
35,11,yes
22,11,no
30,11,abstain
20,11,yes
34,11,yes
1,12,yes
16,12,yes
26,12,no
13,12,yes
5,12,yes
7,12,abstain
14,12,abstain
3,12,abstain
19,12,abstain
10,12,yes
37,12,abstain
8,12,yes
23,12,no
18,12,abstain
24,12,abstain
38,12,yes
12,12,yes
15,12,no
2,12,abstain
17,12,yes
11,12,abstain
29,12,yes
25,12,yes
4,12,yes
27,12,yes
36,12,abstain
9,12,yes
31,12,yes
6,12,yes
32,12,yes
28,12,yes
33,12,yes
21,12,abstain
35,12,yes
22,12,yes
30,12,abstain
20,12,abstain
34,12,yes
1,13,yes
16,13,yes
26,13,abstain
13,13,abstain
5,13,yes
7,13,abstain
14,13,abstain
3,13,abstain
19,13,abstain
10,13,yes
37,13,no
8,13,abstain
23,13,no
18,13,abstain
24,13,abstain
38,13,abstain
12,13,abstain
15,13,no
2,13,abstain
17,13,yes
11,13,abstain
29,13,yes
25,13,yes
4,13,yes
27,13,yes
36,13,yes
9,13,yes
31,13,yes
6,13,yes
32,13,yes
28,13,yes
33,13,yes
21,13,abstain
35,13,yes
22,13,yes
30,13,abstain
20,13,abstain
34,13,yes
1,14,abstain
16,14,yes
26,14,abstain
13,14,yes
5,14,yes
7,14,abstain
14,14,abstain
3,14,abstain
19,14,abstain
10,14,abstain
37,14,yes
8,14,abstain
23,14,abstain
18,14,yes
24,14,no
38,14,yes
12,14,yes
15,14,abstain
2,14,yes
17,14,abstain
11,14,abstain
29,14,yes
25,14,yes
4,14,abstain
27,14,yes
36,14,yes
9,14,yes
31,14,abstain
6,14,abstain
32,14,yes
28,14,yes
33,14,abstain
21,14,yes
35,14,yes
22,14,yes
30,14,yes
20,14,abstain
34,14,yes
1,15,yes
16,15,yes
26,15,abstain
13,15,yes
5,15,yes
7,15,abstain
14,15,abstain
3,15,abstain
19,15,abstain
10,15,abstain
37,15,abstain
8,15,abstain
23,15,abstain
18,15,yes
24,15,no
38,15,yes
12,15,no
15,15,no
2,15,yes
17,15,yes
11,15,abstain
29,15,yes
25,15,yes
4,15,yes
27,15,abstain
36,15,yes
9,15,no
31,15,abstain
6,15,yes
32,15,yes
28,15,yes
33,15,abstain
21,15,no
35,15,abstain
22,15,abstain
30,15,yes
20,15,abstain
34,15,abstain
1,16,yes
16,16,yes
26,16,abstain
13,16,yes
5,16,abstain
7,16,abstain
14,16,abstain
3,16,abstain
19,16,no
10,16,abstain
37,16,abstain
8,16,abstain
23,16,yes
18,16,abstain
24,16,no
38,16,yes
12,16,abstain
15,16,yes
2,16,yes
17,16,yes
11,16,yes
29,16,abstain
25,16,yes
4,16,abstain
27,16,yes
36,16,no
9,16,yes
31,16,abstain
6,16,abstain
32,16,yes
28,16,abstain
33,16,abstain
21,16,abstain
35,16,yes
22,16,yes
30,16,no
20,16,no
34,16,yes
1,17,yes
16,17,yes
26,17,yes
13,17,yes
5,17,yes
7,17,yes
14,17,abstain
3,17,yes
19,17,abstain
10,17,yes
37,17,abstain
8,17,yes
23,17,yes
18,17,yes
24,17,yes
38,17,yes
12,17,yes
