vote_event_id,voter_id,option,group_id,paired_id
1282,805,for,udi
1282,823,for,udi
1282,865,for,udi
1282,889,for,udi
1282,807,for,udi
1282,825,for,ind
1282,868,for,rn
1282,890,for,ps
1282,810,for,pdc
1282,828,for,udi
1282,870,for,ps
1282,895,for,udi
1282,811,for,udi
1282,832,for,ps
1282,871,for,udi
1282,220,for,pdc
1282,132,for,rn
1282,834,for,rn
1282,193,for,ps
1282,222,for,pdc
1282,813,for,rn
1282,151,for,ind
1282,877,for,pdc
1282,224,for,pdc
1282,814,for,rn
1282,840,for,udi
1282,879,for,pdc
1282,904,for,ppd
1282,816,for,pdc
1282,842,for,rn
1282,881,for,rn
1282,910,for,ppd
1282,818,for,rn
1282,155,for,rn
1282,921,for,rn
1282,912,for,rn
1282,140,for,pdc
1282,164,for,ind
1282,886,for,ppd
1282,962,for,rn
1282,821,for,udi
1282,179,for,udi
1282,887,for,udi
1282,239,for,pdc
1282,822,for,udi
1282,862,for,pdc
1282,213,for,pdc
1282,918,for,pdc
1282,808,against,pdc
1282,854,against,ppd
1282,888,against,prsd
1282,221,against,ppd
1282,817,against,ps
1282,173,against,prsd
1282,892,against,ppd
1282,914,against,prsd
1282,848,against,ppd
1282,866,against,prsd
1282,812,abstain,udi
1282,844,abstain,udi
1282,859,abstain,ppd
1282,177,abstain,ppd
1282,843,abstain,rn
1282,172,abstain,rn
1287,802,for,ps
1287,854,for,ppd
1287,877,for,pdc
1287,220,for,pdc
1287,808,for,pdc
1287,855,for,prsd
1287,878,for,pdc
1287,897,for,pdc
1287,813,for,rn
1287,169,for,ppd
1287,879,for,pdc
1287,899,for,ppd
1287,816,for,pdc
1287,170,for,ind
1287,202,for,ind
1287,226,for,pdc
1287,817,for,ps
1287,173,for,prsd
1287,885,for,prsd
1287,903,for,ind
1287,137,for,pdc
1287,859,for,ppd
1287,205,for,ppd
1287,904,for,ppd
1287,825,for,ind
1287,177,for,ppd
1287,921,for,rn
1287,910,for,ppd
1287,832,for,ps
1287,866,for,prsd
1287,886,for,ppd
1287,912,for,rn
1287,834,for,rn
1287,870,for,ps
1287,211,for,ppd
1287,914,for,prsd
1287,843,for,rn
1287,193,for,ps
1287,213,for,pdc
1287,916,for,ppd
1287,848,for,ppd
1287,873,for,ppd
1287,888,for,prsd
1287,918,for,pdc
1287,161,for,rn
1287,195,for,ps
1287,892,for,ppd
1287,806,against,rn
1287,828,against,udi
1287,179,against,udi
1287,889,against,udi
1287,807,against,udi
1287,830,against,udi
1287,862,against,pdc
1287,895,against,udi
1287,810,against,pdc
1287,151,against,ind
1287,863,against,ind
1287,222,against,pdc
1287,811,against,udi
1287,840,against,udi
1287,865,against,udi
1287,906,against,udi
1287,812,against,udi
1287,842,against,rn
1287,187,against,udi
1287,907,against,udi
1287,132,against,rn
1287,850,against,udi
1287,868,against,rn
1287,908,against,udi
1287,814,against,rn
1287,164,against,ind
1287,871,against,udi
1287,234,against,udi
1287,821,against,udi
1287,165,against,udi
1287,875,against,udi
1287,962,against,rn
1287,822,against,udi
1287,857,against,udi
1287,884,against,udi
1287,239,against,pdc
1287,823,against,udi
1287,172,against,rn
1287,209,against,udi
1287,917,against,udi
1287,826,against,udi
1287,175,against,udi
1287,887,against,udi
1287,818,abstain,rn
1287,140,abstain,pdc
1288,802,for,ps
1288,859,for,ppd
1288,877,for,pdc
1288,897,for,pdc
1288,808,for,pdc
1288,175,for,udi
1288,878,for,pdc
1288,224,for,pdc
1288,810,for,pdc
1288,177,for,ppd
1288,879,for,pdc
1288,899,for,ppd
1288,816,for,pdc
1288,179,for,udi
1288,202,for,ind
1288,226,for,pdc
1288,817,for,ps
1288,862,for,pdc
1288,885,for,prsd
1288,902,for,ppd
1288,137,for,pdc
1288,185,for,pdc
1288,211,for,ppd
1288,903,for,ind
1288,832,for,ps
1288,866,for,prsd
1288,213,for,pdc
1288,904,for,ppd
1288,848,for,ppd
1288,187,for,udi
1288,888,for,prsd
1288,906,for,udi
1288,849,for,ppd
1288,870,for,ps
1288,892,for,ppd
1288,907,for,udi
1288,854,for,ppd
1288,190,for,pdc
1288,894,for,pdc
1288,910,for,ppd
1288,855,for,prsd
1288,193,for,ps
1288,220,for,pdc
1288,914,for,prsd
1288,169,for,ppd
1288,873,for,ppd
1288,221,for,ppd
1288,916,for,ppd
1288,170,for,ind
1288,195,for,ps
1288,222,for,pdc
1288,918,for,pdc
1288,173,for,prsd
1288,807,against,udi
1288,826,against,udi
