id,start_date,result,motion:title,motion:text,motion:article,motion:legislative_session,motion:tramite,motion:type,motion:classification,motion:observations
1393,2002-05-07T13:40:00,,Proyecto de Acuerdo N°25,Ministerio de Salud estudie inclusión de fertilización asistida en el sistema público de salud,,17,,General,,
1394,2002-05-07T18:12:00,,Proyecto de Acuerdo N°31,Creación de Comisión Especial de la Juventud,,18,,General,,
1395,2002-05-07T18:21:00,,Proyecto de Acuerdo N°33,Reestructuración del Parlamento Juvenil,,18,,General,,
1402,2002-05-08T12:32:00,,Boletín N°2920-05,Otorga un bono a los funcionarios públicos que indica.,,19,Primer Trámite Constitucional/Primer Informe,General y particular,Quorum Simple,
1403,2002-05-08T12:39:00,,Proyecto de Acuerdo N°37,Audiencia a sindicatos de Enami frente a cualquier decisión para resolver crisis financiera de Enami,,19,,General,,
1405,2002-05-08T12:49:00,,Proyecto de Acuerdo N°,Plazo extraordinario para presentación de declaraciones juradas en Operación Renta,,19,,General,,
1406,2002-05-08T12:54:00,,Proyecto de Acuerdo N°34,Iniciativa legal para garantizar transmisión de eventos deportivos en directo a todo el país,,19,,General,,
1409,2002-05-08T11:16:00,,Boletín N°2926-04,Proyecto de ley que dicta normas para pago de hora no lectiva adicional.,,19,Primer Trámite Constitucional/Primer Informe,General y particular,Quorum Simple,
1412,2002-05-09T14:22:00,,Proyecto de Acuerdo N°38,"Revisión de convenio con la Unión Europea, especialmente en materia de pesca",,20,,General,,
1413,2002-05-14T12:56:00,,Boletín N°2429-05,Bases sobre contratos administrativos de suministro y prestación de servicios.,Artículo 1º,21,Primer Trámite Constitucional/Segundo Informe,Particular,Ley Orgánica Constitucional,
1416,2002-05-15T12:41:00,,Boletín N°2777-03,"Proyecto de ley que modifica la ley Nº 19.713, que establece como medida de administración el límite máximo de captura por armador, incorporando a las unidades de pesquería que indica en las zonas que señala al citado régimen de administración.",,22,Segundo Trámite Constitucional/Primer Informe,General,Quorum Calificado,
1417,2002-05-15T14:02:00,,Boletín N°2931-11,Otorga beneficios a la Salud Primaria,Cierre del debate,22,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1418,2002-05-15T14:03:00,,Boletín N°2931-11,Otorga beneficios a la Salud Primaria,,22,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1422,2002-05-15T18:47:00,,Proyecto de Acuerdo N°40,"Rechazo a la utilización de la violencia en el llamado ""conflicto mapuche""",,23,,General,,
1427,2002-05-16T11:57:00,,Proyecto de Acuerdo N°29,Modificación de la ley Nº18.696 en lo referente a la licitación de recorridos,,24,,General,,
1432,2002-05-15T14:05:00,,Boletín N°2931-11,Otorga beneficios a la Salud Primaria,,22,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1433,2002-05-21T20:20:00,,Boletín N°2945-05,Reajusta el Monto de Ingreso Mínimo Mensual.,,1,Primer Trámite Constitucional/Primer Informe,Particular,Quorum Simple,
1437,2002-06-04T11:23:00,,Renuncia al cargo de Segundo Vicepresidente,,,2,,General,Quorum Simple,
1438,2002-06-04T13:13:00,,Boletín N°1419-07,Sobre acoso sexual,Texto propuesto por la Comisión de Constitución más indicación del señor Burgos,2,Primer Trámite Constitucional/Segundo Informe,Particular,Quorum Simple,
1440,2002-06-04T13:18:00,,Proyecto de Acuerdo N°30,Creación de subsidio al consumo de energía eléctrica y al uso del teléfono,,2,,General,,
1441,2002-06-04T13:21:00,,Proyecto de Acuerdo N°35,Información pública de todos los procesos concursales de Fondart,,2,,General,,
1442,2002-06-04T13:25:00,,Proyecto de Acuerdo N°36,Obligatoriedad de ls instituciones previsionales para otorgar a los interesados certificados de deudas vigentes de obligaciones previsionales,,2,,General,,
1445,2002-06-05T12:38:00,,Proyecto de Acuerdo N°42,Aplicación de igualdad de criterios para deudores Serviu,,3,,General,,
1446,2002-06-05T12:48:00,,Proyecto de Acuerdo N°43,Comisión de Seguridad Ciudadana investigue hechos de violencia del día 21 de mayo pasado,,3,,General,,
1448,2002-06-06T12:31:00,,Boletín N°2735-05,"Modifica la ley N° 19.628, sobre protección de la vida privada para favorecer la remisión laboral de las personas desempleadas",Todas las enmiendas con excepción del Nº2 del artículo único y artículo 2º transitorio,4,Tercer Trámite Constitucional/Primer Informe,Particular,Quorum Simple,
1449,2002-06-06T12:32:00,,Boletín N°2735-05,"Modifica la ley N° 19.628, sobre protección de la vida privada para favorecer la remisión laboral de las personas desempleadas",Nº2 del artículo único,4,Tercer Trámite Constitucional/Primer Informe,Particular,Quorum Simple,
1450,2002-06-06T12:33:00,,Boletín N°2735-05,"Modifica la ley N° 19.628, sobre protección de la vida privada para favorecer la remisión laboral de las personas desempleadas",2º transitorio,4,Tercer Trámite Constitucional/Primer Informe,Particular,Quorum Simple,
1451,2002-06-11T13:04:00,,Boletín N°2932-06,"Modifica el decreto ley N° 3.063, sobre rentas municipales en materia de recaudación de derechos por transferencias de vehículos motorizados.",,5,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1452,2002-06-11T13:07:00,,Boletín N°2932-06,"Modifica el decreto ley N° 3.063, sobre rentas municipales en materia de recaudación de derechos por transferencias de vehículos motorizados.",Indicación del Ejecutivo al Nº1 del artículo 1º,5,Primer Trámite Constitucional/Primer Informe,Particular,Quorum Simple,
1454,2002-06-11T13:08:00,,Boletín N°2810-07(S),"Proyecto de ley que modifica la ley Nº 18.700, Orgánica Constitucional de Votaciones Populares y Escrutinios, en materia de reclamaciones electorales y otros aspectos procesales.",,5,Comisión Mixta/Primer Informe,General,Ley Orgánica Constitucional,
1455,2002-06-11T13:16:00,,Proyecto de Acuerdo N°45,Plan maestro para la descentralización y desconcentración de la Región Metropolitana,,5,,General,,
1456,2002-06-11T13:23:00,,Proyecto de Acuerdo N°46,Rechazo a erección de monumento al Almirante Merino en el Museo Naval y Marítimo de la Armada en valparaíso,,5,,General,,
1457,2002-06-12T11:04:00,,Boletín N°1640-01,"Modifica la ley N° 19.220, que regula el establecimiento de bolsas de productos agropecuarios",Todas las enmiendas con excepción del Nº17,6,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1458,2002-06-12T11:05:00,,Boletín N°1640-01,"Modifica la ley N° 19.220, que regula el establecimiento de bolsas de productos agropecuarios",Nº17,6,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1459,2002-06-12T12:31:00,,Boletín N°2815-05,"Reforma el D.F.L. N° 120, de Hacienda, Ley Orgánica de la Polla Chilena de Beneficencia",,6,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1460,2002-06-12T13:24:00,,Boletín N°2948-07,"Modifica la Ley sobre Alcoholes, Bebidas Alcoholicas y Vinagres, en lo relativo al consumo en la vía pública.","Todos menos los Nros. 1,2 y 5 del artículo 1º y los artículos 2º, 3º y 5º",6,Segundo Trámite Constitucional/Primer Informe,General,Ley Orgánica Constitucional,
1462,2002-06-13T11:08:00,,Boletín N°2855-10,"Aprueba la Convención Interamericana Contra la Fabricación y el Tráfico Ilícitos de Armas de Fuego, Municiones, Explosivos y Otros Materiales Relacionados y su anexo, adoptada en Washington, el 14 de noviembre de 1997.",,7,Primer Trámite Constitucional/Primer Informe,General y particular,Quorum Simple,
1463,2002-06-13T12:57:00,,Boletín N°1807-04,"Modifica la ley N° 18.962, orgánica constitucional de enseñanza, introduciendo el estudio de la ley de tránsito a los programas de educación.",,7,Comisión Mixta/Primer Informe,General,Quorum Simple,
1464,2002-06-13T12:59:00,,Boletín N°2931-11,Otorga beneficios a la Salud Primaria,,7,Tercer Trámite Constitucional/Primer Informe,General y particular,Quorum Simple,
1468,2002-06-18T12:43:00,,Boletín N°2904-06,Modifica diversos cuerpos legales en materia de multas de tránsito.,Todas las enmiendas del H. Senado con excepcióin de las letras d) y f) del artículo 1º,8,Tercer Trámite Constitucional/Primer Informe,Particular,Ley Orgánica Constitucional,
1469,2002-06-18T12:44:00,,Boletín N°2904-06,Modifica diversos cuerpos legales en materia de multas de tránsito.,letra d) del artículo 1º,8,Tercer Trámite Constitucional/Primer Informe,Particular,Quorum Simple,
1470,2002-06-18T12:45:00,,Boletín N°2904-06,Modifica diversos cuerpos legales en materia de multas de tránsito.,letra f) artículo 1º,8,Tercer Trámite Constitucional/Primer Informe,Particular,Quorum Simple,
1472,2002-06-18T12:59:00,,Boletín N°2610-07,Modifica la actual ley Orgánica de la Contraloría General de la República.,,8,Tercer Trámite Constitucional/Primer Informe,Particular,Ley Orgánica Constitucional,
1478,2002-06-19T11:43:00,,Boletín N°2770-05,Modifica diversas disposiciones relativas a la Zona Franca de Iquique.,,9,Primer Trámite Constitucional/Segundo Informe,Particular,Quorum Simple,
1479,2002-06-19T11:55:00,,Boletín N°2416-03,"Modifica ley N° 19.039, que establece normas aplicables a los privilegios industriales y protección de los derechos de propiedad industrial.",Nº6 del artículo único,9,Primer Trámite Constitucional/Tercer Informe,Particular,Quorum Simple,
1480,2002-06-19T11:59:00,,Boletín N°2416-03,"Modifica ley N° 19.039, que establece normas aplicables a los privilegios industriales y protección de los derechos de propiedad industrial.",Nº14 del artículo único,9,Primer Trámite Constitucional/Tercer Informe,Particular,Quorum Simple,
1481,2002-06-19T12:01:00,,Boletín N°2416-03,"Modifica ley N° 19.039, que establece normas aplicables a los privilegios industriales y protección de los derechos de propiedad industrial.",Nº23 del artículo único,9,Primer Trámite Constitucional/Tercer Informe,Particular,Quorum Simple,
1482,2002-06-19T12:04:00,,Boletín N°2416-03,"Modifica ley N° 19.039, que establece normas aplicables a los privilegios industriales y protección de los derechos de propiedad industrial.",Nº28 del artículo único,9,Primer Trámite Constitucional/Tercer Informe,Particular,Quorum Simple,
1483,2002-06-19T12:27:00,,Boletín N°2416-03,"Modifica ley N° 19.039, que establece normas aplicables a los privilegios industriales y protección de los derechos de propiedad industrial.","Artículo único Nros. 28, 33 con excepción art. 72; 40 en lo referente al Tit. X y arts. 105 y 106 y arts. 108 y 110 al 131",9,Primer Trámite Constitucional/Tercer Informe,Particular,Quorum Simple,
1484,2002-06-19T13:36:00,,Boletín N°1309-13,Establece normas para flexibilizar el uso del permiso maternal.,,9,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1485,2002-06-19T13:41:00,,Proyecto de Acuerdo N°51,Mantención de la Sociedad Agrícola Ganadera SACOR en La Región de Aysén,,9,,General,,
1486,2002-06-19T13:51:00,,Proyecto de Acuerdo N°52,Comisión de Agricultura se aboque al estudio de la situación que afecta a los productores vitivinícolas del país,,9,,General,,
1488,2002-06-20T10:54:00,,Boletín N°2924-07,Proyecto de Ley que modifica el artículo 281 del Código Procesal Penal,,10,Primer Trámite Constitucional/Primer Informe,General y particular,Quorum Simple,
1489,2002-06-20T12:11:00,,Boletín N°2430-09,"Modifica el D.L. N° 70, de 1988, de Obras Públicas, ley de tarifas de servicios sanitarios, con el objeto de conceder al Presidente de la República atribuciones que indica.",,10,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1496,2002-07-02T11:19:00,,Se envíe a Comisiones Unidas de Salud y Hacienda proyectos sobre Plan Auge,,,11,,General,Quorum Simple,
1497,2002-07-02T13:02:00,,Boletín N°855-03,Modifica la ley General de Cooperativas.,,11,Comisión Mixta/Primer Informe,General,Ley Orgánica Constitucional,
1498,2002-07-02T13:07:00,,Boletín N°2723-07,Crea un sistema de reinserción social de los condenados en base a la observación de buena conducta.,,11,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1499,2002-07-02T13:09:00,,Boletín N°2723-07,Crea un sistema de reinserción social de los condenados en base a la observación de buena conducta.,Con indicación señor Burgos,11,Primer Trámite Constitucional/Primer Informe,Particular,Quorum Simple,
1500,2002-07-02T13:21:00,,Proyecto de Acuerdo N°61,"Rechazo a la acusación de ""dumping"" presentada contra la industria salmonera chilena",,11,,General,,
1501,2002-07-02T13:21:00,,Proyecto de Acuerdo N°53,Comisión de Derechos Humanos investigue formas de discriminación aplicadas en Chile,,11,,General,,
1502,2002-07-02T13:35:00,,Proyecto de Acuerdo N°55,Chile y su rol en los esfuerzos de paz en Colombia,,11,,General,,
1504,2002-07-03T12:32:00,,Boletín N°2828-07,"Adecua la legislación interna para implementar en Chile la Convención para combatir el cohecho a funcioarios públicos extranjeros en transacciones comerciales internacionales, y se modifica el tipo penal de cohecho activo.",,12,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1505,2002-07-03T12:34:00,,Boletín N°2015-23,Establece protección de los adquirentes de Derecho de utilización de inmuebles en régimen de tiempo compartido.,,12,Primer Trámite Constitucional/Segundo Informe,Particular,Quorum Simple,
1506,2002-07-03T12:34:00,,Boletín N°2740-14,"Modifica la ley N° 19.537, sobre copropiedad inmobiliaria, otorgando funciones y atribuciones a los administradores en materia de prevención y seguridad de evacuación de gases.",,12,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1511,2002-07-04T11:00:00,,Boletín N°2771-05,"Modifica la ley N° 19.628, sobre protección de la vida privada, con el objeto de reforzar los derechos de los ciudadanos y hacer mas equitativos los sistemas de información de antecedentes comerciales.",,13,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1514,2002-07-04T11:26:00,,Boletín N°2939-10,"Proyecto de Acuerdo Multilateral sobre la Liberalización del Transporte Aéreo Intwernacional y su Anexo, suscrito en Washington el 11 de mayo de 2001.",,13,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1518,2002-07-04T11:56:00,,Boletín N°2842-10,"Proyecto de Acuerdo que aprueba el Tratado entre las Repúblicas de Chile y Bolivia sobre transferencia de personas condenadas, suscrito en la Paz, el 22 de Febrero del 2001.",,13,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1519,2002-07-04T12:23:00,,Boletín N°2946-12,"Proyecto de Ley que modifica la letra a) del artículo 9° de la ley N° 19.776, sobre regularización de posesión y ocupación de inmuebles fiscales en la forma que indica.",,13,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1522,2002-07-09T13:16:00,,Proyecto de Acuerdo N°57,"Se decrete el año 2003 como el ""Año del Centenario de Claudio Arrau""",,14,,General,,
1523,2002-07-09T13:30:00,,Proyecto de Acuerdo N°58,Comisión de Obras Públicas escuche a afectados por operaciones con Metalpar,,14,,General,,
1526,2002-07-10T14:41:00,,"Acusación Constitucional deducida en contra del Intendente de la Región Metropolitana de Santiago, don Marcelo Trivelli Oyarzún",,,15,,General,Quorum Simple,Cuestión Previa
1528,2002-07-11T12:18:00,,Boletín N°2966-11,Proyecto de Ley que otorga bonificación anticipada a funcionarios de los Servicios de Salud y de las entidades que se mencionan.,,16,Primer Trámite Constitucional/Primer Informe,General y particular,Quorum Simple,
1529,2002-07-11T12:20:00,,Boletín N°2934-13(S),"Proyecto de ley que modifica el art. 3º transitorio de la ley Nº 19.759, en lo referido a la entrada en vigencia de la norma que incorpora los tiempos de espera a la jornada de trabajo de los choferes de vehículos de carga terrestre interurbana.",,16,Segundo Trámite Constitucional/Primer Informe,General y particular,Quorum Simple,
1534,2002-07-16T13:11:00,,Boletín N°2286-04,Crea Dirección Nacional de Cultura y el Fondo Nacional de Desarrollo Cultural.,,17,Primer Trámite Constitucional/Primer Informe,General,Ley Orgánica Constitucional,
1538,2002-07-16T13:45:00,,Proyecto de Acuerdo N°60,Responsabilidad de empresas constructoras y municipales por falencia de sistemas de evacuación de gases en edificios,,17,,General,,
1543,2002-07-17T12:23:00,,Proyecto de Acuerdo N°59,Incorporación a Fonasa de trabajadores independientes no cotizantes en el sistema de pensiones,,18,,General,,
1544,2002-07-17T12:24:00,,Proyecto de Acuerdo N°63,Exime a iglesias de derechos notariales y del Conservador por traspaso de bienes y de derechos municipales por construcción de templos,,18,,General,,
1545,2002-07-17T12:29:00,,Proyecto de Acuerdo N°64,"Reajuste del ""Derecho de Conducción"" de carteros de la Empresa de Correos de Chile",,18,,General,,
1546,2002-07-17T12:30:00,,Boletín N°2777-03(S),"Proyecto de Ley que modifica la ley Nº 19.713, que establece como medida de administración el límite máximo de captura por armador, incorporando a las unidades de pesquería que indica en las zonas que señala al citado régimen de administración.",,18,Comisión Mixta/Primer Informe,General,Quorum Calificado,
1547,2002-07-17T12:31:00,,Boletín N°2839-04,Modifica dependencia del Liceo Manuel de Salas a la Universidad de Chile.,,18,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1548,2002-07-17T12:32:00,,Boletín N°2570-09,"Modifica la ley N° 18.902, que crea la Superintendencia de Servicios Sanitarios y deroga la ley N° 3.133, sobre neutralización de los residuos provenientes de establecimientos industriales y su reglamento.",,18,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1549,2002-07-17T12:33:00,,Boletín N°2739-14,"Modifica el artículo 13 de la ley N° 19.537, sobre copropiedad inmobiliaria, estabeciendo normas sobre arquitectura y construcción opara l prevención y seguridad en materia de evacuación de gases.",,18,Primer Trámite Constitucional/Primer Informe,General y particular,Quorum Simple,
1550,2002-07-17T12:39:00,,Proyecto de Acuerdo N°65,Paralización de remates de bienes comunes provenientes de la Reforma Agraria,,18,,General,,
1551,2002-07-17T12:46:00,,Proyecto de Acuerdo N°67,Mecanismo de selección a la educación superior sea conocido por los alumnos con a lo menos 4 años de antelación,,18,,General,,
1552,2002-07-17T18:10:00,,Proyecto de Acuerdo N°75,Creación de una Comisión Especial investigadora de la venta de derechos de agua por la Municipalidad de Santiago,,19,,General,,
1553,2002-07-18T11:02:00,,Boletín N°2856-10,"Aprueba la Convención sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que puedan considerarse excesivamente nocivas o de efectos indiscriminados, y sus protocolos I, II (enmendado), III y IV.",,20,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1554,2002-07-18T12:31:00,,Boletín N°2962-16,Modifica el artículo 203 del Reglamento de la Cámara de Diputados.,Clausura del debate,20,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1555,2002-07-18T12:32:00,,Boletín N°2962-16,Modifica el artículo 203 del Reglamento de la Cámara de Diputados.,,20,Primer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1557,2002-07-18T12:37:00,,Proyecto de Acuerdo N°68,Comisión de Familia analice la legislación vigente en materia de protección de menores en Chile,,20,,General,,
1565,2002-07-30T13:19:00,,Boletín N°2296-18,"Crea el Servicio Nacional del Adulto Mayor, como servicio público.","Todas las enmiendas con excepción art. 3º, letra f); artículo 12 que pasa a ser art. 9º, art. 12, nuevo y art. 1º transitorio",21,Tercer Trámite Constitucional/Primer Informe,General,Ley Orgánica Constitucional,
1566,2002-07-30T13:20:00,,Boletín N°2296-18,"Crea el Servicio Nacional del Adulto Mayor, como servicio público.","3º, letra f)",21,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1568,2002-07-30T13:22:00,,Boletín N°2296-18,"Crea el Servicio Nacional del Adulto Mayor, como servicio público.","12, que pasa a ser art. 9º",21,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1569,2002-07-30T13:23:00,,Boletín N°2296-18,"Crea el Servicio Nacional del Adulto Mayor, como servicio público.","12, nuevo",21,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1570,2002-07-30T13:23:00,,Boletín N°2296-18,"Crea el Servicio Nacional del Adulto Mayor, como servicio público.",15,21,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1571,2002-07-30T13:24:00,,Boletín N°2296-18,"Crea el Servicio Nacional del Adulto Mayor, como servicio público.",1º transitorio,21,Tercer Trámite Constitucional/Primer Informe,General,Quorum Simple,
1573,2002-07-30T13:25:00,,Proyecto de Acuerdo N°69,Creación de una Comisión Especial de evaluación de la ley,,21,,General,,
1574,2002-07-30T13:32:00,,Proyecto de Acuerdo N°71,Comisión de Recursos Naturales investigue problemas sanitarios provocados por rellenos sanitarios Santa Marta y Santiago Poniente,,21,,General,,
