id,name,abbreviation
1108,Poslanecký klub ANO 2011,ANO
1112,Poslanecký klub TOP 09 a Starostové,TOP09-S
1110,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,KDU-ČSL
1109,Poslanecký klub Komunistické strany Čech a Moravy,KSČM
1111,Poslanecký klub Úsvitu přímé demokracie,Úsvit
1106,Poslanecký klub Občanské demokratické strany,ODS
1107,Poslanecký klub České strany sociálně demokratické,ČSSD
1165,Nezařazení,Nezařaz
