id,name,given_name,family_name,gender
6240,Karel Tureček,Karel,Tureček,male
5520,Vladislav Vilímec,Vladislav,Vilímec,male
6268,Vlastimil Gabrhel,Vlastimil,Gabrhel,male
5307,Alexander Černý,Alexander,Černý,male
6215,Roman Kubíček,Roman,Kubíček,male
6208,Simeon Karamazov,Simeon,Karamazov,male
5957,Anna Putnová,Anna,Putnová,female
6153,Martin Sedlář,Martin,Sedlář,male
6211,Martin Kolovratník,Martin,Kolovratník,male
5940,Rom Kostřica,Rom,Kostřica,male
5844,Jan Zahradník,Jan,Zahradník,male
422,Milan Urban,Milan,Urban,male
6142,Daniel Herman,Daniel,Herman,male
5282,Josef Šenfeld,Josef,Šenfeld,male
68,Václav Klučka,Václav,Klučka,male
6182,Jan Birke,Jan,Birke,male
5922,Jitka Chalánková,Jitka,Chalánková,female
6213,Jiří Koubek,Jiří,Koubek,male
6169,Jiří Valenta,Jiří,Valenta,male
6159,Josef Zahradníček,Josef,Zahradníček,male
6002,Jiří Běhounek,Jiří,Běhounek,male
5989,Václav Zemek,Václav,Zemek,male
377,Miroslav Kalousek,Miroslav,Kalousek,male
5962,Marta Semelová,Marta,Semelová,female
5490,Pavel Ploc,Pavel,Ploc,male
6232,Lukáš Pleticha,Lukáš,Pleticha,male
6134,Tomáš Jan Podivínský,Tomáš Jan,Podivínský,male
5960,Adam Rykala,Adam,Rykala,male
6193,Ivan Gabal,Ivan,Gabal,male
6149,Hana Aulická Jírovcová,Hana,Aulická Jírovcová,female
6225,Jana Pastuchová,Jana,Pastuchová,female
6233,Ivo Pojezný,Ivo,Pojezný,male
6292,Pavla Golasowská,Pavla,Golasowská,female
6202,Jaroslava Jermanová,Jaroslava,Jermanová,female
346,Petr Bendl,Petr,Bendl,male
5718,Jiří Zlatuška,Jiří,Zlatuška,male
467,František Adámek,František,Adámek,male
6229,Miloš Petera,Miloš,Petera,male
6198,Jaroslav Holík,Jaroslav,Holík,male
305,Miroslav Grebeníček,Miroslav,Grebeníček,male
6195,Jana Hnyková,Jana,Hnyková,female
5955,Gabriela Pecková,Gabriela,Pecková,female
6214,Věra Kovářová,Věra,Kovářová,female
5917,Leoš Heger,Leoš,Heger,male
252,Lubomír Zaorálek,Lubomír,Zaorálek,male
5433,Jiří Koskuba,Jiří,Koskuba,male
6177,Margita Balaštíková,Margita,Balaštíková,female
5310,Antonín Seďa,Antonín,Seďa,male
5487,Jiří Petrů,Jiří,Petrů,male
6206,Zuzana Kailová,Zuzana,Kailová,female
6184,Richard Brabec,Richard,Brabec,male
6007,Bohuslav Svoboda,Bohuslav,Svoboda,male
6152,Miloslav Bačiak,Miloslav,Bačiak,male
6279,Leo Luzar,Leo,Luzar,male
6212,Petr Kořenek,Petr,Kořenek,male
5933,David Kádner,David,Kádner,male
5999,Miroslava Strnadlová,Miroslava,Strnadlová,female
6228,Marie Pěnčíková,Marie,Pěnčíková,female
5462,Jan Hamáček,Jan,Hamáček,male
6179,Ondřej Benešík,Ondřej,Benešík,male
5290,Soňa Marková,Soňa,Marková,female
6203,Věra Jourová,Věra,Jourová,female
6144,Pavel Šrámek,Pavel,Šrámek,male
6160,Markéta Wernerová,Markéta,Wernerová,female
6223,Alena Nohavová,Alena,Nohavová,female
6136,Marie Benešová,Marie,Benešová,female
6158,Karel Rais,Karel,Rais,male
5991,Josef Novotný,Josef,Novotný,male
5920,Gabriela Hubáčková,Gabriela,Hubáčková,female
6201,Miloslav Janulík,Miloslav,Janulík,male
6235,Roman Procházka,Roman,Procházka,male
6219,Jana Lorencová,Jana,Lorencová,female
6180,Martina Berdychová,Martina,Berdychová,female
5926,Jan Chvojka,Jan,Chvojka,male
6140,Martin Komárek,Martin,Komárek,male
