voter_id,vote_event_id,option,weight
hgcbkckoqmnr0t6cn9v293j8s2-1,108,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,25,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,111,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,55,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,65,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,50,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,5,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,118,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,9,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,52,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,56,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,7,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,47,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,107,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,17,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,117,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,102,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,34,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,30,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,41,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,24,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,115,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,46,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,26,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,103,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,109,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,3,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,38,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,105,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,12,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,40,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,39,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,51,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,27,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,110,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,20,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,2,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,15,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,8,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,11,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,42,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,35,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,106,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,22,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,31,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,62,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,114,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,60,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,57,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,43,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,4,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,19,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,10,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,45,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,61,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,54,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,33,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,63,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,64,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,18,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,44,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,23,no,1
hgcbkckoqmnr0t6cn9v293j8s2-1,21,yes,1
hgcbkckoqmnr0t6cn9v293j8s2-1,28,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,49,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,112,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,58,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,36,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,29,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,101,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,13,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,119,abstain,1
ikh1f23c45nopsk3bu1ockrmi0-1,120,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,32,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,48,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,53,abstain,1
ikh1f23c45nopsk3bu1ockrmi0-1,37,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,116,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,113,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,104,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,108,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,25,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,111,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,55,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,65,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,50,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,5,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,118,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,9,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,52,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,56,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,7,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,47,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,107,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,17,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,117,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,102,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,34,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,30,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,41,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,24,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,115,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,46,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,26,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,103,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,109,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,3,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,38,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,105,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,12,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,40,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,39,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,51,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,27,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,110,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,20,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,2,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,15,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,8,abstain,1
ikh1f23c45nopsk3bu1ockrmi0-1,11,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,42,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,35,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,106,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,22,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,31,abstain,1
ikh1f23c45nopsk3bu1ockrmi0-1,62,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,114,abstain,1
ikh1f23c45nopsk3bu1ockrmi0-1,60,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,57,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,43,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,4,abstain,1
ikh1f23c45nopsk3bu1ockrmi0-1,19,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,10,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,45,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,61,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,54,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,33,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,63,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,64,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,18,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,44,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,23,no,1
ikh1f23c45nopsk3bu1ockrmi0-1,21,yes,1
ikh1f23c45nopsk3bu1ockrmi0-1,28,yes,1
oi38t73ch48tqosbbokpc66j03-1,49,yes,1
oi38t73ch48tqosbbokpc66j03-1,112,no,1
oi38t73ch48tqosbbokpc66j03-1,58,abstain,1
oi38t73ch48tqosbbokpc66j03-1,36,no,1
oi38t73ch48tqosbbokpc66j03-1,29,yes,1
oi38t73ch48tqosbbokpc66j03-1,101,no,1
oi38t73ch48tqosbbokpc66j03-1,13,no,1
oi38t73ch48tqosbbokpc66j03-1,119,no,1
oi38t73ch48tqosbbokpc66j03-1,120,no,1
oi38t73ch48tqosbbokpc66j03-1,32,yes,1
oi38t73ch48tqosbbokpc66j03-1,48,no,1
oi38t73ch48tqosbbokpc66j03-1,53,no,1
oi38t73ch48tqosbbokpc66j03-1,37,yes,1
oi38t73ch48tqosbbokpc66j03-1,116,yes,1
oi38t73ch48tqosbbokpc66j03-1,113,no,1
oi38t73ch48tqosbbokpc66j03-1,104,yes,1
oi38t73ch48tqosbbokpc66j03-1,108,yes,1
oi38t73ch48tqosbbokpc66j03-1,25,yes,1
oi38t73ch48tqosbbokpc66j03-1,111,yes,1
oi38t73ch48tqosbbokpc66j03-1,55,no,1
oi38t73ch48tqosbbokpc66j03-1,65,yes,1
oi38t73ch48tqosbbokpc66j03-1,50,yes,1
oi38t73ch48tqosbbokpc66j03-1,5,yes,1
oi38t73ch48tqosbbokpc66j03-1,118,yes,1
oi38t73ch48tqosbbokpc66j03-1,9,yes,1
oi38t73ch48tqosbbokpc66j03-1,52,no,1
oi38t73ch48tqosbbokpc66j03-1,56,yes,1
oi38t73ch48tqosbbokpc66j03-1,7,no,1
oi38t73ch48tqosbbokpc66j03-1,47,yes,1
oi38t73ch48tqosbbokpc66j03-1,107,yes,1
oi38t73ch48tqosbbokpc66j03-1,17,yes,1
oi38t73ch48tqosbbokpc66j03-1,117,yes,1
oi38t73ch48tqosbbokpc66j03-1,102,yes,1
oi38t73ch48tqosbbokpc66j03-1,34,yes,1
oi38t73ch48tqosbbokpc66j03-1,30,yes,1
oi38t73ch48tqosbbokpc66j03-1,41,yes,1
oi38t73ch48tqosbbokpc66j03-1,24,yes,1
oi38t73ch48tqosbbokpc66j03-1,115,no,1
oi38t73ch48tqosbbokpc66j03-1,46,yes,1
oi38t73ch48tqosbbokpc66j03-1,26,yes,1
oi38t73ch48tqosbbokpc66j03-1,103,yes,1
oi38t73ch48tqosbbokpc66j03-1,109,no,1
oi38t73ch48tqosbbokpc66j03-1,3,yes,1
oi38t73ch48tqosbbokpc66j03-1,38,yes,1
oi38t73ch48tqosbbokpc66j03-1,105,no,1
oi38t73ch48tqosbbokpc66j03-1,12,yes,1
oi38t73ch48tqosbbokpc66j03-1,40,yes,1
oi38t73ch48tqosbbokpc66j03-1,39,no,1
oi38t73ch48tqosbbokpc66j03-1,51,yes,1
oi38t73ch48tqosbbokpc66j03-1,27,no,1
oi38t73ch48tqosbbokpc66j03-1,110,yes,1
oi38t73ch48tqosbbokpc66j03-1,20,yes,1
oi38t73ch48tqosbbokpc66j03-1,2,no,1
oi38t73ch48tqosbbokpc66j03-1,15,no,1
oi38t73ch48tqosbbokpc66j03-1,8,yes,1
oi38t73ch48tqosbbokpc66j03-1,11,yes,1
oi38t73ch48tqosbbokpc66j03-1,42,no,1
oi38t73ch48tqosbbokpc66j03-1,35,yes,1
oi38t73ch48tqosbbokpc66j03-1,106,yes,1
oi38t73ch48tqosbbokpc66j03-1,22,yes,1
oi38t73ch48tqosbbokpc66j03-1,31,yes,1
oi38t73ch48tqosbbokpc66j03-1,62,no,1
oi38t73ch48tqosbbokpc66j03-1,114,yes,1
oi38t73ch48tqosbbokpc66j03-1,60,no,1
oi38t73ch48tqosbbokpc66j03-1,57,no,1
oi38t73ch48tqosbbokpc66j03-1,43,yes,1
oi38t73ch48tqosbbokpc66j03-1,4,no,1
oi38t73ch48tqosbbokpc66j03-1,19,yes,1
oi38t73ch48tqosbbokpc66j03-1,10,no,1
oi38t73ch48tqosbbokpc66j03-1,45,yes,1
oi38t73ch48tqosbbokpc66j03-1,61,no,1
oi38t73ch48tqosbbokpc66j03-1,54,yes,1
oi38t73ch48tqosbbokpc66j03-1,33,yes,1
oi38t73ch48tqosbbokpc66j03-1,63,yes,1
oi38t73ch48tqosbbokpc66j03-1,64,yes,1
oi38t73ch48tqosbbokpc66j03-1,18,abstain,1
oi38t73ch48tqosbbokpc66j03-1,44,no,1
oi38t73ch48tqosbbokpc66j03-1,23,yes,1
oi38t73ch48tqosbbokpc66j03-1,21,yes,1
oi38t73ch48tqosbbokpc66j03-1,28,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,49,abstain,1
17a6ei3mhl93vu8mc76g5nc197-1,112,no,1
17a6ei3mhl93vu8mc76g5nc197-1,58,abstain,1
17a6ei3mhl93vu8mc76g5nc197-1,36,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,29,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,101,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,13,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,119,no,2
17a6ei3mhl93vu8mc76g5nc197-1,120,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,32,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,48,no,1
17a6ei3mhl93vu8mc76g5nc197-1,53,no,1
17a6ei3mhl93vu8mc76g5nc197-1,37,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,116,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,113,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,104,abstain,1
17a6ei3mhl93vu8mc76g5nc197-1,108,abstain,1
17a6ei3mhl93vu8mc76g5nc197-1,25,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,111,yes,2
17a6ei3mhl93vu8mc76g5nc197-1,55,no,1
17a6ei3mhl93vu8mc76g5nc197-1,65,no,1
17a6ei3mhl93vu8mc76g5nc197-1,50,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,5,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,118,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,9,no,2
17a6ei3mhl93vu8mc76g5nc197-1,52,no,1
17a6ei3mhl93vu8mc76g5nc197-1,56,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,7,no,2
17a6ei3mhl93vu8mc76g5nc197-1,47,yes,2
17a6ei3mhl93vu8mc76g5nc197-1,107,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,17,no,1
17a6ei3mhl93vu8mc76g5nc197-1,117,yes,2
17a6ei3mhl93vu8mc76g5nc197-1,102,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,34,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,30,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,41,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,24,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,115,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,46,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,26,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,103,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,109,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,3,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,38,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,105,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,12,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,40,yes,2
17a6ei3mhl93vu8mc76g5nc197-1,39,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,51,abstain,1
17a6ei3mhl93vu8mc76g5nc197-1,27,no,1
17a6ei3mhl93vu8mc76g5nc197-1,110,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,20,yes,2
17a6ei3mhl93vu8mc76g5nc197-1,2,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,15,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,8,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,11,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,42,no,2
17a6ei3mhl93vu8mc76g5nc197-1,35,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,106,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,22,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,31,yes,2
17a6ei3mhl93vu8mc76g5nc197-1,62,no,1
17a6ei3mhl93vu8mc76g5nc197-1,114,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,60,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,57,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,43,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,4,no,1
17a6ei3mhl93vu8mc76g5nc197-1,19,abstain,1
17a6ei3mhl93vu8mc76g5nc197-1,10,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,45,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,61,no,1
17a6ei3mhl93vu8mc76g5nc197-1,54,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,33,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,63,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,64,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,18,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,44,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,23,yes,2
17a6ei3mhl93vu8mc76g5nc197-1,21,yes,1
17a6ei3mhl93vu8mc76g5nc197-1,28,yes,1
ukg8p0eshbvb8339d8enrtois6-1,49,no,1
ukg8p0eshbvb8339d8enrtois6-1,112,yes,1
ukg8p0eshbvb8339d8enrtois6-1,58,yes,2
ukg8p0eshbvb8339d8enrtois6-1,36,yes,2
ukg8p0eshbvb8339d8enrtois6-1,29,yes,2
ukg8p0eshbvb8339d8enrtois6-1,101,yes,1
ukg8p0eshbvb8339d8enrtois6-1,13,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,119,no,2
ukg8p0eshbvb8339d8enrtois6-1,120,no,2
ukg8p0eshbvb8339d8enrtois6-1,32,yes,1
ukg8p0eshbvb8339d8enrtois6-1,48,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,53,no,2
ukg8p0eshbvb8339d8enrtois6-1,37,yes,2
ukg8p0eshbvb8339d8enrtois6-1,116,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,113,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,104,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,108,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,25,no,2
ukg8p0eshbvb8339d8enrtois6-1,111,yes,1
ukg8p0eshbvb8339d8enrtois6-1,55,no,1
ukg8p0eshbvb8339d8enrtois6-1,65,yes,1
ukg8p0eshbvb8339d8enrtois6-1,50,yes,1
ukg8p0eshbvb8339d8enrtois6-1,5,yes,2
ukg8p0eshbvb8339d8enrtois6-1,118,yes,2
ukg8p0eshbvb8339d8enrtois6-1,9,no,2
ukg8p0eshbvb8339d8enrtois6-1,52,no,2
ukg8p0eshbvb8339d8enrtois6-1,56,yes,1
ukg8p0eshbvb8339d8enrtois6-1,7,no,2
ukg8p0eshbvb8339d8enrtois6-1,47,yes,2
ukg8p0eshbvb8339d8enrtois6-1,107,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,17,yes,1
ukg8p0eshbvb8339d8enrtois6-1,117,yes,1
ukg8p0eshbvb8339d8enrtois6-1,102,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,34,yes,1
ukg8p0eshbvb8339d8enrtois6-1,30,yes,1
ukg8p0eshbvb8339d8enrtois6-1,41,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,24,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,115,yes,1
ukg8p0eshbvb8339d8enrtois6-1,46,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,26,yes,2
ukg8p0eshbvb8339d8enrtois6-1,103,yes,1
ukg8p0eshbvb8339d8enrtois6-1,109,yes,1
ukg8p0eshbvb8339d8enrtois6-1,3,yes,2
ukg8p0eshbvb8339d8enrtois6-1,38,yes,1
ukg8p0eshbvb8339d8enrtois6-1,105,yes,2
ukg8p0eshbvb8339d8enrtois6-1,12,yes,1
ukg8p0eshbvb8339d8enrtois6-1,40,yes,2
ukg8p0eshbvb8339d8enrtois6-1,39,yes,2
ukg8p0eshbvb8339d8enrtois6-1,51,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,27,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,110,yes,2
ukg8p0eshbvb8339d8enrtois6-1,20,yes,2
ukg8p0eshbvb8339d8enrtois6-1,2,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,15,yes,1
ukg8p0eshbvb8339d8enrtois6-1,8,no,2
ukg8p0eshbvb8339d8enrtois6-1,11,yes,1
ukg8p0eshbvb8339d8enrtois6-1,42,no,1
ukg8p0eshbvb8339d8enrtois6-1,35,no,2
ukg8p0eshbvb8339d8enrtois6-1,106,yes,1
ukg8p0eshbvb8339d8enrtois6-1,22,yes,2
ukg8p0eshbvb8339d8enrtois6-1,31,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,62,yes,2
ukg8p0eshbvb8339d8enrtois6-1,114,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,60,no,2
ukg8p0eshbvb8339d8enrtois6-1,57,yes,1
ukg8p0eshbvb8339d8enrtois6-1,43,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,4,yes,2
ukg8p0eshbvb8339d8enrtois6-1,19,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,10,yes,2
ukg8p0eshbvb8339d8enrtois6-1,45,yes,1
ukg8p0eshbvb8339d8enrtois6-1,61,yes,1
ukg8p0eshbvb8339d8enrtois6-1,54,yes,1
ukg8p0eshbvb8339d8enrtois6-1,33,yes,1
ukg8p0eshbvb8339d8enrtois6-1,63,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,64,abstain,1
ukg8p0eshbvb8339d8enrtois6-1,18,yes,1
ukg8p0eshbvb8339d8enrtois6-1,44,no,1
ukg8p0eshbvb8339d8enrtois6-1,23,no,2
ukg8p0eshbvb8339d8enrtois6-1,21,yes,2
ukg8p0eshbvb8339d8enrtois6-1,28,yes,2
m4p334fh0g6uanod34892r7fm7-1,49,yes,1
m4p334fh0g6uanod34892r7fm7-1,112,yes,1
m4p334fh0g6uanod34892r7fm7-1,58,abstain,1
m4p334fh0g6uanod34892r7fm7-1,36,yes,1
m4p334fh0g6uanod34892r7fm7-1,29,no,1
m4p334fh0g6uanod34892r7fm7-1,101,yes,1
m4p334fh0g6uanod34892r7fm7-1,13,no,1
m4p334fh0g6uanod34892r7fm7-1,119,no,2
m4p334fh0g6uanod34892r7fm7-1,120,no,1
m4p334fh0g6uanod34892r7fm7-1,32,abstain,1
m4p334fh0g6uanod34892r7fm7-1,48,no,1
m4p334fh0g6uanod34892r7fm7-1,53,no,1
m4p334fh0g6uanod34892r7fm7-1,37,no,1
m4p334fh0g6uanod34892r7fm7-1,116,abstain,1
m4p334fh0g6uanod34892r7fm7-1,113,no,1
m4p334fh0g6uanod34892r7fm7-1,104,yes,1
m4p334fh0g6uanod34892r7fm7-1,108,no,1
m4p334fh0g6uanod34892r7fm7-1,25,abstain,1
m4p334fh0g6uanod34892r7fm7-1,111,yes,2
m4p334fh0g6uanod34892r7fm7-1,55,no,1
m4p334fh0g6uanod34892r7fm7-1,65,yes,2
m4p334fh0g6uanod34892r7fm7-1,50,yes,1
m4p334fh0g6uanod34892r7fm7-1,5,no,1
m4p334fh0g6uanod34892r7fm7-1,118,yes,2
m4p334fh0g6uanod34892r7fm7-1,9,no,2
m4p334fh0g6uanod34892r7fm7-1,52,yes,1
m4p334fh0g6uanod34892r7fm7-1,56,yes,1
m4p334fh0g6uanod34892r7fm7-1,7,no,2
m4p334fh0g6uanod34892r7fm7-1,47,yes,1
m4p334fh0g6uanod34892r7fm7-1,107,abstain,1
m4p334fh0g6uanod34892r7fm7-1,17,no,1
m4p334fh0g6uanod34892r7fm7-1,117,yes,2
m4p334fh0g6uanod34892r7fm7-1,102,no,1
m4p334fh0g6uanod34892r7fm7-1,34,yes,1
m4p334fh0g6uanod34892r7fm7-1,30,no,1
m4p334fh0g6uanod34892r7fm7-1,41,yes,1
m4p334fh0g6uanod34892r7fm7-1,24,yes,1
m4p334fh0g6uanod34892r7fm7-1,115,abstain,1
m4p334fh0g6uanod34892r7fm7-1,46,yes,1
m4p334fh0g6uanod34892r7fm7-1,26,yes,1
m4p334fh0g6uanod34892r7fm7-1,103,yes,1
m4p334fh0g6uanod34892r7fm7-1,109,yes,2
m4p334fh0g6uanod34892r7fm7-1,3,yes,2
m4p334fh0g6uanod34892r7fm7-1,38,yes,2
m4p334fh0g6uanod34892r7fm7-1,105,no,1
m4p334fh0g6uanod34892r7fm7-1,12,yes,1
m4p334fh0g6uanod34892r7fm7-1,40,yes,2
m4p334fh0g6uanod34892r7fm7-1,39,yes,2
m4p334fh0g6uanod34892r7fm7-1,51,yes,1
m4p334fh0g6uanod34892r7fm7-1,27,no,1
m4p334fh0g6uanod34892r7fm7-1,110,yes,1
m4p334fh0g6uanod34892r7fm7-1,20,yes,2
m4p334fh0g6uanod34892r7fm7-1,2,no,1
m4p334fh0g6uanod34892r7fm7-1,15,yes,1
m4p334fh0g6uanod34892r7fm7-1,8,yes,1
m4p334fh0g6uanod34892r7fm7-1,11,yes,1
m4p334fh0g6uanod34892r7fm7-1,42,no,1
m4p334fh0g6uanod34892r7fm7-1,35,no,1
m4p334fh0g6uanod34892r7fm7-1,106,yes,1
m4p334fh0g6uanod34892r7fm7-1,22,yes,1
m4p334fh0g6uanod34892r7fm7-1,31,yes,1
m4p334fh0g6uanod34892r7fm7-1,62,yes,1
m4p334fh0g6uanod34892r7fm7-1,114,yes,1
m4p334fh0g6uanod34892r7fm7-1,60,no,1
m4p334fh0g6uanod34892r7fm7-1,57,abstain,1
m4p334fh0g6uanod34892r7fm7-1,43,no,1
m4p334fh0g6uanod34892r7fm7-1,4,no,1
m4p334fh0g6uanod34892r7fm7-1,19,abstain,1
m4p334fh0g6uanod34892r7fm7-1,10,yes,1
m4p334fh0g6uanod34892r7fm7-1,45,yes,1
m4p334fh0g6uanod34892r7fm7-1,61,yes,1
m4p334fh0g6uanod34892r7fm7-1,54,yes,1
m4p334fh0g6uanod34892r7fm7-1,33,yes,1
m4p334fh0g6uanod34892r7fm7-1,63,yes,1
m4p334fh0g6uanod34892r7fm7-1,64,yes,1
