voter_id,vote_event_id,option,weight
vg9c5tbt12odvgodklfa1eonh0-1,30,no,1
vg9c5tbt12odvgodklfa1eonh0-1,41,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,24,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,115,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,46,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,26,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,103,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,109,no,1
vg9c5tbt12odvgodklfa1eonh0-1,3,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,38,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,105,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,12,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,40,no,1
vg9c5tbt12odvgodklfa1eonh0-1,39,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,51,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,27,no,1
vg9c5tbt12odvgodklfa1eonh0-1,110,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,20,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,2,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,15,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,8,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,11,no,1
vg9c5tbt12odvgodklfa1eonh0-1,42,no,1
vg9c5tbt12odvgodklfa1eonh0-1,35,no,1
vg9c5tbt12odvgodklfa1eonh0-1,106,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,22,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,31,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,62,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,114,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,60,no,1
vg9c5tbt12odvgodklfa1eonh0-1,57,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,43,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,4,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,19,abstain,1
vg9c5tbt12odvgodklfa1eonh0-1,10,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,45,no,1
vg9c5tbt12odvgodklfa1eonh0-1,61,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,54,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,33,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,63,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,64,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,18,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,44,no,1
vg9c5tbt12odvgodklfa1eonh0-1,23,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,21,yes,1
vg9c5tbt12odvgodklfa1eonh0-1,28,no,1
phun26hcj3hfporf86isovqg11-1,49,yes,1
phun26hcj3hfporf86isovqg11-1,112,no,1
phun26hcj3hfporf86isovqg11-1,58,no,1
phun26hcj3hfporf86isovqg11-1,36,no,1
phun26hcj3hfporf86isovqg11-1,29,yes,1
phun26hcj3hfporf86isovqg11-1,101,no,1
phun26hcj3hfporf86isovqg11-1,13,yes,1
phun26hcj3hfporf86isovqg11-1,119,yes,1
phun26hcj3hfporf86isovqg11-1,120,no,1
phun26hcj3hfporf86isovqg11-1,32,yes,1
phun26hcj3hfporf86isovqg11-1,48,no,1
phun26hcj3hfporf86isovqg11-1,53,no,1
phun26hcj3hfporf86isovqg11-1,37,yes,1
phun26hcj3hfporf86isovqg11-1,116,no,1
phun26hcj3hfporf86isovqg11-1,113,abstain,1
phun26hcj3hfporf86isovqg11-1,104,no,1
phun26hcj3hfporf86isovqg11-1,108,abstain,1
phun26hcj3hfporf86isovqg11-1,25,yes,1
phun26hcj3hfporf86isovqg11-1,111,yes,1
phun26hcj3hfporf86isovqg11-1,55,no,1
phun26hcj3hfporf86isovqg11-1,65,yes,1
phun26hcj3hfporf86isovqg11-1,50,yes,1
phun26hcj3hfporf86isovqg11-1,5,yes,1
phun26hcj3hfporf86isovqg11-1,118,yes,1
phun26hcj3hfporf86isovqg11-1,9,yes,1
phun26hcj3hfporf86isovqg11-1,52,abstain,1
phun26hcj3hfporf86isovqg11-1,56,yes,1
phun26hcj3hfporf86isovqg11-1,7,no,1
phun26hcj3hfporf86isovqg11-1,47,no,1
phun26hcj3hfporf86isovqg11-1,107,no,1
phun26hcj3hfporf86isovqg11-1,17,no,1
phun26hcj3hfporf86isovqg11-1,117,yes,1
phun26hcj3hfporf86isovqg11-1,102,no,1
phun26hcj3hfporf86isovqg11-1,34,yes,1
phun26hcj3hfporf86isovqg11-1,30,abstain,1
phun26hcj3hfporf86isovqg11-1,41,yes,1
phun26hcj3hfporf86isovqg11-1,24,yes,1
phun26hcj3hfporf86isovqg11-1,115,abstain,1
phun26hcj3hfporf86isovqg11-1,46,yes,1
phun26hcj3hfporf86isovqg11-1,26,yes,1
phun26hcj3hfporf86isovqg11-1,103,no,1
phun26hcj3hfporf86isovqg11-1,109,no,1
phun26hcj3hfporf86isovqg11-1,3,yes,1
phun26hcj3hfporf86isovqg11-1,38,yes,1
phun26hcj3hfporf86isovqg11-1,105,yes,1
phun26hcj3hfporf86isovqg11-1,12,yes,1
phun26hcj3hfporf86isovqg11-1,40,no,1
phun26hcj3hfporf86isovqg11-1,39,yes,1
phun26hcj3hfporf86isovqg11-1,51,yes,1
phun26hcj3hfporf86isovqg11-1,27,no,1
phun26hcj3hfporf86isovqg11-1,110,yes,1
phun26hcj3hfporf86isovqg11-1,20,yes,1
phun26hcj3hfporf86isovqg11-1,2,yes,1
phun26hcj3hfporf86isovqg11-1,15,no,1
phun26hcj3hfporf86isovqg11-1,8,yes,1
phun26hcj3hfporf86isovqg11-1,11,no,1
phun26hcj3hfporf86isovqg11-1,42,no,1
phun26hcj3hfporf86isovqg11-1,35,yes,1
phun26hcj3hfporf86isovqg11-1,106,yes,1
phun26hcj3hfporf86isovqg11-1,22,yes,1
phun26hcj3hfporf86isovqg11-1,31,yes,1
phun26hcj3hfporf86isovqg11-1,62,yes,1
phun26hcj3hfporf86isovqg11-1,114,no,1
phun26hcj3hfporf86isovqg11-1,60,no,1
phun26hcj3hfporf86isovqg11-1,57,no,1
phun26hcj3hfporf86isovqg11-1,43,abstain,1
phun26hcj3hfporf86isovqg11-1,4,yes,1
phun26hcj3hfporf86isovqg11-1,19,yes,1
phun26hcj3hfporf86isovqg11-1,10,no,1
phun26hcj3hfporf86isovqg11-1,45,yes,1
phun26hcj3hfporf86isovqg11-1,61,no,1
phun26hcj3hfporf86isovqg11-1,54,yes,1
phun26hcj3hfporf86isovqg11-1,33,yes,1
phun26hcj3hfporf86isovqg11-1,63,yes,1
phun26hcj3hfporf86isovqg11-1,64,yes,1
phun26hcj3hfporf86isovqg11-1,18,yes,1
phun26hcj3hfporf86isovqg11-1,44,no,1
phun26hcj3hfporf86isovqg11-1,23,yes,1
phun26hcj3hfporf86isovqg11-1,21,yes,1
phun26hcj3hfporf86isovqg11-1,28,no,1
p1bhqsg57v74na10kvr63pn280-1,49,yes,1
p1bhqsg57v74na10kvr63pn280-1,112,no,1
p1bhqsg57v74na10kvr63pn280-1,58,no,1
p1bhqsg57v74na10kvr63pn280-1,36,yes,1
p1bhqsg57v74na10kvr63pn280-1,29,no,1
p1bhqsg57v74na10kvr63pn280-1,101,yes,1
p1bhqsg57v74na10kvr63pn280-1,13,yes,1
p1bhqsg57v74na10kvr63pn280-1,119,yes,1
p1bhqsg57v74na10kvr63pn280-1,120,no,1
p1bhqsg57v74na10kvr63pn280-1,32,yes,1
p1bhqsg57v74na10kvr63pn280-1,48,no,1
p1bhqsg57v74na10kvr63pn280-1,53,yes,1
p1bhqsg57v74na10kvr63pn280-1,37,yes,1
p1bhqsg57v74na10kvr63pn280-1,116,yes,1
p1bhqsg57v74na10kvr63pn280-1,113,yes,1
p1bhqsg57v74na10kvr63pn280-1,104,yes,1
p1bhqsg57v74na10kvr63pn280-1,108,yes,1
p1bhqsg57v74na10kvr63pn280-1,25,yes,1
p1bhqsg57v74na10kvr63pn280-1,111,yes,1
p1bhqsg57v74na10kvr63pn280-1,55,no,1
p1bhqsg57v74na10kvr63pn280-1,65,yes,1
p1bhqsg57v74na10kvr63pn280-1,50,yes,1
p1bhqsg57v74na10kvr63pn280-1,5,yes,1
p1bhqsg57v74na10kvr63pn280-1,118,yes,1
p1bhqsg57v74na10kvr63pn280-1,9,yes,1
p1bhqsg57v74na10kvr63pn280-1,52,no,1
p1bhqsg57v74na10kvr63pn280-1,56,yes,1
p1bhqsg57v74na10kvr63pn280-1,7,no,1
p1bhqsg57v74na10kvr63pn280-1,47,yes,1
p1bhqsg57v74na10kvr63pn280-1,107,yes,1
p1bhqsg57v74na10kvr63pn280-1,17,no,1
p1bhqsg57v74na10kvr63pn280-1,117,yes,1
p1bhqsg57v74na10kvr63pn280-1,102,yes,1
p1bhqsg57v74na10kvr63pn280-1,34,yes,1
p1bhqsg57v74na10kvr63pn280-1,30,yes,1
p1bhqsg57v74na10kvr63pn280-1,41,yes,1
p1bhqsg57v74na10kvr63pn280-1,24,abstain,1
p1bhqsg57v74na10kvr63pn280-1,115,yes,1
p1bhqsg57v74na10kvr63pn280-1,46,yes,1
p1bhqsg57v74na10kvr63pn280-1,26,yes,1
p1bhqsg57v74na10kvr63pn280-1,103,yes,1
p1bhqsg57v74na10kvr63pn280-1,109,yes,1
p1bhqsg57v74na10kvr63pn280-1,3,yes,1
p1bhqsg57v74na10kvr63pn280-1,38,yes,1
p1bhqsg57v74na10kvr63pn280-1,105,yes,1
p1bhqsg57v74na10kvr63pn280-1,12,yes,1
p1bhqsg57v74na10kvr63pn280-1,40,yes,1
p1bhqsg57v74na10kvr63pn280-1,39,yes,1
p1bhqsg57v74na10kvr63pn280-1,51,yes,1
p1bhqsg57v74na10kvr63pn280-1,27,no,1
p1bhqsg57v74na10kvr63pn280-1,110,yes,1
p1bhqsg57v74na10kvr63pn280-1,20,yes,1
p1bhqsg57v74na10kvr63pn280-1,2,yes,1
p1bhqsg57v74na10kvr63pn280-1,15,yes,1
p1bhqsg57v74na10kvr63pn280-1,8,no,1
p1bhqsg57v74na10kvr63pn280-1,11,yes,1
p1bhqsg57v74na10kvr63pn280-1,42,yes,1
p1bhqsg57v74na10kvr63pn280-1,35,no,1
p1bhqsg57v74na10kvr63pn280-1,106,yes,1
p1bhqsg57v74na10kvr63pn280-1,22,no,1
p1bhqsg57v74na10kvr63pn280-1,31,no,1
p1bhqsg57v74na10kvr63pn280-1,62,no,1
p1bhqsg57v74na10kvr63pn280-1,114,no,1
p1bhqsg57v74na10kvr63pn280-1,60,yes,1
p1bhqsg57v74na10kvr63pn280-1,57,yes,1
p1bhqsg57v74na10kvr63pn280-1,43,yes,1
p1bhqsg57v74na10kvr63pn280-1,4,no,1
p1bhqsg57v74na10kvr63pn280-1,19,yes,1
p1bhqsg57v74na10kvr63pn280-1,10,yes,1
p1bhqsg57v74na10kvr63pn280-1,45,yes,1
p1bhqsg57v74na10kvr63pn280-1,61,yes,1
p1bhqsg57v74na10kvr63pn280-1,54,yes,1
p1bhqsg57v74na10kvr63pn280-1,33,yes,1
p1bhqsg57v74na10kvr63pn280-1,63,yes,1
p1bhqsg57v74na10kvr63pn280-1,64,yes,1
p1bhqsg57v74na10kvr63pn280-1,18,yes,1
p1bhqsg57v74na10kvr63pn280-1,44,no,1
p1bhqsg57v74na10kvr63pn280-1,23,no,1
p1bhqsg57v74na10kvr63pn280-1,21,yes,1
p1bhqsg57v74na10kvr63pn280-1,28,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,49,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,112,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,58,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,36,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,29,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,101,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,13,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,119,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,120,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,32,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,48,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,53,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,37,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,116,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,113,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,104,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,108,abstain,1
3gta680ipn4t4aktj5vgfkvfa2-1,25,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,111,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,55,abstain,1
3gta680ipn4t4aktj5vgfkvfa2-1,65,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,50,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,5,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,118,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,9,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,52,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,56,abstain,1
3gta680ipn4t4aktj5vgfkvfa2-1,7,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,47,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,107,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,17,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,117,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,102,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,34,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,30,abstain,1
3gta680ipn4t4aktj5vgfkvfa2-1,41,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,24,abstain,1
3gta680ipn4t4aktj5vgfkvfa2-1,115,abstain,1
3gta680ipn4t4aktj5vgfkvfa2-1,46,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,26,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,103,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,109,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,3,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,38,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,105,abstain,1
3gta680ipn4t4aktj5vgfkvfa2-1,12,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,40,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,39,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,51,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,27,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,110,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,20,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,2,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,15,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,8,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,11,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,42,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,35,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,106,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,22,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,31,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,62,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,114,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,60,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,57,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,43,abstain,1
3gta680ipn4t4aktj5vgfkvfa2-1,4,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,19,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,10,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,45,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,61,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,54,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,33,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,63,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,64,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,18,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,44,no,1
3gta680ipn4t4aktj5vgfkvfa2-1,23,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,21,yes,1
3gta680ipn4t4aktj5vgfkvfa2-1,28,yes,1
86th5lrvthckfin3tftngmhru3-1,49,abstain,1
86th5lrvthckfin3tftngmhru3-1,112,no,2
86th5lrvthckfin3tftngmhru3-1,58,abstain,1
86th5lrvthckfin3tftngmhru3-1,36,yes,1
86th5lrvthckfin3tftngmhru3-1,29,no,1
86th5lrvthckfin3tftngmhru3-1,101,yes,2
86th5lrvthckfin3tftngmhru3-1,13,no,1
86th5lrvthckfin3tftngmhru3-1,119,no,2
86th5lrvthckfin3tftngmhru3-1,120,no,1
86th5lrvthckfin3tftngmhru3-1,32,abstain,1
86th5lrvthckfin3tftngmhru3-1,48,no,2
86th5lrvthckfin3tftngmhru3-1,53,no,1
86th5lrvthckfin3tftngmhru3-1,37,yes,1
86th5lrvthckfin3tftngmhru3-1,116,abstain,1
86th5lrvthckfin3tftngmhru3-1,113,yes,1
86th5lrvthckfin3tftngmhru3-1,104,abstain,1
86th5lrvthckfin3tftngmhru3-1,108,abstain,1
86th5lrvthckfin3tftngmhru3-1,25,yes,1
86th5lrvthckfin3tftngmhru3-1,111,yes,1
86th5lrvthckfin3tftngmhru3-1,55,no,2
86th5lrvthckfin3tftngmhru3-1,65,yes,1
86th5lrvthckfin3tftngmhru3-1,50,yes,1
86th5lrvthckfin3tftngmhru3-1,5,yes,1
86th5lrvthckfin3tftngmhru3-1,118,abstain,1
86th5lrvthckfin3tftngmhru3-1,9,no,1
86th5lrvthckfin3tftngmhru3-1,52,yes,1
86th5lrvthckfin3tftngmhru3-1,56,yes,1
86th5lrvthckfin3tftngmhru3-1,7,no,2
86th5lrvthckfin3tftngmhru3-1,47,yes,1
86th5lrvthckfin3tftngmhru3-1,107,yes,1
86th5lrvthckfin3tftngmhru3-1,17,no,2
86th5lrvthckfin3tftngmhru3-1,117,yes,2
86th5lrvthckfin3tftngmhru3-1,102,no,2
86th5lrvthckfin3tftngmhru3-1,34,yes,1
86th5lrvthckfin3tftngmhru3-1,30,yes,1
86th5lrvthckfin3tftngmhru3-1,41,yes,1
86th5lrvthckfin3tftngmhru3-1,24,abstain,1
86th5lrvthckfin3tftngmhru3-1,115,abstain,1
86th5lrvthckfin3tftngmhru3-1,46,yes,1
86th5lrvthckfin3tftngmhru3-1,26,abstain,1
86th5lrvthckfin3tftngmhru3-1,103,abstain,1
86th5lrvthckfin3tftngmhru3-1,109,abstain,1
86th5lrvthckfin3tftngmhru3-1,3,yes,2
86th5lrvthckfin3tftngmhru3-1,38,yes,1
86th5lrvthckfin3tftngmhru3-1,105,abstain,1
86th5lrvthckfin3tftngmhru3-1,12,yes,1
86th5lrvthckfin3tftngmhru3-1,40,yes,1
86th5lrvthckfin3tftngmhru3-1,39,abstain,1
86th5lrvthckfin3tftngmhru3-1,51,abstain,1
86th5lrvthckfin3tftngmhru3-1,27,no,2
86th5lrvthckfin3tftngmhru3-1,110,yes,1
86th5lrvthckfin3tftngmhru3-1,20,yes,1
86th5lrvthckfin3tftngmhru3-1,2,no,1
86th5lrvthckfin3tftngmhru3-1,15,yes,1
86th5lrvthckfin3tftngmhru3-1,8,no,1
86th5lrvthckfin3tftngmhru3-1,11,no,1
86th5lrvthckfin3tftngmhru3-1,42,no,1
86th5lrvthckfin3tftngmhru3-1,35,no,2
86th5lrvthckfin3tftngmhru3-1,106,yes,2
86th5lrvthckfin3tftngmhru3-1,22,no,1
86th5lrvthckfin3tftngmhru3-1,31,yes,1
86th5lrvthckfin3tftngmhru3-1,62,no,1
86th5lrvthckfin3tftngmhru3-1,114,no,1
86th5lrvthckfin3tftngmhru3-1,60,no,1
86th5lrvthckfin3tftngmhru3-1,57,abstain,1
86th5lrvthckfin3tftngmhru3-1,43,yes,1
86th5lrvthckfin3tftngmhru3-1,4,yes,1
86th5lrvthckfin3tftngmhru3-1,19,yes,1
86th5lrvthckfin3tftngmhru3-1,10,no,1
86th5lrvthckfin3tftngmhru3-1,45,yes,1
86th5lrvthckfin3tftngmhru3-1,61,abstain,1
86th5lrvthckfin3tftngmhru3-1,54,yes,1
86th5lrvthckfin3tftngmhru3-1,33,yes,1
86th5lrvthckfin3tftngmhru3-1,63,yes,1
86th5lrvthckfin3tftngmhru3-1,64,yes,2
86th5lrvthckfin3tftngmhru3-1,18,yes,2
86th5lrvthckfin3tftngmhru3-1,44,no,1
86th5lrvthckfin3tftngmhru3-1,23,abstain,1
86th5lrvthckfin3tftngmhru3-1,21,no,1
86th5lrvthckfin3tftngmhru3-1,28,yes,2
ledjj9d6jknc67pucmph819iv0-1,49,yes,1
ledjj9d6jknc67pucmph819iv0-1,112,no,1
ledjj9d6jknc67pucmph819iv0-1,58,abstain,1
ledjj9d6jknc67pucmph819iv0-1,36,yes,1
ledjj9d6jknc67pucmph819iv0-1,29,no,1
ledjj9d6jknc67pucmph819iv0-1,101,yes,1
ledjj9d6jknc67pucmph819iv0-1,13,yes,1
ledjj9d6jknc67pucmph819iv0-1,119,no,1
ledjj9d6jknc67pucmph819iv0-1,120,no,1
ledjj9d6jknc67pucmph819iv0-1,32,yes,1
ledjj9d6jknc67pucmph819iv0-1,48,yes,1
ledjj9d6jknc67pucmph819iv0-1,53,no,1
ledjj9d6jknc67pucmph819iv0-1,37,yes,1
ledjj9d6jknc67pucmph819iv0-1,116,no,1
ledjj9d6jknc67pucmph819iv0-1,113,yes,1
ledjj9d6jknc67pucmph819iv0-1,104,yes,1
ledjj9d6jknc67pucmph819iv0-1,108,abstain,1
ledjj9d6jknc67pucmph819iv0-1,25,yes,1
ledjj9d6jknc67pucmph819iv0-1,111,yes,1
ledjj9d6jknc67pucmph819iv0-1,55,no,1
ledjj9d6jknc67pucmph819iv0-1,65,yes,1
ledjj9d6jknc67pucmph819iv0-1,50,yes,1
ledjj9d6jknc67pucmph819iv0-1,5,no,1
ledjj9d6jknc67pucmph819iv0-1,118,yes,1
ledjj9d6jknc67pucmph819iv0-1,9,no,1
ledjj9d6jknc67pucmph819iv0-1,52,yes,1
ledjj9d6jknc67pucmph819iv0-1,56,yes,1
ledjj9d6jknc67pucmph819iv0-1,7,no,1
ledjj9d6jknc67pucmph819iv0-1,47,yes,1
ledjj9d6jknc67pucmph819iv0-1,107,abstain,1
ledjj9d6jknc67pucmph819iv0-1,17,no,1
ledjj9d6jknc67pucmph819iv0-1,117,yes,1
ledjj9d6jknc67pucmph819iv0-1,102,yes,1
ledjj9d6jknc67pucmph819iv0-1,34,yes,1
ledjj9d6jknc67pucmph819iv0-1,30,yes,1
ledjj9d6jknc67pucmph819iv0-1,41,yes,1
ledjj9d6jknc67pucmph819iv0-1,24,yes,1
ledjj9d6jknc67pucmph819iv0-1,115,yes,1
ledjj9d6jknc67pucmph819iv0-1,46,yes,1
ledjj9d6jknc67pucmph819iv0-1,26,yes,1
ledjj9d6jknc67pucmph819iv0-1,103,yes,1
ledjj9d6jknc67pucmph819iv0-1,109,yes,1
ledjj9d6jknc67pucmph819iv0-1,3,yes,1
ledjj9d6jknc67pucmph819iv0-1,38,yes,1
ledjj9d6jknc67pucmph819iv0-1,105,abstain,1
ledjj9d6jknc67pucmph819iv0-1,12,yes,1
ledjj9d6jknc67pucmph819iv0-1,40,yes,1
ledjj9d6jknc67pucmph819iv0-1,39,yes,1
ledjj9d6jknc67pucmph819iv0-1,51,yes,1
ledjj9d6jknc67pucmph819iv0-1,27,no,1
ledjj9d6jknc67pucmph819iv0-1,110,yes,1
ledjj9d6jknc67pucmph819iv0-1,20,yes,1
ledjj9d6jknc67pucmph819iv0-1,2,no,1
ledjj9d6jknc67pucmph819iv0-1,15,no,1
ledjj9d6jknc67pucmph819iv0-1,8,yes,1
ledjj9d6jknc67pucmph819iv0-1,11,yes,1
ledjj9d6jknc67pucmph819iv0-1,42,no,1
ledjj9d6jknc67pucmph819iv0-1,35,no,1
ledjj9d6jknc67pucmph819iv0-1,106,yes,1
ledjj9d6jknc67pucmph819iv0-1,22,no,1
ledjj9d6jknc67pucmph819iv0-1,31,no,1
ledjj9d6jknc67pucmph819iv0-1,62,yes,1
ledjj9d6jknc67pucmph819iv0-1,114,no,1
ledjj9d6jknc67pucmph819iv0-1,60,no,1
ledjj9d6jknc67pucmph819iv0-1,57,no,1
ledjj9d6jknc67pucmph819iv0-1,43,abstain,1
ledjj9d6jknc67pucmph819iv0-1,4,yes,1
ledjj9d6jknc67pucmph819iv0-1,19,yes,1
ledjj9d6jknc67pucmph819iv0-1,10,yes,1
ledjj9d6jknc67pucmph819iv0-1,45,yes,1
ledjj9d6jknc67pucmph819iv0-1,61,no,1
ledjj9d6jknc67pucmph819iv0-1,54,yes,1
ledjj9d6jknc67pucmph819iv0-1,33,yes,1
ledjj9d6jknc67pucmph819iv0-1,63,yes,1
ledjj9d6jknc67pucmph819iv0-1,64,yes,1
ledjj9d6jknc67pucmph819iv0-1,18,yes,1
ledjj9d6jknc67pucmph819iv0-1,44,no,1
ledjj9d6jknc67pucmph819iv0-1,23,yes,1
ledjj9d6jknc67pucmph819iv0-1,21,yes,1
