id,start_date,motion:title,motion:number,motions:document,sources:link:url,motion:legislative_session,motion:result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
18268,2002-11-28,k výborům Zastupitelstva hlavního města Prahy (F),01/02,71,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18268,1,fail,14,28,20,70,62
18269,2002-11-28,k výborům Zastupitelstva hlavního města Prahy (F),01/02,71,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18269,1,fail,17,41,10,70,68
18270,2002-11-28,k výborům Zastupitelstva hlavního města Prahy (F),01/02,71,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18270,1,fail,27,18,24,70,69
18271,2002-11-28,k výborům Zastupitelstva hlavního města Prahy (F),01/02,71,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18271,1,fail,20,36,11,70,67
18272,2002-11-28,k výborům Zastupitelstva hlavního města Prahy (F),01/02,71,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18272,1,fail,15,35,17,70,67
18273,2002-11-28,k výborům Zastupitelstva hlavního města Prahy (F),01/02,71,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18273,1,fail,22,7,38,70,67
18274,2002-11-28,k výborům Zastupitelstva hlavního města Prahy (F),01/02,71,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18274,1,pass,62,0,7,70,69
18275,2002-11-28,k návrhu na stanovení počtu dlouhodobě uvolněných členů Zastupitelstva hl.m. Prahy (F),01/03,85,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18275,1,fail,21,31,16,70,68
18276,2002-11-28,k návrhu na stanovení počtu dlouhodobě uvolněných členů Zastupitelstva hl.m. Prahy (F),01/03,85,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18276,1,pass,48,17,2,70,67
18277,2002-11-28,k podepisování doložky podle § 43 zákona o hlavním městě Praze (F),01/04,72,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18277,1,pass,62,1,1,70,64
18278,2002-11-28,souhrnné usnesení z jednání ustavujícího zasedání ZHMP ze dne 28.11.2002 (F),01/01,70,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18278,1,pass,56,1,10,70,67
18279,2002-12-12,k volbě přísedících Městského soudu v Praze (F),02/01,82,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18279,2,pass,60,0,0,70,60
18280,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18280,2,fail,29,16,18,70,63
18281,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18281,2,fail,27,24,13,70,64
18282,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18282,2,fail,27,29,11,70,67
18283,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18283,2,fail,22,25,19,70,66
18284,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18284,2,fail,23,29,13,70,65
18285,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18285,2,fail,23,21,21,70,65
18286,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18286,2,fail,28,21,17,70,66
18287,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18287,2,fail,24,18,23,70,65
18288,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18288,2,fail,23,19,24,70,66
18289,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18289,2,fail,26,14,24,70,64
18290,2002-12-12,k návrhu na složení výborů ZHMP (F),02/02,76,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18290,2,pass,51,3,11,70,65
18291,2002-12-12,k návrhu na stanovení paušální hodinové částky pro poskytnutí náhrady ušlého výdělku v souvislosti s (F),02/03,89,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18291,2,pass,47,0,4,70,51
18292,2002-12-12,k odměnám neuvolněných členů Zastupitelstva hl. m. Prahy (F),02/04,88,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18292,2,pass,55,0,1,70,56
18293,2002-12-12,ke Zprávě o plnění rozpočtu hl. m. Prahy za 1. - 3. čtvrtletí 2002 a k úpravám rozpočtu vlastního hl (F),02/05,44,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18293,2,fail,19,25,18,70,62
18294,2002-12-12,ke Zprávě o plnění rozpočtu hl. m. Prahy za 1. - 3. čtvrtletí 2002 a k úpravám rozpočtu vlastního hl (F),02/05,44,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18294,2,pass,51,1,12,70,64
18295,2002-12-12,ke Zprávě o plnění rozpočtu hl. m. Prahy za 1. - 3. čtvrtletí 2002 a k úpravám rozpočtu vlastního hl (F),02/05,44,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18295,2,pass,43,1,19,70,63
18296,2002-12-12,ke Zprávě o plnění rozpočtu hl. m. Prahy za 1. - 3. čtvrtletí 2002 a k úpravám rozpočtu vlastního hl (F),02/05,44,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18296,2,pass,42,0,22,70,64
18297,2002-12-12,k návrhu na změnu charakteru účelové dotace poskytnuté MČ Praha 5 (F),02/06,101,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18297,2,pass,58,0,4,70,62
18298,2002-12-12,"k návrhu vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl. m. Prahy, kterou se (F)",02/07,62,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18298,2,pass,51,0,0,70,51
18299,2002-12-12,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška číslo 55/2000 Sb., kterou (F)",02/08,16,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18299,2,pass,53,0,1,70,54
18300,2002-12-12,"k návrhu vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl. m. Prahy, kterou se (F)",02/09,83,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18300,2,pass,54,0,1,70,55
18301,2002-12-12,k návrhu na úplatný převod pozemku parc.č. 1683/7 v kat. území Hlubočepy (F),02/10,24,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18301,2,pass,54,0,0,70,54
18302,2002-12-12,k návrhu na schválení úplatného převodu pozemku parc.č. 2647/2 v kat. území Hloubětín (F),02/12,12,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18302,2,pass,56,0,0,70,56
18303,2002-12-12,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 2091 v katastrálním území (F),02/13,13,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18303,2,pass,59,0,1,70,60
18304,2002-12-12,k návrhu na schválení úplatného převodu části pozemku parcel. č. 2869/285 v k. ú. Krč (F),02/14,39,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18304,2,pass,59,0,1,70,60
18305,2002-12-12,"k návrhu úplatného převodu pozemků č. parc. 69/3 a 69/4, oba v k.ú. Hostivař (F)",02/15,1,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18305,2,pass,60,0,0,70,60
18306,2002-12-12,"k návrhu na úplatný převod pozemků parc.č. 153/5, 153/6, 153/7, 153/8, 153/9 a 153/20 kat.území (F)",02/16,997,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18306,2,pass,64,0,0,70,64
18307,2002-12-12,"k návrhu na úplatný převod pozemků parc.č. 3341/10, 3341/11, 3341/12, 3341/80 a 3341/82 k.ú. (F)",02/17,998,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18307,2,pass,64,0,0,70,64
18308,2002-12-12,k návrhu úplatného převodu objektu bývalé trafostanice s pozemkem parc.č. 4964 v k.ú. Smíchov (F),02/18,48,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18308,2,pass,62,0,0,70,62
18309,2002-12-12,k návrhu úplatného převodu pozemku č. parc. 2770/8 k.ú. Hostivař (F),02/19,64,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18309,2,pass,59,0,0,70,59
18310,2002-12-12,k návrhu úplatného převodu pozemku č. parc. 305/1 díl  a  v k.ú. Záběhlice (F),02/20,73,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18310,2,pass,58,1,1,70,60
18311,2002-12-12,"Návrh na výmaz podniku Československé automobilové opravny (ČSAO) Praha - Vršovice, státní podnik se (F)",02/21,38,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18311,2,pass,57,1,0,70,58
18312,2002-12-12,k návrhu na změnu zřizovací listiny příspěvkové organizace SEZAM (F),02/22,25,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18312,2,pass,57,0,1,70,58
18313,2002-12-12,k návrhu na změny zřizovacích listin příspěvkových organizací Správa pražských hřbitovů a Pohřební ú (F),02/23,46,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18313,2,pass,59,0,0,70,59
18314,2002-12-12,k návrhu změn zřizovacích listin příspěvkových organizací v působnosti OMT MHMP (F),02/24,19,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18314,2,pass,56,0,0,70,56
18315,2002-12-12,k návrhu na změnu zřizovacích listin příspěvkových organizací v působnosti RDO MHMP (F),02/25,33,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18315,2,pass,60,0,0,70,60
18316,2002-12-12,k návrhu změny Z 0165/02 Územního plánu sídelního útvaru hl.m.Prahy (F),02/26,61,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18316,2,pass,39,11,9,70,59
18317,2002-12-12,"k návrhu na bezúplatné nabytí věcí do vlastnictví hl..m. Prahy od Aral ČR a.s., B.H.Centrum a.s. a I (F)",02/27,27,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18317,2,pass,57,0,0,70,57
18318,2002-12-12,k návrhu na bezúplatné nabytí věcí do vlastnictví hl.m. Prahy od manželů Vladimíra a Aleny Prorokový (F),02/28,26,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18318,2,pass,57,0,0,70,57
18319,2002-12-12,k návrhu na bezúplatné nabytí vlastnictví pozemků a komunikací v k.ú. Krč hl.m. Praze ČR-Bytová sprá (F),02/29,28,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18319,2,pass,55,0,0,70,55
18320,2002-12-12,k návrhu na bezúplatné nabytí vlastnictví pozemků hl.m. Praze likvidátorem Státního statku hl.m. Pra (F),02/30,15,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18320,2,pass,56,0,0,70,56
18321,2002-12-12,k návrhu na majetkoprávní vypořádání pozemků parc.č. 4058/1 a 4058/2 v k.ú. Horní Počernice (F),02/31,20,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18321,2,pass,57,0,0,70,57
18322,2002-12-12,"k návrhu na majetkoprávní vypořádání id. 2/3 pozemku parc.č. 1216 v k.ú. Troja, pozemku parc.č. 710/ (F)",02/32,21,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18322,2,pass,54,0,0,70,54
18323,2002-12-12,"k návrhu na majetkoprávní vypořádání pozemků v k.ú. Libeň, Zbraslav (Klika A., Havel V., Šímová M., (F)",02/33,37,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18323,2,pass,56,0,0,70,56
18324,2002-12-12,"k majetkoprávnímu vypořádání pozemků v k.ú. Hlubočepy ve vlastnictví fyzické osoby, zastavěných (F)",02/34,23,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18324,2,pass,54,0,0,70,54
18325,2002-12-12,k návrhu na nabytí nemovitostí - pozemků a porostů do vlastnictví hl. m. Prahy za účelem investiční (F),02/35,29,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18325,2,pass,58,0,0,70,58
18326,2002-12-12,k návrhu na nabytí nemovitostí - pozemků do vlastnictví hl. m. Prahy za účelem investiční výstavby v (F),02/36,30,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18326,2,pass,59,0,0,70,59
18327,2002-12-12,k návrhu na revokaci usnesení Zastupitelstva HMP č.39/34 ze dne 7.3.2002 na schválení nemovitých (F),02/37,31,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18327,2,pass,60,0,0,70,60
18328,2002-12-12,k návrhu na uzavření splátkových dohod o úhradě dlužného nájemného s nájemci bytů ve vlastnictví hl. (F),02/38,9,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18328,2,pass,59,0,0,70,59
18329,2002-12-12,k zániku Městské hygienické stanice Praha ke dni 31.12.2002 (F),02/39,45,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18329,2,pass,56,0,2,70,58
18330,2002-12-12,k návrhu na výkup pozemku parc.č. 1254/4 v k.ú. Troja pro potřeby Pražské botanické zahrady (F),02/40,993,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18330,2,pass,54,0,3,70,57
18331,2002-12-12,k návrhu na zrušení usnesení zastupitelstva hl.m. Prahy č. 31/52 ze dne 28.6.2001 (F),02/41,22,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18331,2,pass,57,0,0,70,57
18332,2002-12-12,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",02/42,32,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18332,2,pass,58,0,0,70,58
18333,2002-12-12,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",02/43,50,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18333,2,pass,58,0,0,70,58
18334,2002-12-12,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",02/44,51,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18334,2,pass,57,0,1,70,58
18335,2002-12-12,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",02/45,59,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18335,2,pass,59,0,0,70,59
18336,2002-12-12,návrh na zrušení příspěvkové organizace Kolektory Praha ke dni 31.12.2002 (F),02/46,87,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18336,2,pass,60,0,0,70,60
18337,2002-12-12,k návrhu na bezúplatné nabytí majetku z vlastnictví společnosti Ústav pro ochranu zvířat JUDr. Dagma (F),02/47,90,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18337,2,pass,51,2,6,70,59
18338,2002-12-19,k záměru na přijetí úvěru od EIB ve výši 80 mil. EUR určeného na opravu pražského metra poškozeného (F),03/01,98,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18338,3,pass,60,0,0,70,60
18339,2002-12-19,k záměru na realizaci 1.emise dluhopisového programu (EMTN) o úhrnné výši 170 mil. EUR (F),03/02,99,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18339,3,fail,21,5,9,70,35
18340,2002-12-19,k záměru na realizaci 1.emise dluhopisového programu (EMTN) o úhrnné výši 170 mil. EUR (F),03/02,99,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18340,3,pass,46,11,5,70,62
18345,2002-12-19,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",03/03,81,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18345,3,fail,25,18,21,70,64
18346,2002-12-19,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",03/03,81,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18346,3,fail,25,11,28,70,64
18347,2002-12-19,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",03/03,81,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18347,3,fail,24,15,27,70,66
18348,2002-12-19,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",03/03,81,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18348,3,fail,7,21,38,70,66
18349,2002-12-19,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",03/03,81,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18349,3,fail,34,7,26,70,67
18350,2002-12-19,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",03/03,81,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18281&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=18350,3,pass,58,1,8,70,67
