id,name
senatorsky-klub-ceske-strany-socialne-demokraticke,Senátorský klub České strany sociálně demokratické
senatorsky-klub-unie-svobody-obcanske-demokraticke-aliance,Senátorský klub Unie svobody - Občanské demokratické aliance
senatorsky-klub-krestanske-a-demokraticke-unie-ceskoslovenske-strany-lidove,Senátorský klub Křesťanské a demokratické unie - Československé strany lidové
nezarazeni,Nezařazení
senatorsky-klub-obcanske-demokraticke-strany,Senátorský klub Občanské demokratické strany
