id,name
100001,Senátorský klub Občanské demokratické strany
100009,Senátorský klub Křesťanské a demokratické unie - Československé strany lidové
100018,Nezařazení
100005,Senátorský klub Unie svobody - Občanské demokratické aliance
100004,Senátorský klub České strany sociálně demokratické
