id,name,abbreviation
598,Poslanecký klub Unie svobody-Demokratické unie,US-DEU
596,Poslanecký klub Komunistické strany Čech a Moravy,KSČM
727,Nezařazení,Nezařaz
597,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,KDU-ČSL
600,Poslanecký klub Občanské demokratické strany,ODS
599,Poslanecký klub České strany sociálně demokratické,ČSSD
