id,start_date,motion:title,motion:result,motion:requirement
2290,2002-03-13T12:00:00,"203-Návrh zákona, kterým se mění zákon č. 484/1991 Sb., o Českém rozhlasu",fail,simple majority
2556,2002-05-14T12:00:00,285 - návrh zákona o změně a zrušení některých zákonů v souvislosti s ukončením činnosti okresních úřadů,pass,simple majority
1722,2001-05-16T12:00:00,"51 - Návrh zákona, kterým se mění zákon č. 155/1995 Sb., o důchodovém pojištění, ve znění pozdějších předpisů",fail,simple majority
1640,2001-03-28T12:00:00,"38 - návrh zákona o přírodních léčivých zdrojích, zdrojích přírodních minerálních vod, přírodních lázních a láz. místech",pass,simple majority
2060,2001-11-22T12:00:00,Ověřovatelé 11. schůze Senátu,pass,simple majority
2397,2002-04-24T12:00:00,250-návrh zákona o státním dluhopisovém programu na úhradu rozpočtovaného schodku státního rozpočtu ČR na rok 2002,pass,simple majority
2180,2001-12-06T12:00:00,"145 - Návrh zákona, kterým se mění zákon č. 200/1990 Sb., o přestupcích, ve znění pozdějších předpisů",pass,simple majority
2434,2002-04-26T12:00:00,247-návrh zákona o změně zákonů souvisejících s přijetím zákona o službě státních zaměstnanců ve správních úřadech,fail,simple majority
1768,2001-06-27T12:00:00,"62 - návrh, kterým se předkládá PČR k vyslovení souhlasu přístup ČR k Úmluvě o omezení případů bezdomovectví",pass,simple majority
2603,2002-05-24T12:00:00,"320-Návrh, kterým se předkládá PČR Smlouva mezi ČR a Rumunskem o spolupráci v boji proti organizovanému zločinu",pass,simple majority
2102,2001-11-29T12:00:00,"124 - Návrh zákona, kterým se mění zákon č. 13/1997 Sb., o pozemních komunikacích, ve znění pozdějších předpisů",pass,simple majority
2426,2002-04-25T12:00:00,240-návrh na přístup České republiky k Mezinárodní úmluvě na ochranu nových odrůd rostlin,pass,simple majority
1479,2001-01-10T12:00:00,"376 - návrh zákona, kterým se mění zákon č. 531/1990 Sb., o územních finančních orgánech",pass,simple majority
2661,2002-05-30T12:00:00,"326-Návrh, kterým se předkládá PČR návrh na změny čl. 8 odst.6 a čl. 8 odst.7 úmluvy o odstranění rasové diskriminace",pass,simple majority
1599,2001-03-01T12:00:00,"361 (2. funkční období) - návrh zákona, o volbách do zastupitelstev v obcích a o změně některých dalších zákonů",pass,simple majority
2251,2002-01-31T12:00:00,171-návrh zákona o ochraně ovzduší a o změně některých dalších zákonů (zákon o ochraně ovzduší),pass,simple majority
1952,2001-10-24T12:00:00,"113 - návrh kterým se mění zákon č. 72/1994 Sb., kterým se upravuje zákon o vlastnictví bytů",pass,simple majority
1719,2001-05-16T12:00:00,"55 - návrh zákona, kterým se mění zákon č. 101/2000 Sb., o ochraně osobních údajů a o změně některých zákonů",fail,simple majority
2680,2002-07-03T12:00:00,Zpráva o činnosti delegáta Senátu a jeho náhradníka v Konventu EU,pass,simple majority
2491,2002-05-09T12:00:00,280-návrh zákona o stanovení obcí s pověřeným obecním úřadem a stanovení obcí s rozšířenou působností,fail,simple majority
1567,2001-02-28T12:00:00,"12 - Návrh zákona, kterým se mění zákon o důchodovém pojištění a zákon o organizaci a provádění sociálního zabezpečení",pass,simple majority
2145,2001-12-04T12:00:00,"127 - Návrh zákona, kterým se mění zákon č. 238/1992 Sb., o střetu zájmů, ve znění pozdějších předpisů a některé další zákony",fail,simple majority
2678,2002-07-03T12:00:00,336-Propůjčení nebo udělení státních vyznamenání,fail,simple majority
2640,2002-05-30T12:00:00,"302-Návrh zákona, kterým se mění zákon č. 553/1991 Sb., o obecní policii,",pass,simple majority
1441,2000-12-19T12:00:00,Stanovení počtu místopředsedů Senátu,fail,simple majority
2163,2001-12-05T12:00:00,"148 - Návrh zákona, kterým se mění zákon č. 48/1997 Sb., o veřejném zdravotním pojištění a o změně a doplnění některých zákonů",pass,simple majority
2172,2001-12-06T12:00:00,"145 - Návrh zákona, kterým se mění zákon č. 200/1990 Sb., o přestupcích, ve znění pozdějších předpisů",fail,simple majority
2466,2002-05-03T12:00:00,"278-návrh zákona, kterým se mění zákon č. 148/1998 Sb., o ochraně utajovaných skutečností a o změně některých zákonů",pass,simple majority
2626,2002-05-29T12:00:00,"299-Návrh zákona, kterým se mění zákon č. 94/1963 Sb., o rodině, ve znění pozdějších předpisů",pass,simple majority
1448,2000-12-19T12:00:00,Stanovení počtu členů výborů Senátu a komisí Senátu,pass,simple majority
2660,2002-05-30T12:00:00,"325-Návrh, kterým se předkládá PČR Smlouva mezi ČR a Spojenými státy americkými o Komisi J. Williama Fulbrighta",pass,simple majority
1456,2000-12-20T12:00:00,365 - vládní návrh k vyhodnocení nasazení jednotek Armády ČR v operacích JOINT FORGE a JOINT GUARDIAN za leden-červen 2000,pass,simple majority
1477,2001-01-10T12:00:00,Doplnění pořadu 2. schůze Senátu,pass,simple majority
1442,2000-12-19T12:00:00,Stanovení počtu místopředsedů Senátu,pass,all representatives majority
2034,2001-10-26T12:00:00,112 - návrh zákona o myslivosti,fail,simple majority
1762,2001-06-14T12:00:00,"59 - návrh zákona, kterým se mění zákon č. 219/2000 Sb., o majetku ČR a jejím vystupování v právních vztazích",fail,simple majority
2325,2002-03-14T12:00:00,181-žádost prezidenta republiky o vyslovení souhlasu Senátu PČR s jmenováním soudce Ústavního soudu,fail,simple majority
1480,2001-01-10T12:00:00,"378 - návrh zákona, kterým se mění zákon č. 50/1976 Sb., o územním plánování a stavebním řádu (stavební zákon)",pass,simple majority
1476,2001-01-10T12:00:00,Ověřovatelé 2. schůze Senátu,pass,simple majority
2286,2002-03-08T12:00:00,205 - návrh zákona o válečných veteránech,pass,simple majority
1827,2001-06-29T12:00:00,65 - návrh zákona o vodovodech a kanalizacích pro veřejnou potřebu a o změně některých zákonů,pass,simple majority
1498,2001-01-11T12:00:00,379 - návrh zákona o posuzování vlivů na životní prostředí a o změně souvisejících zákonů,pass,simple majority
2433,2002-04-26T12:00:00,247-návrh zákona o změně zákonů souvisejících s přijetím zákona o službě státních zaměstnanců ve správních úřadech,fail,simple majority
2550,2002-05-14T12:00:00,285 - návrh zákona o změně a zrušení některých zákonů v souvislosti s ukončením činnosti okresních úřadů,pass,simple majority
1631,2001-03-28T12:00:00,"38 - návrh zákona o přírodních léčivých zdrojích, zdrojích přírodních minerálních vod, přírodních lázních a láz. místech",fail,simple majority
1923,2001-10-24T12:00:00,"101 - návrh senátního návrhu ústavního zákona, kterým se mění ústavní zákon ČNR č. 1/1993 Sb., Ústava ČR",fail,simple majority
1556,2001-02-22T12:00:00,8 - návrh zákona o obecné bezpečnosti výrobků a o změně některých zákonů,pass,simple majority
1542,2001-01-17T12:00:00,Prodloužení doby na 4. schůzi Senátu,pass,simple majority
2649,2002-05-30T12:00:00,"302-Návrh zákona, kterým se mění zákon č. 553/1991 Sb., o obecní policii,",fail,simple majority
1908,2001-08-09T12:00:00,"77 - návrh senátního návrhu zákona, kterým se mění zákon č. 247/1995 Sb., o volbách do PČR a o změně a doplnění dalších zákonů",pass,simple majority
2029,2001-10-26T12:00:00,112 - návrh zákona o myslivosti,pass,simple majority
1805,2001-06-29T12:00:00,65 - návrh zákona o vodovodech a kanalizacích pro veřejnou potřebu a o změně některých zákonů,fail,simple majority
1483,2001-01-10T12:00:00,"372 - návrh, kterým se předkládá PČR Smlouva mezi ČR a SR o poskytování a úhradě zdravotní péče",pass,simple majority
1569,2001-02-28T12:00:00,"15 - návrh zákona, kterým se mění zákon č. 326/1999 Sb., o pobytu cizinců na území České republiky a o změně některých zákonů",pass,simple majority
2296,2002-03-13T12:00:00,"203-Návrh zákona, kterým se mění zákon č. 484/1991 Sb., o Českém rozhlasu",pass,simple majority
1588,2001-03-01T12:00:00,"15 - návrh zákona, kterým se mění zákon č. 326/1999 Sb., o pobytu cizinců na území České republiky a o změně některých zákonů",pass,simple majority
2047,2001-10-26T12:00:00,112 - návrh zákona o myslivosti,fail,simple majority
1536,2001-01-03T12:00:00,Situace v České televizi,pass,simple majority
1486,2001-01-10T12:00:00,Změna pořadu 2. schůze Senátu,pass,simple majority
2405,2002-04-24T12:00:00,266-návrh zákona o Úřadu pro zastupování státu ve věcech majetkových,fail,simple majority
1660,2001-03-29T12:00:00,"29 - návrh, kterým se předkládá PČR Smlouva mezi ČR a Polskem, kterou se mění Smlouva mezi ČR a Polskem o pohraničním styku",pass,simple majority
2337,2002-03-15T12:00:00,186-návrh zákona o poplatcích za udržování patentů a dodatkových ochranných osvědčení,pass,simple majority
2406,2002-04-24T12:00:00,"267-návrh zákona, kterým se mění zákon č. 99/1963 Sb., občanský soudní řád,ve znění pozdějších předpisů a další zákony",pass,simple majority
2686,2002-07-03T12:00:00,"318- návrh, kterým se předkládá PČR Dohoda mezi ČR a Makedonskou republikou o vzájemné podpoře investic",pass,simple majority
1545,2001-01-17T12:00:00,"1 - návrh zákona, kterým se mění zákon č. 483/1991 Sb., o České televizi, a o změně některých dalších zákonů",pass,simple majority
2199,2001-12-19T12:00:00,"102 - Návrh senátního návrhu zákona senátora Roberta Koláře a dalších senátorů, kterým se mění zákon č. 219/2000 Sb., o majetku ČR",pass,simple majority
2510,2002-05-09T12:00:00,"281-návrh zákon, kterým se mění zákon č. 128/2000 Sb., o obcích, ve znění pozdějších předpisů",pass,simple majority
2653,2002-05-30T12:00:00,"302-Návrh zákona, kterým se mění zákon č. 553/1991 Sb., o obecní policii,",pass,simple majority
1899,2001-08-09T12:00:00,76 - návrh senátního návrhu zákona o zpřístupnění dokumentů vzniklých činností Státní bezpečnosti,pass,simple majority
1470,2000-12-20T12:00:00,Schválení zasedacího pořádku senátorů v Jednacím sále Senátu,pass,simple majority
2572,2002-05-24T12:00:00,18. Schůze,pass,simple majority
1978,2001-10-25T12:00:00,"116 - návrh zákona, kterým se mění zákon č. 325/1999 Sb., o azylu a o změně zákona č. 283/1991 Sb., o Policii ČR",pass,simple majority
2580,2002-05-24T12:00:00,18. Schůze,fail,simple majority
2265,2002-01-31T12:00:00,171-návrh zákona o ochraně ovzduší a o změně některých dalších zákonů (zákon o ochraně ovzduší),pass,simple majority
1941,2001-10-24T12:00:00,"101 - návrh senátního návrhu ústavního zákona, kterým se mění ústavní zákon ČNR č. 1/1993 Sb., Ústava ČR",fail,simple majority
2146,2001-12-04T12:00:00,"127 - Návrh zákona, kterým se mění zákon č. 238/1992 Sb., o střetu zájmů, ve znění pozdějších předpisů a některé další zákony",pass,simple majority
1780,2001-06-27T12:00:00,"73 - návrh zákona o poskytnutí jednorázové peněžní částky účastníkům boje za osvobození, politickým vězňům a dalším osobám",pass,simple majority
1555,2001-02-22T12:00:00,"7 - Návrh zákona, kterým se mění zákon č. 77/1997 Sb., o státním podniku, ve znění zákona č. 30/2000 Sb.",pass,simple majority
2457,2002-05-03T12:00:00,Návrh pořadu 17.schůze Senátu,pass,simple majority
2326,2002-03-14T12:00:00,205-návrh zákona o válečných veteránech,fail,simple majority
2069,2001-11-22T12:00:00,11. schůze Senátu,pass,simple majority
2520,2002-05-10T12:00:00,"282-návrh zákona, kterým se mění zákon č. 129/2000 Sb., o krajích, ve znění pozdějších předpisů",fail,simple majority
2522,2002-05-10T12:00:00,"282-návrh zákona, kterým se mění zákon č. 129/2000 Sb., o krajích, ve znění pozdějších předpisů",pass,simple majority
1522,2001-01-11T12:00:00,379 - návrh zákona o posuzování vlivů na životní prostředí a o změně souvisejících zákonů,fail,simple majority
1703,2001-04-04T12:00:00,"34 - návrh zákona, kterým se mění zákon č. 20/1987 Sb., o státní památkové péči, ve znění pozdějších předpisů",pass,simple majority
2610,2002-05-24T12:00:00,"297-Návrh zákona, kterým se mění zákon č. 191/1999 Sb.,o opatřeních týkajících se dovozu, vývozu a zpětného vývozu zboží",pass,simple majority
1948,2001-10-24T12:00:00,"104 - Informace vlády ČR o vojenských cvičeních AČR a přehled o průjezdech a přeletech prosinec 2000,leden-březen 2001",pass,simple majority
2119,2001-11-30T12:00:00,"133 - Návrh zákona, kterým se mění zákon č. 283/1993 Sb., o státním zastupitelství, ve znění pozdějších předpisů",pass,simple majority
2151,2001-12-05T12:00:00,11. schůze Senátu,pass,simple majority
2126,2001-11-30T12:00:00,"126 - Návrh zákona, kterým se mění zákon č. 18/1997 Sb., o mírovém využívání energie a ionizujícího záření (atomový zákon)",pass,simple majority
2507,2002-05-09T12:00:00,"281-návrh zákon, kterým se mění zákon č. 128/2000 Sb., o obcích, ve znění pozdějších předpisů",pass,simple majority
1695,2001-03-29T12:00:00,36 - návrh zákona o odpadech a o změně některých dalších zákonů,pass,simple majority
2182,2001-12-06T12:00:00,147 - Návrh zákona o volbách do zastupitelstev obcí a o změně některých zákonů,pass,simple majority
2178,2001-12-06T12:00:00,"145 - Návrh zákona, kterým se mění zákon č. 200/1990 Sb., o přestupcích, ve znění pozdějších předpisů",pass,simple majority
1463,2000-12-20T12:00:00,Volba členů stálých delegací Parlamentu České republiky do meziparlamentních organizací za Senát,pass,simple majority
2014,2001-10-26T12:00:00,112 - návrh zákona o myslivosti,pass,simple majority
2150,2001-12-05T12:00:00,11. schůze Senátu,pass,simple majority
1758,2001-06-14T12:00:00,Výzva Senátu palestinským a izraelským představ. k odsouzení a ukončení násilností a k návratu k jednáním o mírovém soužití,pass,simple majority
1901,2001-08-09T12:00:00,76 - návrh senátního návrhu zákona o zpřístupnění dokumentů vzniklých činností Státní bezpečnosti,pass,simple majority
1972,2001-10-24T12:00:00,"110 - Návrh, kterým se mění zákon o obcích, o krajích, o hlavním městě Praze, o rozpočtových pravidlech územních rozpočtů",pass,simple majority
2173,2001-12-06T12:00:00,"145 - Návrh zákona, kterým se mění zákon č. 200/1990 Sb., o přestupcích, ve znění pozdějších předpisů",fail,simple majority
2559,2002-05-14T12:00:00,285 - návrh zákona o změně a zrušení některých zákonů v souvislosti s ukončením činnosti okresních úřadů,pass,simple majority
1902,2001-08-09T12:00:00,76 - návrh senátního návrhu zákona o zpřístupnění dokumentů vzniklých činností Státní bezpečnosti,pass,simple majority
2059,2001-10-26T12:00:00,"119 - návrh zákona o poskytnutí státní záruky ČR za škodu způsobenou válečnými, terorist. akcemi, provozem letadla",pass,simple majority
2252,2002-01-31T12:00:00,171-návrh zákona o ochraně ovzduší a o změně některých dalších zákonů (zákon o ochraně ovzduší),fail,simple majority
2532,2002-05-14T12:00:00,285 - návrh zákona o změně a zrušení některých zákonů v souvislosti s ukončením činnosti okresních úřadů,pass,simple majority
1917,2001-10-18T12:00:00,"10 - návrh ústavního zákona, kterým se mění ústavní zákon č. 1/1993 Sb., Ústava ČR a ústavního zákona č. 300/2000 Sb.",pass,simple majority
2275,2002-02-07T12:00:00,Návrh pořadu 14. schůze Senátu,pass,simple majority
1577,2001-03-01T12:00:00,"5 - Návrh zákona, kterým se mění zákon, č. 587/1992 Sb., o spotřebních daních a některé další zákony",pass,simple majority
