voter_id,vote_event_id,option
hlavu-vzhuru,61,yes
hlavu-vzhuru,62,no
hlavu-vzhuru,63,abstain
hlavu-vzhuru,64,yes
hlavu-vzhuru,65,yes
hlavu-vzhuru,101,no
hlavu-vzhuru,102,no
hlavu-vzhuru,103,no
hlavu-vzhuru,104,no
hlavu-vzhuru,105,yes
hlavu-vzhuru,106,no
hlavu-vzhuru,107,yes
hlavu-vzhuru,108,no
hlavu-vzhuru,109,no
hlavu-vzhuru,110,no
hlavu-vzhuru,111,no
hlavu-vzhuru,112,abstain
hlavu-vzhuru,113,yes
hlavu-vzhuru,114,no
hlavu-vzhuru,115,abstain
hlavu-vzhuru,116,yes
hlavu-vzhuru,117,abstain
hlavu-vzhuru,118,no
hlavu-vzhuru,119,abstain
hlavu-vzhuru,120,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,1,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,2,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,4,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,5,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,6,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,7,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,8,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,9,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,10,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,11,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,12,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,13,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,14,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,15,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,16,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,17,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,18,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,19,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,20,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,21,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,22,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,23,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,24,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,25,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,26,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,27,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,28,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,29,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,30,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,31,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,32,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,33,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,34,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,35,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,36,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,37,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,38,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,39,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,40,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,41,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,42,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,43,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,44,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,45,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,46,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,47,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,48,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,49,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,50,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,51,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,52,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,53,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,54,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,55,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,56,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,57,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,58,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,59,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,60,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,61,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,62,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,63,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,64,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,65,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,101,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,102,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,103,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,104,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,105,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,106,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,107,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,108,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,109,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,110,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,111,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,112,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,113,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,114,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,115,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,116,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,117,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,118,no
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,119,yes
koruna-ceska-monarchisticka-strana-cech-moravy-a-slezska,120,yes
cssd,1,yes
cssd,2,yes
cssd,4,yes
cssd,5,yes
cssd,6,yes
cssd,7,no
cssd,8,no
cssd,9,yes
cssd,10,yes
cssd,11,yes
cssd,12,yes
cssd,13,yes
cssd,14,no
cssd,15,yes
cssd,16,yes
cssd,17,yes
cssd,18,no
cssd,19,abstain
cssd,20,abstain
cssd,21,yes
cssd,22,no
cssd,23,abstain
cssd,24,abstain
cssd,25,yes
cssd,26,yes
cssd,27,abstain
cssd,28,yes
cssd,29,no
cssd,30,yes
cssd,31,no
cssd,32,yes
cssd,33,yes
cssd,34,yes
cssd,35,yes
cssd,36,abstain
cssd,37,yes
cssd,38,yes
cssd,39,yes
cssd,40,yes
cssd,41,no
cssd,42,no
cssd,43,no
cssd,44,no
cssd,45,yes
cssd,46,yes
cssd,47,yes
cssd,48,yes
cssd,49,abstain
cssd,50,yes
cssd,51,abstain
cssd,52,yes
cssd,53,no
cssd,54,yes
cssd,55,no
cssd,56,abstain
cssd,57,no
cssd,58,yes
cssd,59,yes
cssd,60,yes
cssd,61,no
cssd,62,no
cssd,63,abstain
cssd,64,yes
cssd,65,no
cssd,101,yes
cssd,102,abstain
cssd,103,yes
cssd,104,no
cssd,105,yes
cssd,106,yes
cssd,107,yes
cssd,108,no
cssd,109,abstain
cssd,110,yes
cssd,111,yes
cssd,112,no
cssd,113,no
cssd,114,no
cssd,115,abstain
cssd,116,abstain
cssd,117,yes
cssd,118,yes
cssd,119,no
cssd,120,no
ceska-piratska-strana,1,abstain
ceska-piratska-strana,2,yes
ceska-piratska-strana,4,yes
ceska-piratska-strana,5,yes
ceska-piratska-strana,6,no
ceska-piratska-strana,7,no
ceska-piratska-strana,8,yes
ceska-piratska-strana,9,no
ceska-piratska-strana,10,yes
ceska-piratska-strana,11,abstain
ceska-piratska-strana,12,yes
ceska-piratska-strana,13,yes
ceska-piratska-strana,14,no
ceska-piratska-strana,15,yes
ceska-piratska-strana,16,yes
ceska-piratska-strana,17,no
ceska-piratska-strana,18,yes
ceska-piratska-strana,19,yes
ceska-piratska-strana,20,yes
ceska-piratska-strana,21,yes
ceska-piratska-strana,22,yes
ceska-piratska-strana,23,yes
ceska-piratska-strana,24,yes
ceska-piratska-strana,25,yes
ceska-piratska-strana,26,yes
ceska-piratska-strana,27,no
ceska-piratska-strana,28,yes
ceska-piratska-strana,29,no
ceska-piratska-strana,30,no
ceska-piratska-strana,31,yes
ceska-piratska-strana,32,no
ceska-piratska-strana,33,yes
ceska-piratska-strana,34,yes
ceska-piratska-strana,35,yes
ceska-piratska-strana,36,yes
ceska-piratska-strana,37,yes
ceska-piratska-strana,38,yes
ceska-piratska-strana,39,no
ceska-piratska-strana,40,yes
ceska-piratska-strana,41,yes
ceska-piratska-strana,42,no
ceska-piratska-strana,43,yes
ceska-piratska-strana,44,abstain
ceska-piratska-strana,45,yes
ceska-piratska-strana,46,yes
ceska-piratska-strana,47,yes
ceska-piratska-strana,48,no
ceska-piratska-strana,49,no
ceska-piratska-strana,50,yes
ceska-piratska-strana,51,yes
ceska-piratska-strana,52,abstain
ceska-piratska-strana,53,no
ceska-piratska-strana,54,yes
ceska-piratska-strana,55,no
ceska-piratska-strana,56,yes
ceska-piratska-strana,57,no
ceska-piratska-strana,58,yes
ceska-piratska-strana,59,yes
ceska-piratska-strana,60,no
ceska-piratska-strana,61,no
ceska-piratska-strana,62,yes
ceska-piratska-strana,63,yes
ceska-piratska-strana,64,yes
ceska-piratska-strana,65,no
ceska-piratska-strana,101,yes
ceska-piratska-strana,102,yes
ceska-piratska-strana,103,no
ceska-piratska-strana,104,no
ceska-piratska-strana,105,no
ceska-piratska-strana,106,yes
ceska-piratska-strana,107,yes
ceska-piratska-strana,108,no
ceska-piratska-strana,109,yes
ceska-piratska-strana,110,yes
ceska-piratska-strana,111,no
ceska-piratska-strana,112,no
ceska-piratska-strana,113,no
ceska-piratska-strana,114,yes
ceska-piratska-strana,115,yes
ceska-piratska-strana,116,yes
ceska-piratska-strana,117,yes
ceska-piratska-strana,118,yes
ceska-piratska-strana,119,no
ceska-piratska-strana,120,yes
kdu-csl,1,yes
kdu-csl,2,yes
kdu-csl,4,yes
kdu-csl,5,yes
kdu-csl,6,no
kdu-csl,7,no
kdu-csl,8,no
kdu-csl,9,yes
kdu-csl,10,yes
kdu-csl,11,no
kdu-csl,12,no
kdu-csl,13,yes
kdu-csl,14,no
kdu-csl,15,yes
kdu-csl,16,yes
kdu-csl,17,abstain
kdu-csl,18,yes
kdu-csl,19,yes
kdu-csl,20,no
kdu-csl,21,no
kdu-csl,22,no
kdu-csl,23,no
kdu-csl,24,abstain
kdu-csl,25,yes
kdu-csl,26,no
kdu-csl,27,no
kdu-csl,28,yes
kdu-csl,29,no
kdu-csl,30,yes
kdu-csl,31,no
kdu-csl,32,no
kdu-csl,33,yes
kdu-csl,34,yes
kdu-csl,35,yes
kdu-csl,36,no
kdu-csl,37,no
kdu-csl,38,yes
kdu-csl,39,yes
kdu-csl,40,yes
kdu-csl,41,yes
kdu-csl,42,yes
kdu-csl,43,abstain
kdu-csl,44,yes
kdu-csl,45,yes
kdu-csl,46,abstain
kdu-csl,47,no
kdu-csl,48,no
kdu-csl,49,yes
kdu-csl,50,yes
kdu-csl,51,abstain
kdu-csl,52,yes
kdu-csl,53,no
kdu-csl,54,yes
kdu-csl,55,no
kdu-csl,56,yes
kdu-csl,57,yes
kdu-csl,58,yes
kdu-csl,59,yes
kdu-csl,60,yes
kdu-csl,61,yes
kdu-csl,62,no
kdu-csl,63,yes
kdu-csl,64,yes
kdu-csl,65,yes
kdu-csl,101,yes
kdu-csl,102,no
kdu-csl,103,yes
kdu-csl,104,abstain
kdu-csl,105,yes
kdu-csl,106,yes
kdu-csl,107,yes
kdu-csl,108,no
kdu-csl,109,yes
kdu-csl,110,yes
kdu-csl,111,yes
kdu-csl,112,no
kdu-csl,113,abstain
kdu-csl,114,no
kdu-csl,115,abstain
kdu-csl,116,yes
kdu-csl,117,yes
kdu-csl,118,no
kdu-csl,119,no
kdu-csl,120,no
suverenita-strana-zdraveho-rozumu,1,no
suverenita-strana-zdraveho-rozumu,2,no
suverenita-strana-zdraveho-rozumu,4,no
suverenita-strana-zdraveho-rozumu,5,yes
suverenita-strana-zdraveho-rozumu,6,yes
suverenita-strana-zdraveho-rozumu,7,no
suverenita-strana-zdraveho-rozumu,8,no
suverenita-strana-zdraveho-rozumu,9,no
suverenita-strana-zdraveho-rozumu,10,abstain
suverenita-strana-zdraveho-rozumu,11,abstain
suverenita-strana-zdraveho-rozumu,12,abstain
suverenita-strana-zdraveho-rozumu,13,no
suverenita-strana-zdraveho-rozumu,14,no
suverenita-strana-zdraveho-rozumu,15,yes
suverenita-strana-zdraveho-rozumu,16,yes
suverenita-strana-zdraveho-rozumu,17,no
suverenita-strana-zdraveho-rozumu,18,no
suverenita-strana-zdraveho-rozumu,19,abstain
suverenita-strana-zdraveho-rozumu,20,yes
suverenita-strana-zdraveho-rozumu,21,yes
suverenita-strana-zdraveho-rozumu,22,yes
suverenita-strana-zdraveho-rozumu,23,no
suverenita-strana-zdraveho-rozumu,24,yes
suverenita-strana-zdraveho-rozumu,25,abstain
suverenita-strana-zdraveho-rozumu,26,yes
suverenita-strana-zdraveho-rozumu,27,abstain
suverenita-strana-zdraveho-rozumu,28,yes
suverenita-strana-zdraveho-rozumu,29,no
suverenita-strana-zdraveho-rozumu,30,no
suverenita-strana-zdraveho-rozumu,31,abstain
suverenita-strana-zdraveho-rozumu,32,yes
suverenita-strana-zdraveho-rozumu,33,yes
suverenita-strana-zdraveho-rozumu,34,yes
suverenita-strana-zdraveho-rozumu,35,abstain
suverenita-strana-zdraveho-rozumu,36,yes
suverenita-strana-zdraveho-rozumu,37,abstain
suverenita-strana-zdraveho-rozumu,38,yes
suverenita-strana-zdraveho-rozumu,39,yes
suverenita-strana-zdraveho-rozumu,40,yes
suverenita-strana-zdraveho-rozumu,41,abstain
suverenita-strana-zdraveho-rozumu,42,abstain
suverenita-strana-zdraveho-rozumu,43,no
suverenita-strana-zdraveho-rozumu,44,no
suverenita-strana-zdraveho-rozumu,45,yes
suverenita-strana-zdraveho-rozumu,46,yes
suverenita-strana-zdraveho-rozumu,47,abstain
suverenita-strana-zdraveho-rozumu,48,no
suverenita-strana-zdraveho-rozumu,49,yes
suverenita-strana-zdraveho-rozumu,50,yes
suverenita-strana-zdraveho-rozumu,51,yes
suverenita-strana-zdraveho-rozumu,52,no
suverenita-strana-zdraveho-rozumu,53,no
suverenita-strana-zdraveho-rozumu,54,yes
suverenita-strana-zdraveho-rozumu,55,no
suverenita-strana-zdraveho-rozumu,56,yes
suverenita-strana-zdraveho-rozumu,57,yes
suverenita-strana-zdraveho-rozumu,58,yes
suverenita-strana-zdraveho-rozumu,59,abstain
suverenita-strana-zdraveho-rozumu,60,no
suverenita-strana-zdraveho-rozumu,61,yes
suverenita-strana-zdraveho-rozumu,62,yes
suverenita-strana-zdraveho-rozumu,63,yes
suverenita-strana-zdraveho-rozumu,64,yes
suverenita-strana-zdraveho-rozumu,65,yes
suverenita-strana-zdraveho-rozumu,101,yes
suverenita-strana-zdraveho-rozumu,102,yes
suverenita-strana-zdraveho-rozumu,103,yes
suverenita-strana-zdraveho-rozumu,104,no
suverenita-strana-zdraveho-rozumu,105,no
suverenita-strana-zdraveho-rozumu,106,yes
suverenita-strana-zdraveho-rozumu,107,yes
suverenita-strana-zdraveho-rozumu,108,no
suverenita-strana-zdraveho-rozumu,109,yes
suverenita-strana-zdraveho-rozumu,110,yes
suverenita-strana-zdraveho-rozumu,111,yes
suverenita-strana-zdraveho-rozumu,112,no
suverenita-strana-zdraveho-rozumu,113,yes
suverenita-strana-zdraveho-rozumu,114,no
suverenita-strana-zdraveho-rozumu,115,no
suverenita-strana-zdraveho-rozumu,116,yes
suverenita-strana-zdraveho-rozumu,117,yes
suverenita-strana-zdraveho-rozumu,118,yes
suverenita-strana-zdraveho-rozumu,119,no
suverenita-strana-zdraveho-rozumu,120,yes
obcanska-demokraticka-strana-ods,1,abstain
obcanska-demokraticka-strana-ods,2,yes
obcanska-demokraticka-strana-ods,4,abstain
obcanska-demokraticka-strana-ods,5,yes
obcanska-demokraticka-strana-ods,6,abstain
obcanska-demokraticka-strana-ods,7,no
obcanska-demokraticka-strana-ods,8,no
obcanska-demokraticka-strana-ods,9,no
obcanska-demokraticka-strana-ods,10,yes
obcanska-demokraticka-strana-ods,11,no
obcanska-demokraticka-strana-ods,12,no
obcanska-demokraticka-strana-ods,13,no
obcanska-demokraticka-strana-ods,14,abstain
obcanska-demokraticka-strana-ods,15,yes
obcanska-demokraticka-strana-ods,16,no
obcanska-demokraticka-strana-ods,17,no
obcanska-demokraticka-strana-ods,18,yes
obcanska-demokraticka-strana-ods,19,yes
obcanska-demokraticka-strana-ods,20,no
obcanska-demokraticka-strana-ods,21,no
obcanska-demokraticka-strana-ods,22,no
obcanska-demokraticka-strana-ods,23,no
obcanska-demokraticka-strana-ods,24,abstain
obcanska-demokraticka-strana-ods,25,yes
obcanska-demokraticka-strana-ods,26,no
obcanska-demokraticka-strana-ods,27,no
obcanska-demokraticka-strana-ods,28,yes
obcanska-demokraticka-strana-ods,29,no
obcanska-demokraticka-strana-ods,30,no
obcanska-demokraticka-strana-ods,31,no
obcanska-demokraticka-strana-ods,32,no
obcanska-demokraticka-strana-ods,33,no
obcanska-demokraticka-strana-ods,34,no
obcanska-demokraticka-strana-ods,35,yes
obcanska-demokraticka-strana-ods,36,no
obcanska-demokraticka-strana-ods,37,yes
obcanska-demokraticka-strana-ods,38,abstain
obcanska-demokraticka-strana-ods,39,no
obcanska-demokraticka-strana-ods,40,no
obcanska-demokraticka-strana-ods,41,yes
obcanska-demokraticka-strana-ods,42,yes
obcanska-demokraticka-strana-ods,43,yes
obcanska-demokraticka-strana-ods,44,yes
obcanska-demokraticka-strana-ods,45,abstain
obcanska-demokraticka-strana-ods,46,no
obcanska-demokraticka-strana-ods,47,no
obcanska-demokraticka-strana-ods,48,no
obcanska-demokraticka-strana-ods,49,yes
obcanska-demokraticka-strana-ods,50,yes
obcanska-demokraticka-strana-ods,51,yes
obcanska-demokraticka-strana-ods,52,yes
obcanska-demokraticka-strana-ods,53,no
obcanska-demokraticka-strana-ods,54,abstain
obcanska-demokraticka-strana-ods,55,yes
obcanska-demokraticka-strana-ods,56,no
obcanska-demokraticka-strana-ods,57,no
obcanska-demokraticka-strana-ods,58,no
obcanska-demokraticka-strana-ods,59,no
obcanska-demokraticka-strana-ods,60,abstain
obcanska-demokraticka-strana-ods,61,yes
obcanska-demokraticka-strana-ods,62,no
obcanska-demokraticka-strana-ods,63,no
obcanska-demokraticka-strana-ods,64,yes
obcanska-demokraticka-strana-ods,65,yes
obcanska-demokraticka-strana-ods,101,abstain
obcanska-demokraticka-strana-ods,102,no
obcanska-demokraticka-strana-ods,103,no
obcanska-demokraticka-strana-ods,104,no
obcanska-demokraticka-strana-ods,105,abstain
obcanska-demokraticka-strana-ods,106,no
obcanska-demokraticka-strana-ods,107,no
obcanska-demokraticka-strana-ods,108,no
obcanska-demokraticka-strana-ods,109,yes
obcanska-demokraticka-strana-ods,110,no
obcanska-demokraticka-strana-ods,111,no
obcanska-demokraticka-strana-ods,112,yes
obcanska-demokraticka-strana-ods,113,no
obcanska-demokraticka-strana-ods,114,abstain
obcanska-demokraticka-strana-ods,115,yes
obcanska-demokraticka-strana-ods,116,yes
obcanska-demokraticka-strana-ods,117,yes
obcanska-demokraticka-strana-ods,118,no
obcanska-demokraticka-strana-ods,119,no
obcanska-demokraticka-strana-ods,120,abstain
strana-zelenych,1,yes
strana-zelenych,2,yes
strana-zelenych,4,yes
strana-zelenych,5,yes
strana-zelenych,6,no
strana-zelenych,7,no
strana-zelenych,8,no
strana-zelenych,9,yes
strana-zelenych,10,yes
strana-zelenych,11,yes
strana-zelenych,12,yes
strana-zelenych,13,yes
strana-zelenych,14,no
strana-zelenych,15,yes
strana-zelenych,16,yes
strana-zelenych,17,yes
strana-zelenych,18,yes
strana-zelenych,19,yes
strana-zelenych,20,no
strana-zelenych,21,yes
strana-zelenych,22,yes
strana-zelenych,23,yes
strana-zelenych,24,yes
strana-zelenych,25,yes
strana-zelenych,26,yes
strana-zelenych,27,no
strana-zelenych,28,yes
strana-zelenych,29,yes
strana-zelenych,30,yes
strana-zelenych,31,yes
strana-zelenych,32,no
strana-zelenych,33,yes
strana-zelenych,34,yes
strana-zelenych,35,yes
strana-zelenych,36,yes
strana-zelenych,37,yes
strana-zelenych,38,yes
strana-zelenych,39,yes
strana-zelenych,40,yes
strana-zelenych,41,yes
strana-zelenych,42,no
strana-zelenych,43,yes
strana-zelenych,44,yes
strana-zelenych,45,yes
strana-zelenych,46,yes
strana-zelenych,47,yes
strana-zelenych,48,yes
strana-zelenych,49,yes
strana-zelenych,50,yes
strana-zelenych,51,yes
strana-zelenych,52,no
strana-zelenych,53,no
strana-zelenych,54,yes
strana-zelenych,55,no
strana-zelenych,56,yes
strana-zelenych,57,yes
strana-zelenych,58,yes
strana-zelenych,59,yes
strana-zelenych,60,yes
strana-zelenych,61,no
strana-zelenych,62,yes
strana-zelenych,63,yes
strana-zelenych,64,yes
strana-zelenych,65,yes
strana-zelenych,101,no
strana-zelenych,102,yes
strana-zelenych,103,yes
strana-zelenych,104,no
strana-zelenych,105,no
strana-zelenych,106,yes
strana-zelenych,107,yes
strana-zelenych,108,no
strana-zelenych,109,yes
strana-zelenych,110,yes
strana-zelenych,111,no
strana-zelenych,112,no
strana-zelenych,113,no
strana-zelenych,114,yes
strana-zelenych,115,no
strana-zelenych,116,yes
strana-zelenych,117,yes
strana-zelenych,118,yes
strana-zelenych,119,no
strana-zelenych,120,yes
strana-svobodnych-obcanu,1,no
strana-svobodnych-obcanu,2,yes
strana-svobodnych-obcanu,4,yes
strana-svobodnych-obcanu,5,no
strana-svobodnych-obcanu,6,no
strana-svobodnych-obcanu,7,yes
strana-svobodnych-obcanu,8,abstain
strana-svobodnych-obcanu,9,no
strana-svobodnych-obcanu,10,no
strana-svobodnych-obcanu,11,no
strana-svobodnych-obcanu,12,no
strana-svobodnych-obcanu,13,no
strana-svobodnych-obcanu,14,yes
strana-svobodnych-obcanu,15,no
strana-svobodnych-obcanu,16,abstain
strana-svobodnych-obcanu,17,no
strana-svobodnych-obcanu,18,yes
strana-svobodnych-obcanu,19,yes
strana-svobodnych-obcanu,20,yes
strana-svobodnych-obcanu,21,no
strana-svobodnych-obcanu,22,no
strana-svobodnych-obcanu,23,abstain
strana-svobodnych-obcanu,24,no
strana-svobodnych-obcanu,25,yes
strana-svobodnych-obcanu,26,yes
strana-svobodnych-obcanu,27,no
strana-svobodnych-obcanu,28,no
strana-svobodnych-obcanu,29,no
strana-svobodnych-obcanu,30,no
strana-svobodnych-obcanu,31,yes
strana-svobodnych-obcanu,32,no
strana-svobodnych-obcanu,33,yes
strana-svobodnych-obcanu,34,no
strana-svobodnych-obcanu,35,no
strana-svobodnych-obcanu,36,no
strana-svobodnych-obcanu,37,no
strana-svobodnych-obcanu,38,abstain
strana-svobodnych-obcanu,39,no
strana-svobodnych-obcanu,40,no
strana-svobodnych-obcanu,41,yes
strana-svobodnych-obcanu,42,no
strana-svobodnych-obcanu,43,yes
strana-svobodnych-obcanu,44,no
strana-svobodnych-obcanu,45,no
strana-svobodnych-obcanu,46,no
strana-svobodnych-obcanu,47,no
strana-svobodnych-obcanu,48,no
strana-svobodnych-obcanu,49,abstain
strana-svobodnych-obcanu,50,abstain
strana-svobodnych-obcanu,51,no
strana-svobodnych-obcanu,52,no
strana-svobodnych-obcanu,53,no
strana-svobodnych-obcanu,54,yes
strana-svobodnych-obcanu,55,no
strana-svobodnych-obcanu,56,abstain
strana-svobodnych-obcanu,57,no
strana-svobodnych-obcanu,58,no
strana-svobodnych-obcanu,59,no
strana-svobodnych-obcanu,60,no
strana-svobodnych-obcanu,61,no
strana-svobodnych-obcanu,62,yes
strana-svobodnych-obcanu,63,yes
strana-svobodnych-obcanu,64,abstain
strana-svobodnych-obcanu,65,no
strana-svobodnych-obcanu,101,no
strana-svobodnych-obcanu,102,no
strana-svobodnych-obcanu,103,no
strana-svobodnych-obcanu,104,abstain
strana-svobodnych-obcanu,105,yes
strana-svobodnych-obcanu,106,abstain
strana-svobodnych-obcanu,107,abstain
strana-svobodnych-obcanu,108,no
strana-svobodnych-obcanu,109,no
strana-svobodnych-obcanu,110,yes
strana-svobodnych-obcanu,111,abstain
strana-svobodnych-obcanu,112,yes
strana-svobodnych-obcanu,113,no
strana-svobodnych-obcanu,114,no
strana-svobodnych-obcanu,115,no
strana-svobodnych-obcanu,116,no
strana-svobodnych-obcanu,117,no
strana-svobodnych-obcanu,118,no
strana-svobodnych-obcanu,119,yes
strana-svobodnych-obcanu,120,abstain
strana-soukromniku-ceske-republiky,1,no
strana-soukromniku-ceske-republiky,2,no
strana-soukromniku-ceske-republiky,4,no
strana-soukromniku-ceske-republiky,5,no
strana-soukromniku-ceske-republiky,6,yes
strana-soukromniku-ceske-republiky,7,no
strana-soukromniku-ceske-republiky,8,yes
strana-soukromniku-ceske-republiky,9,no
strana-soukromniku-ceske-republiky,10,yes
strana-soukromniku-ceske-republiky,11,no
strana-soukromniku-ceske-republiky,12,no
strana-soukromniku-ceske-republiky,13,no
strana-soukromniku-ceske-republiky,14,yes
strana-soukromniku-ceske-republiky,15,no
strana-soukromniku-ceske-republiky,16,yes
strana-soukromniku-ceske-republiky,17,no
strana-soukromniku-ceske-republiky,18,yes
strana-soukromniku-ceske-republiky,19,yes
strana-soukromniku-ceske-republiky,20,no
strana-soukromniku-ceske-republiky,21,yes
strana-soukromniku-ceske-republiky,22,yes
strana-soukromniku-ceske-republiky,23,no
strana-soukromniku-ceske-republiky,24,no
strana-soukromniku-ceske-republiky,25,yes
strana-soukromniku-ceske-republiky,26,yes
strana-soukromniku-ceske-republiky,27,no
strana-soukromniku-ceske-republiky,28,yes
strana-soukromniku-ceske-republiky,29,yes
strana-soukromniku-ceske-republiky,30,no
strana-soukromniku-ceske-republiky,31,yes
strana-soukromniku-ceske-republiky,32,yes
strana-soukromniku-ceske-republiky,33,no
strana-soukromniku-ceske-republiky,34,no
strana-soukromniku-ceske-republiky,35,yes
strana-soukromniku-ceske-republiky,36,yes
strana-soukromniku-ceske-republiky,37,no
strana-soukromniku-ceske-republiky,38,yes
strana-soukromniku-ceske-republiky,39,yes
strana-soukromniku-ceske-republiky,40,yes
strana-soukromniku-ceske-republiky,41,yes
strana-soukromniku-ceske-republiky,42,yes
strana-soukromniku-ceske-republiky,43,no
strana-soukromniku-ceske-republiky,44,no
strana-soukromniku-ceske-republiky,45,yes
strana-soukromniku-ceske-republiky,46,yes
strana-soukromniku-ceske-republiky,47,no
strana-soukromniku-ceske-republiky,48,no
strana-soukromniku-ceske-republiky,49,yes
strana-soukromniku-ceske-republiky,50,no
strana-soukromniku-ceske-republiky,51,yes
strana-soukromniku-ceske-republiky,52,no
