voter_id,vote_event_id,option
volte-pravy-blok-www-cibulka-net,4,no
volte-pravy-blok-www-cibulka-net,5,yes
volte-pravy-blok-www-cibulka-net,6,yes
volte-pravy-blok-www-cibulka-net,7,yes
volte-pravy-blok-www-cibulka-net,8,no
volte-pravy-blok-www-cibulka-net,9,no
volte-pravy-blok-www-cibulka-net,10,no
volte-pravy-blok-www-cibulka-net,11,yes
volte-pravy-blok-www-cibulka-net,12,no
volte-pravy-blok-www-cibulka-net,13,no
volte-pravy-blok-www-cibulka-net,14,no
volte-pravy-blok-www-cibulka-net,15,no
volte-pravy-blok-www-cibulka-net,16,yes
volte-pravy-blok-www-cibulka-net,17,no
volte-pravy-blok-www-cibulka-net,18,yes
volte-pravy-blok-www-cibulka-net,19,yes
volte-pravy-blok-www-cibulka-net,20,no
volte-pravy-blok-www-cibulka-net,21,yes
volte-pravy-blok-www-cibulka-net,22,no
volte-pravy-blok-www-cibulka-net,23,no
volte-pravy-blok-www-cibulka-net,24,yes
volte-pravy-blok-www-cibulka-net,25,yes
volte-pravy-blok-www-cibulka-net,26,yes
volte-pravy-blok-www-cibulka-net,27,no
volte-pravy-blok-www-cibulka-net,28,yes
volte-pravy-blok-www-cibulka-net,29,yes
volte-pravy-blok-www-cibulka-net,30,yes
volte-pravy-blok-www-cibulka-net,31,no
volte-pravy-blok-www-cibulka-net,32,yes
volte-pravy-blok-www-cibulka-net,33,yes
volte-pravy-blok-www-cibulka-net,34,yes
volte-pravy-blok-www-cibulka-net,35,yes
volte-pravy-blok-www-cibulka-net,36,yes
volte-pravy-blok-www-cibulka-net,37,yes
volte-pravy-blok-www-cibulka-net,38,yes
volte-pravy-blok-www-cibulka-net,39,yes
volte-pravy-blok-www-cibulka-net,40,yes
volte-pravy-blok-www-cibulka-net,41,yes
volte-pravy-blok-www-cibulka-net,42,no
volte-pravy-blok-www-cibulka-net,43,no
volte-pravy-blok-www-cibulka-net,44,no
volte-pravy-blok-www-cibulka-net,45,yes
volte-pravy-blok-www-cibulka-net,46,yes
volte-pravy-blok-www-cibulka-net,47,yes
volte-pravy-blok-www-cibulka-net,48,no
volte-pravy-blok-www-cibulka-net,49,yes
volte-pravy-blok-www-cibulka-net,50,yes
volte-pravy-blok-www-cibulka-net,51,yes
volte-pravy-blok-www-cibulka-net,52,yes
volte-pravy-blok-www-cibulka-net,53,no
volte-pravy-blok-www-cibulka-net,54,yes
volte-pravy-blok-www-cibulka-net,55,no
volte-pravy-blok-www-cibulka-net,56,yes
volte-pravy-blok-www-cibulka-net,57,no
volte-pravy-blok-www-cibulka-net,58,no
volte-pravy-blok-www-cibulka-net,59,yes
volte-pravy-blok-www-cibulka-net,60,no
volte-pravy-blok-www-cibulka-net,61,no
volte-pravy-blok-www-cibulka-net,62,yes
volte-pravy-blok-www-cibulka-net,63,yes
volte-pravy-blok-www-cibulka-net,64,yes
volte-pravy-blok-www-cibulka-net,65,yes
volte-pravy-blok-www-cibulka-net,101,yes
volte-pravy-blok-www-cibulka-net,102,yes
volte-pravy-blok-www-cibulka-net,103,yes
volte-pravy-blok-www-cibulka-net,104,no
volte-pravy-blok-www-cibulka-net,105,yes
volte-pravy-blok-www-cibulka-net,106,yes
volte-pravy-blok-www-cibulka-net,107,yes
volte-pravy-blok-www-cibulka-net,108,no
volte-pravy-blok-www-cibulka-net,109,yes
volte-pravy-blok-www-cibulka-net,110,yes
volte-pravy-blok-www-cibulka-net,111,yes
volte-pravy-blok-www-cibulka-net,112,no
volte-pravy-blok-www-cibulka-net,113,yes
volte-pravy-blok-www-cibulka-net,114,yes
volte-pravy-blok-www-cibulka-net,115,no
volte-pravy-blok-www-cibulka-net,116,no
volte-pravy-blok-www-cibulka-net,117,yes
volte-pravy-blok-www-cibulka-net,118,yes
volte-pravy-blok-www-cibulka-net,119,no
volte-pravy-blok-www-cibulka-net,120,no
hnuti-usvit-prime-demokracie,1,yes
hnuti-usvit-prime-demokracie,2,yes
hnuti-usvit-prime-demokracie,4,yes
hnuti-usvit-prime-demokracie,5,yes
hnuti-usvit-prime-demokracie,6,no
hnuti-usvit-prime-demokracie,7,no
hnuti-usvit-prime-demokracie,8,yes
hnuti-usvit-prime-demokracie,9,no
hnuti-usvit-prime-demokracie,10,no
hnuti-usvit-prime-demokracie,11,no
hnuti-usvit-prime-demokracie,12,no
hnuti-usvit-prime-demokracie,13,no
hnuti-usvit-prime-demokracie,14,no
hnuti-usvit-prime-demokracie,15,yes
hnuti-usvit-prime-demokracie,16,no
hnuti-usvit-prime-demokracie,17,no
hnuti-usvit-prime-demokracie,18,yes
hnuti-usvit-prime-demokracie,19,yes
hnuti-usvit-prime-demokracie,20,no
hnuti-usvit-prime-demokracie,21,yes
hnuti-usvit-prime-demokracie,22,yes
hnuti-usvit-prime-demokracie,23,no
hnuti-usvit-prime-demokracie,24,yes
hnuti-usvit-prime-demokracie,25,yes
hnuti-usvit-prime-demokracie,26,yes
hnuti-usvit-prime-demokracie,27,yes
hnuti-usvit-prime-demokracie,28,yes
hnuti-usvit-prime-demokracie,29,no
hnuti-usvit-prime-demokracie,30,no
hnuti-usvit-prime-demokracie,31,no
hnuti-usvit-prime-demokracie,32,no
hnuti-usvit-prime-demokracie,33,yes
hnuti-usvit-prime-demokracie,34,yes
hnuti-usvit-prime-demokracie,35,yes
hnuti-usvit-prime-demokracie,36,yes
hnuti-usvit-prime-demokracie,37,no
hnuti-usvit-prime-demokracie,38,yes
hnuti-usvit-prime-demokracie,39,no
hnuti-usvit-prime-demokracie,40,yes
hnuti-usvit-prime-demokracie,41,yes
hnuti-usvit-prime-demokracie,42,no
hnuti-usvit-prime-demokracie,43,yes
hnuti-usvit-prime-demokracie,44,yes
hnuti-usvit-prime-demokracie,45,yes
hnuti-usvit-prime-demokracie,46,yes
hnuti-usvit-prime-demokracie,47,no
hnuti-usvit-prime-demokracie,48,no
hnuti-usvit-prime-demokracie,49,yes
hnuti-usvit-prime-demokracie,50,yes
hnuti-usvit-prime-demokracie,51,abstain
hnuti-usvit-prime-demokracie,52,yes
hnuti-usvit-prime-demokracie,53,no
hnuti-usvit-prime-demokracie,54,yes
hnuti-usvit-prime-demokracie,55,yes
hnuti-usvit-prime-demokracie,56,yes
hnuti-usvit-prime-demokracie,57,yes
hnuti-usvit-prime-demokracie,58,yes
hnuti-usvit-prime-demokracie,59,yes
hnuti-usvit-prime-demokracie,60,no
hnuti-usvit-prime-demokracie,61,no
hnuti-usvit-prime-demokracie,62,no
hnuti-usvit-prime-demokracie,63,yes
hnuti-usvit-prime-demokracie,64,yes
hnuti-usvit-prime-demokracie,65,yes
hnuti-usvit-prime-demokracie,101,yes
hnuti-usvit-prime-demokracie,102,yes
hnuti-usvit-prime-demokracie,103,yes
hnuti-usvit-prime-demokracie,104,no
hnuti-usvit-prime-demokracie,105,abstain
hnuti-usvit-prime-demokracie,106,yes
hnuti-usvit-prime-demokracie,107,no
hnuti-usvit-prime-demokracie,108,no
hnuti-usvit-prime-demokracie,109,yes
hnuti-usvit-prime-demokracie,110,yes
hnuti-usvit-prime-demokracie,111,yes
hnuti-usvit-prime-demokracie,112,no
hnuti-usvit-prime-demokracie,113,no
hnuti-usvit-prime-demokracie,114,no
hnuti-usvit-prime-demokracie,115,no
hnuti-usvit-prime-demokracie,116,yes
hnuti-usvit-prime-demokracie,117,yes
hnuti-usvit-prime-demokracie,118,yes
hnuti-usvit-prime-demokracie,119,no
hnuti-usvit-prime-demokracie,120,no
spoz,1,yes
spoz,2,yes
spoz,4,no
spoz,5,yes
spoz,6,yes
spoz,7,no
spoz,8,no
spoz,9,yes
spoz,10,no
spoz,11,yes
spoz,12,yes
spoz,13,yes
spoz,14,no
spoz,15,yes
spoz,16,yes
spoz,17,yes
spoz,18,yes
spoz,19,yes
spoz,20,yes
spoz,21,yes
spoz,22,yes
spoz,23,no
spoz,24,no
spoz,25,yes
spoz,26,yes
spoz,27,yes
spoz,28,yes
spoz,29,no
spoz,30,yes
spoz,31,no
spoz,32,yes
spoz,33,yes
spoz,34,yes
spoz,35,yes
spoz,36,yes
spoz,37,yes
spoz,38,yes
spoz,39,yes
spoz,40,yes
spoz,41,yes
spoz,42,yes
spoz,43,no
spoz,44,abstain
spoz,45,yes
spoz,46,yes
spoz,47,yes
spoz,48,no
spoz,49,yes
spoz,50,yes
spoz,51,yes
spoz,52,yes
spoz,53,no
spoz,54,yes
spoz,55,no
spoz,56,yes
spoz,57,no
spoz,58,no
spoz,59,yes
spoz,60,yes
spoz,61,no
spoz,62,no
spoz,63,yes
spoz,64,yes
spoz,65,yes
spoz,101,no
spoz,102,yes
spoz,103,yes
spoz,104,no
spoz,105,no
spoz,106,yes
spoz,107,yes
spoz,108,no
spoz,109,yes
spoz,110,yes
spoz,111,no
spoz,112,no
spoz,113,yes
spoz,114,no
spoz,115,yes
spoz,116,yes
spoz,117,yes
spoz,118,yes
spoz,119,no
spoz,120,yes
top-09,1,no
top-09,2,yes
top-09,4,yes
top-09,5,yes
top-09,6,yes
top-09,7,yes
top-09,8,no
top-09,9,yes
top-09,10,yes
top-09,11,no
top-09,12,yes
top-09,13,yes
top-09,14,yes
top-09,15,yes
top-09,16,no
top-09,17,abstain
top-09,18,yes
top-09,19,yes
top-09,20,no
top-09,21,no
top-09,22,no
top-09,23,no
top-09,24,yes
top-09,25,yes
top-09,26,no
top-09,27,no
top-09,28,yes
top-09,29,no
top-09,30,no
top-09,31,no
top-09,32,no
top-09,33,yes
top-09,34,no
top-09,35,yes
top-09,36,yes
top-09,37,no
top-09,38,yes
top-09,39,no
top-09,40,yes
top-09,41,yes
top-09,42,no
top-09,43,yes
top-09,44,yes
top-09,45,yes
top-09,46,yes
top-09,47,no
top-09,48,no
top-09,49,yes
top-09,50,yes
top-09,51,yes
top-09,52,yes
top-09,53,no
top-09,54,yes
top-09,55,yes
top-09,56,yes
top-09,57,no
top-09,58,yes
top-09,59,yes
top-09,60,yes
top-09,61,no
top-09,62,no
top-09,63,yes
top-09,64,yes
top-09,65,yes
top-09,101,no
top-09,102,no
top-09,103,no
top-09,104,no
top-09,105,no
top-09,106,no
top-09,107,yes
top-09,108,no
top-09,109,yes
top-09,110,yes
top-09,111,yes
top-09,112,yes
top-09,113,yes
top-09,114,no
top-09,115,yes
top-09,116,yes
top-09,117,yes
top-09,118,yes
top-09,119,yes
top-09,120,yes
delnicka-strana-socialni-spravedlnosti,1,yes
delnicka-strana-socialni-spravedlnosti,2,no
delnicka-strana-socialni-spravedlnosti,4,no
delnicka-strana-socialni-spravedlnosti,5,yes
delnicka-strana-socialni-spravedlnosti,6,yes
delnicka-strana-socialni-spravedlnosti,7,no
delnicka-strana-socialni-spravedlnosti,8,abstain
delnicka-strana-socialni-spravedlnosti,9,no
delnicka-strana-socialni-spravedlnosti,10,yes
delnicka-strana-socialni-spravedlnosti,11,yes
delnicka-strana-socialni-spravedlnosti,12,yes
delnicka-strana-socialni-spravedlnosti,13,no
delnicka-strana-socialni-spravedlnosti,14,no
delnicka-strana-socialni-spravedlnosti,15,no
delnicka-strana-socialni-spravedlnosti,16,yes
delnicka-strana-socialni-spravedlnosti,17,no
delnicka-strana-socialni-spravedlnosti,18,no
delnicka-strana-socialni-spravedlnosti,19,abstain
delnicka-strana-socialni-spravedlnosti,20,yes
delnicka-strana-socialni-spravedlnosti,21,yes
delnicka-strana-socialni-spravedlnosti,22,abstain
delnicka-strana-socialni-spravedlnosti,23,no
delnicka-strana-socialni-spravedlnosti,24,yes
delnicka-strana-socialni-spravedlnosti,25,no
delnicka-strana-socialni-spravedlnosti,26,yes
delnicka-strana-socialni-spravedlnosti,27,abstain
delnicka-strana-socialni-spravedlnosti,28,yes
delnicka-strana-socialni-spravedlnosti,29,no
delnicka-strana-socialni-spravedlnosti,30,yes
delnicka-strana-socialni-spravedlnosti,31,no
delnicka-strana-socialni-spravedlnosti,32,yes
delnicka-strana-socialni-spravedlnosti,33,yes
delnicka-strana-socialni-spravedlnosti,34,yes
delnicka-strana-socialni-spravedlnosti,35,no
delnicka-strana-socialni-spravedlnosti,36,yes
delnicka-strana-socialni-spravedlnosti,37,yes
delnicka-strana-socialni-spravedlnosti,38,yes
delnicka-strana-socialni-spravedlnosti,39,yes
delnicka-strana-socialni-spravedlnosti,40,yes
delnicka-strana-socialni-spravedlnosti,41,yes
delnicka-strana-socialni-spravedlnosti,42,no
delnicka-strana-socialni-spravedlnosti,43,yes
delnicka-strana-socialni-spravedlnosti,44,no
delnicka-strana-socialni-spravedlnosti,45,yes
delnicka-strana-socialni-spravedlnosti,46,yes
delnicka-strana-socialni-spravedlnosti,47,yes
delnicka-strana-socialni-spravedlnosti,48,no
delnicka-strana-socialni-spravedlnosti,49,yes
delnicka-strana-socialni-spravedlnosti,50,no
delnicka-strana-socialni-spravedlnosti,51,yes
delnicka-strana-socialni-spravedlnosti,52,no
delnicka-strana-socialni-spravedlnosti,53,no
delnicka-strana-socialni-spravedlnosti,54,yes
delnicka-strana-socialni-spravedlnosti,55,no
delnicka-strana-socialni-spravedlnosti,56,yes
delnicka-strana-socialni-spravedlnosti,57,yes
delnicka-strana-socialni-spravedlnosti,58,yes
delnicka-strana-socialni-spravedlnosti,59,yes
delnicka-strana-socialni-spravedlnosti,60,abstain
delnicka-strana-socialni-spravedlnosti,61,no
delnicka-strana-socialni-spravedlnosti,62,yes
delnicka-strana-socialni-spravedlnosti,63,no
delnicka-strana-socialni-spravedlnosti,64,yes
delnicka-strana-socialni-spravedlnosti,65,yes
delnicka-strana-socialni-spravedlnosti,101,yes
delnicka-strana-socialni-spravedlnosti,102,yes
delnicka-strana-socialni-spravedlnosti,103,yes
delnicka-strana-socialni-spravedlnosti,104,no
delnicka-strana-socialni-spravedlnosti,105,yes
delnicka-strana-socialni-spravedlnosti,106,yes
delnicka-strana-socialni-spravedlnosti,107,yes
delnicka-strana-socialni-spravedlnosti,108,no
delnicka-strana-socialni-spravedlnosti,109,yes
delnicka-strana-socialni-spravedlnosti,110,yes
delnicka-strana-socialni-spravedlnosti,111,yes
delnicka-strana-socialni-spravedlnosti,112,no
delnicka-strana-socialni-spravedlnosti,113,yes
delnicka-strana-socialni-spravedlnosti,114,abstain
delnicka-strana-socialni-spravedlnosti,115,no
delnicka-strana-socialni-spravedlnosti,116,no
delnicka-strana-socialni-spravedlnosti,117,yes
delnicka-strana-socialni-spravedlnosti,118,yes
delnicka-strana-socialni-spravedlnosti,119,no
delnicka-strana-socialni-spravedlnosti,120,no
komunisticka-strana-cech-a-moravy,1,yes
komunisticka-strana-cech-a-moravy,2,abstain
komunisticka-strana-cech-a-moravy,4,yes
komunisticka-strana-cech-a-moravy,5,yes
komunisticka-strana-cech-a-moravy,6,yes
komunisticka-strana-cech-a-moravy,7,no
komunisticka-strana-cech-a-moravy,8,abstain
komunisticka-strana-cech-a-moravy,9,yes
komunisticka-strana-cech-a-moravy,10,yes
komunisticka-strana-cech-a-moravy,11,yes
komunisticka-strana-cech-a-moravy,12,abstain
komunisticka-strana-cech-a-moravy,13,yes
komunisticka-strana-cech-a-moravy,14,no
komunisticka-strana-cech-a-moravy,15,abstain
komunisticka-strana-cech-a-moravy,16,yes
komunisticka-strana-cech-a-moravy,17,abstain
komunisticka-strana-cech-a-moravy,18,yes
komunisticka-strana-cech-a-moravy,19,yes
komunisticka-strana-cech-a-moravy,20,yes
komunisticka-strana-cech-a-moravy,21,yes
komunisticka-strana-cech-a-moravy,22,yes
komunisticka-strana-cech-a-moravy,23,abstain
komunisticka-strana-cech-a-moravy,24,no
komunisticka-strana-cech-a-moravy,25,no
komunisticka-strana-cech-a-moravy,26,yes
komunisticka-strana-cech-a-moravy,27,no
komunisticka-strana-cech-a-moravy,28,yes
komunisticka-strana-cech-a-moravy,29,abstain
komunisticka-strana-cech-a-moravy,30,yes
komunisticka-strana-cech-a-moravy,31,abstain
komunisticka-strana-cech-a-moravy,32,yes
komunisticka-strana-cech-a-moravy,33,yes
komunisticka-strana-cech-a-moravy,34,yes
komunisticka-strana-cech-a-moravy,35,yes
komunisticka-strana-cech-a-moravy,36,abstain
komunisticka-strana-cech-a-moravy,37,yes
komunisticka-strana-cech-a-moravy,38,yes
komunisticka-strana-cech-a-moravy,39,yes
komunisticka-strana-cech-a-moravy,40,yes
komunisticka-strana-cech-a-moravy,41,yes
komunisticka-strana-cech-a-moravy,42,no
komunisticka-strana-cech-a-moravy,43,no
komunisticka-strana-cech-a-moravy,44,no
komunisticka-strana-cech-a-moravy,45,yes
komunisticka-strana-cech-a-moravy,46,yes
komunisticka-strana-cech-a-moravy,47,yes
komunisticka-strana-cech-a-moravy,48,abstain
komunisticka-strana-cech-a-moravy,49,yes
komunisticka-strana-cech-a-moravy,50,yes
komunisticka-strana-cech-a-moravy,51,yes
komunisticka-strana-cech-a-moravy,52,no
komunisticka-strana-cech-a-moravy,53,abstain
komunisticka-strana-cech-a-moravy,54,yes
komunisticka-strana-cech-a-moravy,55,no
komunisticka-strana-cech-a-moravy,56,abstain
komunisticka-strana-cech-a-moravy,57,abstain
komunisticka-strana-cech-a-moravy,58,abstain
komunisticka-strana-cech-a-moravy,59,yes
komunisticka-strana-cech-a-moravy,60,yes
komunisticka-strana-cech-a-moravy,61,abstain
komunisticka-strana-cech-a-moravy,62,no
komunisticka-strana-cech-a-moravy,63,yes
komunisticka-strana-cech-a-moravy,64,yes
komunisticka-strana-cech-a-moravy,65,yes
komunisticka-strana-cech-a-moravy,101,abstain
komunisticka-strana-cech-a-moravy,102,yes
komunisticka-strana-cech-a-moravy,103,yes
komunisticka-strana-cech-a-moravy,104,no
komunisticka-strana-cech-a-moravy,105,no
komunisticka-strana-cech-a-moravy,106,yes
komunisticka-strana-cech-a-moravy,107,yes
komunisticka-strana-cech-a-moravy,108,abstain
komunisticka-strana-cech-a-moravy,109,no
komunisticka-strana-cech-a-moravy,110,yes
komunisticka-strana-cech-a-moravy,111,no
komunisticka-strana-cech-a-moravy,112,no
komunisticka-strana-cech-a-moravy,113,no
komunisticka-strana-cech-a-moravy,114,abstain
komunisticka-strana-cech-a-moravy,115,no
komunisticka-strana-cech-a-moravy,116,yes
komunisticka-strana-cech-a-moravy,117,yes
komunisticka-strana-cech-a-moravy,118,yes
komunisticka-strana-cech-a-moravy,119,no
komunisticka-strana-cech-a-moravy,120,yes
lev-21-narodni-socialiste,1,yes
lev-21-narodni-socialiste,2,yes
lev-21-narodni-socialiste,4,abstain
lev-21-narodni-socialiste,5,yes
lev-21-narodni-socialiste,6,yes
lev-21-narodni-socialiste,7,no
lev-21-narodni-socialiste,8,abstain
lev-21-narodni-socialiste,9,yes
lev-21-narodni-socialiste,10,no
lev-21-narodni-socialiste,11,abstain
lev-21-narodni-socialiste,12,yes
lev-21-narodni-socialiste,13,yes
lev-21-narodni-socialiste,14,no
lev-21-narodni-socialiste,15,no
lev-21-narodni-socialiste,16,yes
lev-21-narodni-socialiste,17,abstain
lev-21-narodni-socialiste,18,abstain
lev-21-narodni-socialiste,19,yes
lev-21-narodni-socialiste,20,yes
lev-21-narodni-socialiste,21,yes
lev-21-narodni-socialiste,22,abstain
lev-21-narodni-socialiste,23,yes
lev-21-narodni-socialiste,24,abstain
lev-21-narodni-socialiste,25,yes
lev-21-narodni-socialiste,26,yes
lev-21-narodni-socialiste,27,abstain
lev-21-narodni-socialiste,28,yes
lev-21-narodni-socialiste,29,abstain
lev-21-narodni-socialiste,30,yes
lev-21-narodni-socialiste,31,abstain
lev-21-narodni-socialiste,32,no
lev-21-narodni-socialiste,33,abstain
lev-21-narodni-socialiste,34,yes
lev-21-narodni-socialiste,35,yes
lev-21-narodni-socialiste,36,abstain
lev-21-narodni-socialiste,37,abstain
lev-21-narodni-socialiste,38,yes
lev-21-narodni-socialiste,39,abstain
lev-21-narodni-socialiste,40,yes
lev-21-narodni-socialiste,41,no
lev-21-narodni-socialiste,42,no
lev-21-narodni-socialiste,43,yes
lev-21-narodni-socialiste,44,no
lev-21-narodni-socialiste,45,yes
lev-21-narodni-socialiste,46,yes
lev-21-narodni-socialiste,47,abstain
lev-21-narodni-socialiste,48,yes
lev-21-narodni-socialiste,49,yes
lev-21-narodni-socialiste,50,yes
lev-21-narodni-socialiste,51,abstain
lev-21-narodni-socialiste,52,no
lev-21-narodni-socialiste,53,abstain
lev-21-narodni-socialiste,54,yes
lev-21-narodni-socialiste,55,no
lev-21-narodni-socialiste,56,yes
lev-21-narodni-socialiste,57,no
lev-21-narodni-socialiste,58,abstain
lev-21-narodni-socialiste,59,no
lev-21-narodni-socialiste,60,abstain
lev-21-narodni-socialiste,61,no
lev-21-narodni-socialiste,62,yes
lev-21-narodni-socialiste,63,yes
lev-21-narodni-socialiste,64,abstain
lev-21-narodni-socialiste,65,abstain
lev-21-narodni-socialiste,101,yes
lev-21-narodni-socialiste,102,yes
lev-21-narodni-socialiste,103,abstain
lev-21-narodni-socialiste,104,no
lev-21-narodni-socialiste,105,no
lev-21-narodni-socialiste,106,yes
lev-21-narodni-socialiste,107,yes
lev-21-narodni-socialiste,108,no
lev-21-narodni-socialiste,109,yes
lev-21-narodni-socialiste,110,yes
lev-21-narodni-socialiste,111,yes
lev-21-narodni-socialiste,112,no
lev-21-narodni-socialiste,113,no
lev-21-narodni-socialiste,114,no
lev-21-narodni-socialiste,115,no
lev-21-narodni-socialiste,116,yes
lev-21-narodni-socialiste,117,yes
lev-21-narodni-socialiste,118,yes
lev-21-narodni-socialiste,119,no
lev-21-narodni-socialiste,120,no
hlavu-vzhuru,1,no
hlavu-vzhuru,2,no
hlavu-vzhuru,4,no
hlavu-vzhuru,5,abstain
hlavu-vzhuru,6,yes
hlavu-vzhuru,7,yes
hlavu-vzhuru,8,no
hlavu-vzhuru,9,no
hlavu-vzhuru,10,yes
hlavu-vzhuru,11,no
hlavu-vzhuru,12,yes
hlavu-vzhuru,13,abstain
hlavu-vzhuru,14,abstain
hlavu-vzhuru,15,no
hlavu-vzhuru,16,yes
hlavu-vzhuru,17,no
hlavu-vzhuru,18,yes
hlavu-vzhuru,19,abstain
hlavu-vzhuru,20,abstain
hlavu-vzhuru,21,no
hlavu-vzhuru,22,no
hlavu-vzhuru,23,no
hlavu-vzhuru,24,no
hlavu-vzhuru,25,yes
hlavu-vzhuru,26,no
hlavu-vzhuru,27,abstain
hlavu-vzhuru,28,abstain
hlavu-vzhuru,29,no
hlavu-vzhuru,30,abstain
hlavu-vzhuru,31,no
hlavu-vzhuru,32,no
hlavu-vzhuru,33,abstain
hlavu-vzhuru,34,no
hlavu-vzhuru,35,abstain
hlavu-vzhuru,36,abstain
hlavu-vzhuru,37,no
hlavu-vzhuru,38,abstain
hlavu-vzhuru,39,yes
hlavu-vzhuru,40,abstain
hlavu-vzhuru,41,yes
hlavu-vzhuru,42,yes
hlavu-vzhuru,43,no
hlavu-vzhuru,44,no
hlavu-vzhuru,45,no
hlavu-vzhuru,46,yes
hlavu-vzhuru,47,no
hlavu-vzhuru,48,no
hlavu-vzhuru,49,abstain
hlavu-vzhuru,50,no
hlavu-vzhuru,51,abstain
hlavu-vzhuru,52,yes
hlavu-vzhuru,53,no
hlavu-vzhuru,54,yes
hlavu-vzhuru,55,no
hlavu-vzhuru,56,abstain
hlavu-vzhuru,57,no
hlavu-vzhuru,58,no
hlavu-vzhuru,59,yes
hlavu-vzhuru,60,no
