id,name,country_code,country,political_group,party
33984,Ioan Mircea PAŞCU,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
36392,Aldo PATRICIELLO,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
98341,Eva PAUNOVA,bg,Bulgaria,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria
129256,Emilian PAVEL,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
124844,Piernicola PEDICINI,it,Italy,Europe of Freedom and Direct Democracy Group,Movimento 5 Stelle
28166,Vincent PEILLON,fr,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste
23693,Alojz PETERLE,si,Slovenia,Group of the European People's Party (Christian Democrats),Nova Slovenija – Krščanski demokrati
124872,Morten Helveg PETERSEN,dk,Denmark,Group of the Alliance of Liberals and Democrats for Europe,Det Radikale Venstre
124749,Marijana PETIR,hr,Croatia,Group of the European People's Party (Christian Democrats),Hrvatska seljačka stranka
110977,Florian PHILIPPOT,fr,France,Europe of Nations and Freedom Group,Front national
124846,Pina PICIERNO,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
112744,Tonino PICULA,hr,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socijaldemokratska partija Hrvatske
124874,Bolesław G. PIECHA,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
28224,Markus PIEPER,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
40599,Sirpa PIETIKÄINEN,fi,Finland,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus
136236,João PIMENTA LOPES,pt,Portugal,Confederal Group of the European United Left - Nordic Green Left,Partido Comunista Português
28341,Mirosław PIOTROWSKI,pl,Poland,European Conservatives and Reformists Group,Niezależny
37229,Kati PIRI,nl,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partij van de Arbeid
124855,Georgi PIRINSKI,bg,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party
124898,Julia PITERA,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
4436,Gianni PITTELLA,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
112755,Andrej PLENKOVIĆ,hr,Croatia,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica
124881,Marek PLURA,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
96715,Pavel POC,cz,Czech Republic,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Česká strana sociálně demokratická
124699,Miroslav POCHE,cz,Czech Republic,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Česká strana sociálně demokratická
124853,Salvatore Domenico POGLIESE,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
124704,Stanislav POLČÁK,cz,Czech Republic,Group of the European People's Party (Christian Democrats),Starostové a nezávisli
96931,Maurice PONGA,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
96801,Tomasz Piotr PORĘBA,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
125706,Jiří POSPÍŠIL,cz,Czech Republic,Group of the European People's Party (Christian Democrats),TOP 09 a Starostové
124997,Soraya POST,se,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Feministiskt initiativ
96838,Cristian Dan PREDA,ro,Romania,Group of the European People's Party (Christian Democrats),Independent
124830,Marcus PRETZELL,de,Germany,European Conservatives and Reformists Group,Alternative für Deutschland
124888,Gabriele PREUSS,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
108080,Franck PROUST,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
90110,Carolina PUNSET,es,Spain,Group of the Alliance of Liberals and Democrats for Europe,Ciudadanos – Partido de la Ciudadanía
1055,Godelieve QUISTHOUDT-ROWOHL,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124850,Emil RADEV,bg,Bulgaria,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria
112753,Jozo RADOŠ,hr,Croatia,Group of the Alliance of Liberals and Democrats for Europe,Hrvatska narodna stranka - liberalni demokrati
96903,Paulo RANGEL,pt,Portugal,Group of the European People's Party (Christian Democrats),Partido Social Democrata
124792,Laurenţiu REBEGA,ro,Romania,Europe of Nations and Freedom Group,Independent
124816,Julia REDA,de,Germany,Group of the Greens/European Free Alliance,Piratenpartei Deutschland
1185,Viviane REDING,lu,Luxembourg,Group of the European People's Party (Christian Democrats),Parti chrétien social luxembourgeois
96998,Evelyn REGNER,at,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs
106202,Julia REID,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
124935,Michel REIMON,at,Austria,Group of the Greens/European Free Alliance,Die Grünen - Die Grüne Alternative
103381,Terry REINTKE,de,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
28225,Herbert REUL,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124287,Christine REVAULT D'ALLONNES BONNEFOY,fr,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste
124733,Sofia RIBEIRO,pt,Portugal,Group of the European People's Party (Christian Democrats),Partido Social Democrata
4253,Frédérique RIES,be,Belgium,Group of the Alliance of Liberals and Democrats for Europe,Mouvement Réformateur
96885,Dominique RIQUET,fr,France,Group of the Alliance of Liberals and Democrats for Europe,Parti Radical - UDI
96743,Michèle RIVASI,fr,France,Group of the Greens/European Free Alliance,Europe Écologie
97022,Robert ROCHEFORT,fr,France,Group of the Alliance of Liberals and Democrats for Europe,Mouvement Démocrate
125099,Liliana RODRIGUES,pt,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
124737,Maria João RODRIGUES,pt,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
125043,Inmaculada RODRÍGUEZ-PIÑERO FERNÁNDEZ,es,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
93624,Ulrike RODUST,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
96710,Jens ROHDE,dk,Denmark,Group of the Alliance of Liberals and Democrats for Europe,Det Radikale Venstre
125107,Claude ROLIN,be,Belgium,Group of the European People's Party (Christian Democrats),Centre Démocrate Humaniste
125214,Bronis ROPĖ,lt,Lithuania,Group of the Greens/European Free Alliance,Lietuvos valstiečių ir žaliųjų sąjunga
28394,Dariusz ROSATI,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
103845,Virginie ROZIÈRE,fr,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti radical de gauche
124730,Fernando RUAS,pt,Portugal,Group of the European People's Party (Christian Democrats),Partido Social Democrata
2278,Paul RÜBIG,at,Austria,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei
132366,Pirkko RUOHONEN-LERNER,fi,Finland,European Conservatives and Reformists Group,Perussuomalaiset
4345,Tokia SAÏFI,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
125091,Sofia SAKORAFA,el,Greece,Confederal Group of the European United Left - Nordic Green Left,Independent
125670,Massimiliano SALINI,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
28404,Matteo SALVINI,it,Italy,Europe of Nations and Freedom Group,Lega Nord
125035,Lola SÁNCHEZ CALDENTEY,es,Spain,Confederal Group of the European United Left - Nordic Green Left,PODEMOS
24594,Anne SANDER,fr,France,Group of the European People's Party (Christian Democrats),Les Républicains
124781,Alfred SANT,mt,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partit Laburista
33989,Daciana Octavia SÂRBU,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
96815,Judith SARGENTINI,nl,Netherlands,Group of the Greens/European Free Alliance,GroenLinks
112611,Petri SARVAMAA,fi,Finland,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus
28297,Jacek SARYUSZ-WOLSKI,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
96864,David-Maria SASSOLI,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
96696,Algirdas SAUDARGAS,lt,Lithuania,Group of the European People's Party (Christian Democrats),Tėvynės sąjunga-Lietuvos krikščionys demokratai
96945,Marietje SCHAAKE,nl,Netherlands,Group of the Alliance of Liberals and Democrats for Europe,Democraten 66
124755,Jean-Luc SCHAFFHAUSER,fr,France,Europe of Nations and Freedom Group,Rassemblement bleu Marine
37312,Christel SCHALDEMOSE,dk,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialdemokratiet
124804,Elly SCHLEIN,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,-
125016,Claudia SCHMIDT,at,Austria,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei
96646,Helmut SCHOLZ,de,Germany,Confederal Group of the European United Left - Nordic Green Left,DIE LINKE.
28135,György SCHÖPFLIN,hu,Hungary,Group of the European People's Party (Christian Democrats),Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
125030,Annie SCHREIJER-PIERIK,nl,Netherlands,Group of the European People's Party (Christian Democrats),Christen Democratisch Appèl
1911,Martin SCHULZ,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
124809,Sven SCHULZE,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124837,Joachim SCHUSTER,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
28223,Andreas SCHWAB,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124942,Molly SCOTT CATO,uk,United Kingdom,Group of the Greens/European Free Alliance,Green Party
125053,Jordi SEBASTIÀ,es,Spain,Group of the Greens/European Free Alliance,COMPROMIS
96718,Olga SEHNALOVÁ,cz,Czech Republic,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Česká strana sociálně demokratická
134243,Jasenko SELIMOVIC,se,Sweden,Group of the Alliance of Liberals and Democrats for Europe,Liberalerna
125049,Lidia SENRA RODRÍGUEZ,es,Spain,Confederal Group of the European United Left - Nordic Green Left,Alternativa galega de esquerda en Europa
124794,Remo SERNAGIOTTO,it,Italy,European Conservatives and Reformists Group,Conservatori e Riformisti
124741,Ricardo SERRÃO SANTOS,pt,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
124950,Jill SEYMOUR,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
23787,Czesław Adam SIEKIERSKI,pl,Poland,Group of the European People's Party (Christian Democrats),Polskie Stronnictwo Ludowe
124747,Pedro SILVA PEREIRA,pt,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
96836,Peter SIMON,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
124948,Siôn SIMON,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
96932,Birgit SIPPEL,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
124927,Branislav ŠKRIPEK,sk,Slovakia,European Conservatives and Reformists Group,OBYČAJNÍ ĽUDIA
124756,Davor ŠKRLEC,hr,Croatia,Group of the Greens/European Free Alliance,Održivi razvoj Hrvatske
28508,Alyn SMITH,uk,United Kingdom,Group of the Greens/European Free Alliance,Scottish National Party
96655,Monika SMOLKOVÁ,sk,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,SMER-Sociálna demokracia
39724,Csaba SÓGOR,ro,Romania,Group of the European People's Party (Christian Democrats),Uniunea Democrată Maghiară din România
124710,Michaela ŠOJDROVÁ,cz,Czech Republic,Group of the European People's Party (Christian Democrats),Křesťanská a demokratická unie - Československá strana lidová
125003,Igor ŠOLTES,si,Slovenia,Group of the Greens/European Free Alliance,Verjamem! Lista dr. Igorja Šoltesa
4282,Renate SOMMER,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
124834,Martin SONNEBORN,de,Germany,Non-attached Members,Die PARTEI
124860,Renato SORU,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
124810,Barbara SPINELLI,it,Italy,Confederal Group of the European United Left - Nordic Green Left,Independent
125064,Maria SPYRAKI,el,Greece,Group of the European People's Party (Christian Democrats),Nea Demokratia
4751,Bart STAES,be,Belgium,Group of the Greens/European Free Alliance,Groen
124852,Sergei STANISHEV,bg,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party
124827,Joachim STARBATTY,de,Germany,European Conservatives and Reformists Group,Allianz für Fortschritt und Aufbruch
124929,Ivan ŠTEFANEC,sk,Slovakia,Group of the European People's Party (Christian Democrats),Kresťanskodemokratické hnutie
96831,Jutta STEINRUCK,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
124702,Jaromír ŠTĚTINA,cz,Czech Republic,Group of the European People's Party (Christian Democrats),TOP 09 a Starostové
125105,Helga STEVENS,be,Belgium,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie
119435,Davor Ivo STIER,hr,Croatia,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica
4545,Catherine STIHLER,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
39721,Theodor Dumitru STOLOJAN,ro,Romania,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal
124825,Beatrix von STORCH,de,Germany,European Conservatives and Reformists Group,Alternative für Deutschland
125028,Olaf STUGER,nl,Netherlands,Europe of Nations and Freedom Group,Partij voor de Vrijheid
119434,Dubravka ŠUICA,hr,Croatia,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica
124928,Richard SULÍK,sk,Slovakia,European Conservatives and Reformists Group,Sloboda a Solidarita
125103,Patricija ŠULIN,si,Slovenia,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka
96272,Pavel SVOBODA,cz,Czech Republic,Group of the European People's Party (Christian Democrats),Křesťanská a demokratická unie - Československá strana lidová
96920,Kay SWINBURNE,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
124689,Neoklis SYLIKIOTIS,cy,Cyprus,Confederal Group of the European United Left - Nordic Green Left,Progressive Party of Working People - Left - New Forces
125072,Eleftherios SYNADINOS,el,Greece,Non-attached Members,Popular Association – Golden Dawn
23821,József SZÁJER,hu,Hungary,Group of the European People's Party (Christian Democrats),Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
124703,Tibor SZANYI,hu,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Magyar Szocialista Párt
124890,Adam SZEJNFELD,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
2187,Antonio TAJANI,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
28316,Hannu TAKKULA,fi,Finland,Group of the Alliance of Liberals and Democrats for Europe,Suomen Keskusta
124813,Dario TAMBURRANO,it,Italy,Europe of Freedom and Direct Democracy Group,Movimento 5 Stelle
96847,Claudiu Ciprian TĂNĂSESCU,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
125020,Paul TANG,nl,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partij van de Arbeid
4521,Charles TANNOCK,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
124793,Claudia TAPARDEL,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
29579,Marc TARABELLA,be,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti Socialiste
97136,Indrek TARAND,ee,Estonia,Group of the Greens/European Free Alliance,Sõltumatu
102931,Keith TAYLOR,uk,United Kingdom,Group of the Greens/European Free Alliance,Green Party
124706,Pavel TELIČKA,cz,Czech Republic,Group of the Alliance of Liberals and Democrats for Europe,ANO 2011
124932,Josep-Maria TERRICABRAS,es,Spain,Group of the Greens/European Free Alliance,Esquerra Republicana de Catalunya
25704,Eleni THEOCHAROUS,cy,Cyprus,European Conservatives and Reformists Group,Independent
96871,Michael THEURER,de,Germany,Group of the Alliance of Liberals and Democrats for Europe,Freie Demokratische Partei
114279,Isabelle THOMAS,fr,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste
96776,Róża Gräfin von THUN UND HOHENSTEIN,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
28340,Patrizia TOIA,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
39726,László TŐKÉS,hu,Hungary,Group of the European People's Party (Christian Democrats),Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
96697,Valdemar TOMAŠEVSKI,lt,Lithuania,European Conservatives and Reformists Group,Lietuvos lenkų rinkimų akcija
119431,Ruža TOMAŠIĆ,hr,Croatia,European Conservatives and Reformists Group,Hrvatska konzervativna stranka
125104,Romana TOMC,si,Slovenia,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka
124700,Yana TOOM,ee,Estonia,Group of the Alliance of Liberals and Democrats for Europe,Eesti Keskerakond
131749,Estefanía TORRES MARTÍNEZ,es,Spain,Confederal Group of the European United Left - Nordic Green Left,PODEMOS
114268,Nils TORVALDS,fi,Finland,Group of the Alliance of Liberals and Democrats for Europe,Svenska folkpartiet
96713,Evžen TOŠENOVSKÝ,cz,Czech Republic,European Conservatives and Reformists Group,Občanská demokratická strana
124829,Ulrike TREBESIUS,de,Germany,European Conservatives and Reformists Group,Allianz für Fortschritt und Aufbruch
97203,Ramon TREMOSA i BALCELLS,es,Spain,Group of the Alliance of Liberals and Democrats for Europe,Convergència Democràtica de Catalunya
124758,Mylène TROSZCZYNSKI,fr,France,Europe of Nations and Freedom Group,Front national
28240,Helga TRÜPEL,de,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
131750,Mihai ŢURCANU,ro,Romania,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal
4432,Claude TURMES,lu,Luxembourg,Group of the Greens/European Free Alliance,Déi Gréng - Les Verts
23791,Kazimierz Michał UJAZDOWSKI,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
124705,István UJHELYI,hu,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Magyar Szocialista Párt
96672,Marita ULVSKOG,se,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Arbetarepartiet- Socialdemokraterna
96835,Traian UNGUREANU,ro,Romania,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal
131507,Miguel URBÁN CRESPO,es,Spain,Confederal Group of the European United Left - Nordic Green Left,PODEMOS
124972,Ernest URTASUN,es,Spain,Group of the Greens/European Free Alliance,Iniciativa per Catalunya Verds
38601,Vladimir URUTCHEV,bg,Bulgaria,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria
96698,Viktor USPASKICH,lt,Lithuania,Group of the Alliance of Liberals and Democrats for Europe,Darbo partija
28617,Inese VAIDERE,lv,Latvia,Group of the European People's Party (Christian Democrats),"Partija ""VIENOTĪBA"""
97019,Ivo VAJGL,si,Slovenia,Group of the Alliance of Liberals and Democrats for Europe,DeSUS - Demokratična Stranka Upokojencev Slovenije
125032,Ramón Luis VALCÁRCEL SISO,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
37324,Adina-Ioana VĂLEAN,ro,Romania,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal
4334,Elena VALENCIANO,es,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
124993,Bodil VALERO,se,Sweden,Group of the Greens/European Free Alliance,Miljöpartiet de gröna
124778,Marco VALLI,it,Italy,Europe of Freedom and Direct Democracy Group,Movimento 5 Stelle
125050,Ángela VALLINA,es,Spain,Confederal Group of the European United Left - Nordic Green Left,Izquierda Unida
124934,Monika VANA,at,Austria,Group of the Greens/European Free Alliance,Die Grünen - Die Grüne Alternative
117491,Anneleen VAN BOSSUYT,be,Belgium,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie
5729,Kathleen VAN BREMPT,be,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialistische Partij.Anders
129164,Tom VANDENKENDELAERE,be,Belgium,Group of the European People's Party (Christian Democrats),Christen-Democratisch & Vlaams
4513,Geoffrey VAN ORDEN,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
96918,Derek VAUGHAN,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
130100,Hilde VAUTMANS,be,Belgium,Group of the Alliance of Liberals and Democrats for Europe,Open Vlaamse Liberalen en Democraten
2128,Paavo VÄYRYNEN,fi,Finland,Group of the Alliance of Liberals and Democrats for Europe,Suomen Keskusta
96858,Marie-Christine VERGIAT,fr,France,Confederal Group of the European United Left - Nordic Green Left,Front de Gauche
96756,Sabine VERHEYEN,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
97058,Guy VERHOFSTADT,be,Belgium,Group of the Alliance of Liberals and Democrats for Europe,Open Vlaamse Liberalen en Democraten
125100,Miguel VIEGAS,pt,Portugal,Confederal Group of the European United Left - Nordic Green Left,Partido Comunista Português
125001,Harald VILIMSKY,at,Austria,Europe of Nations and Freedom Group,Freiheitliche Partei Österreichs
124791,Daniele VIOTTI,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
124726,Henna VIRKKUNEN,fi,Finland,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus
124875,Anders Primdahl VISTISEN,dk,Denmark,European Conservatives and Reformists Group,Dansk Folkeparti
124832,Udo VOIGT,de,Germany,Non-attached Members,Nationaldemokratische Partei Deutschlands
96761,Axel VOSS,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
125065,Elissavet VOZEMBERG-VRIONIDI,el,Greece,Group of the European People's Party (Christian Democrats),Nea Demokratia
96774,Jarosław WAŁĘSA,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
124963,Julie WARD,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
28229,Manfred WEBER,de,Germany,Group of the European People's Party (Christian Democrats),Christlich-Soziale Union in Bayern e.V.
39713,Renate WEBER,ro,Romania,Group of the Alliance of Liberals and Democrats for Europe,Independent
111014,Josef WEIDENHOLZER,at,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs
124840,Jakob von WEIZSÄCKER,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
124903,Bogdan Brunon WENTA,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
124826,Martina WERNER,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
96839,Kerstin WESTPHAL,de,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
2323,Rainer WIELAND,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
96677,Cecilia WIKSTRÖM,se,Sweden,Group of the Alliance of Liberals and Democrats for Europe,Liberalerna
35743,Glenis WILLMOTT,uk,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party
124995,Kristina WINBERG,se,Sweden,Europe of Freedom and Direct Democracy Group,Sverigedemokraterna
96764,Hermann WINKLER,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
39725,Iuliu WINKLER,ro,Romania,Group of the European People's Party (Christian Democrats),Uniunea Democrată Maghiară din România
124877,Jadwiga WIŚNIEWSKA,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
23784,Janusz WOJCIECHOWSKI,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
124966,Steven WOOLFE,uk,United Kingdom,Europe of Freedom and Direct Democracy Group,United Kingdom Independence Party
23894,Anna ZÁBORSKÁ,sk,Slovakia,Group of the European People's Party (Christian Democrats),Kresťanskodemokratické hnutie
125067,Theodoros ZAGORAKIS,el,Greece,Group of the European People's Party (Christian Democrats),Nea Demokratia
23712,Jan ZAHRADIL,cz,Czech Republic,European Conservatives and Reformists Group,Občanská demokratická strana
96656,Boris ZALA,sk,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,SMER-Sociálna demokracia
96763,Pablo ZALBA BIDEGAIN,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
124780,Marco ZANNI,it,Italy,Europe of Freedom and Direct Democracy Group,Movimento 5 Stelle
124800,Flavio ZANONATO,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
125090,Sotirios ZARIANOPOULOS,el,Greece,Non-attached Members,Communist Party of Greece
28619,Tatjana ŽDANOKA,lv,Latvia,Group of the Greens/European Free Alliance,Latvijas Krievu savienība
124713,Tomáš ZDECHOVSKÝ,cz,Czech Republic,Group of the European People's Party (Christian Democrats),Křesťanská a demokratická unie - Československá strana lidová
124893,Bogdan Andrzej ZDROJEWSKI,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
96762,Joachim ZELLER,de,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
96784,Janusz ZEMKE,pl,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sojusz Lewicy Demokratycznej - Unia Pracy
103246,Auke ZIJLSTRA,nl,Netherlands,Europe of Nations and Freedom Group,Partij voor de Vrijheid
28615,Roberts ZĪLE,lv,Latvia,European Conservatives and Reformists Group,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK"""
28248,Gabriele ZIMMER,de,Germany,Confederal Group of the European United Left - Nordic Green Left,DIE LINKE.
124901,Jana ŽITŇANSKÁ,sk,Slovakia,European Conservatives and Reformists Group,NOVA
124884,Kosma ZŁOTOWSKI,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
131051,Damiano ZOFFOLI,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
124902,Stanisław ŻÓŁTEK,pl,Poland,Europe of Nations and Freedom Group,Kongres Nowej Prawicy
124739,Carlos ZORRINHO,pt,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
125237,Marco ZULLO,it,Italy,Europe of Freedom and Direct Democracy Group,Movimento 5 Stelle
96933,Milan ZVER,si,Slovenia,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka
28301,Tadeusz ZWIEFKA,pl,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
124880,Ulla TØRNÆS,dk,Denmark,Group of the Alliance of Liberals and Democrats for Europe,"Venstre, Danmarks Liberale Parti"
111589,Inês Cristina ZUBER,pt,Portugal,Confederal Group of the European United Left - Nordic Green Left,Partido Comunista Português
