id,start_date,motion:text,motion:result,motion:requirement
4335,1995-02-07T15:09:00,Novela zákona o soudních poplatcích,pass,simple majority
3914,1995-04-19T13:13:00,Zák. o jednacím řádu PS,fail,simple majority
1919,1995-06-22T09:56:00,Vl.náv.novely zák. o dani z přidané hodnoty,fail,simple majority
3808,1995-04-18T12:32:00,Pořad schůze,pass,simple majority
2024,1995-06-23T08:49:00,Vl.náv. ústav.zák. o vyš.územ.samospr.celcích,fail,simple majority
2824,1995-11-03T13:33:00,Vl.náv. zák. o střelných zbraních,fail,simple majority
2056,1995-06-27T10:36:00,Odpovědi členů vlády na interpelace,fail,simple majority
7394,1994-04-29T15:00:00,Novela zák. o sdruž. v polit. stranách,fail,simple majority
2456,1995-09-27T17:12:00,Náv. zák. o volbách do Parlamentu ČR,fail,simple majority
7056,1994-03-23T09:33:00,Novela zákoníku práce,fail,simple majority
2403,1995-09-26T16:49:00,Pravidla pro projednání návrhu z. o st.rozp.,pass,simple majority
4112,1995-04-20T16:12:00,Náv. usnes. PS-projed.finanč.zpr.polit.stran,pass,simple majority
3961,1995-04-19T13:49:00,Zák. o jednacím řádu PS,fail,simple majority
3112,1995-12-20T13:07:00,Posl. náv. zák. o státních svátcích,pass,simple majority
7073,1994-03-23T09:48:00,Novela zákoníku práce,fail,simple majority
7389,1994-04-29T15:00:00,Novela zák. o sdruž. v polit. stranách,fail,simple majority
3975,1995-04-19T14:09:00,Zák. o jednacím řádu PS,fail,simple majority
4937,1994-12-15T13:20:00,VL.náv.-souhlas s Dohodou mezi vl.ČR a Koreou,pass,simple majority
2378,1995-09-26T13:59:00,Změna programu,fail,simple majority
7181,1994-03-24T10:53:00,Vl.návrh zák.-vlastn.vztahy k bytům,pass,simple majority
3766,1995-05-26T14:23:00,Vl.náv.zák. o státní sociální podpoře,fail,simple majority
4341,1995-02-08T08:50:00,Rozšíření pořadu - upuštění od zásad,pass,simple majority
3225,1996-02-08T08:56:00,Odpovědi členů vlády na písemné interpelace,pass,simple majority
3163,1995-12-20T17:29:00,Písemná interpelace,fail,simple majority
6496,1993-12-02T08:37:00,"Nov.zák. o dani dědické,darov.,z přev.nemovit.",fail,simple majority
2827,1995-11-03T13:33:00,Vl.náv. zák. o střelných zbraních,fail,simple majority
5094,1994-11-03T16:01:00,Vyjímečné zkrácení zák. lhůty 60 dnů k proj.d...,fail,simple majority
7060,1994-03-23T09:38:00,Novela zákoníku práce,fail,simple majority
6400,1994-06-03T13:28:00,Návrh zák. o volbách do zastup. v obcích,fail,simple majority
4138,1995-04-20T17:35:00,Zákon o spořitelních a úvěrních družstev,fail,simple majority
5916,1996-04-25T10:09:00,Zadávání veřejných zakázek 3. čtení,pass,simple majority
7276,1994-04-27T09:15:00,Vl. návrh-Smlouva mezi ČR a Státem Izrael,pass,simple majority
6926,1994-02-17T13:44:00,Odp. členů vlády na interpelace,pass,simple majority
5054,1994-11-02T14:47:00,Vl.návrh zák. o odškodnění obětem nacismu,fail,simple majority
6360,1994-06-02T18:03:00,Návrh zák. o volbách do PS a Senátu ČR,fail,simple majority
4789,1994-12-14T09:08:00,Odpovědi členů vlády na interpelace posl.,pass,simple majority
4730,1994-12-13T15:47:00,Odpovědi členů vlády na interpelace posl.,fail,simple majority
4881,1994-12-14T18:02:00,Vl. návrh zákona o dráhách,fail,simple majority
2686,1995-11-03T08:00:00,Vl.náv.nov.zákona o lesích,fail,simple majority
3346,1996-02-15T08:29:00,Posl.náv. na vydání zák.o sídle Parlamentu,fail,simple majority
6256,1994-06-01T13:33:00,Návrh rozpočtu Fondu nár. majetku ČR na 1994,fail,simple majority
4609,1994-12-07T16:46:00,Vl. návrh novely zák. o správních poplatcích,fail,simple majority
3771,1995-05-26T14:29:00,Vl.náv.zák. o státní sociální podpoře,fail,simple majority
3122,1995-12-20T15:17:00,Náv. zdravotně pojistných plánů VZP ČR,fail,simple majority
5057,1994-11-02T14:51:00,Vl.návrh zák. o odškodnění obětem nacismu,pass,simple majority
3161,1995-12-20T17:06:00,"Posl. náv. nov. zák. o dani dědické, darov.",fail,simple majority
2536,1995-09-28T11:12:00,Vl.náv.zák. o nezisk.práv.osobách a daních h,fail,simple majority
3414,1996-03-12T15:03:00,Pořad 40. schůze PS,pass,simple majority
6815,1994-02-15T13:52:00,Návrh org.v. na zkrác. zák. lhůty 60 dnů,pass,simple majority
3436,1996-03-13T11:28:00,Posl.náv.zák. o státních svátcích,pass,simple majority
4950,1994-12-15T14:42:00,Náv. na zrušení usn.někt.obec. a měst.zastup.,pass,simple majority
5434,1994-07-09T09:57:00,Vl.náv.zák. o ochraně ovzduší,pass,simple majority
1871,1995-06-20T12:45:00,Přeřadit bod 12,pass,simple majority
5838,1996-04-25T08:28:00,Zákon o VZP ČR a o dalších zdrav.poj.,fail,simple majority
2057,1995-06-27T10:38:00,Odpovědi členů vlády na interpelace,fail,simple majority
7372,1994-04-29T13:39:00,Novela zák. o mimosoudních rehabilitacích,pass,simple majority
2012,1995-06-23T08:26:00,Vl.náv. ústav.zák. o vyš.územ.samospr.celcích,fail,simple majority
2679,1995-11-02T19:21:00,Vl.náv.Smlouvy mezi ČR a Polskem o pohr.styku,pass,simple majority
4840,1994-12-14T17:02:00,Vl.návrh zák. o státním rozp. ČR na rok 1995,fail,simple majority
2398,1995-09-26T16:02:00,Novela zákoníku práce,pass,simple majority
3863,1995-04-19T09:54:00,Zák. o jednacím řádu PS,fail,simple majority
4911,1994-12-15T09:51:00,Vl.návrh novely občanského zákoníku,fail,simple majority
3452,1996-03-13T13:29:00,Vl.náv.nov.zák. o barvení paliv,pass,simple majority
5935,1996-04-25T10:29:00,Zadávání veřejných zakázek 3. čtení,pass,simple majority
4176,1995-03-14T16:07:00,Vl.náv.-Smlouva mezi ČR a Litvou,pass,simple majority
3256,1996-02-09T09:35:00,Vl.návrh atomového zákona,pass,simple majority
2020,1995-06-23T08:36:00,Vl.náv. ústav.zák. o vyš.územ.samospr.celcích,pass,simple majority
2404,1995-09-26T16:51:00,Pravidla pro projednání návrhu z. o st.rozp.,pass,simple majority
4420,1995-02-09T10:28:00,Odpověď př. vl. Klause na inter. posl. Vika,pass,simple majority
2146,1995-06-28T10:01:00,Náv.na volbu čl. Spr.rady a Dozor.rady VZP,pass,simple majority
2178,1995-06-28T16:18:00,Zpráva vlády o plnění stát.rozpočtu ČR,fail,simple majority
4856,1994-12-14T17:45:00,Vl. návrh zák. o Rejstříku trestů,fail,simple majority
5240,1994-09-29T12:02:00,Odpovědi na interpelace,fail,simple majority
2919,1995-12-05T13:50:00,Změna pořadu,pass,simple majority
3304,1996-02-13T16:32:00,Posl.náv.novely trestního zákona,fail,simple majority
5469,1994-07-09T13:54:00,Posl.náv.zák. o úpravě vlast.vztahů k půdě,fail,simple majority
2480,1995-09-27T17:31:00,Náv. zák. o volbách do Parlamentu ČR,fail,simple majority
3638,1995-05-24T12:46:00,Vl.náv.zák. o ochraně spotřebitele,fail,simple majority
7245,1994-04-26T12:25:00,Novela zák. o zmírnění majet. křivd,pass,simple majority
5313,1994-07-07T11:54:00,,pass,simple majority
3286,1996-02-09T14:54:00,Posl.náv.nov.zák. o státní soc. podpoře,pass,simple majority
3673,1995-05-24T15:57:00,Vl.náv.zák. o územním členění státu,pass,simple majority
3191,1996-02-06T16:59:00,Vl.náv.novely stavebního zákona,pass,simple majority
4057,1995-04-20T10:02:00,Odpovědi na interpelace,fail,simple majority
5010,1994-11-02T09:46:00,Vl. návrh zákona o podmínkách podnikání,fail,simple majority
3511,1996-03-14T09:08:00,Vl.náv.zák.o ochraně Žatec.poloran.červeň.,pass,simple majority
6396,1994-06-03T10:12:00,,fail,simple majority
2916,1995-12-05T13:48:00,Změna pořadu,pass,simple majority
5011,1994-11-02T09:46:00,Vl. návrh zákona o podmínkách podnikání,fail,simple majority
7114,1994-03-24T09:11:00,Vl.návrh zák.-vlastn.vztahy k bytům,fail,simple majority
4353,1995-02-08T09:11:00,Vl.náv.zák. o tech. podm. provozu sil.vozidel,fail,simple majority
4665,1994-12-08T17:22:00,Vl. návrh novely zák. o daních z příjmů,fail,simple majority
4861,1994-12-14T17:55:00,Vl. návrh zákona o dráhách,fail,simple majority
4547,1994-12-06T16:44:00,Návrh org. výb. na upuštění od zásad zákonů,pass,simple majority
4017,1995-04-19T17:25:00,Návrh rozpočtu Fondu národ. majetku na r.1995,pass,simple majority
3958,1995-04-19T13:43:00,Zák. o jednacím řádu PS,fail,simple majority
4932,1994-12-15T11:10:00,Vl.náv.-souhl. se Sml. mezi ČR a Rak.(t.1207),pass,simple majority
6311,1994-06-02T11:50:00,Odpovědi čl. vlády na interpelace,pass,simple majority
4788,1994-12-14T09:05:00,Odpovědi členů vlády na interpelace posl.,fail,simple majority
6490,1993-12-01T16:12:00,Nov.zák. o dani z nemovitostí,pass,simple majority
2632,1995-11-01T09:37:00,Vl. návrh zákona na změnu živnost. zákona,pass,simple majority
6438,1994-06-03T14:21:00,Návrh zák. o volbách do zastup. v obcích,fail,simple majority
6220,1994-05-31T12:20:00,Návrh na zkrác. zák. lhůty k projednání zák.,fail,simple majority
6350,1994-06-02T17:50:00,Návrh zák. o volbách do PS a Senátu ČR,fail,simple majority
5840,1996-04-25T08:28:00,Zákon o VZP ČR a o dalších zdrav.poj.,pass,simple majority
1994,1995-06-22T15:40:00,Vl.náv. novely zák. o st.správě ve školství,fail,simple majority
2386,1995-09-26T14:07:00,Změna programu,pass,simple majority
5418,1994-07-09T07:28:00,Posl.náv.zák.o působ.org.ČR při přev.majetku,pass,simple majority
2387,1995-09-26T14:07:00,Změna programu,pass,simple majority
1979,1995-06-22T15:15:00,Vl.náv.novely zákona o školách,fail,simple majority
6280,1994-06-02T08:42:00,"Interpelace, otázky posl. na členy vlády",fail,simple majority
3921,1995-04-19T10:53:00,Zák. o jednacím řádu PS,fail,simple majority
5120,1994-11-03T20:57:00,Zpráva o činnosti org. výboru PS,pass,simple majority
6901,1994-02-17T11:14:00,Odp. členů vlády na interpelace,fail,simple majority
5275,1994-09-08T11:24:00,Upuštění od zásad,pass,simple majority
5299,1994-09-08T16:38:00,Návrh usnesení ke státnímu rozpočtu,pass,simple majority
3725,1995-05-25T18:56:00,Vl.náv.zák. o vnitrozemské plavbě,pass,simple majority
3461,1996-03-13T13:56:00,Bod č.18 přesunout za bod č.40,pass,simple majority
4816,1994-12-14T16:33:00,Vl.návrh zák. o státním rozp. ČR na rok 1995,fail,simple majority
5096,1994-11-03T16:26:00,Vl.náv.zákona o sloučení komor,pass,simple majority
6602,1993-12-03T21:05:00,Návrh zák. o stát.rozpočtu ČR na r. 1994,fail,simple majority
2479,1995-09-27T17:31:00,Náv. zák. o volbách do Parlamentu ČR,fail,simple majority
2869,1995-11-03T14:06:00,Vl.náv. zák. o střelných zbraních,fail,simple majority
3437,1996-03-13T11:28:00,Posl.náv.zák. o státních svátcích,pass,simple majority
6676,1993-12-07T14:09:00,Návrh zák. o stát.rozpočtu ČR na r. 1994,pass,simple majority
7238,1994-04-26T11:38:00,,fail,simple majority
4092,1995-04-20T14:47:00,Zák. o státní statistické službě,pass,simple majority
2206,1995-06-29T14:51:00,Vl.náv.novely zák. o spotřebních daních,fail,simple majority
6943,1994-02-17T14:13:00,Odp. členů vlády na interpelace,pass,simple majority
3826,1995-04-18T15:39:00,Nov. zák. o dluhopisech,pass,simple majority
6858,1994-02-16T14:46:00,Návrh na vydání ústavního zák. o referendu,fail,simple majority
6249,1994-06-01T12:25:00,,pass,simple majority
7083,1994-03-23T11:30:00,Vl.návrh zák. o prod. a výv. předm. kult.hodn.,pass,simple majority
2925,1995-12-05T13:57:00,Změna pořadu,fail,simple majority
4833,1994-12-14T16:55:00,Vl.návrh zák. o státním rozp. ČR na rok 1995,pass,simple majority
2226,1995-06-29T15:54:00,Vl.náv.novely zák. o daních z příjmů,pass,simple majority
2383,1995-09-26T14:07:00,Změna programu,fail,simple majority
