id,start_date,motion:title,motion:legislative_session
60-604,2009-04-30, DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY DE EXPROPIACION (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-553,2009-04-16,"DECRETO POR EL QUE SE EXPIDE LA LEY DE FISCALIZACION Y RENDICION DE CUENTAS DE LA FEDERACION Y SE ABROGA LA LEY DE FISCALIZACION SUPERIOR DE LA FEDERACION (EN LO  PARTICULAR LOS ARTICULOS 10, 76, 77, 85,  97 Y 103 RESERVADOS,  CON LAS MODIFICACIONES ACEPTADAS)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-99,2007-04-19,DECRETO QUE ADICIONA Y REFORMA DIVERSOS ARTÍCULOS DE LA LEY DE LOS SISTEMAS DE AHORRO PARA EL RETIRO. (EN LO PARTICULAR EL ART. 3º FRAC. V BIS Y SEGUNDO PARRAFO Y ADICIÓN DE UNA FRACCIÓN V TER RESERVADOS POR LA DIP. ROSARIO ORTIZ MAGALLON),Segundo Período de Sesiones Ordinarias del Primer Año
60-88,2007-03-28,PUNTO DE ACUERDO EN RELACIÓN CON EL CIERRE DE LA BIBLIOTECA JOSÉ VASCONCELOS. (SI SE CONSIDERA DE URGENTE RESOLUCIÓN),Segundo Período de Sesiones Ordinarias del Primer Año
60-276,2008-03-11,"DECRETO QUE EXPIDE LA LEY DEL SISTEMA NACIONAL DE INFORMACIÓN ESTADÍSTICA Y GEOGRÁFICA  (EN LO PARTICULAR LOS ARTICULOS  RESERVADOS POR EL DIPUTADO SALVADOR RUIZ SANCHEZ (PRD), SI SE ADMITEN A DISCUSIÓN)",Segundo Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-277,2008-03-11,"DECRETO QUE EXPIDE LA LEY DEL SISTEMA NACIONAL DE INFORMACIÓN ESTADÍSTICA Y GEOGRÁFICA  (EN LO PARTICULAR LOS ARTICULOS  RESERVADOS POR EL DIPUTADO PABLO TREJO PÉREZ (PRD), SI SE ADMITEN LAS MODIFICACIONES)",Segundo Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-80,2007-03-22,PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR EL ARTÍCULO  VIGÉSIMO OCTAVO TRANSITORIO; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR LA DIP. CLAUDIA LILIA CRUZ SANTIAGO),Segundo Período de Sesiones Ordinarias del Primer Año
60-81,2007-03-22,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS 17, 31, 105, 143, 151, DÉCIMO OCTAVO, VIGÉSIMO QUINTO CON LAS MODIF. PROPUESTAS Y ACEPTADAS POR LA ASAMBLEA Y LA ADICIÓN DE UN ART. CUADRAGÉSIMO SÉPTIMO) TRANSITORIO)",Segundo Período de Sesiones Ordinarias del Primer Año
60-82,2007-03-22,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS, EN SUS TÉRMINOS)",Segundo Período de Sesiones Ordinarias del Primer Año
60-83,2007-03-27,"PUNTO DE ACUERDO DE LA COMISIÓN DE VIGILANCIA DE LA AUDITORÍA SUPERIOR DE LA FEDERACIÓN POR EL QUE SE PRORROGA EL NOMBRAMIENTO DEL LICENCIADO ROBERTO MICHEL PADILLA COMO TITULAR DE LA UNIDAD DE EVALUACIÓN Y CONTROL DE LA COMISIÓN DE VIGILANCIA DE LA AUDITORÍA SUPERIOR DE LA FEDERACIÓN, POR UN PERIODO DE CUATRO AÑOS, DEL 1º DE MAYO DE 2007 AL 30 DE ABRIL DE 2011. (SI SE APRUEBA)",Segundo Período de Sesiones Ordinarias del Primer Año
60-84,2007-03-28,CINCO DECRETOS QUE CONCEDEN PERMISO A 3 CC. PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS Y A 10 CC. PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Primer Año
60-85,2007-03-28,"DECRETO QUE CONCEDE PERMISO A 6 CC. PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS. (EN LO PARTICULAR, EL ARTÍCULO PRIMERO RESERVADO, POR EL QUE SE CONCEDE PERMISO AL CIUDADANO DANIEL CABEZA DE VACA)",Segundo Período de Sesiones Ordinarias del Primer Año
60-86,2007-03-28,LEY ORGÁNICA DEL TRIBUNAL FEDERAL DE JUSTICIA FISCAL Y ADMINISTRATIVA. (EN LO GENERAL CON LA MODIFICACIÓN PROPUESTA POR LA COMISIÓN DE JUSTICIA Y ACEPTADA POR LA ASAMBLEA Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Primer Año
60-87,2007-03-28,"LEY ORGÁNICA DEL TRIBUNAL FEDERAL DE JUSTICIA FISCAL Y ADMINISTRATIVA. (EN LO PARTICULAR EL ARTÍCULO SÉPTIMO TRANSITORIO, RESERVADO; EN SUS TÉRMINOS)",Segundo Período de Sesiones Ordinarias del Primer Año
60-229,2007-12-06,DECRETO QUE  REFORMA EL ARTICULO 59 DEL CODIGO FEDERAL DE PROCEDIMIETOS CIVILES (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-347,2008-06-20, DECRETO QUE REFORMA EL ARTICULO 71 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (SI SE ACEPTAN LAS MODIFICACIONES PROPUESTAS POR LA DIP. MONICA FERNANDEZ BALBOA (PRD)),Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-344,2008-06-20,DECRETO QUE REFORMA EL ARTICULO 88  DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-345,2008-06-20,DECRETO QUE REFORMA LOS ARTICULOS 69 Y 93 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-342,2008-06-19,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY ORGÁNICA DEL PODER JUDICIAL DE LA FEDERACIÓN Y DE LA LEY GENERAL DEL SISTEMA DE MEDIOS DE IMPUGNACIÓN EN MATERIA ELECTORAL (EN LO PARTICULAR LOS ARTICULOS RESERVADOS CON LAS MODIFICACIONES ACEPTADAS Y EN SUS TERMINOS RESPECTIVAMENTE)",Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-343,2008-06-20,DECRETO QUE REFORMA EL ARTICULO 37 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-340,2008-06-19,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY ORGÁNICA DEL PODER JUDICIAL DE LA FEDERACIÓN Y DE LA LEY GENERAL DEL SISTEMA DE MEDIOS DE IMPUGNACIÓN EN MATERIA ELECTORAL (EN LO PARTICULAR EL ARTICULO 77 BIS SI SE ADMITE A DISCUSIÓN LA MODIFICACION PROPUESTA POR EL DIP. RODOLFO SOLIS PARGA (PT))",Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-341,2008-06-19,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY ORGÁNICA DEL PODER JUDICIAL DE LA FEDERACIÓN Y DE LA LEY GENERAL DEL SISTEMA DE MEDIOS DE IMPUGNACIÓN EN MATERIA ELECTORAL (EN LO PARTICULAR LOS ARTS. 32 BIS, 45, 62, 75, 76, 77 BIS, 86, PRIMERO, SEGUNDO Y TERCERO DE LAS SIPOSICIONES TRANSITORIAS, SI SE ADMITE A DISCUSIÓN LA MODIFICACION PROPUESTA POR LA DIP. VALENTINA BATRES (PRD))",Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-221,2007-11-29,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DEL CÓDIGO CIVIL FEDERAL Y DEL CÓDIGO FEDERAL DE PROCEDIMIENTOS CIVILES. (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-220,2007-11-22,"DECRETO QUE ADICIONA UN PARRAFO SEGUNDO AL ARTICULO DECIMO CUARTO TRANSITORIO DEL DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-223,2007-11-29,DECRETO QUE REFORMA LA TARIFA DEL ARTÍCULO 14 DE LA LEY DEL IMPUESTO SOBRE TENENCIA O USO DE VEHÍCULOS. (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-222,2007-11-29,DECRETO QUE ADICIONA DIVERSAS DISPOSICIONES DEL CÓDIGO FEDERAL DE PROCEDIMIENTOS CIVILES. (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-225,2007-11-29,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY PARA REGULAR LAS SOCIEDADES DE INFORMACIÓN CREDITICIA. (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-224,2007-11-29,DECRETO QUE REFORMA LA FRACCIÓN LIX DEL ARTÍCULO 3 DE LA LEY DE AGUAS NACIONALES. (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-348,2008-06-20, DECRETO QUE REFORMA EL ARTICULO 71 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-349,2008-06-20,DECRETO QUE FORMALIZA LA SITUACION JURIDICA DE LOS INMUEBLES PUESTOS A DISPOSICION DE LAS CAMARAS DEL HONORABLE CONGRESO DE LA UNION (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Extraordinarias del Segundo Receso del Segundo Año
60-75,2007-03-22,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS 176, 185 Y 192; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR EL DIP. RAMÓN ALMONTE BORJA)",Segundo Período de Sesiones Ordinarias del Primer Año
60-74,2007-03-22,PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR EL ARTÍCULO 110; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR EL DIP. SANTIAGO GUSTAVO PEDRO CORTÉS),Segundo Período de Sesiones Ordinarias del Primer Año
60-77,2007-03-22,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS QUINTO, SÉPTIMO Y DÉCIMO TRANSITORIOS; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR EL DIP. MIGUEL ÁNGEL SOLARES CHÁVEZ)",Segundo Período de Sesiones Ordinarias del Primer Año
60-76,2007-03-22,PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR EL ARTÍCULO 198; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR EL DIP. ALFONSO SUÁREZ DEL REAL Y AGUILERA),Segundo Período de Sesiones Ordinarias del Primer Año
60-71,2007-03-22,"PROYECTO DE LEY DEL ISSSTE, MOCIÓN SUSPENSIVA. (SI SE ADMITE)",Segundo Período de Sesiones Ordinarias del Primer Año
60-70,2007-03-20,"LEY PARA LA REFORMA DEL ESTADO. (EN LO PARTICULAR, LOS ARTÍCULOS   RSVDOS.: ARTS. 3º Y 12 EN SUS TÉRMINOS, ART. 6º CON LA MODIF. PROPUESTA POR EL DIP. JUAN GUERRA OCHOA Y ADMITIDA POR LA ASAMBLEA, Y SEXTO TRANSITORIO CON LA MODIFICACIÓN PROPUESTA POR EL DIP. CARLOS ZATARÁIN Y ADMITIDA POR LA ASAMBLEA)",Segundo Período de Sesiones Ordinarias del Primer Año
60-73,2007-03-22,PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS 103 Y 110; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR EL DIP. JUAN GUERRA OCHOA),Segundo Período de Sesiones Ordinarias del Primer Año
60-72,2007-03-22,PROYECTO DE LEY DEL ISSSTE. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Primer Año
60-593,2009-04-30,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-592,2009-04-30,ELECCION DE INTEGRANTES DE LA COMISION PERMANENTE PARA EL SEGUNDO RECESO DEL TERCER AÑO DE EJERCICIO (SI SE APRUEBA),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-591,2009-04-30,ACUERDO DE LOS GRUPOS PARLAMENTARIOS POR EL QUE SE PROPONE OCUPAR LA VACANTE GENERADA EN LA PRIMER VICEPRESIDENCIA DE LA MESA DIRECTIVA DE LA CAMARA DE DIPUTADOS DEL TERCER AÑO DE EJERCICIO DE LA LX LEGISLATURA (SI SE APRUEBA),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-590,2009-04-28,DECRETO QUE ADICIONA UNA FRACCION XXIX-Ñ AL ARTICULO 73 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-79,2007-03-22,PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS  VIGÉSIMO SEXTO Y VIGÉSIMO SÉPTIMO TRANSITORIOS; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR EL DIP. FRANCISCO MÁRQUEZ TINOCO),Segundo Período de Sesiones Ordinarias del Primer Año
60-78,2007-03-22,PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR EL ARTÍCULO  VIGÉSIMO TRANSITORIO; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR LA DIP. ALEIDA ALAVEZ RUIZ),Segundo Período de Sesiones Ordinarias del Primer Año
60-595,2009-04-30,DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY DEL SEGURO SOCIAL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-594,2009-04-30,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIV. DISP. DE LA LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO, DE LA LEY DE OBRAS PÚBLICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS, DE LA LEY FEDERAL DE RESPONSABILIDADES ADMTVAS. DE LOS SERVIDORES PÚBLICOS Y DEL CÓDIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-180,2007-10-16,"DOS DECRETOS QUE CONDECEN PERMISO A ONCE CIUDADANOS MEXICANOS, NUEVE PARA PRESTAR SERVICIOS EN REPRESENTACIONES DE GOBIERNOS EXTRANJEROS Y DOS PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-181,2007-10-18,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-182,2007-10-18,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR LAS MODIFICACIONES PROPUESTAS POR EL DIP. EDUARDO ESPINOSA ABUXAPQUI AL ARTICULO 8 FRACCION IX, RESERVADO, SI SE ADMITE A DISCUSIÓN)",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-183,2007-10-18,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR LAS MODIFICACIONES PROPUESTAS POR LA DIP. ADDY JOAQUIN COLDWELL AL ARTICULO 8 FRACCION IX, 16, PRIMERO TRANSITORIO Y SEGUNDO TRANSITORIO, FRACCION IV, RESERVADOS, SI SE ADMITEN A DISCUSIÓN)",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-184,2007-10-18,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR LAS MODIFICACIONES ACEPTADAS POR LA ASAMBLEA DE LA PROPUESTA DEL DIP. GERARDO BUGANZA SALMERÓN AL ARTICULO 20, RESERVADO)",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-185,2007-10-18,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR EL ARTICULO 288-G Y ADICIÓN DE UN ARTÍCULO SÉPTIMO TRANSITORIO CON LA MODIFICACION ACEPTADA POR LA ASAMBLEA DEL DIP. JOSE MANUEL DEL RIO VIRGEN )",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-186,2007-10-18,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR LOS ARTÍCULOS 8, 16, 18-A, PRIMERO Y SEGUNDO TRANSITORIOS, EN SUS TÉRMINOS )",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-187,2007-10-18,LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-188,2007-10-18,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ARTICULO 1, RESERVADO POR EL DIP. JUAN GUERRA OCHOA (PRD))",Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-189,2007-10-18,LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ARTICULO 15 CON LA MODIFICACION ACEPTADA POR LA ASAMBLEA DE LA  DIP. MARINA ARVIZU RIVAS (ALT)),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-294,2008-04-03,DECRETO QUE ADICIONA UNA FRACCION XLIX AL ARTICULO 7o. DE LA LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-295,2008-04-03,"DECRETO QUE ADICIONA LA FECHA 19 DE AGOSTO, INSTALACION DE LA SUPREMA JUNTA NACIONAL AMERICANA DE ZITACUARO, EN 1811,  AL INCISO A) DEL ARTICULO 18 DE LA LEY SOBRE EL ESCUDO, LA BANDERA Y EL HIMNO NACIONAL (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-296,2008-04-03,ONCE DECRETOS QUE CONCEDEN PERMISO A 9 CIUDADANOS PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS Y A 6 CIUDADANOS MEXICANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-297,2008-04-10,DECRTO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY QUE CREA EL FIDEICOMISO QUE ADMINISTRARA EL FONDO DE APOYO PARA LOS EX TRABAJADORES MIGRATORIOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-290,2008-04-01,DECRETO QUE REFORMA EL SEGUNDO PARRAFO DEL ARTICULO 212 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO  PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-291,2008-04-01,DECRETO POR EL QUE SE REFORMAN DIVERSAS DISPOSICIONES DE LA LEY ORGANICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO  PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-119,2007-04-26,DECRETO POR EL QUE SE ESTABLECEN LAS CARACTERÍSTICAS DE TREINTA Y SIETE MONEDAS CONMEMORATIVAS DEL BICENTENARIO DEL INICIO DEL MOVIMIENTO DE INDEPENDENCIA Y DEL CENTENARIO DEL INICIO DE LA REVOLUCIÓN MEXICANA. (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
60-118,2007-04-26,ELECCIÓN DE INTEGRANTES DE LA COMISIÓN PERMANENTE PARA EL SEGUNDO RECESO DEL PRIMER AÑO DE EJERCICIO. (SI SE APRUEBA),Segundo Período de Sesiones Ordinarias del Primer Año
60-117,2007-04-26,"DECRETO QUE EXPIDE LA LEY DE PROMOCIÓN Y DESARROLLO DE LOS BIOENERGÉTICOS. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS, EN TÉRMINOS DEL DICTAMEN)",Segundo Período de Sesiones Ordinarias del Primer Año
60-116,2007-04-26,DECRETO QUE EXPIDE LA LEY DE PROMOCIÓN Y DESARROLLO DE LOS BIOENERGÉTICOS. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Primer Año
60-115,2007-04-26,DOS DECRETO QUE CONCEDEN PERMISO A 6 CC PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS. (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
60-114,2007-04-26,DECRETO QUE ADICIONA EL DIVERSO QUE ESTABLECE LAS CARACTERÍSTICAS DE MONEDAS CONMEMORATIVAS DEL 500 ANIVERSARIO DEL ENCUENTRO DE DOS CULTURAS. (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
60-113,2007-04-26,DECRETO QUE ESTABLECE LAS CARACTERÍSTICAS DE LA SÉPTIMA MONEDA DE PLATA CONMEMORATIVA DEL QUINTO CENTENARIO DEL ENCUENTRO DE DOS MUNDOS. (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
60-112,2007-04-26,DECRETO QUE REFORMA EL ARTÍCULO 99 DE LA LEY GENERAL DE CULTURA FÍSICA Y DEPORTE. (EN LO GENERAL Y EN LO PARTICULAR CON LA MODIFICACIÓN ACEPTADA),Segundo Período de Sesiones Ordinarias del Primer Año
60-111,2007-04-26,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DEL REGLAMENTO PARA LA TRANSPARENCIA Y EL ACCESO A LA INFORMACIÓN PÚBLICA DE LA CÁMARA DE DIPUTADOS. (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Primer Año
60-110,2007-04-26,"DECRETO QUE EXPIDE LA LEY PARA PREVENIR Y SANCIONAR LA TRATA DE PERSONAS; QUE REFORMA Y ADICIONA LA LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA; REFORMA Y ADICIONA EL CÓDIGO FEDERAL DE PROCEDIMIENTOS PENALES, Y REFORMA, ADICIONA Y DEROGA EL CÓDIGO PENAL FEDERAL. (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Primer Año
60-531,2009-04-14,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LOS CODIGOS PENAL FEDERAL,  FEDERAL DE PROCEDIMIENTOS PENALES Y DE LA LEY DE EXTRADICION INTERNACIONAL (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-177,2007-10-09,DOS DECRETOS QUE CONCEDEN PERMISO A SIETE CIUDADANOS MEXICANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES DIPLOMÁTICAS DE GOBIERNOS EXTRANJEROS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-530,2009-04-14,DECRETO QUE REFORMA DIVERSAS DISPOSICIONES DE LAS LEYES FEDERALES DE RESPONSABILIDAD PATRIMONIAL DEL ESTADO Y DE PROCEDIMIENTO CONTENCIOSO ADMINISTRATIVO (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-176,2007-10-09,DECRETO QUE REFORMA Y ADICIONA LOS ARTÍCULOS 4 Y 71 DE LA LEY DE VIVIENDA (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-533,2009-04-14,DECRETO QUE EXPIDE LA LEY DE DEPOSITO LEGAL(EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-532,2009-04-14,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE CULTURA FISICA Y DEPORTE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-238,2007-12-11,DECRETO POR EL QUE SE EXPIDE EL CÓDIGO FEDERAL DE INSTITUCIONES Y PROCEDIMIENTOS ELECTORALES. (EN LO PARTICULAR LOS ARTICULOS RESERVADOS EN SUS TERMINOS),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-523,2009-04-14,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
